status_change	rate_0	rate_1	rate_2	rate_3	rate_4	rate_5	rate_6	rate_7	rate_8	rate_9	rate_10	rate_11	rate_12	rate_13	rate_14	rate_15	rate_16	rate_17	rate_18	rate_19	rate_20	rate_21	rate_22	rate_23	rate_24	rate_25	rate_26	rate_27	rate_28	rate_29	rate_30	rate_31	rate_32	rate_33	rate_34	rate_35	rate_36	rate_37	rate_38	rate_39	rate_40	rate_41	rate_42	rate_43	rate_44	rate_45	rate_46	rate_47	rate_48	rate_49	rate_50	rate_51	rate_52	rate_53	rate_54	rate_55	rate_56	rate_57	rate_58	rate_59	rate_60	rate_61	rate_62	rate_63	rate_64	rate_65	rate_66	rate_67	rate_68	rate_69	rate_70	rate_71	rate_72	rate_73	rate_74	rate_75	rate_76	rate_77	rate_78	rate_79	rate_80	rate_81	rate_82	rate_83	rate_84	rate_85	rate_86	rate_87	rate_88	rate_89	rate_90	rate_91	rate_92	rate_93	rate_94	rate_95	rate_96	rate_97	rate_98	rate_99
LC->NT	0.00091740	0.00134251	0.00103298	0.00141228	0.00131503	0.00135039	0.00113769	0.00132432	0.00115891	0.00101171	0.00139753	0.00108561	0.00115743	0.00100710	0.00118520	0.00120275	0.00130318	0.00090200	0.00122632	0.00117828	0.00136400	0.00113825	0.00114294	0.00104309	0.00113272	0.00095921	0.00122518	0.00114411	0.00116987	0.00116564	0.00117848	0.00134065	0.00115270	0.00122187	0.00117572	0.00109935	0.00100920	0.00086979	0.00145979	0.00116313	0.00124788	0.00144380	0.00125035	0.00094926	0.00121593	0.00125870	0.00134022	0.00104012	0.00125532	0.00118545	0.00122528	0.00079223	0.00130206	0.00110958	0.00123515	0.00127071	0.00105846	0.00107312	0.00135467	0.00107766	0.00133534	0.00116589	0.00152465	0.00143894	0.00115860	0.00110222	0.00105016	0.00131439	0.00100052	0.00104754	0.00114301	0.00096506	0.00140555	0.00108239	0.00140183	0.00121307	0.00113813	0.00130112	0.00123529	0.00105518	0.00113936	0.00118726	0.00130740	0.00113536	0.00102885	0.00107362	0.00132068	0.00105294	0.00103817	0.00118297	0.00097326	0.00113588	0.00088150	0.00119190	0.00115595	0.00130234	0.00113414	0.00129007	0.00134250	0.00126433
LC->VU	0.00076681	0.00083073	0.00069259	0.00065733	0.00081455	0.00065506	0.00089655	0.00082301	0.00078347	0.00093837	0.00086642	0.00062158	0.00071424	0.00082215	0.00090480	0.00091118	0.00071284	0.00074866	0.00073958	0.00107526	0.00069682	0.00093964	0.00072782	0.00078656	0.00083364	0.00084606	0.00063879	0.00078572	0.00076004	0.00082935	0.00082499	0.00088558	0.00070871	0.00070269	0.00054593	0.00071726	0.00085269	0.00069150	0.00109340	0.00081525	0.00068457	0.00070046	0.00066924	0.00090661	0.00065196	0.00084218	0.00046041	0.00101446	0.00084070	0.00068275	0.00089664	0.00064989	0.00084068	0.00066194	0.00091319	0.00083056	0.00064492	0.00054737	0.00072702	0.00062349	0.00083868	0.00070174	0.00056446	0.00075767	0.00072590	0.00053921	0.00077369	0.00082788	0.00059256	0.00083397	0.00071907	0.00065903	0.00084669	0.00094553	0.00082384	0.00074201	0.00065003	0.00062476	0.00075059	0.00086491	0.00079956	0.00063762	0.00089691	0.00080581	0.00093557	0.00071903	0.00067699	0.00096738	0.00078016	0.00074253	0.00054789	0.00059478	0.00057621	0.00054055	0.00095909	0.00061308	0.00066342	0.00093665	0.00074375	0.00068855
LC->EN	0.00010187	0.00026496	0.00025164	0.00013168	0.00007536	0.00017736	0.00011665	0.00019222	0.00016962	0.00010639	0.00013460	0.00021896	0.00015167	0.00010249	0.00012322	0.00019135	0.00011230	0.00007253	0.00028442	0.00020262	0.00030508	0.00022841	0.00023924	0.00017017	0.00016334	0.00018672	0.00015843	0.00017493	0.00015969	0.00012597	0.00016867	0.00009801	0.00011938	0.00023311	0.00027874	0.00029462	0.00020827	0.00016060	0.00024120	0.00013668	0.00011173	0.00028621	0.00017426	0.00013039	0.00024934	0.00010650	0.00015124	0.00021692	0.00024385	0.00021528	0.00025071	0.00019833	0.00023073	0.00021276	0.00013870	0.00021960	0.00017258	0.00011014	0.00031633	0.00012308	0.00016260	0.00022439	0.00011925	0.00022845	0.00015150	0.00011384	0.00020052	0.00012435	0.00034626	0.00035415	0.00014864	0.00012738	0.00009460	0.00014425	0.00018663	0.00017673	0.00017982	0.00021029	0.00010877	0.00029085	0.00021270	0.00019840	0.00017278	0.00018952	0.00011005	0.00012034	0.00011905	0.00019702	0.00029923	0.00021207	0.00015491	0.00015745	0.00028145	0.00007943	0.00008492	0.00010073	0.00021126	0.00020988	0.00022712	0.00025874
LC->CR	0.00006460	0.00005564	0.00009234	0.00004987	0.00015541	0.00006380	0.00009523	0.00013825	0.00012270	0.00029905	0.00011210	0.00013129	0.00013522	0.00007733	0.00009241	0.00003605	0.00006080	0.00014458	0.00005549	0.00012993	0.00004600	0.00007485	0.00018534	0.00002251	0.00007615	0.00016940	0.00007766	0.00009192	0.00007501	0.00008599	0.00007208	0.00013403	0.00009029	0.00006574	0.00008785	0.00004225	0.00003788	0.00016354	0.00005139	0.00008934	0.00009617	0.00007223	0.00010343	0.00010798	0.00012372	0.00004735	0.00009340	0.00011316	0.00011171	0.00007605	0.00009236	0.00010680	0.00001386	0.00009661	0.00007807	0.00007592	0.00005702	0.00007707	0.00006362	0.00008554	0.00011385	0.00011480	0.00006307	0.00012522	0.00005680	0.00009092	0.00004745	0.00013670	0.00005617	0.00004394	0.00010523	0.00008184	0.00012814	0.00004539	0.00015271	0.00010629	0.00009801	0.00004590	0.00011939	0.00009831	0.00015866	0.00009207	0.00009804	0.00012622	0.00004646	0.00006522	0.00011105	0.00013705	0.00015014	0.00017053	0.00005940	0.00008779	0.00008919	0.00007625	0.00006527	0.00004103	0.00019167	0.00006722	0.00009515	0.00010731
LC->DD	0.00045451	0.00053107	0.00061096	0.00055709	0.00052493	0.00047593	0.00059909	0.00046191	0.00051486	0.00056461	0.00039858	0.00060936	0.00068373	0.00044626	0.00054359	0.00063859	0.00039130	0.00058155	0.00044282	0.00045667	0.00058143	0.00036601	0.00045667	0.00047017	0.00046925	0.00061446	0.00049535	0.00062717	0.00067435	0.00053615	0.00051556	0.00063443	0.00072675	0.00060690	0.00055586	0.00062903	0.00046630	0.00045988	0.00044555	0.00062277	0.00068164	0.00058970	0.00062111	0.00055842	0.00050294	0.00060383	0.00072985	0.00062459	0.00050762	0.00045147	0.00062172	0.00055291	0.00049294	0.00056438	0.00060128	0.00050586	0.00071976	0.00047309	0.00055992	0.00062696	0.00053776	0.00029051	0.00050210	0.00040976	0.00055074	0.00046140	0.00079440	0.00073834	0.00074394	0.00048786	0.00054830	0.00053928	0.00050662	0.00057298	0.00065936	0.00047867	0.00059123	0.00037409	0.00067020	0.00053699	0.00066254	0.00070301	0.00060279	0.00072457	0.00066320	0.00050680	0.00057078	0.00055525	0.00047876	0.00056535	0.00064151	0.00057131	0.00080607	0.00063475	0.00048164	0.00070227	0.00066859	0.00077755	0.00052705	0.00027819
LC->EX	0.00001691	0.00000962	0.00005653	0.00000233	0.00002180	0.00001250	0.00002373	0.00002457	0.00001231	0.00001066	0.00000498	0.00003577	0.00000845	0.00000659	0.00001284	0.00000874	0.00000972	0.00001187	0.00016137	0.00005719	0.00000185	0.00003657	0.00001247	0.00000973	0.00004350	0.00000326	0.00000646	0.00007368	0.00002362	0.00001568	0.00000660	0.00001028	0.00006161	0.00001584	0.00001368	0.00001897	0.00005270	0.00002667	0.00000466	0.00003208	0.00002229	0.00004248	0.00007939	0.00000505	0.00005362	0.00004369	0.00005453	0.00000173	0.00002039	0.00000741	0.00006146	0.00003469	0.00000881	0.00004463	0.00002186	0.00000974	0.00000808	0.00002941	0.00003494	0.00001930	0.00000956	0.00000578	0.00013505	0.00001346	0.00000283	0.00001200	0.00002273	0.00001030	0.00000152	0.00000775	0.00003832	0.00000628	0.00001242	0.00004436	0.00000836	0.00008816	0.00005859	0.00007292	0.00002193	0.00001653	0.00000162	0.00000078	0.00002294	0.00001307	0.00003621	0.00000525	0.00001031	0.00005461	0.00004950	0.00000315	0.00001161	0.00000487	0.00000557	0.00009202	0.00000160	0.00001206	0.00000851	0.00000137	0.00000819	0.00010307
NT->LC	0.01813955	0.02120533	0.02118947	0.01978562	0.01958556	0.01541586	0.01912320	0.01563919	0.01802268	0.01971305	0.02078749	0.01923243	0.01808027	0.02032085	0.01735330	0.01869821	0.01515294	0.01844971	0.01558463	0.02087539	0.02078539	0.01662254	0.01952390	0.01812414	0.01492471	0.01658696	0.01784327	0.02127711	0.01812615	0.01956484	0.01538954	0.01761962	0.01482458	0.01823595	0.01957947	0.02212870	0.01556841	0.01720794	0.01547919	0.01740937	0.01738449	0.01875975	0.01618346	0.01916550	0.02178142	0.01733029	0.01742340	0.01552645	0.01678250	0.02155136	0.01852702	0.02242446	0.01628374	0.01776130	0.01907787	0.01832563	0.01713685	0.01753726	0.01634105	0.01874483	0.01783837	0.01689124	0.01962513	0.01872213	0.01723311	0.01963414	0.01969176	0.01935472	0.01829090	0.02223582	0.01805247	0.01610462	0.01679098	0.01905020	0.01784987	0.01808362	0.01757006	0.01711206	0.01864743	0.02135458	0.01732873	0.01698734	0.01777310	0.01954161	0.01678840	0.01771947	0.01968081	0.01475513	0.01657310	0.01866247	0.02126090	0.01793616	0.02293251	0.02275913	0.02099826	0.02073554	0.01734516	0.01848223	0.02284163	0.01909290
NT->VU	0.01047087	0.00785961	0.00775755	0.01144638	0.00956687	0.01044785	0.00979558	0.01010678	0.00945475	0.00671436	0.01148804	0.00957624	0.00759109	0.00881438	0.00762378	0.00996763	0.00694215	0.00750131	0.01034078	0.00741570	0.01036671	0.00734551	0.00861876	0.00848267	0.00735182	0.00600066	0.00858425	0.00713309	0.00977715	0.00962203	0.00824951	0.01087633	0.00812244	0.01098201	0.00960912	0.01023877	0.00878157	0.01253647	0.00829502	0.00882962	0.01042574	0.00804309	0.00903647	0.00712942	0.00856129	0.00791149	0.00773830	0.01314561	0.00943581	0.00876643	0.00957039	0.00897736	0.01139566	0.00988126	0.01059733	0.00990356	0.01029847	0.01025846	0.00835999	0.00973163	0.00902421	0.01039319	0.00981542	0.00750276	0.01018977	0.00878971	0.01016814	0.01105458	0.00871423	0.00931016	0.00716085	0.00888503	0.00940116	0.00987896	0.01160943	0.00904570	0.01064560	0.00861439	0.00763901	0.00830058	0.00785860	0.00735025	0.00935778	0.00764531	0.00823803	0.01105416	0.01040571	0.00774102	0.00922465	0.00903226	0.00874059	0.00937703	0.00650837	0.00812014	0.00876435	0.00722261	0.01132986	0.00954947	0.00770119	0.00923516
NT->EN	0.00365820	0.00278658	0.00441277	0.00320038	0.00383130	0.00343963	0.00374760	0.00314187	0.00304782	0.00360416	0.00290103	0.00337022	0.00284342	0.00255381	0.00187469	0.00203067	0.00336062	0.00285614	0.00478809	0.00289016	0.00403361	0.00334411	0.00157715	0.00302715	0.00447442	0.00332618	0.00351856	0.00246508	0.00227355	0.00348719	0.00422733	0.00289928	0.00286603	0.00274339	0.00233401	0.00192610	0.00386990	0.00393064	0.00406091	0.00358900	0.00520666	0.00325803	0.00247799	0.00258329	0.00351057	0.00331798	0.00252419	0.00381670	0.00263301	0.00235571	0.00271489	0.00273805	0.00335420	0.00275083	0.00420015	0.00406825	0.00197776	0.00185258	0.00308780	0.00329378	0.00231945	0.00286500	0.00457854	0.00329962	0.00353007	0.00241893	0.00277280	0.00294236	0.00379756	0.00310465	0.00315167	0.00299627	0.00246526	0.00459912	0.00251590	0.00378576	0.00298587	0.00407693	0.00375302	0.00359648	0.00255491	0.00397846	0.00276502	0.00416949	0.00240958	0.00315556	0.00398262	0.00306578	0.00249718	0.00275888	0.00288702	0.00328299	0.00190997	0.00347056	0.00220088	0.00285811	0.00293193	0.00207227	0.00414370	0.00294295
NT->CR	0.00025964	0.00017512	0.00019466	0.00081787	0.00085150	0.00066225	0.00082841	0.00045640	0.00118993	0.00057960	0.00049896	0.00047090	0.00084121	0.00080879	0.00053369	0.00137980	0.00004819	0.00069791	0.00097641	0.00036735	0.00044113	0.00157055	0.00042041	0.00050311	0.00048031	0.00039605	0.00071786	0.00044689	0.00050771	0.00104482	0.00131229	0.00065438	0.00076968	0.00057746	0.00106967	0.00048277	0.00044095	0.00079341	0.00039313	0.00056075	0.00063191	0.00028557	0.00108038	0.00030349	0.00070085	0.00092274	0.00072060	0.00065239	0.00077810	0.00022454	0.00037585	0.00054890	0.00075360	0.00096801	0.00036921	0.00051561	0.00056528	0.00060183	0.00019891	0.00164857	0.00046170	0.00052736	0.00049144	0.00050226	0.00141383	0.00073077	0.00076875	0.00034334	0.00058454	0.00086205	0.00093742	0.00040746	0.00071756	0.00094435	0.00028008	0.00090503	0.00061350	0.00060107	0.00070998	0.00041591	0.00048754	0.00025277	0.00101775	0.00103645	0.00042708	0.00048966	0.00064936	0.00035542	0.00091803	0.00119195	0.00077147	0.00057557	0.00020830	0.00046237	0.00073794	0.00076284	0.00048728	0.00030655	0.00151867	0.00053986
