species	rate_e_mean	rate_e_lower	rate_e_upper
Emballonura dianae	0.00005007	0.00003698	0.00006408
Emballonura furax	0.00003705	0.00002575	0.00004947
Emballonura monticola	0.00002587	0.00001585	0.00003571
Emballonura raffrayana	0.00002330	0.00001445	0.00003299
Emballonura semicaudata	0.00033988	0.00030234	0.00037513
Emballonura serii	0.00021907	0.00019122	0.00024897
Enchisthenes hartii	0.00003119	0.00002031	0.00004231
Enhydra lutris	0.00031419	0.00027939	0.00034836
Eoglaucomys fimbriatus	0.00002991	0.00001914	0.00004070
Eolagurus luteus	0.00003715	0.00002592	0.00004909
Eolagurus przewalskii	0.00004307	0.00003081	0.00005649
Eonycteris major	0.00018545	0.00015954	0.00021322
Eonycteris robusta	0.00015313	0.00013051	0.00017867
Eonycteris spelaea	0.00002887	0.00001865	0.00003978
Eospalax fontanierii	0.00004704	0.00003457	0.00006072
Eospalax rothschildi	0.00002703	0.00001738	0.00003740
Eospalax smithii	0.00002627	0.00001672	0.00003645
Eothenomys cachinus	0.00003702	0.00002556	0.00004919
Eothenomys chinensis	0.00003594	0.00002447	0.00004760
Eothenomys custos	0.00004009	0.00002841	0.00005308
Eothenomys melanogaster	0.00003120	0.00002061	0.00004247
Eothenomys miletus	0.00003391	0.00002295	0.00004600
Eothenomys olitor	0.00004193	0.00002945	0.00005463
Eothenomys proditor	0.00019496	0.00016644	0.00022118
Eothenomys wardi	0.00012656	0.00010443	0.00014846
Eozapus setchuanus	0.00003513	0.00002422	0.00004676
Episoriculus caudatus	0.00002694	0.00001671	0.00003688
Episoriculus fumidus	0.00004400	0.00003161	0.00005688
Episoriculus leucops	0.00003012	0.00002004	0.00004122
Episoriculus macrurus	0.00004588	0.00003321	0.00005894
Epixerus ebii	0.00004421	0.00003115	0.00005708
Epomophorus angolensis	0.00013878	0.00011668	0.00016267
Epomophorus anselli	0.00018551	0.00015855	0.00021210
Epomophorus crypturus	0.00003608	0.00002496	0.00004775
Epomophorus gambianus	0.00003910	0.00002716	0.00005133
Epomophorus grandis	0.00018853	0.00016190	0.00021614
Epomophorus labiatus	0.00003576	0.00002450	0.00004718
Epomophorus minimus	0.00003302	0.00002185	0.00004439
Epomophorus minor	0.00003207	0.00002148	0.00004305
Epomophorus wahlbergi	0.00003397	0.00002287	0.00004551
Epomops buettikoferi	0.00004213	0.00003002	0.00005564
Epomops dobsonii	0.00003118	0.00002028	0.00004226
Epomops franqueti	0.00003635	0.00002547	0.00004855
Eptesicus andinus	0.00004012	0.00002832	0.00005291
Eptesicus bobrinskoi	0.00019906	0.00017193	0.00022691
Eptesicus bottae	0.00003302	0.00002176	0.00004414
Eptesicus brasiliensis	0.00003818	0.00002693	0.00005044
Eptesicus chiriquinus	0.00004312	0.00003075	0.00005620
Eptesicus diminutus	0.00004302	0.00003017	0.00005573
Eptesicus dimissus	0.00018680	0.00016091	0.00021476
Eptesicus floweri	0.00003926	0.00002741	0.00005127
Eptesicus furinalis	0.00004296	0.00003048	0.00005596
Eptesicus fuscus	0.00003698	0.00002536	0.00004913
Eptesicus gobiensis	0.00003610	0.00002453	0.00004797
Eptesicus guadeloupensis	0.00033865	0.00030220	0.00037422
Eptesicus hottentotus	0.00003895	0.00002751	0.00005132
Eptesicus innoxius	0.00014494	0.00012167	0.00016835
Eptesicus isabellinus	0.00003700	0.00002527	0.00004880
Eptesicus japonensis	0.00036294	0.00032431	0.00039932
Eptesicus kobayashii	0.00020110	0.00017266	0.00022770
Eptesicus nasutus	0.00012964	0.00010811	0.00015229
Eptesicus nilssonii	0.00003096	0.00002101	0.00004203
Eptesicus pachyotis	0.00003995	0.00002825	0.00005238
Eptesicus platyops	0.00021878	0.00019090	0.00024793
Eptesicus serotinus	0.00003873	0.00002682	0.00005072
Eptesicus taddeii	0.00019904	0.00017153	0.00022685
Eptesicus tatei	0.00018937	0.00016195	0.00021571
Equus africanus	0.00131375	0.00123979	0.00138460
Equus ferus	0.00032528	0.00028992	0.00036085
Equus grevyi	0.00035092	0.00031409	0.00038818
Equus hemionus	0.00016227	0.00013737	0.00018713
Equus kiang	0.00003818	0.00002644	0.00005063
Equus quagga	0.00014498	0.00012199	0.00016954
Equus zebra	0.00019648	0.00017091	0.00022574
Eremitalpa granti	0.00005221	0.00003838	0.00006657
Eremodipus lichtensteini	0.00002992	0.00001983	0.00004123
Eremoryzomys polius	0.00018681	0.00015950	0.00021319
Erethizon dorsatum	0.00003511	0.00002418	0.00004751
Erignathus barbatus	0.00003620	0.00002476	0.00004785
Erinaceus amurensis	0.00003813	0.00002628	0.00005017
Erinaceus concolor	0.00003814	0.00002600	0.00005082
Erinaceus europaeus	0.00004297	0.00003117	0.00005580
Erinaceus roumanicus	0.00003216	0.00002151	0.00004338
Eropeplus canus	0.00020403	0.00017724	0.00023365
Erophylla bombifrons	0.00004620	0.00003307	0.00005933
Erophylla sezekorni	0.00002584	0.00001561	0.00003593
Erythrocebus patas	0.00003226	0.00002167	0.00004325
Eschrichtius robustus	0.00033850	0.00030407	0.00037614
Eubalaena australis	0.00133621	0.00126067	0.00140985
Eubalaena glacialis	0.00035775	0.00032069	0.00039547
Eubalaena japonica	0.00138375	0.00130818	0.00145797
Euchoreutes naso	0.00002681	0.00001675	0.00003659
Euderma maculatum	0.00003299	0.00002241	0.00004415
Eudiscoderma thongareeae	0.00137751	0.00130167	0.00145289
Eudiscopus denticulus	0.00003902	0.00002757	0.00005183
Eudorcas albonotata	0.00004726	0.00003441	0.00006129
Eudorcas rufifrons	0.00019056	0.00016270	0.00021683
Eudorcas rufina	0.00013674	0.00011363	0.00015947
Eudorcas thomsonii	0.00003395	0.00002275	0.00004562
Eudorcas tilonura	0.00036899	0.00032911	0.00040626
Eulemur albifrons	0.00034738	0.00031180	0.00038534
Eulemur cinereiceps	0.00136866	0.00129274	0.00144143
Eulemur collaris	0.00034270	0.00030653	0.00037872
Eulemur coronatus	0.00032190	0.00028819	0.00035813
Eulemur flavifrons	0.00133939	0.00126900	0.00141722
Eulemur fulvus	0.00015012	0.00012635	0.00017431
Eulemur macaco	0.00023739	0.00020797	0.00026808
Eulemur mongoz	0.00132005	0.00124693	0.00139256
Eulemur rubriventer	0.00021102	0.00018216	0.00023895
Eulemur rufifrons	0.00014514	0.00012169	0.00016848
Eulemur rufus	0.00020876	0.00018272	0.00023853
Eulemur sanfordi	0.00034626	0.00030996	0.00038303
Eumetopias jubatus	0.00014484	0.00012194	0.00016913
Eumops auripendulus	0.00004207	0.00002898	0.00005491
Eumops bonariensis	0.00004601	0.00003287	0.00005898
Eumops dabbenei	0.00004296	0.00003044	0.00005626
Eumops delticus	0.00017156	0.00014711	0.00019826
Eumops ferox	0.00003605	0.00002452	0.00004781
Eumops floridanus	0.00019150	0.00016483	0.00021962
Eumops glaucinus	0.00003907	0.00002712	0.00005165
Eumops hansae	0.00003512	0.00002412	0.00004710
Eumops maurus	0.00019979	0.00017198	0.00022721
Eumops nanus	0.00004507	0.00003208	0.00005819
Eumops patagonicus	0.00003510	0.00002397	0.00004732
Eumops perotis	0.00003321	0.00002197	0.00004439
Eumops trumbulli	0.00003491	0.00002387	0.00004674
Eumops underwoodi	0.00003290	0.00002216	0.00004430
Eumops wilsoni	0.00020417	0.00017693	0.00023297
Euneomys chinchilloides	0.00018926	0.00016285	0.00021703
Euneomys fossor	0.00019409	0.00016735	0.00022300
Euneomys mordax	0.00004404	0.00003201	0.00005721
Euneomys petersoni	0.00003902	0.00002748	0.00005187
Euoticus elegantulus	0.00003306	0.00002201	0.00004460
Euoticus pallidus	0.00003794	0.00002623	0.00004998
Eupetaurus cinereus	0.00037566	0.00033794	0.00041315
Euphractus sexcinctus	0.00002793	0.00001827	0.00003855
Eupleres goudotii	0.00019274	0.00016552	0.00022013
Eupleres major	0.00035556	0.00031844	0.00039227
Euroscaptor grandis	0.00004803	0.00003525	0.00006223
Euroscaptor klossi	0.00003301	0.00002248	0.00004475
Euroscaptor longirostris	0.00004297	0.00003049	0.00005637
Euroscaptor micrura	0.00003996	0.00002832	0.00005261
Euroscaptor mizura	0.00003831	0.00002634	0.00004983
Euroscaptor parvidens	0.00020009	0.00017265	0.00022941
Euroscaptor subanura	0.00019388	0.00016702	0.00022187
Euryoryzomys emmonsae	0.00019177	0.00016574	0.00021915
Euryoryzomys lamia	0.00019969	0.00017284	0.00022817
Euryoryzomys legatus	0.00004989	0.00003677	0.00006354
Euryoryzomys macconnelli	0.00004109	0.00002869	0.00005420
Euryoryzomys nitidus	0.00002915	0.00001852	0.00003956
Euryoryzomys russatus	0.00003194	0.00002135	0.00004349
Euryzygomatomys spinosus	0.00003713	0.00002558	0.00004902
Eutamias sibiricus	0.00003408	0.00002355	0.00004651
Exilisciurus concinnus	0.00002287	0.00001418	0.00003270
Exilisciurus exilis	0.00020312	0.00017517	0.00023097
Exilisciurus whiteheadi	0.00004182	0.00002972	0.00005460
Falsistrellus affinis	0.00013271	0.00011011	0.00015489
Falsistrellus mackenziei	0.00013905	0.00011587	0.00016204
Falsistrellus mordax	0.00018465	0.00015912	0.00021311
Falsistrellus petersi	0.00018470	0.00015808	0.00021185
Falsistrellus tasmaniensis	0.00005002	0.00003738	0.00006436
Felis bieti	0.00020481	0.00017610	0.00023311
Felis chaus	0.00004120	0.00002928	0.00005391
Felis margarita	0.00003402	0.00002317	0.00004547
Felis nigripes	0.00020473	0.00017640	0.00023242
Felis silvestris	0.00004210	0.00002947	0.00005473
Felovia vae	0.00002809	0.00001823	0.00003866
Feresa attenuata	0.00003603	0.00002451	0.00004773
Feroculus feroculus	0.00034719	0.00031060	0.00038377
Fossa fossana	0.00019156	0.00016448	0.00021851
Fukomys anselli	0.00016204	0.00013644	0.00018648
Fukomys bocagei	0.00003099	0.00002075	0.00004227
Fukomys damarensis	0.00003513	0.00002343	0.00004661
Fukomys darlingi	0.00002913	0.00001880	0.00003968
Fukomys foxi	0.00019166	0.00016314	0.00021718
Fukomys ilariae	0.00020383	0.00017597	0.00023247
Fukomys kafuensis	0.00019084	0.00016356	0.00021828
Fukomys mechowii	0.00004013	0.00002739	0.00005216
Fukomys ochraceocinereus	0.00004106	0.00002881	0.00005376
Fukomys vandewoestijneae	0.00018178	0.00015652	0.00020977
Fukomys zechi	0.00004205	0.00002971	0.00005471
Funambulus layardi	0.00017760	0.00015304	0.00020502
Funambulus palmarum	0.00003094	0.00002043	0.00004188
Funambulus pennantii	0.00003792	0.00002630	0.00005009
Funambulus sublineatus	0.00019007	0.00016304	0.00021765
Funambulus tristriatus	0.00003195	0.00002165	0.00004316
Funisciurus anerythrus	0.00004006	0.00002833	0.00005259
Funisciurus bayonii	0.00018952	0.00016289	0.00021591
Funisciurus carruthersi	0.00003401	0.00002290	0.00004559
Funisciurus congicus	0.00003099	0.00002070	0.00004178
Funisciurus duchaillui	0.00019283	0.00016706	0.00022191
Funisciurus isabella	0.00004332	0.00003147	0.00005674
Funisciurus lemniscatus	0.00003382	0.00002295	0.00004585
Funisciurus leucogenys	0.00003918	0.00002699	0.00005115
Funisciurus pyrropus	0.00004197	0.00002954	0.00005513
Funisciurus substriatus	0.00021005	0.00018152	0.00023857
Furipterus horrens	0.00003711	0.00002553	0.00005011
Galago gallarum	0.00003816	0.00002674	0.00005110
Galago matschiei	0.00002919	0.00001893	0.00003938
Galago moholi	0.00003119	0.00002010	0.00004197
Galago senegalensis	0.00003905	0.00002765	0.00005167
Galagoides cocos	0.00013792	0.00011470	0.00016153
Galagoides demidoff	0.00004738	0.00003432	0.00006088
Galagoides granti	0.00017349	0.00014746	0.00019838
Galagoides orinus	0.00016018	0.00013579	0.00018504
Galagoides rondoensis	0.00014310	0.00011965	0.00016760
Galagoides thomasi	0.00002897	0.00001910	0.00003987
Galagoides zanzibaricus	0.00013986	0.00011700	0.00016292
Galea comes	0.00020969	0.00018091	0.00023774
Galea flavidens	0.00004187	0.00002921	0.00005413
Galea leucoblephara	0.00003402	0.00002301	0.00004597
Galea musteloides	0.00019897	0.00017253	0.00022783
Galea spixii	0.00003903	0.00002682	0.00005130
Galemys pyrenaicus	0.00021391	0.00018453	0.00024190
Galenomys garleppi	0.00017641	0.00015189	0.00020387
Galeopterus variegatus	0.00004030	0.00002805	0.00005199
Galictis cuja	0.00002596	0.00001661	0.00003608
Galictis vittata	0.00003712	0.00002568	0.00004931
Galidia elegans	0.00003223	0.00002146	0.00004350
Galidictis fasciata	0.00019467	0.00016799	0.00022230
Galidictis grandidieri	0.00034619	0.00030810	0.00038235
Gardnerycteris crenulatum	0.00002927	0.00001942	0.00004034
Gardnerycteris koepckeae	0.00018563	0.00015958	0.00021282
Gazella arabica	0.00021386	0.00018509	0.00024234
Gazella bennettii	0.00003205	0.00002167	0.00004376
Gazella cuvieri	0.00018450	0.00015830	0.00021149
Gazella dorcas	0.00019254	0.00016641	0.00022003
Gazella gazella	0.00034313	0.00030691	0.00037920
Gazella leptoceros	0.00035060	0.00031178	0.00038732
Gazella marica	0.00018760	0.00016037	0.00021302
Gazella spekei	0.00035727	0.00032094	0.00039443
Gazella subgutturosa	0.00020224	0.00017489	0.00023034
Genetta abyssinica	0.00020394	0.00017507	0.00023113
Genetta angolensis	0.00003308	0.00002239	0.00004430
Genetta bourloni	0.00021379	0.00018588	0.00024282
Genetta cristata	0.00021853	0.00018937	0.00024751
Genetta genetta	0.00002810	0.00001839	0.00003911
Genetta johnstoni	0.00016125	0.00013663	0.00018644
Genetta maculata	0.00003595	0.00002497	0.00004823
Genetta pardina	0.00002591	0.00001619	0.00003567
Genetta piscivora	0.00014302	0.00012104	0.00016764
Genetta poensis	0.00021349	0.00018556	0.00024282
Genetta servalina	0.00003881	0.00002729	0.00005122
Genetta thierryi	0.00003810	0.00002672	0.00005093
Genetta tigrina	0.00002911	0.00001861	0.00003916
Genetta victoriae	0.00003083	0.00002005	0.00004171
Geocapromys brownii	0.00036735	0.00033205	0.00040683
Geocapromys ingrahami	0.00016707	0.00014251	0.00019267
Geogale aurita	0.00004110	0.00002874	0.00005323
Geomys arenarius	0.00015932	0.00013432	0.00018335
Geomys attwateri	0.00003605	0.00002539	0.00004841
Geomys breviceps	0.00004206	0.00002979	0.00005496
Geomys bursarius	0.00004327	0.00003070	0.00005630
Geomys knoxjonesi	0.00003087	0.00002063	0.00004205
Geomys personatus	0.00003011	0.00001994	0.00004120
Geomys pinetis	0.00003692	0.00002527	0.00004890
Geomys texensis	0.00003200	0.00002134	0.00004325
Geomys tropicalis	0.00038230	0.00034499	0.00042140
Georychus capensis	0.00003418	0.00002289	0.00004540
Geoxus annectens	0.00019678	0.00016922	0.00022404
Geoxus valdivianus	0.00002999	0.00001974	0.00004109
Gerbilliscus afra	0.00003302	0.00002210	0.00004456
Gerbilliscus boehmi	0.00002570	0.00001590	0.00003571
Gerbilliscus brantsii	0.00004504	0.00003269	0.00005837
Gerbilliscus gambiana	0.00003787	0.00002614	0.00004960
Gerbilliscus guineae	0.00003008	0.00002003	0.00004088
Gerbilliscus inclusus	0.00004717	0.00003457	0.00006064
Gerbilliscus kempi	0.00003696	0.00002499	0.00004810
Gerbilliscus leucogaster	0.00003497	0.00002372	0.00004661
Gerbilliscus nigricaudus	0.00003925	0.00002744	0.00005183
Gerbilliscus phillipsi	0.00004410	0.00003161	0.00005726
Gerbilliscus robustus	0.00003180	0.00002144	0.00004272
Gerbilliscus validus	0.00003925	0.00002793	0.00005151
Gerbillurus paeba	0.00003714	0.00002594	0.00004950
Gerbillurus setzeri	0.00005021	0.00003681	0.00006428
Gerbillurus tytonis	0.00004008	0.00002800	0.00005259
Gerbillurus vallinus	0.00003000	0.00001993	0.00004098
Gerbillus acticola	0.00018802	0.00016098	0.00021441
Gerbillus agag	0.00022462	0.00019593	0.00025389
Gerbillus amoenus	0.00003724	0.00002585	0.00004943
Gerbillus andersoni	0.00004716	0.00003341	0.00005986
Gerbillus aquilus	0.00002334	0.00001456	0.00003268
Gerbillus bottai	0.00020697	0.00017975	0.00023561
Gerbillus brockmani	0.00017964	0.00015443	0.00020734
Gerbillus burtoni	0.00018460	0.00015795	0.00021040
Gerbillus campestris	0.00004076	0.00002911	0.00005337
Gerbillus cheesmani	0.00003417	0.00002290	0.00004536
Gerbillus cosensis	0.00022544	0.00019811	0.00025686
Gerbillus dasyurus	0.00002900	0.00001907	0.00004004
Gerbillus dunni	0.00003820	0.00002636	0.00005034
Gerbillus famulus	0.00002994	0.00001937	0.00004016
Gerbillus floweri	0.00002688	0.00001681	0.00003660
Gerbillus gerbillus	0.00002984	0.00001972	0.00004045
Gerbillus gleadowi	0.00003811	0.00002642	0.00005024
Gerbillus grobbeni	0.00017976	0.00015322	0.00020605
Gerbillus harwoodi	0.00003587	0.00002480	0.00004771
Gerbillus henleyi	0.00003618	0.00002449	0.00004761
Gerbillus hesperinus	0.00033881	0.00030360	0.00037616
Gerbillus hoogstraali	0.00021802	0.00019031	0.00024867
Gerbillus jamesi	0.00017940	0.00015343	0.00020565
Gerbillus juliani	0.00003301	0.00002252	0.00004438
Gerbillus latastei	0.00020785	0.00017984	0.00023549
Gerbillus lowei	0.00019168	0.00016504	0.00021823
Gerbillus mackilligini	0.00004106	0.00002920	0.00005379
Gerbillus maghrebi	0.00003922	0.00002696	0.00005135
Gerbillus mesopotamiae	0.00003213	0.00002171	0.00004331
Gerbillus muriculus	0.00020222	0.00017450	0.00023068
Gerbillus nancillus	0.00022109	0.00019225	0.00025045
Gerbillus nanus	0.00003912	0.00002666	0.00005119
Gerbillus nigeriae	0.00002904	0.00001885	0.00003984
Gerbillus occiduus	0.00020297	0.00017707	0.00023330
Gerbillus percivali	0.00021178	0.00018335	0.00024039
Gerbillus perpallidus	0.00004195	0.00002960	0.00005460
Gerbillus poecilops	0.00003523	0.00002384	0.00004679
Gerbillus principulus	0.00021414	0.00018508	0.00024295
Gerbillus pulvinatus	0.00002997	0.00001957	0.00004076
Gerbillus pusillus	0.00003579	0.00002443	0.00004754
Gerbillus pyramidum	0.00003802	0.00002650	0.00005054
Gerbillus rosalinda	0.00003183	0.00002113	0.00004325
Gerbillus rupicola	0.00005010	0.00003632	0.00006433
Gerbillus simoni	0.00003511	0.00002394	0.00004734
Gerbillus somalicus	0.00018850	0.00016243	0.00021729
Gerbillus stigmonyx	0.00020079	0.00017281	0.00022806
Gerbillus tarabuli	0.00003523	0.00002385	0.00004669
Gerbillus watersi	0.00004896	0.00003553	0.00006238
Giraffa camelopardalis	0.00021807	0.00018898	0.00024644
Glaucomys sabrinus	0.00003507	0.00002312	0.00004656
Glaucomys volans	0.00003697	0.00002576	0.00004914
Glauconycteris alboguttata	0.00003237	0.00002164	0.00004358
Glauconycteris argentata	0.00004416	0.00003142	0.00005735
Glauconycteris beatrix	0.00003190	0.00002091	0.00004263
Glauconycteris curryae	0.00021235	0.00018289	0.00024069
Glauconycteris egeria	0.00020786	0.00018013	0.00023693
Glauconycteris gleni	0.00021704	0.00018803	0.00024610
Glauconycteris humeralis	0.00019871	0.00017206	0.00022667
Glauconycteris kenyacola	0.00018069	0.00015419	0.00020681
Glauconycteris machadoi	0.00019189	0.00016475	0.00021893
Glauconycteris poensis	0.00004888	0.00003544	0.00006276
Glauconycteris superba	0.00002791	0.00001828	0.00003841
Glauconycteris variegata	0.00003395	0.00002287	0.00004563
Glironia venusta	0.00003987	0.00002796	0.00005308
Glirulus japonicus	0.00003611	0.00002443	0.00004759
Glis glis	0.00003620	0.00002495	0.00004771
Glischropus javanus	0.00018796	0.00016287	0.00021471
Glischropus tylopus	0.00003424	0.00002347	0.00004611
Globicephala macrorhynchus	0.00004516	0.00003212	0.00005852
Globicephala melas	0.00003981	0.00002789	0.00005237
Glossophaga commissarisi	0.00003495	0.00002353	0.00004682
Glossophaga leachii	0.00003597	0.00002500	0.00004751
Glossophaga longirostris	0.00004111	0.00002898	0.00005413
Glossophaga morenoi	0.00004308	0.00003055	0.00005628
Glossophaga soricina	0.00003813	0.00002658	0.00005049
Glyphonycteris behnii	0.00020316	0.00017609	0.00023210
Glyphonycteris daviesi	0.00003510	0.00002367	0.00004620
Glyphonycteris sylvestris	0.00003903	0.00002717	0.00005104
Glyphotes simus	0.00018166	0.00015546	0.00020806
Golunda ellioti	0.00003002	0.00001968	0.00004092
Gorilla beringei	0.00135027	0.00127527	0.00142436
Gorilla gorilla	0.00132605	0.00125311	0.00139845
Gracilimus radix	0.00017235	0.00014575	0.00019730
Gracilinanus aceramarcae	0.00002798	0.00001841	0.00003880
Gracilinanus agilis	0.00003713	0.00002576	0.00004928
Gracilinanus dryas	0.00003209	0.00002112	0.00004247
Gracilinanus emiliae	0.00020710	0.00017879	0.00023590
Gracilinanus marica	0.00004098	0.00002927	0.00005382
Gracilinanus microtarsus	0.00004328	0.00003088	0.00005733
Grammomys aridulus	0.00022031	0.00019170	0.00025028
Grammomys brevirostris	0.00020603	0.00017764	0.00023451
Grammomys buntingi	0.00021493	0.00018616	0.00024434
Grammomys caniceps	0.00019254	0.00016545	0.00021933
Grammomys cometes	0.00003802	0.00002662	0.00005041
Grammomys dolichurus	0.00003616	0.00002524	0.00004830
Grammomys dryas	0.00003186	0.00002147	0.00004336
Grammomys gigas	0.00032964	0.00029486	0.00036560
Grammomys ibeanus	0.00003505	0.00002384	0.00004703
Grammomys kuru	0.00004722	0.00003342	0.00006020
Grammomys macmillani	0.00004090	0.00002893	0.00005352
Grammomys minnae	0.00018520	0.00015875	0.00021228
Grammomys selousi	0.00002981	0.00001915	0.00004010
Grampus griseus	0.00004502	0.00003270	0.00005854
Graomys chacoensis	0.00020507	0.00017710	0.00023283
Graomys domorum	0.00005300	0.00003889	0.00006731
Graomys edithae	0.00019183	0.00016482	0.00021930
Graomys griseoflavus	0.00003917	0.00002751	0.00005150
Graphiurus angolensis	0.00021646	0.00018783	0.00024484
Graphiurus christyi	0.00003605	0.00002488	0.00004772
Graphiurus crassicaudatus	0.00019598	0.00016883	0.00022316
Graphiurus johnstoni	0.00021508	0.00018638	0.00024344
Graphiurus kelleni	0.00002505	0.00001594	0.00003558
Graphiurus lorraineus	0.00003608	0.00002476	0.00004812
Graphiurus microtis	0.00003402	0.00002276	0.00004575
Graphiurus monardi	0.00019300	0.00016791	0.00022317
Graphiurus murinus	0.00003108	0.00002033	0.00004188
Graphiurus nagtglasii	0.00004706	0.00003424	0.00006154
Graphiurus ocularis	0.00003304	0.00002277	0.00004460
Graphiurus platyops	0.00003473	0.00002314	0.00004591
Graphiurus rupicola	0.00003616	0.00002427	0.00004810
Graphiurus surdus	0.00020017	0.00017143	0.00022781
Graphiurus walterverheyeni	0.00019621	0.00016907	0.00022493
Gulo gulo	0.00003314	0.00002188	0.00004418
Gyldenstolpia fronto	0.00129364	0.00121900	0.00136799
Gymnobelideus leadbeateri	0.00137466	0.00130373	0.00145438
Gymnuromys roberti	0.00003921	0.00002705	0.00005173
Habromys chinanteco	0.00137168	0.00130164	0.00145267
Habromys delicatulus	0.00035095	0.00031550	0.00038796
Habromys ixtlani	0.00127797	0.00120574	0.00135197
Habromys lepturus	0.00134421	0.00127296	0.00141955
Habromys lophurus	0.00014181	0.00011837	0.00016514
Habromys schmidlyi	0.00135521	0.00127576	0.00142616
Habromys simulatus	0.00128016	0.00120799	0.00135413
Hadromys humei	0.00032532	0.00029088	0.00036090
Hadromys yunnanensis	0.00018266	0.00015643	0.00020961
Haeromys margarettae	0.00017334	0.00014825	0.00019987
Haeromys minahassae	0.00019279	0.00016517	0.00022058
Haeromys pusillus	0.00019375	0.00016776	0.00022229
Halichoerus grypus	0.00003180	0.00002131	0.00004299
Halmaheramys bokimekot	0.00018145	0.00015401	0.00020741
Handleyomys alfaroi	0.00003612	0.00002458	0.00004874
Handleyomys chapmani	0.00019260	0.00016683	0.00022144
Handleyomys fuscatus	0.00003007	0.00001960	0.00004083
Handleyomys intectus	0.00004299	0.00002999	0.00005604
Handleyomys melanotis	0.00004208	0.00002982	0.00005492
Handleyomys rhabdops	0.00031138	0.00027561	0.00034572
Handleyomys rostratus	0.00003503	0.00002442	0.00004677
Handleyomys saturatior	0.00014169	0.00011807	0.00016502
Hapalemur alaotrensis	0.00134938	0.00127395	0.00142432
Hapalemur aureus	0.00132569	0.00125096	0.00140017
Hapalemur griseus	0.00019642	0.00016964	0.00022448
Hapalemur meridionalis	0.00017922	0.00015412	0.00020605
Hapalemur occidentalis	0.00021109	0.00018225	0.00023940
Hapalomys delacouri	0.00020057	0.00017240	0.00022804
Hapalomys longicaudatus	0.00035017	0.00031440	0.00038757
Haplonycteris fischeri	0.00003325	0.00002203	0.00004414
Harpiocephalus harpia	0.00003406	0.00002320	0.00004551
Harpiola grisea	0.00021824	0.00018954	0.00024722
Harpiola isodon	0.00020014	0.00017319	0.00022829
Harpyionycteris celebensis	0.00017747	0.00015257	0.00020457
Harpyionycteris whiteheadi	0.00004516	0.00003246	0.00005833
Heimyscus fumosus	0.00003686	0.00002549	0.00004923
Helarctos malayanus	0.00019749	0.00017049	0.00022507
Heliophobius argenteocinereus	0.00003900	0.00002646	0.00005083
Heliosciurus gambianus	0.00003616	0.00002480	0.00004783
Heliosciurus mutabilis	0.00003633	0.00002504	0.00004810
Heliosciurus punctatus	0.00019134	0.00016439	0.00021799
Heliosciurus rufobrachium	0.00003603	0.00002504	0.00004802
Heliosciurus ruwenzorii	0.00003302	0.00002208	0.00004451
Heliosciurus undulatus	0.00020484	0.00017728	0.00023397
Helogale hirtula	0.00003903	0.00002707	0.00005173
Helogale parvula	0.00003406	0.00002294	0.00004548
Hemibelideus lemuroides	0.00014814	0.00012410	0.00017174
Hemicentetes nigriceps	0.00002400	0.00001489	0.00003348
Hemicentetes semispinosus	0.00002591	0.00001649	0.00003571
Hemiechinus auritus	0.00003514	0.00002374	0.00004732
Hemiechinus collaris	0.00004486	0.00003153	0.00005766
Hemigalus derbyanus	0.00014278	0.00011971	0.00016556
Hemitragus jemlahicus	0.00012968	0.00010800	0.00015302
Herpailurus yagouaroundi	0.00003093	0.00002027	0.00004178
Herpestes auropunctatus	0.00003608	0.00002461	0.00004823
Herpestes brachyurus	0.00013600	0.00011297	0.00015852
Herpestes edwardsii	0.00003200	0.00002131	0.00004318
Herpestes flavescens	0.00002788	0.00001738	0.00003781
Herpestes fuscus	0.00003587	0.00002495	0.00004835
Herpestes ichneumon	0.00002506	0.00001533	0.00003481
Herpestes javanicus	0.00003404	0.00002275	0.00004515
Herpestes naso	0.00003207	0.00002132	0.00004338
Herpestes ochraceus	0.00002594	0.00001637	0.00003594
Herpestes pulverulentus	0.00003492	0.00002393	0.00004598
Herpestes sanguineus	0.00003402	0.00002286	0.00004528
Herpestes semitorquatus	0.00016032	0.00013735	0.00018734
Herpestes smithii	0.00003814	0.00002623	0.00005018
Herpestes urva	0.00003921	0.00002722	0.00005135
Herpestes vitticollis	0.00003599	0.00002490	0.00004786
Hesperoptenus blanfordi	0.00004093	0.00002854	0.00005365
Hesperoptenus doriae	0.00019572	0.00016947	0.00022439
Hesperoptenus gaskelli	0.00020606	0.00017879	0.00023527
Hesperoptenus tickelli	0.00003405	0.00002264	0.00004533
Hesperoptenus tomesi	0.00021061	0.00018161	0.00023874
Heterocephalus glaber	0.00003806	0.00002606	0.00005020
Heterogeomys cherriei	0.00003390	0.00002289	0.00004568
Heterogeomys dariensis	0.00002698	0.00001708	0.00003714
Heterogeomys lanius	0.00133677	0.00125864	0.00140841
Heterohyrax brucei	0.00003492	0.00002352	0.00004699
Heteromys adspersus	0.00003485	0.00002381	0.00004632
Heteromys anomalus	0.00003494	0.00002418	0.00004673
Heteromys australis	0.00004021	0.00002848	0.00005301
Heteromys desmarestianus	0.00004708	0.00003376	0.00006055
Heteromys gaumeri	0.00003012	0.00001917	0.00004103
Heteromys irroratus	0.00002589	0.00001666	0.00003624
