species	rate_e_mean	rate_e_lower	rate_e_upper
Microtus montanus	0.00002900	0.00001888	0.00003936
Microtus montebelli	0.00004417	0.00003161	0.00005771
Microtus mujanensis	0.00018541	0.00015855	0.00021149
Microtus multiplex	0.00003713	0.00002543	0.00004936
Microtus nasarovi	0.00018646	0.00016023	0.00021334
Microtus oaxacensis	0.00035225	0.00031465	0.00038859
Microtus ochrogaster	0.00003426	0.00002314	0.00004631
Microtus oeconomus	0.00003794	0.00002626	0.00005039
Microtus oregoni	0.00003896	0.00002692	0.00005133
Microtus paradoxus	0.00004296	0.00003027	0.00005517
Microtus pennsylvanicus	0.00002698	0.00001710	0.00003763
Microtus pinetorum	0.00003008	0.00001905	0.00004070
Microtus qazvinensis	0.00002817	0.00001828	0.00003878
Microtus quasiater	0.00015196	0.00012836	0.00017683
Microtus richardsoni	0.00003120	0.00002094	0.00004221
Microtus sachalinensis	0.00004001	0.00002838	0.00005265
Microtus savii	0.00003215	0.00002119	0.00004341
Microtus schelkovnikovi	0.00003025	0.00002018	0.00004116
Microtus schidlovskii	0.00003598	0.00002420	0.00004779
Microtus socialis	0.00003009	0.00001988	0.00004133
Microtus subterraneus	0.00002682	0.00001660	0.00003690
Microtus tatricus	0.00002708	0.00001717	0.00003705
Microtus thomasi	0.00002933	0.00001909	0.00004030
Microtus townsendii	0.00003197	0.00002091	0.00004331
Microtus transcaspicus	0.00004223	0.00002957	0.00005524
Microtus umbrosus	0.00034589	0.00030953	0.00038209
Microtus xanthognathus	0.00003088	0.00001984	0.00004163
Millardia gleadowi	0.00004011	0.00002769	0.00005288
Millardia kathleenae	0.00003397	0.00002269	0.00004539
Millardia kondana	0.00036464	0.00032793	0.00040297
Millardia meltada	0.00004208	0.00002971	0.00005479
Mimetillus moloneyi	0.00004283	0.00002994	0.00005562
Mimon bennettii	0.00003414	0.00002329	0.00004552
Mimon cozumelae	0.00003301	0.00002201	0.00004454
Mindomys hammondi	0.00036599	0.00033045	0.00040539
Miniopterus aelleni	0.00004001	0.00002851	0.00005278
Miniopterus africanus	0.00003476	0.00002360	0.00004654
Miniopterus ambohitrensis	0.00003805	0.00002644	0.00005000
Miniopterus australis	0.00004405	0.00003182	0.00005738
Miniopterus brachytragos	0.00003321	0.00002250	0.00004451
Miniopterus egeri	0.00003206	0.00002177	0.00004397
Miniopterus fraterculus	0.00003314	0.00002208	0.00004484
Miniopterus fuscus	0.00034875	0.00031188	0.00038534
Miniopterus gleni	0.00003326	0.00002236	0.00004490
Miniopterus griffithsi	0.00021093	0.00018252	0.00023903
Miniopterus griveaudi	0.00019189	0.00016465	0.00021827
Miniopterus inflatus	0.00003613	0.00002489	0.00004758
Miniopterus macrocneme	0.00004115	0.00002908	0.00005427
Miniopterus maghrebensis	0.00013494	0.00011321	0.00015864
Miniopterus magnater	0.00003804	0.00002649	0.00005001
Miniopterus mahafaliensis	0.00003319	0.00002236	0.00004499
Miniopterus majori	0.00003498	0.00002423	0.00004663
Miniopterus manavi	0.00003575	0.00002435	0.00004712
Miniopterus medius	0.00002808	0.00001785	0.00003858
Miniopterus minor	0.00020286	0.00017414	0.00022993
Miniopterus natalensis	0.00003601	0.00002484	0.00004801
Miniopterus newtoni	0.00020287	0.00017506	0.00023064
Miniopterus paululus	0.00018761	0.00016191	0.00021579
Miniopterus petersoni	0.00020384	0.00017591	0.00023105
Miniopterus pusillus	0.00003299	0.00002183	0.00004424
Miniopterus robustior	0.00035829	0.00031960	0.00039451
Miniopterus schreibersii	0.00014407	0.00012011	0.00016654
Miniopterus shortridgei	0.00020362	0.00017583	0.00023120
Miniopterus sororculus	0.00003512	0.00002407	0.00004739
Miniopterus tristis	0.00002903	0.00001860	0.00004001
Miopithecus ogouensis	0.00012873	0.00010728	0.00015072
Miopithecus talapoin	0.00019389	0.00016664	0.00022139
Mirimiri acrodonta	0.00137865	0.00130406	0.00145540
Mirounga angustirostris	0.00003413	0.00002291	0.00004593
Mirounga leonina	0.00004015	0.00002836	0.00005321
Mirza coquereli	0.00035968	0.00032266	0.00039705
Mirza zaza	0.00035498	0.00031740	0.00039179
Mirzamys louiseae	0.00004427	0.00003174	0.00005780
Mirzamys norahae	0.00020216	0.00017368	0.00022988
Mogera etigo	0.00033692	0.00029997	0.00037232
Mogera imaizumii	0.00003296	0.00002203	0.00004387
Mogera insularis	0.00003704	0.00002524	0.00004891
Mogera robusta	0.00004323	0.00003120	0.00005679
Mogera tokudae	0.00014897	0.00012608	0.00017326
Mogera uchidai	0.00017626	0.00015022	0.00020238
Mogera wogura	0.00003715	0.00002537	0.00004885
Molossops aequatorianus	0.00038130	0.00034190	0.00041855
Molossops mattogrossensis	0.00004007	0.00002812	0.00005258
Molossops neglectus	0.00019384	0.00016774	0.00022318
Molossops temminckii	0.00003310	0.00002278	0.00004459
Molossus alvarezi	0.00018078	0.00015360	0.00020626
Molossus aztecus	0.00004598	0.00003339	0.00005922
Molossus bondae	0.00003601	0.00002472	0.00004779
Molossus coibensis	0.00002687	0.00001733	0.00003719
Molossus currentium	0.00002704	0.00001760	0.00003786
Molossus molossus	0.00003214	0.00002122	0.00004365
Molossus pretiosus	0.00002489	0.00001539	0.00003474
Molossus rufus	0.00002900	0.00001901	0.00003918
Molossus sinaloae	0.00002596	0.00001638	0.00003607
Monachus monachus	0.00036823	0.00032977	0.00040653
Monodelphis adusta	0.00002893	0.00001911	0.00003966
Monodelphis americana	0.00002899	0.00001875	0.00003930
Monodelphis brevicaudata	0.00004207	0.00002982	0.00005444
Monodelphis dimidiata	0.00003693	0.00002543	0.00004870
Monodelphis domestica	0.00003695	0.00002577	0.00004915
Monodelphis emiliae	0.00004313	0.00003064	0.00005600
Monodelphis glirina	0.00003300	0.00002192	0.00004395
Monodelphis handleyi	0.00021497	0.00018600	0.00024421
Monodelphis iheringi	0.00020428	0.00017505	0.00023134
Monodelphis kunsi	0.00003219	0.00002125	0.00004357
Monodelphis osgoodi	0.00003889	0.00002700	0.00005167
Monodelphis palliolata	0.00002905	0.00001947	0.00004000
Monodelphis peruviana	0.00003902	0.00002718	0.00005142
Monodelphis reigi	0.00019359	0.00016585	0.00022005
Monodelphis ronaldi	0.00004008	0.00002848	0.00005268
Monodelphis scalops	0.00003406	0.00002267	0.00004541
Monodelphis unistriata	0.00137917	0.00130281	0.00145186
Monodon monoceros	0.00003612	0.00002475	0.00004803
Monophyllus plethodon	0.00003783	0.00002593	0.00005000
Monophyllus redmani	0.00003202	0.00002125	0.00004329
Monticolomys koopmani	0.00003110	0.00002025	0.00004184
Mops bakarii	0.00019487	0.00016752	0.00022187
Mops brachypterus	0.00003917	0.00002739	0.00005193
Mops condylurus	0.00003509	0.00002424	0.00004714
Mops congicus	0.00003108	0.00002064	0.00004228
Mops demonstrator	0.00003508	0.00002415	0.00004715
Mops leucostigma	0.00003894	0.00002727	0.00005102
Mops midas	0.00003493	0.00002320	0.00004634
Mops mops	0.00015605	0.00013136	0.00017950
Mops nanulus	0.00003105	0.00002054	0.00004176
Mops niangarae	0.00020816	0.00018022	0.00023580
Mops niveiventer	0.00003913	0.00002670	0.00005119
Mops petersoni	0.00014794	0.00012406	0.00017175
Mops sarasinorum	0.00020610	0.00017845	0.00023458
Mops spurrelli	0.00003314	0.00002259	0.00004524
Mops thersites	0.00003038	0.00002042	0.00004138
Mops trevori	0.00020132	0.00017481	0.00023073
Mormoops blainvillei	0.00003118	0.00002050	0.00004180
Mormoops megalophylla	0.00004307	0.00003078	0.00005593
Mormopterus acetabulosus	0.00038671	0.00034923	0.00042591
Mormopterus beccarii	0.00003593	0.00002431	0.00004771
Mormopterus cobourgianus	0.00004114	0.00002930	0.00005383
Mormopterus doriae	0.00018854	0.00016338	0.00021608
Mormopterus eleryi	0.00012070	0.00010088	0.00014392
Mormopterus francoismoutoui	0.00004140	0.00002884	0.00005380
Mormopterus halli	0.00017561	0.00015001	0.00020155
Mormopterus jugularis	0.00003101	0.00002085	0.00004223
Mormopterus kalinowskii	0.00004099	0.00002919	0.00005386
Mormopterus kitcheneri	0.00004220	0.00003026	0.00005502
Mormopterus lumsdenae	0.00003513	0.00002351	0.00004727
Mormopterus minutus	0.00021311	0.00018509	0.00024186
Mormopterus norfolkensis	0.00020588	0.00017827	0.00023448
Mormopterus phrudus	0.00019476	0.00016684	0.00022200
Mormopterus planiceps	0.00004003	0.00002840	0.00005255
Mormopterus ridei	0.00003779	0.00002576	0.00004948
Moschiola indica	0.00003601	0.00002475	0.00004788
Moschiola kathygre	0.00004817	0.00003517	0.00006183
Moschiola meminna	0.00004122	0.00002927	0.00005426
Moschus anhuiensis	0.00035656	0.00032014	0.00039384
Moschus berezovskii	0.00034176	0.00030721	0.00037905
Moschus chrysogaster	0.00037705	0.00033842	0.00041622
Moschus cupreus	0.00037234	0.00033552	0.00041067
Moschus fuscus	0.00038974	0.00035171	0.00042926
Moschus leucogaster	0.00031858	0.00028158	0.00035184
Moschus moschiferus	0.00017414	0.00014819	0.00019953
Mosia nigrescens	0.00003084	0.00001991	0.00004119
Mungos gambianus	0.00003983	0.00002790	0.00005202
Mungos mungo	0.00004095	0.00002857	0.00005332
Mungotictis decemlineata	0.00035124	0.00031446	0.00038783
Muntiacus atherodes	0.00015498	0.00013115	0.00018045
Muntiacus crinifrons	0.00019761	0.00016920	0.00022545
Muntiacus feae	0.00023031	0.00020245	0.00026211
Muntiacus gongshanensis	0.00018682	0.00015990	0.00021360
Muntiacus montanus	0.00020188	0.00017471	0.00023014
Muntiacus muntjak	0.00003409	0.00002281	0.00004567
Muntiacus puhoatensis	0.00021435	0.00018520	0.00024212
Muntiacus putaoensis	0.00022394	0.00019512	0.00025382
Muntiacus reevesi	0.00003196	0.00002150	0.00004359
Muntiacus rooseveltorum	0.00019186	0.00016390	0.00021773
Muntiacus truongsonensis	0.00021088	0.00018391	0.00024038
Muntiacus vaginalis	0.00003605	0.00002397	0.00004780
Muntiacus vuquangensis	0.00140295	0.00132915	0.00148047
Murexia habbema	0.00003094	0.00002031	0.00004169
Murexia longicaudata	0.00003699	0.00002555	0.00004885
Murexia melanurus	0.00003591	0.00002452	0.00004805
Murexia naso	0.00003504	0.00002373	0.00004630
Murexia rothschildi	0.00012582	0.00010346	0.00014751
Muriculus imberbis	0.00004302	0.00003118	0.00005662
Murina aenea	0.00017446	0.00014875	0.00020078
Murina aurata	0.00003602	0.00002393	0.00004755
Murina balaensis	0.00131549	0.00123913	0.00138624
Murina bicolor	0.00003523	0.00002389	0.00004673
Murina cyclotis	0.00003184	0.00002144	0.00004318
Murina florium	0.00003412	0.00002325	0.00004566
Murina fusca	0.00020400	0.00017739	0.00023298
Murina gracilis	0.00002789	0.00001775	0.00003823
Murina harrisoni	0.00003200	0.00002061	0.00004265
Murina hilgendorfi	0.00003212	0.00002064	0.00004264
Murina huttoni	0.00003511	0.00002376	0.00004674
Murina jaintiana	0.00019169	0.00016425	0.00021872
Murina leucogaster	0.00003692	0.00002452	0.00004887
Murina pluvialis	0.00019244	0.00016530	0.00021861
Murina puta	0.00002705	0.00001768	0.00003749
Murina recondita	0.00003515	0.00002357	0.00004689
Murina rozendaali	0.00018650	0.00016134	0.00021508
Murina ryukyuana	0.00036669	0.00032922	0.00040523
Murina suilla	0.00003505	0.00002361	0.00004701
Murina tenebrosa	0.00138913	0.00131612	0.00146855
Murina tubinaris	0.00018763	0.00016108	0.00021421
Murina ussuriensis	0.00004081	0.00002836	0.00005327
Mus baoulei	0.00004403	0.00003148	0.00005737
Mus booduga	0.00003296	0.00002196	0.00004430
Mus bufo	0.00003110	0.00002024	0.00004263
Mus callewaerti	0.00020590	0.00017736	0.00023393
Mus caroli	0.00003933	0.00002777	0.00005203
Mus cervicolor	0.00003394	0.00002313	0.00004602
Mus cookii	0.00003685	0.00002611	0.00004982
Mus crociduroides	0.00022217	0.00019212	0.00025114
Mus cypriacus	0.00003692	0.00002530	0.00004895
Mus famulus	0.00036689	0.00033095	0.00040603
Mus fernandoni	0.00038220	0.00034225	0.00041990
Mus fragilicauda	0.00003907	0.00002748	0.00005121
Mus goundae	0.00018670	0.00016082	0.00021304
Mus haussa	0.00002883	0.00001846	0.00003958
Mus indutus	0.00003113	0.00002047	0.00004194
Mus macedonicus	0.00004101	0.00002916	0.00005372
Mus mahomet	0.00004171	0.00002973	0.00005445
Mus mattheyi	0.00003694	0.00002586	0.00004915
Mus mayori	0.00020063	0.00017315	0.00022890
Mus minutoides	0.00003027	0.00001999	0.00004143
Mus musculoides	0.00004106	0.00002868	0.00005413
Mus musculus	0.00004327	0.00003118	0.00005651
Mus neavei	0.00022821	0.00019819	0.00025796
Mus oubanguii	0.00021226	0.00018446	0.00024093
Mus pahari	0.00003720	0.00002557	0.00004944
Mus phillipsi	0.00003918	0.00002700	0.00005111
Mus platythrix	0.00003696	0.00002569	0.00004932
Mus saxicola	0.00004298	0.00003117	0.00005617
Mus setulosus	0.00002693	0.00001722	0.00003681
Mus setzeri	0.00003605	0.00002447	0.00004770
Mus shortridgei	0.00003104	0.00002070	0.00004204
Mus sorella	0.00002418	0.00001487	0.00003385
Mus spicilegus	0.00003499	0.00002386	0.00004734
Mus spretus	0.00003308	0.00002243	0.00004474
Mus tenellus	0.00003390	0.00002286	0.00004534
Mus terricolor	0.00003497	0.00002384	0.00004650
Mus triton	0.00003420	0.00002325	0.00004565
Mus vulcani	0.00003804	0.00002668	0.00005063
Muscardinus avellanarius	0.00003379	0.00002311	0.00004588
Musonycteris harrisoni	0.00019864	0.00017144	0.00022695
Musseromys anacuao	0.00019897	0.00017081	0.00022630
Musseromys beneficus	0.00021189	0.00018416	0.00024044
Musseromys gulantang	0.00020367	0.00017813	0.00023369
Musseromys inopinatus	0.00022734	0.00019651	0.00025556
Mustela africana	0.00003606	0.00002514	0.00004804
Mustela altaica	0.00013690	0.00011408	0.00016011
Mustela erminea	0.00004004	0.00002810	0.00005261
Mustela eversmanii	0.00004191	0.00002958	0.00005467
Mustela felipei	0.00019970	0.00017331	0.00022847
Mustela frenata	0.00003403	0.00002271	0.00004544
Mustela itatsi	0.00013361	0.00011092	0.00015602
Mustela kathiah	0.00004204	0.00002966	0.00005467
Mustela lutreola	0.00138398	0.00130685	0.00145869
Mustela lutreolina	0.00003206	0.00002149	0.00004378
Mustela nigripes	0.00034534	0.00030947	0.00038288
Mustela nivalis	0.00003310	0.00002201	0.00004442
Mustela nudipes	0.00003292	0.00002223	0.00004420
Mustela putorius	0.00003930	0.00002717	0.00005139
Mustela russelliana	0.00021735	0.00018857	0.00024666
Mustela sibirica	0.00002712	0.00001700	0.00003707
Mustela strigidorsa	0.00003594	0.00002437	0.00004700
Mustela subpalmata	0.00002414	0.00001500	0.00003428
Mustela tonkinensis	0.00018356	0.00015676	0.00020982
Mydaus javanensis	0.00003615	0.00002414	0.00004759
Mydaus marchei	0.00002408	0.00001517	0.00003424
Mylomys dybowskii	0.00004214	0.00003023	0.00005516
Mylomys rex	0.00016633	0.00014186	0.00019215
Myocastor coypus	0.00003707	0.00002538	0.00004872
Myodes andersoni	0.00003987	0.00002766	0.00005198
Myodes californicus	0.00002717	0.00001783	0.00003778
Myodes centralis	0.00002996	0.00001950	0.00004026
Myodes gapperi	0.00003504	0.00002397	0.00004658
Myodes glareolus	0.00002811	0.00001774	0.00003836
Myodes regulus	0.00004306	0.00003059	0.00005631
Myodes rex	0.00004122	0.00002883	0.00005392
Myodes rufocanus	0.00003593	0.00002445	0.00004794
Myodes rutilus	0.00002903	0.00001889	0.00004000
Myodes shanseius	0.00003906	0.00002716	0.00005141
Myodes smithii	0.00003729	0.00002576	0.00004897
Myoictis leucura	0.00018870	0.00016160	0.00021575
Myoictis melas	0.00002781	0.00001811	0.00003809
Myoictis wallacei	0.00003600	0.00002458	0.00004803
Myoictis wavicus	0.00020121	0.00017339	0.00022859
Myomimus personatus	0.00022008	0.00019035	0.00024951
Myomimus roachi	0.00021065	0.00018236	0.00023881
Myomimus setzeri	0.00020093	0.00017351	0.00022922
Myomyscus angolensis	0.00003106	0.00002024	0.00004160
Myomyscus brockmani	0.00003509	0.00002459	0.00004757
Myomyscus verreauxii	0.00003506	0.00002454	0.00004726
Myomyscus yemeni	0.00018593	0.00016072	0.00021422
Myonycteris brachycephala	0.00037989	0.00034045	0.00041814
Myonycteris leptodon	0.00003308	0.00002257	0.00004437
Myonycteris relicta	0.00004186	0.00003032	0.00005476
Myonycteris torquata	0.00004901	0.00003551	0.00006265
Myoprocta acouchy	0.00003807	0.00002618	0.00005049
Myoprocta pratti	0.00003487	0.00002352	0.00004664
Myopterus daubentonii	0.00020409	0.00017631	0.00023213
Myopterus whitleyi	0.00002396	0.00001477	0.00003371
Myopus schisticolor	0.00003418	0.00002385	0.00004604
Myosciurus pumilio	0.00003390	0.00002318	0.00004632
Myosorex babaulti	0.00003200	0.00002132	0.00004282
Myosorex blarina	0.00038656	0.00035008	0.00042877
Myosorex bururiensis	0.00021690	0.00018905	0.00024629
Myosorex cafer	0.00003915	0.00002778	0.00005203
Myosorex eisentrauti	0.00141488	0.00133499	0.00148888
Myosorex geata	0.00035401	0.00031888	0.00039287
Myosorex gnoskei	0.00035892	0.00032326	0.00039687
Myosorex jejei	0.00022092	0.00019283	0.00025039
Myosorex kabogoensis	0.00020000	0.00017274	0.00022829
Myosorex kihaulei	0.00036548	0.00032672	0.00040265
Myosorex longicaudatus	0.00017828	0.00015304	0.00020478
Myosorex okuensis	0.00019458	0.00016883	0.00022324
Myosorex rumpii	0.00031796	0.00028299	0.00035257
Myosorex schalleri	0.00019679	0.00017036	0.00022477
Myosorex sclateri	0.00013770	0.00011553	0.00016201
Myosorex tenuis	0.00019978	0.00017322	0.00022898
Myosorex varius	0.00003610	0.00002418	0.00004756
Myosorex zinki	0.00003415	0.00002238	0.00004561
Myospalax aspalax	0.00003889	0.00002729	0.00005143
Myospalax myospalax	0.00003609	0.00002426	0.00004764
Myospalax psilurus	0.00003531	0.00002463	0.00004755
Myotis adversus	0.00002805	0.00001799	0.00003839
Myotis aelleni	0.00018882	0.00016214	0.00021528
Myotis albescens	0.00003401	0.00002292	0.00004548
Myotis alcathoe	0.00019804	0.00016998	0.00022644
Myotis altarium	0.00003025	0.00001988	0.00004069
Myotis anjouanensis	0.00021616	0.00018765	0.00024611
Myotis annamiticus	0.00017748	0.00015166	0.00020390
Myotis annectans	0.00003289	0.00002210	0.00004465
Myotis atacamensis	0.00037878	0.00033940	0.00041641
Myotis ater	0.00003005	0.00001942	0.00004066
Myotis aurascens	0.00004103	0.00002851	0.00005336
Myotis auriculus	0.00002592	0.00001555	0.00003582
Myotis australis	0.00019957	0.00017148	0.00022685
Myotis austroriparius	0.00004835	0.00003547	0.00006231
Myotis bechsteinii	0.00015639	0.00013161	0.00018039
Myotis blythii	0.00004812	0.00003475	0.00006201
Myotis bocagii	0.00003108	0.00002022	0.00004247
Myotis bombinus	0.00014103	0.00011890	0.00016532
Myotis borneoensis	0.00018536	0.00015890	0.00021184
Myotis brandtii	0.00003201	0.00002163	0.00004340
Myotis bucharensis	0.00021131	0.00018341	0.00024009
Myotis californicus	0.00003902	0.00002722	0.00005153
Myotis capaccinii	0.00017958	0.00015368	0.00020590
Myotis chiloensis	0.00002906	0.00001840	0.00003946
Myotis chinensis	0.00003304	0.00002238	0.00004463
Myotis ciliolabrum	0.00004017	0.00002885	0.00005249
Myotis cobanensis	0.00019465	0.00016799	0.00022281
Myotis csorbai	0.00021852	0.00019037	0.00024732
Myotis dasycneme	0.00015312	0.00012910	0.00017673
Myotis daubentonii	0.00003286	0.00002158	0.00004420
Myotis davidii	0.00003608	0.00002478	0.00004768
Myotis dieteri	0.00020130	0.00017397	0.00022863
Myotis diminutus	0.00020507	0.00017694	0.00023342
Myotis dinellii	0.00003499	0.00002367	0.00004685
Myotis dominicensis	0.00018334	0.00015751	0.00021037
Myotis elegans	0.00003692	0.00002519	0.00004872
Myotis emarginatus	0.00003220	0.00002142	0.00004296
Myotis escalerai	0.00003285	0.00002171	0.00004417
Myotis evotis	0.00004117	0.00002895	0.00005434
Myotis federatus	0.00018662	0.00016109	0.00021480
Myotis fimbriatus	0.00003409	0.00002261	0.00004550
Myotis findleyi	0.00036085	0.00032254	0.00039775
Myotis formosus	0.00003327	0.00002219	0.00004429
Myotis fortidens	0.00003202	0.00002130	0.00004373
Myotis frater	0.00020092	0.00017449	0.00023016
Myotis gomantongensis	0.00003715	0.00002565	0.00004859
Myotis goudoti	0.00003424	0.00002352	0.00004633
Myotis grisescens	0.00021496	0.00018648	0.00024422
Myotis hajastanicus	0.00137400	0.00129454	0.00144545
Myotis hasseltii	0.00003717	0.00002618	0.00004949
Myotis hermani	0.00020130	0.00017393	0.00022869
Myotis horsfieldii	0.00002803	0.00001812	0.00003832
Myotis ikonnikovi	0.00003603	0.00002469	0.00004829
Myotis insularum	0.00021111	0.00018282	0.00024019
Myotis izecksohni	0.00019359	0.00016652	0.00022024
Myotis keaysi	0.00003393	0.00002315	0.00004591
Myotis keenii	0.00003194	0.00002140	0.00004278
Myotis laniger	0.00002981	0.00001962	0.00004116
Myotis lavali	0.00004828	0.00003535	0.00006245
Myotis leibii	0.00037721	0.00033903	0.00041460
Myotis levis	0.00003831	0.00002649	0.00005057
Myotis longipes	0.00018847	0.00016162	0.00021575
Myotis lucifugus	0.00035875	0.00032097	0.00039636
Myotis macrodactylus	0.00004208	0.00003023	0.00005522
Myotis macropus	0.00003702	0.00002559	0.00004888
Myotis macrotarsus	0.00003612	0.00002488	0.00004854
Myotis martiniquensis	0.00016114	0.00013694	0.00018582
Myotis melanorhinus	0.00003019	0.00001957	0.00004076
Myotis moluccarum	0.00003080	0.00002087	0.00004199
Myotis montivagus	0.00004415	0.00003136	0.00005767
Myotis morrisi	0.00018972	0.00016310	0.00021685
Myotis muricola	0.00003403	0.00002303	0.00004569
Myotis myotis	0.00003497	0.00002349	0.00004687
Myotis mystacinus	0.00003019	0.00002002	0.00004122
Myotis nattereri	0.00003293	0.00002179	0.00004421
Myotis nesopolus	0.00003303	0.00002251	0.00004488
Myotis nigricans	0.00003608	0.00002469	0.00004797
Myotis nipalensis	0.00002829	0.00001792	0.00003845
Myotis nyctor	0.00018748	0.00016077	0.00021503
Myotis occultus	0.00003488	0.00002366	0.00004688
Myotis oreias	0.00021615	0.00018779	0.00024552
Myotis oxyotus	0.00002795	0.00001814	0.00003863
Myotis peninsularis	0.00035896	0.00032210	0.00039699
Myotis pequinius	0.00004099	0.00002879	0.00005334
Myotis peytoni	0.00019865	0.00017223	0.00022671
Myotis pilosus	0.00021098	0.00018234	0.00023846
Myotis planiceps	0.00033269	0.00029749	0.00036834
Myotis pruinosus	0.00036894	0.00033327	0.00040918
Myotis punicus	0.00021704	0.00018894	0.00024622
Myotis ridleyi	0.00014385	0.00012079	0.00016662
Myotis riparius	0.00003693	0.00002560	0.00004856
Myotis rosseti	0.00003096	0.00002075	0.00004252
Myotis ruber	0.00017442	0.00014900	0.00020029
Myotis rufopictus	0.00020019	0.00017281	0.00022838
Myotis schaubi	0.00020116	0.00017285	0.00022872
Myotis scotti	0.00021306	0.00018507	0.00024172
Myotis secundus	0.00002591	0.00001576	0.00003599
Myotis septentrionalis	0.00012977	0.00010697	0.00015201
Myotis sicarius	0.00019154	0.00016583	0.00021931
Myotis siligorensis	0.00003407	0.00002287	0.00004590
Myotis simus	0.00018280	0.00015661	0.00020973
Myotis sodalis	0.00013584	0.00011450	0.00015994
Myotis soror	0.00016628	0.00014096	0.00019147
Myotis stalkeri	0.00019474	0.00016803	0.00022181
Myotis thysanodes	0.00003583	0.00002478	0.00004827
Myotis tricolor	0.00004797	0.00003462	0.00006215
Myotis velifer	0.00003314	0.00002230	0.00004498
Myotis vivesi	0.00020393	0.00017737	0.00023370
Myotis volans	0.00002993	0.00001970	0.00004081
Myotis welwitschii	0.00004015	0.00002823	0.00005222
Myotis yanbarensis	0.00139768	0.00132029	0.00147068
Myotis yumanensis	0.00002903	0.00001858	0.00003959
Myrmecobius fasciatus	0.00035744	0.00031922	0.00039338
Myrmecophaga tridactyla	0.00020081	0.00017307	0.00022825
Mysateles melanurus	0.00018024	0.00015428	0.00020661
Mysateles prehensilis	0.00015322	0.00012949	0.00017809
Mystacina robusta	0.00139083	0.00131507	0.00146589
Mystacina tuberculata	0.00019775	0.00016977	0.00022507
Mystromys albicaudatus	0.00021080	0.00018003	0.00023797
Myzopoda aurita	0.00004101	0.00002876	0.00005395
Myzopoda schliemanni	0.00003292	0.00002234	0.00004432
Naemorhedus baileyi	0.00020243	0.00017438	0.00022984
Naemorhedus caudatus	0.00021509	0.00018596	0.00024309
Naemorhedus goral	0.00014942	0.00012529	0.00017387
Naemorhedus griseus	0.00019033	0.00016470	0.00021804
Nandinia binotata	0.00003508	0.00002432	0.00004743
Nanger dama	0.00135146	0.00127066	0.00142371
Nanger granti	0.00003414	0.00002354	0.00004615
Nanger soemmerringii	0.00020056	0.00017264	0.00022829
Nannosciurus melanotis	0.00003507	0.00002385	0.00004684
Nannospalax ehrenbergi	0.00020306	0.00017669	0.00023205
Nannospalax leucodon	0.00017356	0.00014792	0.00019955
Nannospalax xanthodon	0.00020916	0.00018043	0.00023608
Nanonycteris veldkampii	0.00003105	0.00002085	0.00004227
Napaeozapus insignis	0.00003624	0.00002514	0.00004820
Nasalis larvatus	0.00033777	0.00030142	0.00037437
Nasua narica	0.00004017	0.00002812	0.00005265
Nasua nasua	0.00003498	0.00002371	0.00004615
Nasuella meridensis	0.00036993	0.00033247	0.00040862
Nasuella olivacea	0.00014077	0.00011873	0.00016428
Natalus espiritosantensis	0.00013189	0.00010983	0.00015484
Natalus jamaicensis	0.00127166	0.00119993	0.00134403
Natalus major	0.00014641	0.00012389	0.00017114
Natalus mexicanus	0.00003988	0.00002728	0.00005212
Natalus primus	0.00019475	0.00016877	0.00022364
Natalus stramineus	0.00002715	0.00001694	0.00003750
Natalus tumidirostris	0.00004905	0.00003658	0.00006304
Neacomys dubosti	0.00003304	0.00002206	0.00004422
Neacomys guianae	0.00003993	0.00002807	0.00005245
Neacomys minutus	0.00003928	0.00002687	0.00005133
Neacomys musseri	0.00003212	0.00002164	0.00004302
Neacomys paracou	0.00003999	0.00002856	0.00005278
Neacomys pictus	0.00020394	0.00017503	0.00023230
Neacomys spinosus	0.00003004	0.00001981	0.00004111
Neacomys tenuipes	0.00003603	0.00002507	0.00004789
Neamblysomus gunningi	0.00034416	0.00030771	0.00038123
Neamblysomus julianae	0.00140298	0.00132568	0.00147770
Necromys amoenus	0.00004520	0.00003312	0.00005869
Necromys benefactus	0.00003492	0.00002376	0.00004678
Necromys lactens	0.00003513	0.00002354	0.00004714
Necromys lasiurus	0.00002892	0.00001891	0.00003977
Necromys lenguarum	0.00003012	0.00002039	0.00004146
Necromys obscurus	0.00004304	0.00003096	0.00005602
Necromys punctulatus	0.00020083	0.00017298	0.00022734
Necromys temchuki	0.00003672	0.00002539	0.00004839
Necromys urichi	0.00003707	0.00002528	0.00004935
Nectogale elegans	0.00004276	0.00003063	0.00005633
Nectomys apicalis	0.00003906	0.00002712	0.00005136
Nectomys grandis	0.00021407	0.00018445	0.00024144
Nectomys palmipes	0.00004487	0.00003165	0.00005809
Nectomys rattus	0.00002896	0.00001901	0.00003962
Nectomys squamipes	0.00003581	0.00002476	0.00004769
Nelsonia goldmani	0.00035032	0.00031276	0.00038681
Nelsonia neotomodon	0.00003814	0.00002673	0.00005088
Neodon forresti	0.00019751	0.00017029	0.00022501
Neodon irene	0.00003070	0.00002064	0.00004195
Neodon juldaschi	0.00004004	0.00002817	0.00005270
Neodon linzhiensis	0.00019079	0.00016361	0.00021811
Neodon sikimensis	0.00003410	0.00002293	0.00004561
Neofelis diardi	0.00020289	0.00017510	0.00023106
