species	simulated_ext_prob_in_100_years
Coendou spinosus	0.00390000
Coendou vestitus	0.01960000
Coleura afra	0.00430000
Coleura kibomalandy	0.01900000
Coleura seychellensis	0.12830000
Colobus angolensis	0.00470000
Colobus guereza	0.00420000
Colobus polykomos	0.01760000
Colobus satanas	0.02090000
Colobus vellerosus	0.12810000
Colomys goslingi	0.00350000
Condylura cristata	0.00240000
Conepatus chinga	0.00340000
Conepatus humboldtii	0.00430000
Conepatus leuconotus	0.00320000
Conepatus semistriatus	0.00320000
Congosorex phillipsorum	0.12620000
Congosorex polli	0.01970000
Congosorex verheyeni	0.00360000
Conilurus penicillatus	0.02070000
Connochaetes gnou	0.00300000
Connochaetes taurinus	0.00400000
Cormura brevirostris	0.00370000
Corynorhinus mexicanus	0.01530000
Corynorhinus rafinesquii	0.00440000
Corynorhinus townsendii	0.00330000
Craseonycteris thonglongyai	0.01500000
Crateromys australis	0.02030000
Crateromys heaneyi	0.03770000
Crateromys paulus	0.02130000
Crateromys schadenbergi	0.03380000
Cratogeomys castanops	0.00320000
Cratogeomys fulvescens	0.00350000
Cratogeomys fumosus	0.00470000
Cratogeomys goldmani	0.00230000
Cratogeomys merriami	0.00370000
Cratogeomys perotensis	0.00400000
Cratogeomys planiceps	0.00350000
Cremnomys cutchicus	0.00380000
Cremnomys elvira	0.12550000
Cricetomys ansorgei	0.00340000
Cricetomys emini	0.00310000
Cricetomys gambianus	0.00330000
Cricetulus alticola	0.00360000
Cricetulus barabensis	0.00410000
Cricetulus kamensis	0.00360000
Cricetulus lama	0.00510000
Cricetulus longicaudatus	0.00280000
Cricetulus migratorius	0.00300000
Cricetulus sokolovi	0.00290000
Cricetulus tibetanus	0.00410000
Cricetus cricetus	0.00270000
Crocidura absconditus	0.02140000
Crocidura afeworkbekelei	0.01980000
Crocidura aleksandrisi	0.00300000
Crocidura allex	0.01910000
Crocidura andamanensis	0.12930000
Crocidura annamitensis	0.02050000
Crocidura ansellorum	0.03260000
Crocidura arabica	0.00370000
Crocidura arispa	0.00320000
Crocidura armenica	0.02040000
Crocidura attenuata	0.00450000
Crocidura attila	0.00310000
Crocidura baileyi	0.00330000
Crocidura baluensis	0.00340000
Crocidura batakorum	0.02000000
Crocidura batesi	0.00460000
Crocidura beatus	0.00290000
Crocidura beccarii	0.00410000
Crocidura bottegi	0.01720000
Crocidura bottegoides	0.03310000
Crocidura brunnea	0.00330000
Crocidura buettikoferi	0.01540000
Crocidura caliginea	0.00400000
Crocidura canariensis	0.03110000
Crocidura caspica	0.01930000
Crocidura cinderella	0.00370000
Crocidura congobelgica	0.00400000
Crocidura cranbrooki	0.02030000
Crocidura crenata	0.00360000
Crocidura crossei	0.00310000
Crocidura cyanea	0.00430000
Crocidura denti	0.00380000
Crocidura desperata	0.02130000
Crocidura dhofarensis	0.01860000
Crocidura dolichura	0.00350000
Crocidura douceti	0.00260000
Crocidura dsinezumi	0.00270000
Crocidura eburnea	0.00400000
Crocidura eisentrauti	0.02060000
Crocidura elgonius	0.00290000
Crocidura elongata	0.00390000
Crocidura erica	0.01940000
Crocidura fingui	0.01940000
Crocidura fischeri	0.01970000
Crocidura flavescens	0.00440000
Crocidura floweri	0.01990000
Crocidura foetida	0.00320000
Crocidura foxi	0.00320000
Crocidura fuliginosa	0.00290000
Crocidura fulvastra	0.00390000
Crocidura fumosa	0.00420000
Crocidura fuscomurina	0.00330000
Crocidura gathornei	0.01970000
Crocidura glassi	0.01360000
Crocidura gmelini	0.00280000
Crocidura goliath	0.00330000
Crocidura gracilipes	0.02080000
Crocidura grandiceps	0.01510000
Crocidura grandis	0.02030000
Crocidura grassei	0.00370000
Crocidura grayi	0.00280000
Crocidura greenwoodi	0.00270000
Crocidura guy	0.01690000
Crocidura harenna	0.12400000
Crocidura hikmiya	0.03220000
Crocidura hildegardeae	0.00490000
Crocidura hilliana	0.02080000
Crocidura hirta	0.00320000
Crocidura hispida	0.02140000
Crocidura horsfieldii	0.01930000
Crocidura hutanis	0.00380000
Crocidura indochinensis	0.00410000
Crocidura jacksoni	0.00320000
Crocidura jenkinsi	0.12150000
Crocidura jouvenetae	0.00260000
Crocidura katinka	0.02010000
Crocidura kivuana	0.01400000
Crocidura lamottei	0.00280000
Crocidura lanosa	0.01880000
Crocidura lasiura	0.00330000
Crocidura latona	0.00290000
Crocidura lea	0.00340000
Crocidura lepidura	0.00320000
Crocidura leucodon	0.00370000
Crocidura levicula	0.00300000
Crocidura littoralis	0.00290000
Crocidura longipes	0.02040000
Crocidura lucina	0.01920000
Crocidura ludia	0.00270000
Crocidura luna	0.00390000
Crocidura lusitania	0.00350000
Crocidura lwiroensis	0.02210000
Crocidura macarthuri	0.00370000
Crocidura macmillani	0.01390000
Crocidura macowi	0.01900000
Crocidura malayana	0.00340000
Crocidura manengubae	0.02120000
Crocidura maquassiensis	0.00250000
Crocidura mariquensis	0.00300000
Crocidura maurisca	0.00450000
Crocidura maxi	0.00350000
Crocidura mdumai	0.03750000
Crocidura mindorus	0.01920000
Crocidura miya	0.03530000
Crocidura monax	0.01950000
Crocidura monticola	0.00330000
Crocidura montis	0.00340000
Crocidura munissii	0.00280000
Crocidura muricauda	0.00350000
Crocidura musseri	0.02070000
Crocidura mutesae	0.01780000
Crocidura nana	0.01720000
Crocidura nanilla	0.00430000
Crocidura negligens	0.00350000
Crocidura negrina	0.03260000
Crocidura newmarki	0.01430000
Crocidura nicobarica	0.12170000
Crocidura nigeriae	0.00280000
Crocidura nigricans	0.00350000
Crocidura nigripes	0.00360000
Crocidura nigrofusca	0.00400000
Crocidura nimbae	0.01370000
Crocidura ninoyi	0.02040000
Crocidura niobe	0.00300000
Crocidura obscurior	0.00380000
Crocidura olivieri	0.00250000
Crocidura orientalis	0.00410000
Crocidura orii	0.03580000
Crocidura pachyura	0.00290000
Crocidura palawanensis	0.00360000
Crocidura panayensis	0.01890000
Crocidura paradoxura	0.00210000
Crocidura parvipes	0.00360000
Crocidura pasha	0.00270000
Crocidura pergrisea	0.01890000
Crocidura phaeura	0.03410000
Crocidura phanluongi	0.00340000
Crocidura phuquocensis	0.01940000
Crocidura picea	0.03360000
Crocidura pitmani	0.01870000
Crocidura planiceps	0.02000000
Crocidura poensis	0.00360000
Crocidura polia	0.02010000
Crocidura pullata	0.01920000
Crocidura raineyi	0.01980000
Crocidura ramona	0.00320000
Crocidura rapax	0.01800000
Crocidura religiosa	0.01780000
Crocidura rhoditis	0.00270000
Crocidura roosevelti	0.00340000
Crocidura russula	0.00350000
Crocidura sapaensis	0.02060000
Crocidura selina	0.01960000
Crocidura serezkyensis	0.00370000
Crocidura shantungensis	0.00280000
Crocidura sibirica	0.00350000
Crocidura sicula	0.00260000
Crocidura silacea	0.00330000
Crocidura smithii	0.00430000
Crocidura sokolovi	0.01890000
Crocidura somalica	0.00360000
Crocidura stenocephala	0.03770000
Crocidura suaveolens	0.00370000
Crocidura susiana	0.01840000
Crocidura tanakae	0.00280000
Crocidura tansaniana	0.01730000
Crocidura tarella	0.03270000
Crocidura tarfayensis	0.02000000
Crocidura telfordi	0.02030000
Crocidura tenuis	0.02140000
Crocidura thalia	0.00320000
Crocidura theresae	0.00450000
Crocidura thomensis	0.03480000
Crocidura trichura	0.12940000
Crocidura turba	0.00380000
Crocidura ultima	0.01960000
Crocidura umbra	0.01480000
Crocidura usambarae	0.01560000
Crocidura viaria	0.00310000
Crocidura virgata	0.00370000
Crocidura voi	0.00360000
Crocidura vorax	0.00240000
Crocidura vosmaeri	0.02160000
Crocidura watasei	0.00450000
Crocidura whitakeri	0.00440000
Crocidura wimmeri	0.12420000
Crocidura wuchihensis	0.01920000
Crocidura xantippe	0.00410000
Crocidura yaldeni	0.02030000
Crocidura yankariensis	0.00360000
Crocidura zaitsevi	0.01940000
Crocidura zaphiri	0.02000000
Crocidura zarudnyi	0.00280000
Crocidura zimmeri	0.02150000
Crocidura zimmermanni	0.03410000
Crocuta crocuta	0.00480000
Crossarchus alexandri	0.00440000
Crossarchus ansorgei	0.00310000
Crossarchus obscurus	0.00340000
Crossarchus platycephalus	0.00320000
Crossomys moncktoni	0.00350000
Crunomys celebensis	0.01670000
Crunomys fallax	0.02050000
Crunomys melanius	0.00370000
Crunomys suncoides	0.01990000
Cryptochloris wintoni	0.13340000
Cryptochloris zyli	0.03280000
Cryptomys hottentotus	0.00340000
Cryptomys mahali	0.02220000
Cryptomys natalensis	0.00350000
Cryptomys pretoriae	0.00350000
Cryptonanus agricolai	0.01960000
Cryptonanus chacoensis	0.00260000
Cryptonanus guahybae	0.02050000
Cryptonanus unduaviensis	0.02010000
Cryptoprocta ferox	0.01950000
Cryptotis alticola	0.01880000
Cryptotis aroensis	0.03650000
Cryptotis brachyonyx	0.01690000
Cryptotis cavatorculus	0.02060000
Cryptotis celaque	0.02250000
Cryptotis colombiana	0.00300000
Cryptotis endersi	0.03360000
Cryptotis equatoris	0.00310000
Cryptotis goldmani	0.00440000
Cryptotis goodwini	0.00390000
Cryptotis gracilis	0.01930000
Cryptotis griseoventris	0.03410000
Cryptotis hondurensis	0.01820000
Cryptotis lacertosus	0.02030000
Cryptotis magna	0.02250000
Cryptotis mam	0.01650000
Cryptotis mayensis	0.00330000
Cryptotis mccarthyi	0.01830000
Cryptotis medellinia	0.00370000
Cryptotis meridensis	0.02090000
Cryptotis merriami	0.00410000
Cryptotis merus	0.03400000
Cryptotis mexicana	0.00250000
Cryptotis montivaga	0.00420000
Cryptotis nelsoni	0.13020000
Cryptotis niausia	0.01400000
Cryptotis nigrescens	0.00300000
Cryptotis obscura	0.00320000
Cryptotis orophila	0.02190000
Cryptotis parva	0.00260000
Cryptotis peregrina	0.02150000
Cryptotis perijensis	0.02090000
Cryptotis peruviensis	0.01930000
Cryptotis phillipsii	0.02150000
Cryptotis squamipes	0.00380000
Cryptotis tamensis	0.00410000
Cryptotis thomasi	0.00480000
Cryptotis tropicalis	0.01930000
Cryptotis venezuelensis	0.02270000
Ctenodactylus gundi	0.00390000
Ctenodactylus vali	0.02140000
Ctenomys argentinus	0.01390000
Ctenomys australis	0.03090000
Ctenomys azarae	0.03540000
Ctenomys bergi	0.03460000
Ctenomys boliviensis	0.00410000
Ctenomys bonettoi	0.03330000
Ctenomys brasiliensis	0.01880000
Ctenomys colburni	0.02220000
Ctenomys coludo	0.02190000
Ctenomys conoveri	0.00380000
Ctenomys coyhaiquensis	0.01950000
Ctenomys dorbignyi	0.01460000
Ctenomys dorsalis	0.02070000
Ctenomys emilianus	0.00360000
Ctenomys famosus	0.01810000
Ctenomys flamarioni	0.03640000
Ctenomys fochi	0.02010000
Ctenomys fodax	0.01650000
Ctenomys frater	0.00320000
Ctenomys fulvus	0.02280000
Ctenomys goodfellowi	0.00280000
Ctenomys haigi	0.00300000
Ctenomys johannis	0.01560000
Ctenomys juris	0.02130000
Ctenomys knighti	0.01890000
Ctenomys lami	0.02070000
Ctenomys latro	0.03660000
Ctenomys leucodon	0.00370000
Ctenomys lewisi	0.00380000
Ctenomys magellanicus	0.00320000
Ctenomys maulinus	0.00360000
Ctenomys mendocinus	0.00370000
Ctenomys minutus	0.01900000
Ctenomys occultus	0.03210000
Ctenomys opimus	0.00440000
Ctenomys osvaldoreigi	0.13300000
Ctenomys pearsoni	0.01290000
Ctenomys perrensi	0.00290000
Ctenomys peruanus	0.00290000
Ctenomys pilarensis	0.03270000
Ctenomys pontifex	0.01820000
Ctenomys porteousi	0.01690000
Ctenomys pundti	0.03500000
Ctenomys rionegrensis	0.03290000
Ctenomys roigi	0.12750000
Ctenomys saltarius	0.01840000
Ctenomys scagliai	0.01860000
Ctenomys sericeus	0.02010000
Ctenomys sociabilis	0.13100000
Ctenomys steinbachi	0.00350000
Ctenomys talarum	0.00270000
Ctenomys torquatus	0.00260000
Ctenomys tuconax	0.01950000
Ctenomys tucumanus	0.02010000
Ctenomys tulduco	0.02060000
Ctenomys validus	0.01840000
Ctenomys viperinus	0.02010000
Ctenomys yolandae	0.01690000
Cuniculus paca	0.00420000
Cuniculus taczanowskii	0.01480000
Cuon alpinus	0.03720000
Cuscomys ashaninka	0.01790000
Cuscomys oblativa	0.01850000
Cyclopes didactylus	0.01770000
Cynictis penicillata	0.00380000
Cynocephalus volans	0.00340000
Cynogale bennettii	0.03340000
Cynomops abrasus	0.01900000
Cynomops greenhalli	0.00290000
Cynomops mexicanus	0.00300000
Cynomops milleri	0.00380000
Cynomops paranus	0.02150000
Cynomops planirostris	0.00390000
Cynomys gunnisoni	0.00250000
Cynomys leucurus	0.00410000
Cynomys ludovicianus	0.00330000
Cynomys mexicanus	0.03630000
Cynomys parvidens	0.03480000
Cynopterus brachyotis	0.00390000
Cynopterus horsfieldii	0.00340000
Cynopterus luzoniensis	0.00400000
Cynopterus minutus	0.00370000
Cynopterus nusatenggara	0.00370000
Cynopterus sphinx	0.00440000
Cynopterus titthaecheilus	0.00340000
Cystophora cristata	0.02110000
Cyttarops alecto	0.00290000
Dacnomys millardi	0.02080000
Dactylomys boliviensis	0.00310000
Dactylomys dactylinus	0.00260000
Dactylomys peruanus	0.01640000
Dactylonax palpator	0.00450000
Dactylopsila megalura	0.00370000
Dactylopsila tatei	0.03680000
Dactylopsila trivirgata	0.00480000
Dama dama	0.00300000
Dama mesopotamica	0.03280000
Damaliscus lunatus	0.00390000
Damaliscus pygargus	0.00290000
Dasycercus blythi	0.00350000
Dasycercus cristicauda	0.01600000
Dasykaluta rosamondae	0.00310000
Dasymys foxi	0.01990000
Dasymys incomtus	0.00360000
Dasymys montanus	0.03490000
Dasymys nudipes	0.01760000
Dasymys rufulus	0.00360000
Dasyprocta azarae	0.02010000
Dasyprocta coibae	0.01390000
Dasyprocta croconota	0.01800000
Dasyprocta fuliginosa	0.00260000
Dasyprocta guamara	0.01540000
Dasyprocta iacki	0.01970000
Dasyprocta kalinowskii	0.01700000
Dasyprocta leporina	0.00450000
Dasyprocta mexicana	0.12490000
Dasyprocta prymnolopha	0.00280000
Dasyprocta punctata	0.00260000
Dasyprocta ruatanica	0.03310000
Dasyprocta variegata	0.02160000
Dasypus hybridus	0.01450000
Dasypus kappleri	0.00390000
Dasypus novemcinctus	0.00250000
Dasypus pilosus	0.01670000
Dasypus sabanicola	0.01640000
Dasypus septemcinctus	0.00280000
Dasypus yepesi	0.02090000
Dasyuroides byrnei	0.01980000
Dasyurus albopunctatus	0.01460000
Dasyurus geoffroii	0.01190000
Dasyurus hallucatus	0.03610000
Dasyurus maculatus	0.01610000
Dasyurus spartacus	0.01450000
Dasyurus viverrinus	0.03360000
Daubentonia madagascariensis	0.03420000
Delanymys brooksi	0.02390000
Delomys collinus	0.00320000
Delomys dorsalis	0.00340000
Delomys sublineatus	0.00390000
Delphinapterus leucas	0.12220000
Delphinus capensis	0.02240000
Delphinus delphis	0.00320000
Deltamys kempi	0.00370000
Dendrogale melanura	0.01940000
Dendrogale murina	0.00410000
Dendrohyrax arboreus	0.00390000
Dendrohyrax dorsalis	0.00370000
Dendrohyrax validus	0.01570000
Dendrolagus bennettianus	0.01330000
Dendrolagus dorianus	0.02010000
Dendrolagus goodfellowi	0.03380000
Dendrolagus inustus	0.01760000
Dendrolagus lumholtzi	0.01300000
Dendrolagus matschiei	0.03340000
Dendrolagus mayri	0.12670000
Dendrolagus mbaiso	0.03530000
Dendrolagus notatus	0.03640000
Dendrolagus pulcherrimus	0.12070000
Dendrolagus scottae	0.13140000
Dendrolagus spadix	0.02090000
Dendrolagus stellarum	0.02100000
Dendrolagus ursinus	0.02220000
Dendromus insignis	0.00370000
Dendromus kahuziensis	0.12300000
Dendromus kivu	0.00380000
Dendromus lachaisei	0.01920000
Dendromus lovati	0.00300000
Dendromus melanotis	0.00340000
Dendromus mesomelas	0.00290000
Dendromus messorius	0.00410000
Dendromus mystacalis	0.00350000
Dendromus nyikae	0.00260000
Dendromus oreas	0.00330000
Dendromus ruppi	0.02040000
Dendromus vernayi	0.02030000
Dendroprionomys rousseloti	0.02160000
Deomys ferrugineus	0.00270000
Dephomys defua	0.00430000
Dermanura anderseni	0.00360000
Dermanura azteca	0.00340000
Dermanura bogotensis	0.00260000
Dermanura cinerea	0.00310000
Dermanura glauca	0.00360000
Dermanura gnoma	0.00320000
Dermanura phaeotis	0.00330000
Dermanura rava	0.00340000
Dermanura rosenbergi	0.02230000
Dermanura tolteca	0.00380000
Dermanura watsoni	0.00480000
Desmana moschata	0.03250000
Desmodilliscus braueri	0.00380000
Desmodillus auricularis	0.00270000
Desmodus rotundus	0.00270000
Desmomys harringtoni	0.00380000
Desmomys yaldeni	0.01720000
Diaemus youngi	0.00310000
Dicerorhinus sumatrensis	0.12550000
Diceros bicornis	0.13010000
Diclidurus albus	0.00300000
Diclidurus ingens	0.02110000
Diclidurus isabella	0.00320000
Diclidurus scutatus	0.00440000
Dicrostonyx groenlandicus	0.00370000
Dicrostonyx hudsonius	0.00410000
Dicrostonyx nelsoni	0.00310000
Dicrostonyx nunatakensis	0.00380000
Dicrostonyx richardsoni	0.00280000
Dicrostonyx torquatus	0.00270000
Dicrostonyx unalascensis	0.02240000
Dicrostonyx vinogradovi	0.01790000
Didelphis albiventris	0.00410000
Didelphis aurita	0.00360000
Didelphis imperfecta	0.00400000
Didelphis marsupialis	0.00360000
Didelphis pernigra	0.00290000
Didelphis virginiana	0.00320000
Dinaromys bogdanovi	0.01770000
Dinomys branickii	0.00340000
Diomys crumpi	0.02140000
Diphylla ecaudata	0.00330000
Diplogale hosei	0.01960000
Diplomesodon pulchellum	0.00400000
Diplomys caniceps	0.02000000
Diplomys labilis	0.00390000
Diplothrix legata	0.03320000
Dipodomys agilis	0.00260000
Dipodomys californicus	0.00400000
Dipodomys compactus	0.00270000
Dipodomys deserti	0.00330000
Dipodomys elator	0.01890000
Dipodomys gravipes	0.13000000
Dipodomys heermanni	0.00320000
Dipodomys ingens	0.03170000
Dipodomys merriami	0.00340000
Dipodomys microps	0.00480000
Dipodomys nelsoni	0.00340000
Dipodomys nitratoides	0.02010000
Dipodomys ordii	0.00300000
Dipodomys ornatus	0.00410000
Dipodomys panamintinus	0.00270000
Dipodomys phillipsii	0.00400000
Dipodomys simulans	0.00340000
Dipodomys spectabilis	0.01420000
Dipodomys stephensi	0.02120000
Dipodomys venustus	0.00290000
Dipus sagitta	0.00370000
Distoechurus pennatus	0.00310000
Dobsonia anderseni	0.00340000
Dobsonia beauforti	0.00260000
Dobsonia chapmani	0.12380000
Dobsonia crenulata	0.00360000
Dobsonia emersa	0.01930000
Dobsonia exoleta	0.00230000
Dobsonia inermis	0.00360000
Dobsonia minor	0.00310000
Dobsonia moluccensis	0.00270000
Dobsonia pannietensis	0.01720000
Dobsonia peronii	0.00370000
Dobsonia praedatrix	0.00400000
Dobsonia viridis	0.00460000
Dolichotis patagonum	0.01460000
Dolichotis salinicola	0.00300000
Dologale dybowskii	0.02080000
Dorcatragus megalotis	0.01810000
Dorcopsis atrata	0.12810000
Dorcopsis hageni	0.00410000
Dorcopsis luctuosa	0.01800000
Dorcopsis muelleri	0.00350000
Dorcopsulus macleayi	0.00470000
Dorcopsulus vanheurni	0.01640000
Dremomys everetti	0.00350000
Dremomys gularis	0.01770000
Dremomys lokriah	0.00340000
Dremomys pernyi	0.00300000
Dremomys pyrrhomerus	0.00370000
Dremomys rufigenis	0.00380000
Dromiciops gliroides	0.01660000
Dryadonycteris capixaba	0.02230000
Drymoreomys albimaculatus	0.01310000
Dryomys laniger	0.01950000
Dryomys niethammeri	0.02130000
Dryomys nitedula	0.00300000
Dugong dugon	0.12920000
Dyacopterus brooksi	0.02160000
Dyacopterus spadiceus	0.01350000
Dymecodon pilirostris	0.00380000
Echimys chrysurus	0.00320000
Echimys saturnus	0.02000000
Echimys vieirai	0.02190000
Echinops telfairi	0.00390000
Echinosorex gymnura	0.00290000
Echiothrix centrosa	0.01940000
Echiothrix leucura	0.03310000
Echymipera clara	0.00300000
Echymipera davidi	0.03420000
Echymipera echinista	0.02090000
Echymipera kalubu	0.00240000
Echymipera rufescens	0.00320000
Ectophylla alba	0.01550000
Eidolon dupreanum	0.02010000
Eidolon helvum	0.01230000
Eira barbara	0.00370000
Elaphodus cephalophus	0.01460000
Elephantulus brachyrhynchus	0.00340000
Elephantulus edwardii	0.00290000
Elephantulus fuscipes	0.01570000
Elephantulus fuscus	0.02040000
Elephantulus intufi	0.00360000
Elephantulus myurus	0.00460000
Elephantulus pilicaudus	0.01770000
Elephantulus revoilii	0.01790000
Elephantulus rozeti	0.00400000
Elephantulus rufescens	0.00330000
Elephantulus rupestris	0.00280000
Elephas maximus	0.03450000
Eligmodontia moreni	0.00400000
Eligmodontia morgani	0.00360000
Eligmodontia puerulus	0.00460000
Eligmodontia typus	0.00320000
Eliomys melanurus	0.00300000
Eliomys munbyanus	0.00390000
Eliomys quercinus	0.01520000
Eliurus antsingy	0.01900000
Eliurus carletoni	0.00270000
Eliurus danieli	0.00350000
Eliurus ellermani	0.02150000
Eliurus grandidieri	0.00330000
Eliurus majori	0.00230000
Eliurus minor	0.00370000
Eliurus myoxinus	0.00500000
Eliurus penicillatus	0.03730000
Eliurus petteri	0.03420000
Eliurus tanala	0.00300000
Eliurus webbi	0.00310000
Ellobius alaicus	0.01960000
Ellobius fuscocapillus	0.00430000
Ellobius lutescens	0.00390000
Ellobius talpinus	0.00300000
Ellobius tancrei	0.00250000
Emballonura alecto	0.00310000
Emballonura beccarii	0.00430000
Emballonura dianae	0.00490000
Emballonura furax	0.00360000
Emballonura monticola	0.00250000
Emballonura raffrayana	0.00220000
Emballonura semicaudata	0.03340000
Emballonura serii	0.02160000
Enchisthenes hartii	0.00300000
Enhydra lutris	0.03090000
Eoglaucomys fimbriatus	0.00300000
Eolagurus luteus	0.00360000
Eolagurus przewalskii	0.00420000
Eonycteris major	0.01830000
Eonycteris robusta	0.01510000
Eonycteris spelaea	0.00280000
Eospalax fontanierii	0.00460000
Eospalax rothschildi	0.00260000
Eospalax smithii	0.00250000
Eothenomys cachinus	0.00360000
Eothenomys chinensis	0.00350000
Eothenomys custos	0.00390000
Eothenomys melanogaster	0.00300000
Eothenomys miletus	0.00330000
Eothenomys olitor	0.00410000
Eothenomys proditor	0.01930000
Eothenomys wardi	0.01250000
Eozapus setchuanus	0.00340000
Episoriculus caudatus	0.00260000
Episoriculus fumidus	0.00430000
Episoriculus leucops	0.00290000
Episoriculus macrurus	0.00450000
Epixerus ebii	0.00430000
Epomophorus angolensis	0.01370000
Epomophorus anselli	0.01830000
Epomophorus crypturus	0.00350000
Epomophorus gambianus	0.00380000
Epomophorus grandis	0.01860000
Epomophorus labiatus	0.00350000
Epomophorus minimus	0.00320000
Epomophorus minor	0.00310000
Epomophorus wahlbergi	0.00330000
Epomops buettikoferi	0.00410000
Epomops dobsonii	0.00300000
Epomops franqueti	0.00350000
Eptesicus andinus	0.00390000
Eptesicus bobrinskoi	0.01970000
Eptesicus bottae	0.00320000
Eptesicus brasiliensis	0.00370000
Eptesicus chiriquinus	0.00420000
Eptesicus diminutus	0.00420000
Eptesicus dimissus	0.01840000
Eptesicus floweri	0.00380000
Eptesicus furinalis	0.00420000
Eptesicus fuscus	0.00360000
Eptesicus gobiensis	0.00350000
Eptesicus guadeloupensis	0.03330000
Eptesicus hottentotus	0.00380000
Eptesicus innoxius	0.01430000
Eptesicus isabellinus	0.00360000
Eptesicus japonensis	0.03560000
Eptesicus kobayashii	0.01980000
Eptesicus nasutus	0.01280000
Eptesicus nilssonii	0.00300000
Eptesicus pachyotis	0.00390000
Eptesicus platyops	0.02150000
Eptesicus serotinus	0.00380000
Eptesicus taddeii	0.01960000
Eptesicus tatei	0.01870000
Equus africanus	0.12210000
Equus ferus	0.03200000
Equus grevyi	0.03450000
Equus hemionus	0.01610000
Equus kiang	0.00370000
Equus quagga	0.01430000
Equus zebra	0.01940000
Eremitalpa granti	0.00510000
Eremodipus lichtensteini	0.00290000
Eremoryzomys polius	0.01840000
Erethizon dorsatum	0.00340000
Erignathus barbatus	0.00350000
Erinaceus amurensis	0.00370000
Erinaceus concolor	0.00370000
Erinaceus europaeus	0.00420000
Erinaceus roumanicus	0.00310000
Eropeplus canus	0.02010000
Erophylla bombifrons	0.00450000
Erophylla sezekorni	0.00250000
Erythrocebus patas	0.00310000
Eschrichtius robustus	0.03320000
Eubalaena australis	0.12410000
Eubalaena glacialis	0.03510000
Eubalaena japonica	0.12810000
Euchoreutes naso	0.00260000
Euderma maculatum	0.00320000
Eudiscoderma thongareeae	0.12780000
Eudiscopus denticulus	0.00380000
Eudorcas albonotata	0.00460000
Eudorcas rufifrons	0.01880000
Eudorcas rufina	0.01350000
Eudorcas thomsonii	0.00330000
Eudorcas tilonura	0.03620000
Eulemur albifrons	0.03410000
Eulemur cinereiceps	0.12720000
Eulemur collaris	0.03370000
Eulemur coronatus	0.03160000
Eulemur flavifrons	0.12440000
Eulemur fulvus	0.01480000
Eulemur macaco	0.02340000
Eulemur mongoz	0.12270000
Eulemur rubriventer	0.02080000
Eulemur rufifrons	0.01430000
Eulemur rufus	0.02060000
Eulemur sanfordi	0.03400000
Eumetopias jubatus	0.01430000
Eumops auripendulus	0.00410000
Eumops bonariensis	0.00450000
Eumops dabbenei	0.00420000
Eumops delticus	0.01690000
Eumops ferox	0.00350000
Eumops floridanus	0.01890000
Eumops glaucinus	0.00380000
Eumops hansae	0.00340000
Eumops maurus	0.01970000
Eumops nanus	0.00440000
Eumops patagonicus	0.00340000
Eumops perotis	0.00320000
Eumops trumbulli	0.00340000
Eumops underwoodi	0.00320000
Eumops wilsoni	0.02010000
Euneomys chinchilloides	0.01870000
Euneomys fossor	0.01910000
Euneomys mordax	0.00430000
Euneomys petersoni	0.00380000
Euoticus elegantulus	0.00320000
Euoticus pallidus	0.00370000
Eupetaurus cinereus	0.03690000
Euphractus sexcinctus	0.00270000
Eupleres goudotii	0.01900000
Eupleres major	0.03490000
Euroscaptor grandis	0.00470000
Euroscaptor klossi	0.00320000
Euroscaptor longirostris	0.00420000
Euroscaptor micrura	0.00390000
Euroscaptor mizura	0.00370000
Euroscaptor parvidens	0.01970000
Euroscaptor subanura	0.01910000
Euryoryzomys emmonsae	0.01890000
Euryoryzomys lamia	0.01970000
Euryoryzomys legatus	0.00490000
Euryoryzomys macconnelli	0.00400000
Euryoryzomys nitidus	0.00280000
Euryoryzomys russatus	0.00310000
Euryzygomatomys spinosus	0.00360000
Eutamias sibiricus	0.00330000
Exilisciurus concinnus	0.00220000
Exilisciurus exilis	0.02000000
Exilisciurus whiteheadi	0.00410000
Falsistrellus affinis	0.01310000
Falsistrellus mackenziei	0.01370000
Falsistrellus mordax	0.01820000
Falsistrellus petersi	0.01820000
Falsistrellus tasmaniensis	0.00490000
Felis bieti	0.02020000
Felis chaus	0.00400000
Felis margarita	0.00330000
Felis nigripes	0.02020000
Felis silvestris	0.00410000
Felovia vae	0.00270000
Feresa attenuata	0.00350000
Feroculus feroculus	0.03420000
Fossa fossana	0.01890000
Fukomys anselli	0.01600000
Fukomys bocagei	0.00300000
Fukomys damarensis	0.00350000
Fukomys darlingi	0.00280000
Fukomys foxi	0.01890000
Fukomys ilariae	0.02010000
Fukomys kafuensis	0.01880000
Fukomys mechowii	0.00390000
Fukomys ochraceocinereus	0.00400000
Fukomys vandewoestijneae	0.01790000
Fukomys zechi	0.00410000
Funambulus layardi	0.01760000
Funambulus palmarum	0.00300000
Funambulus pennantii	0.00370000
Funambulus sublineatus	0.01880000
Funambulus tristriatus	0.00310000
Funisciurus anerythrus	0.00390000
Funisciurus bayonii	0.01870000
Funisciurus carruthersi	0.00330000
Funisciurus congicus	0.00300000
Funisciurus duchaillui	0.01900000
Funisciurus isabella	0.00420000
Funisciurus lemniscatus	0.00330000
Funisciurus leucogenys	0.00380000
