year	LC	NT	VU	EN	CR	EX
0	177	31	45	31	5	0
1	178	30	45	31	5	0
2	178	30	44	31	6	0
3	179	29	44	31	6	0
4	179	29	44	31	6	0
5	180	29	43	31	6	0
6	180	28	43	32	6	0
7	181	28	43	32	6	0
8	181	27	42	32	6	0
9	182	27	42	32	6	0
10	182	27	42	32	6	0
11	182	26	42	32	6	0
12	183	26	41	32	7	0
13	183	26	41	32	7	0
14	184	25	41	32	7	0
15	184	25	40	32	7	0
16	184	25	40	32	7	0
17	185	25	40	32	7	0
18	185	24	40	32	7	1
19	186	24	39	32	7	1
20	186	24	39	32	7	1
21	186	24	39	32	7	1
22	187	23	39	32	7	1
23	187	23	39	32	7	1
24	187	23	38	32	7	1
25	188	23	38	32	7	1
26	188	23	38	32	8	1
27	188	22	38	32	8	1
28	189	22	37	32	8	1
29	189	22	37	32	8	1
30	189	22	37	32	8	1
31	189	22	37	32	8	1
32	190	21	37	32	8	1
33	190	21	37	32	8	1
34	190	21	36	32	8	1
35	190	21	36	32	8	1
36	191	21	36	32	8	1
37	191	21	36	32	8	1
38	191	21	36	32	8	1
39	191	20	35	32	8	1
40	192	20	35	32	8	1
41	192	20	35	32	8	1
42	192	20	35	32	8	1
43	192	20	35	32	8	1
44	193	20	35	32	8	1
45	193	20	35	32	8	1
46	193	19	34	32	8	2
47	193	19	34	32	8	2
48	193	19	34	32	8	2
49	194	19	34	32	8	2
50	194	19	34	32	8	2
51	194	19	34	32	8	2
52	194	19	34	32	8	2
53	194	19	34	32	8	2
54	195	19	33	32	8	2
55	195	19	33	32	8	2
56	195	18	33	32	8	2
57	195	18	33	32	9	2
58	195	18	33	32	9	2
59	196	18	33	32	9	2
60	196	18	33	32	9	2
61	196	18	33	32	9	2
62	196	18	32	32	9	2
63	196	18	32	32	9	2
64	196	18	32	32	9	2
65	197	18	32	32	9	2
66	197	18	32	32	9	2
67	197	18	32	32	9	2
68	197	18	32	31	9	2
69	197	18	32	31	9	3
70	197	17	32	31	9	3
71	197	17	31	31	9	3
72	198	17	31	31	9	3
73	198	17	31	31	9	3
74	198	17	31	31	9	3
75	198	17	31	31	9	3
76	198	17	31	31	9	3
77	198	17	31	31	9	3
78	198	17	31	31	9	3
79	199	17	31	31	9	3
80	199	17	31	31	9	3
81	199	17	31	31	9	3
82	199	17	31	31	9	3
83	199	17	30	31	9	3
84	199	17	30	31	9	3
85	199	17	30	31	9	3
86	199	17	30	31	9	3
87	199	17	30	31	9	3
88	200	17	30	31	9	3
89	200	17	30	31	9	3
90	200	17	30	31	9	3
91	200	16	30	31	9	4
92	200	16	30	30	9	4
93	200	16	30	30	9	4
94	200	16	30	30	9	4
95	200	16	30	30	9	4
96	200	16	30	30	9	4
97	201	16	29	30	9	4
98	201	16	29	30	9	4
99	201	16	29	30	9	4
100	201	16	29	30	9	4
