species	rate_e_mean	rate_e_lower	rate_e_upper	simulated_p_e_in_100_years
Bdeogale crassicauda	0.00004501	0.00003187	0.00005817	0.00440000
Bdeogale jacksoni	0.00014298	0.00011967	0.00016692	0.01410000
Bdeogale nigripes	0.00003900	0.00002714	0.00005135	0.00380000
Bdeogale omnivora	0.00021196	0.00018381	0.00024053	0.02090000
Callorhinus ursinus	0.00018861	0.00016167	0.00021550	0.01860000
Canis adustus	0.00002913	0.00001914	0.00004002	0.00280000
Canis aureus	0.00003597	0.00002497	0.00004867	0.00350000
Canis latrans	0.00002922	0.00001912	0.00003979	0.00280000
Canis lupus	0.00002804	0.00001822	0.00003878	0.00270000
Canis mesomelas	0.00003801	0.00002645	0.00005019	0.00370000
Canis rufus	0.00153245	0.00145055	0.00161111	0.14070000
Canis simensis	0.00041615	0.00037650	0.00045785	0.04070000
Caracal aurata	0.00019571	0.00016920	0.00022312	0.01930000
Caracal caracal	0.00003416	0.00002286	0.00004544	0.00330000
Catopuma badia	0.00040456	0.00036591	0.00044452	0.03960000
Catopuma temminckii	0.00012884	0.00010590	0.00015057	0.01270000
Cerdocyon thous	0.00003895	0.00002732	0.00005162	0.00380000
Chrotogale owstoni	0.00042250	0.00038285	0.00046309	0.04140000
Chrysocyon brachyurus	0.00013518	0.00011211	0.00015760	0.01330000
Civettictis civetta	0.00002524	0.00001566	0.00003507	0.00240000
Conepatus chinga	0.00003115	0.00002088	0.00004239	0.00300000
Conepatus humboldtii	0.00003294	0.00002209	0.00004392	0.00320000
Conepatus leuconotus	0.00003981	0.00002765	0.00005206	0.00390000
Conepatus semistriatus	0.00002798	0.00001776	0.00003832	0.00270000
Crocuta crocuta	0.00002997	0.00001980	0.00004030	0.00290000
Crossarchus alexandri	0.00003113	0.00002106	0.00004238	0.00300000
Crossarchus ansorgei	0.00004115	0.00002896	0.00005357	0.00400000
Crossarchus obscurus	0.00003186	0.00002126	0.00004342	0.00310000
Crossarchus platycephalus	0.00003102	0.00002089	0.00004239	0.00300000
Cryptoprocta ferox	0.00021987	0.00019040	0.00024822	0.02170000
Cuon alpinus	0.00044037	0.00039890	0.00048119	0.04310000
Cynictis penicillata	0.00003823	0.00002667	0.00005032	0.00370000
Cynogale bennettii	0.00041807	0.00037833	0.00045864	0.04100000
Cystophora cristata	0.00022709	0.00019809	0.00025778	0.02240000
Diplogale hosei	0.00018740	0.00016190	0.00021530	0.01850000
Dologale dybowskii	0.00023251	0.00020199	0.00026123	0.02290000
Eira barbara	0.00002902	0.00001862	0.00003961	0.00280000
Enhydra lutris	0.00043726	0.00039714	0.00047827	0.04280000
Erignathus barbatus	0.00002916	0.00001904	0.00003960	0.00280000
Eumetopias jubatus	0.00015937	0.00013533	0.00018376	0.01570000
Eupleres goudotii	0.00022715	0.00019735	0.00025583	0.02240000
Eupleres major	0.00039993	0.00036033	0.00044034	0.03920000
Felis bieti	0.00021974	0.00019143	0.00025006	0.02170000
Felis chaus	0.00003187	0.00002129	0.00004279	0.00310000
Felis margarita	0.00004212	0.00002951	0.00005493	0.00410000
Felis nigripes	0.00020674	0.00017902	0.00023488	0.02040000
Felis silvestris	0.00003685	0.00002555	0.00004848	0.00360000
Fossa fossana	0.00020483	0.00017654	0.00023343	0.02020000
Galictis cuja	0.00003497	0.00002432	0.00004726	0.00340000
Galictis vittata	0.00003180	0.00002127	0.00004290	0.00310000
Galidia elegans	0.00004022	0.00002856	0.00005316	0.00390000
Galidictis fasciata	0.00020962	0.00018206	0.00023846	0.02070000
Galidictis grandidieri	0.00041720	0.00037549	0.00045625	0.04090000
Genetta abyssinica	0.00020792	0.00017994	0.00023561	0.02050000
Genetta angolensis	0.00003614	0.00002491	0.00004861	0.00350000
Genetta bourloni	0.00018876	0.00016198	0.00021574	0.01860000
Genetta cristata	0.00022132	0.00019340	0.00025157	0.02190000
Genetta genetta	0.00002703	0.00001737	0.00003744	0.00260000
Genetta johnstoni	0.00016414	0.00013814	0.00018856	0.01620000
Genetta maculata	0.00003716	0.00002521	0.00004892	0.00360000
Genetta pardina	0.00003192	0.00002135	0.00004370	0.00310000
Genetta piscivora	0.00015210	0.00012883	0.00017786	0.01500000
Genetta poensis	0.00022113	0.00019249	0.00025056	0.02180000
Genetta servalina	0.00003099	0.00002057	0.00004254	0.00300000
Genetta thierryi	0.00004519	0.00003205	0.00005840	0.00440000
Genetta tigrina	0.00003509	0.00002421	0.00004752	0.00340000
Genetta victoriae	0.00003496	0.00002340	0.00004668	0.00340000
Gulo gulo	0.00003016	0.00001968	0.00004140	0.00290000
Halichoerus grypus	0.00004909	0.00003614	0.00006276	0.00480000
Helarctos malayanus	0.00020249	0.00017519	0.00023092	0.02000000
Helogale hirtula	0.00002406	0.00001474	0.00003385	0.00230000
Helogale parvula	0.00003194	0.00002080	0.00004338	0.00310000
Hemigalus derbyanus	0.00014084	0.00011832	0.00016467	0.01390000
Herpailurus yagouaroundi	0.00004331	0.00003075	0.00005623	0.00420000
Herpestes auropunctatus	0.00004289	0.00003027	0.00005588	0.00420000
Herpestes brachyurus	0.00015203	0.00012823	0.00017714	0.01500000
Herpestes edwardsii	0.00004898	0.00003603	0.00006269	0.00480000
Herpestes flavescens	0.00003915	0.00002748	0.00005171	0.00380000
Herpestes fuscus	0.00003289	0.00002230	0.00004440	0.00320000
Herpestes ichneumon	0.00002396	0.00001465	0.00003363	0.00230000
Herpestes javanicus	0.00004029	0.00002825	0.00005240	0.00390000
Herpestes naso	0.00004029	0.00002842	0.00005362	0.00390000
Herpestes ochraceus	0.00003407	0.00002281	0.00004613	0.00330000
Herpestes pulverulentus	0.00004110	0.00002835	0.00005340	0.00400000
Herpestes sanguineus	0.00002703	0.00001725	0.00003768	0.00260000
Herpestes semitorquatus	0.00015179	0.00012805	0.00017557	0.01500000
Herpestes smithii	0.00002519	0.00001598	0.00003552	0.00240000
Herpestes urva	0.00003704	0.00002558	0.00004904	0.00360000
Herpestes vitticollis	0.00003203	0.00002150	0.00004334	0.00310000
Histriophoca fasciata	0.00004307	0.00003079	0.00005585	0.00420000
Hyaena hyaena	0.00013870	0.00011607	0.00016222	0.01370000
Hydrictis maculicollis	0.00015305	0.00012836	0.00017745	0.01510000
Hydrurga leptonyx	0.00003699	0.00002553	0.00004873	0.00360000
Ichneumia albicauda	0.00003301	0.00002176	0.00004465	0.00320000
Ictonyx libycus	0.00004144	0.00002941	0.00005426	0.00400000
Ictonyx striatus	0.00003099	0.00002042	0.00004198	0.00300000
Leopardus colocolo	0.00015433	0.00013085	0.00017907	0.01520000
Leopardus geoffroyi	0.00003200	0.00002139	0.00004351	0.00310000
Leopardus guigna	0.00019867	0.00017243	0.00022733	0.01960000
Leopardus guttulus	0.00018225	0.00015630	0.00020964	0.01800000
Leopardus jacobita	0.00040821	0.00036708	0.00044649	0.04000000
Leopardus pardalis	0.00003684	0.00002608	0.00004928	0.00360000
Leopardus tigrinus	0.00018839	0.00016225	0.00021597	0.01860000
Leopardus wiedii	0.00014680	0.00012396	0.00017126	0.01450000
Leptailurus serval	0.00002990	0.00001898	0.00004047	0.00290000
Leptonychotes weddellii	0.00003707	0.00002569	0.00004879	0.00360000
Liberiictis kuhni	0.00022272	0.00019405	0.00025280	0.02200000
Lobodon carcinophaga	0.00004206	0.00002949	0.00005519	0.00410000
Lontra canadensis	0.00004611	0.00003299	0.00005980	0.00450000
Lontra felina	0.00040583	0.00036574	0.00044431	0.03990000
Lontra longicaudis	0.00015529	0.00013092	0.00017903	0.01530000
Lontra provocax	0.00041116	0.00036996	0.00045152	0.04030000
Lutra lutra	0.00016222	0.00013857	0.00018819	0.01600000
Lutra sumatrana	0.00042157	0.00038127	0.00046222	0.04130000
Lutrogale perspicillata	0.00018730	0.00016084	0.00021442	0.01850000
Lycalopex culpaeus	0.00003830	0.00002638	0.00005063	0.00370000
Lycalopex fulvipes	0.00037964	0.00034022	0.00041707	0.03730000
Lycalopex griseus	0.00003114	0.00002018	0.00004156	0.00300000
Lycalopex gymnocercus	0.00004012	0.00002796	0.00005289	0.00390000
Lycalopex sechurae	0.00013790	0.00011494	0.00016090	0.01360000
Lycalopex vetulus	0.00003922	0.00002691	0.00005130	0.00380000
Lycaon pictus	0.00151417	0.00143239	0.00159083	0.13930000
Lyncodon patagonicus	0.00003300	0.00002236	0.00004458	0.00320000
Lynx canadensis	0.00004483	0.00003212	0.00005825	0.00440000
Lynx lynx	0.00004221	0.00002987	0.00005560	0.00410000
Lynx pardinus	0.00039465	0.00035476	0.00043248	0.03870000
Lynx rufus	0.00003517	0.00002444	0.00004716	0.00340000
Macrogalidia musschenbroekii	0.00021211	0.00018498	0.00024209	0.02100000
Martes americana	0.00002770	0.00001764	0.00003804	0.00270000
Martes flavigula	0.00003196	0.00002098	0.00004316	0.00310000
Martes foina	0.00003483	0.00002366	0.00004637	0.00340000
Martes gwatkinsii	0.00020482	0.00017776	0.00023383	0.02020000
Martes martes	0.00003913	0.00002746	0.00005146	0.00380000
Martes melampus	0.00002994	0.00001975	0.00004118	0.00290000
Martes pennanti	0.00004219	0.00002967	0.00005484	0.00410000
Martes zibellina	0.00003291	0.00002235	0.00004454	0.00320000
Meles anakuma	0.00003812	0.00002615	0.00004996	0.00370000
Meles leucurus	0.00003991	0.00002774	0.00005192	0.00390000
Meles meles	0.00003301	0.00002236	0.00004402	0.00320000
Mellivora capensis	0.00004228	0.00002945	0.00005515	0.00410000
Melogale cucphuongensis	0.00018452	0.00015770	0.00021134	0.01820000
Melogale everetti	0.00039395	0.00035449	0.00043302	0.03860000
Melogale moschata	0.00004005	0.00002789	0.00005210	0.00390000
Melogale orientalis	0.00005128	0.00003778	0.00006597	0.00500000
Melogale personata	0.00003011	0.00001966	0.00004118	0.00290000
Melursus ursinus	0.00019350	0.00016820	0.00022227	0.01910000
Mephitis macroura	0.00004604	0.00003359	0.00005958	0.00450000
Mephitis mephitis	0.00003292	0.00002228	0.00004449	0.00320000
Mirounga angustirostris	0.00002110	0.00001271	0.00003029	0.00200000
Mirounga leonina	0.00004805	0.00003453	0.00006191	0.00470000
Monachus monachus	0.00037680	0.00033875	0.00041579	0.03690000
Mungos gambianus	0.00003307	0.00002208	0.00004408	0.00320000
Mungos mungo	0.00003295	0.00002216	0.00004441	0.00320000
Mungotictis decemlineata	0.00041314	0.00037234	0.00045284	0.04050000
Mustela africana	0.00003524	0.00002357	0.00004702	0.00340000
Mustela altaica	0.00014514	0.00012249	0.00016950	0.01430000
Mustela erminea	0.00003277	0.00002198	0.00004422	0.00320000
Mustela eversmanii	0.00003298	0.00002209	0.00004407	0.00320000
Mustela felipei	0.00020488	0.00017781	0.00023393	0.02020000
Mustela frenata	0.00003316	0.00002253	0.00004495	0.00320000
Mustela itatsi	0.00014207	0.00011875	0.00016525	0.01400000
Mustela kathiah	0.00003705	0.00002514	0.00004864	0.00360000
Mustela lutreola	0.00151576	0.00143522	0.00159400	0.13930000
Mustela lutreolina	0.00002504	0.00001539	0.00003457	0.00240000
Mustela nigripes	0.00037627	0.00033843	0.00041541	0.03690000
Mustela nivalis	0.00003620	0.00002445	0.00004831	0.00350000
Mustela nudipes	0.00002982	0.00001954	0.00004065	0.00290000
Mustela putorius	0.00003700	0.00002531	0.00004860	0.00360000
Mustela russelliana	0.00021341	0.00018463	0.00024190	0.02100000
Mustela sibirica	0.00003507	0.00002377	0.00004656	0.00340000
Mustela strigidorsa	0.00003195	0.00002116	0.00004303	0.00310000
Mustela subpalmata	0.00004118	0.00002879	0.00005347	0.00400000
Mustela tonkinensis	0.00022535	0.00019586	0.00025459	0.02220000
Mydaus javanensis	0.00003503	0.00002363	0.00004631	0.00340000
Mydaus marchei	0.00004191	0.00002977	0.00005461	0.00410000
Nandinia binotata	0.00003502	0.00002372	0.00004659	0.00340000
Nasua narica	0.00002915	0.00001909	0.00003975	0.00280000
Nasua nasua	0.00003593	0.00002505	0.00004836	0.00350000
Nasuella meridensis	0.00038554	0.00034717	0.00042563	0.03780000
Nasuella olivacea	0.00015716	0.00013337	0.00018138	0.01550000
Neofelis diardi	0.00018569	0.00015978	0.00021257	0.01830000
Neofelis nebulosa	0.00019251	0.00016544	0.00021951	0.01900000
Neomonachus schauinslandi	0.00039780	0.00035884	0.00043759	0.03900000
Neophoca cinerea	0.00039701	0.00035592	0.00043500	0.03890000
Neovison vison	0.00003489	0.00002346	0.00004616	0.00340000
Nyctereutes procyonoides	0.00004316	0.00003032	0.00005562	0.00420000
Odobenus rosmarus	0.00022287	0.00019362	0.00025167	0.02200000
Ommatophoca rossii	0.00004195	0.00003026	0.00005557	0.00410000
Otaria byronia	0.00004016	0.00002804	0.00005257	0.00390000
Otocolobus manul	0.00012657	0.00010606	0.00015001	0.01250000
Otocyon megalotis	0.00003720	0.00002593	0.00004924	0.00360000
Pagophilus groenlandicus	0.00003812	0.00002645	0.00005027	0.00370000
Paguma larvata	0.00004401	0.00003133	0.00005733	0.00430000
Panthera leo	0.00020075	0.00017436	0.00022983	0.01980000
Panthera onca	0.00016003	0.00013577	0.00018518	0.01580000
Panthera pardus	0.00022093	0.00019243	0.00024997	0.02180000
Panthera tigris	0.00039892	0.00036027	0.00043923	0.03910000
Panthera uncia	0.00021186	0.00018352	0.00024054	0.02090000
Paracynictis selousi	0.00003609	0.00002483	0.00004808	0.00350000
Paradoxurus hermaphroditus	0.00002412	0.00001531	0.00003424	0.00230000
Paradoxurus jerdoni	0.00003600	0.00002498	0.00004821	0.00350000
Paradoxurus zeylonensis	0.00003211	0.00002130	0.00004323	0.00310000
Parahyaena brunnea	0.00013992	0.00011632	0.00016323	0.01380000
Pardofelis marmorata	0.00017872	0.00015334	0.00020635	0.01760000
Phoca largha	0.00004611	0.00003329	0.00005935	0.00450000
Phoca vitulina	0.00003913	0.00002723	0.00005114	0.00380000
Phocarctos hookeri	0.00038853	0.00035042	0.00042785	0.03810000
Poecilogale albinucha	0.00004409	0.00003159	0.00005696	0.00430000
Poiana leightoni	0.00021492	0.00018540	0.00024405	0.02120000
Poiana richardsonii	0.00003028	0.00001949	0.00004098	0.00290000
Potos flavus	0.00003492	0.00002391	0.00004666	0.00340000
Prionailurus bengalensis	0.00003180	0.00002110	0.00004267	0.00310000
Prionailurus planiceps	0.00040376	0.00036449	0.00044256	0.03960000
Prionailurus rubiginosus	0.00014815	0.00012396	0.00017186	0.01460000
Prionailurus viverrinus	0.00023845	0.00020732	0.00026961	0.02350000
Prionodon linsang	0.00003415	0.00002319	0.00004569	0.00330000
Prionodon pardicolor	0.00003217	0.00002171	0.00004335	0.00310000
Procyon cancrivorus	0.00003119	0.00002112	0.00004252	0.00300000
Procyon lotor	0.00003317	0.00002268	0.00004498	0.00320000
Procyon pygmaeus	0.00145331	0.00137779	0.00153392	0.13390000
Proteles cristata	0.00003111	0.00002066	0.00004258	0.00300000
Pteronura brasiliensis	0.00040978	0.00037181	0.00045090	0.04010000
Puma concolor	0.00004526	0.00003220	0.00005833	0.00440000
Pusa caspica	0.00037075	0.00033139	0.00040655	0.03640000
Pusa hispida	0.00003813	0.00002652	0.00005073	0.00370000
Pusa sibirica	0.00004603	0.00003343	0.00005966	0.00450000
Rhynchogale melleri	0.00003801	0.00002608	0.00004993	0.00370000
Salanoia concolor	0.00020356	0.00017479	0.00023068	0.02010000
Speothos venaticus	0.00015615	0.00013212	0.00018090	0.01540000
Spilogale angustifrons	0.00003990	0.00002759	0.00005166	0.00390000
Spilogale gracilis	0.00002601	0.00001692	0.00003620	0.00250000
Spilogale putorius	0.00022186	0.00019371	0.00025192	0.02190000
Spilogale pygmaea	0.00022501	0.00019614	0.00025464	0.02220000
Suricata suricatta	0.00003216	0.00002117	0.00004394	0.00310000
Taxidea taxus	0.00003608	0.00002442	0.00004837	0.00350000
Tremarctos ornatus	0.00020743	0.00017992	0.00023684	0.02050000
Urocyon cinereoargenteus	0.00002786	0.00001778	0.00003812	0.00270000
Urocyon littoralis	0.00015715	0.00013354	0.00018293	0.01550000
Ursus americanus	0.00003601	0.00002469	0.00004840	0.00350000
Ursus arctos	0.00002905	0.00001862	0.00003972	0.00280000
Ursus maritimus	0.00019832	0.00017188	0.00022761	0.01960000
Ursus thibetanus	0.00019431	0.00016625	0.00022126	0.01920000
Viverra civettina	0.00145941	0.00137859	0.00153426	0.13450000
Viverra megaspila	0.00039607	0.00035652	0.00043299	0.03880000
Viverra tangalunga	0.00004010	0.00002851	0.00005319	0.00390000
Viverra zibetha	0.00003914	0.00002772	0.00005172	0.00380000
Viverricula indica	0.00004109	0.00002940	0.00005409	0.00400000
Vormela peregusna	0.00019474	0.00016861	0.00022330	0.01920000
Vulpes bengalensis	0.00004091	0.00002829	0.00005300	0.00400000
Vulpes cana	0.00003194	0.00002165	0.00004378	0.00310000
Vulpes chama	0.00003699	0.00002563	0.00004952	0.00360000
Vulpes corsac	0.00004016	0.00002836	0.00005350	0.00390000
Vulpes ferrilata	0.00003515	0.00002430	0.00004765	0.00340000
Vulpes lagopus	0.00003613	0.00002466	0.00004809	0.00350000
Vulpes macrotis	0.00002700	0.00001678	0.00003775	0.00260000
Vulpes pallida	0.00005087	0.00003768	0.00006565	0.00500000
Vulpes rueppellii	0.00003209	0.00002134	0.00004375	0.00310000
Vulpes velox	0.00003712	0.00002615	0.00004952	0.00360000
Vulpes vulpes	0.00004113	0.00002861	0.00005397	0.00400000
Vulpes zerda	0.00003897	0.00002669	0.00005126	0.00380000
Zalophus californianus	0.00003812	0.00002649	0.00005051	0.00370000
Zalophus wollebaeki	0.00037646	0.00033738	0.00041427	0.03690000
