	species	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020
5118	Laniarius luehderi				LC				LC	LC			LC				LC				
5119	Laniarius mufumbiri				NT				NT				NT	NT			NT				
5120	Laniarius nigerrimus																LC	LC			
5121	Laniarius poensis																LC				
5122	Laniarius ruficeps				LC				LC	LC			LC				LC				
5123	Laniarius sublacteus																LC	LC			
5124	Laniarius turatii				LC				LC	LC			LC				LC				
5125	Laniellus albonotatus				NT				NT				NT				NT	NT			
5126	Laniellus langbianis				EN				EN				EN				EN				
5127	Laniisoma buckleyi				LC												NT				
5128	Laniisoma elegans				NT												NT	NT			
5129	Lanio aurantius				LC				LC	LC			LC				LC				
5130	Lanio fulvus				LC				LC	LC			LC				LC				
5131	Lanio leucothorax				LC				LC	LC			LC				LC				
5132	Lanio versicolor				LC				LC	LC			LC				LC				
5133	Laniocera hypopyrra				LC				LC	LC			LC				LC	LC			
5134	Laniocera rufescens				LC				LC	LC			LC				LC				
5135	Lanioturdus torquatus				LC				LC	LC			LC				LC				
5136	Lanius borealis																LC				
5137	Lanius bucephalus				LC				LC	LC			LC				LC	LC			
5138	Lanius cabanisi				LC				LC	LC			LC				LC				
5139	Lanius collaris																LC				
5140	Lanius collurio				LC				LC	LC			LC				LC				
5141	Lanius collurioides				LC				LC	LC			LC				LC				
5142	Lanius cristatus				LC				LC	LC			LC				LC				
5143	Lanius dorsalis				LC				LC	LC			LC				LC				
5144	Lanius excubitor																LC	LC			
5145	Lanius excubitoroides				LC				LC	LC			LC				LC				
5146	Lanius giganteus																LC		LC		
5147	Lanius gubernator				LC				LC	LC			LC				LC	LC			
5148	Lanius isabellinus																LC				
5149	Lanius ludovicianus				LC				LC	LC			LC				LC	NT			
5150	Lanius mackinnoni				LC				LC	LC			LC				LC				
5151	Lanius meridionalis				LC												LC	VU			
5152	Lanius minor				LC				LC	LC			LC				LC				
5153	Lanius newtoni				CR				CR	CR	CR		CR			CR	CR		CR		
5154	Lanius nubicus				LC				LC	LC			LC				LC				
5155	Lanius phoenicuroides																LC				
5156	Lanius schach				LC				LC	LC			LC				LC				
5157	Lanius senator				LC				LC	LC			LC				LC				
5158	Lanius somalicus				LC				LC	LC			LC				LC				
5159	Lanius souzae				LC				LC	LC			LC				LC	LC			
5160	Lanius sphenocercus																LC				
5161	Lanius tephronotus				LC				LC	LC			LC				LC				
5162	Lanius tigrinus				LC				LC	LC			LC				LC				
5163	Lanius validirostris				NT				NT				NT				NT				
5164	Lanius vittatus				LC				LC	LC			LC				LC				
5165	Larosterna inca				NT		NT		NT		NT		NT				NT		NT		
5166	Larus argentatus														LC	LC	LC		LC		
5167	Larus armenicus				LC				LC	LC					LC	NT	NT	NT			
5168	Larus atlanticus				VU		VU		VU				VU	NT			NT		NT		
5169	Larus atricilla				LC				LC	LC			LC				LC		LC		
5170	Larus audouinii				NT		NT		NT		NT		NT			LC	LC		LC		
5171	Larus belcheri				LC				LC	LC			LC				LC		LC		
5172	Larus brunnicephalus				LC				LC	LC			LC	LC			LC		LC		
5173	Larus bulleri				VU	EN	EN		EN				EN			EN	EN				
5174	Larus cachinnans										LC		LC	LC	LC		LC	LC	LC		
5175	Larus californicus				LC				LC	LC			LC				LC		LC		
5176	Larus canus				LC				LC	LC			LC				LC		LC	LC	
5177	Larus cirrocephalus				LC				LC	LC			LC				LC		LC		
5178	Larus crassirostris				LC				LC	LC			LC				LC		LC		
5179	Larus delawarensis				LC				LC	LC			LC				LC		LC		
5180	Larus dominicanus				LC				LC	LC			LC				LC		LC		
5181	Larus fuliginosus				VU		VU		VU		VU		VU				VU		VU		
5182	Larus fuscus				LC				LC	LC			LC				LC		LC		
5183	Larus genei				LC				LC	LC			LC				LC	LC	LC	LC	
5184	Larus glaucescens				LC				LC	LC			LC				LC		LC		
5185	Larus glaucoides																		LC	LC	
5186	Larus hartlaubii				LC				LC	LC			LC				LC		LC		
5187	Larus heermanni				NT		NT		NT		NT		NT				NT	NT	NT		
5188	Larus hemprichii				LC				LC	LC			LC				LC		LC		
5189	Larus hyperboreus				LC				LC	LC			LC				LC		LC		
5190	Larus ichthyaetus				LC				LC	LC			LC				LC		LC		
5191	Larus leucophthalmus				NT		NT		NT		NT		NT				NT		LC		
5192	Larus livens				LC				LC	LC			LC				LC		LC		
5193	Larus maculipennis				LC				LC	LC			LC				LC		LC		
5194	Larus marinus				LC				LC	LC			LC				LC		LC		
5195	Larus melanocephalus				LC				LC	LC			LC				LC		LC	LC	
5196	Larus michahellis														LC		LC	LC	LC	LC	
5197	Larus modestus				LC				LC	LC			LC				LC		LC		
5198	Larus novaehollandiae														LC		LC		LC		
5199	Larus occidentalis				LC				LC	LC			LC				LC		LC		
5200	Larus pacificus				LC				LC	LC			LC				LC		LC		
5201	Larus philadelphia				LC				LC	LC			LC				LC		LC		
5202	Larus pipixcan				LC				LC	LC			LC				LC		LC		
5203	Larus relictus				VU		VU	VU	VU				VU				VU	VU			
5204	Larus ridibundus				LC				LC	LC			LC				LC	LC	LC		
5205	Larus schistisagus				LC				LC	LC			LC				LC		LC		
5206	Larus scoresbii				LC				LC	LC			LC				LC	LC	LC		
5207	Larus serranus				LC				LC	LC			LC				LC				
5208	Larus smithsonianus														LC		LC		LC		
5209	Larvivora akahige																LC	LC			
5210	Larvivora brunnea				LC				LC	LC			LC				LC		LC	LC	
5211	Larvivora cyane				LC				LC	LC			LC				LC				
5212	Larvivora komadori																NT				
5213	Larvivora namiyei																NT				
5214	Larvivora ruficeps				VU				VU				VU	EN			EN	EN			
5215	Larvivora sibilans				LC				LC	LC			LC				LC				
5216	Larvivora tanensis																VU				
5217	Laterallus albigularis				LC				LC	LC			LC				LC				
5218	Laterallus exilis				LC				LC	LC			LC				LC				
5219	Laterallus jamaicensis				NT		NT		NT				NT				NT	NT		EN	
5220	Laterallus leucopyrrhus				LC				LC	LC			LC				LC				
5221	Laterallus levraudi				EN				EN				EN				EN		VU		
5222	Laterallus melanophaius				LC				LC	LC			LC				LC				
5223	Laterallus ruber				LC				LC	LC			LC				LC				
5224	Laterallus spilonota				VU		VU		VU				VU		VU		VU				
5225	Laterallus tuerosi				EN				EN				EN				EN				
5226	Laterallus xenopterus				VU		VU		VU				VU				VU				
5227	Lathamus discolor				EN		EN		EN				EN	EN		CR	CR		CR		
5228	Lathrotriccus euleri				LC				LC	LC			LC				LC				
5229	Lathrotriccus griseipectus				VU				VU				VU				VU				
5230	Laticilla burnesii																NT				
5231	Laticilla cinerascens																EN				
5232	Legatus leucophaius				LC				LC	LC			LC				LC		LC		
5233	Leiopicus auriceps				LC				LC	LC			LC				LC				
5234	Leiopicus mahrattensis				LC				LC	LC			LC				LC				
5235	Leiopicus medius				LC				LC	LC			LC				LC		LC		
5236	Leioptila annectens				LC				LC	LC			LC				LC				
5237	Leiothlypis celata				LC				LC	LC			LC				LC				
5238	Leiothlypis crissalis				NT				NT				LC				LC			LC	
5239	Leiothlypis luciae				LC				LC	LC			LC				LC				
5240	Leiothlypis peregrina				LC				LC	LC			LC				LC				
5241	Leiothlypis ruficapilla				LC				LC	LC			LC				LC				
5242	Leiothlypis virginiae				LC				LC	LC			LC				LC				
5243	Leiothrix argentauris																LC				
5244	Leiothrix laurinae																EN	EN			
5245	Leiothrix lutea				LC				LC	LC			LC				LC				
5246	Leipoa ocellata				VU				VU				VU				VU				
5247	Leistes bellicosus				LC				LC	LC			LC				LC		LC		
5248	Leistes defilippii				VU			VU	VU				VU				VU		VU	VU	
5249	Leistes loyca				LC				LC	LC			LC				LC		LC		
5250	Leistes militaris				LC				LC	LC			LC				LC		LC		
5251	Leistes superciliaris				LC				LC	LC			LC				LC		LC		
5252	Leonardina woodi				LC				LC	LC			LC				LC				
5253	Lepidocolaptes affinis																LC	LC			
5254	Lepidocolaptes albolineatus																LC				
5255	Lepidocolaptes angustirostris				LC				LC	LC			LC				LC	LC			
5256	Lepidocolaptes duidae																LC				
5257	Lepidocolaptes falcinellus						LC		LC	LC			LC				LC	LC			
5258	Lepidocolaptes fatimalimae																LC	LC			
5259	Lepidocolaptes fuscicapillus																LC				
5260	Lepidocolaptes lacrymiger						LC		LC	LC			LC				LC				
5261	Lepidocolaptes leucogaster				LC				LC	LC			LC				LC				
5262	Lepidocolaptes neglectus																LC	LC			
5263	Lepidocolaptes souleyetii				LC				LC	LC			LC				LC				
5264	Lepidocolaptes squamatus						LC		LC	LC			LC				LC				
5265	Lepidogrammus cumingi				LC				LC	LC			LC				LC				
5266	Lepidopyga coeruleogularis				LC				LC	LC			LC				LC				
5267	Lepidopyga goudoti				LC				LC	LC			LC				LC				
5268	Lepidopyga lilliae				CR				CR	CR			CR	CR	CR	CR	CR		CR		
5269	Lepidopygia nana				LC				LC	LC			LC				LC				
5270	Lepidothrix coeruleocapilla				LC				LC	LC			LC				LC		LC		
5271	Lepidothrix coronata				LC				LC	LC			LC				LC				
5272	Lepidothrix iris				LC				LC	LC			VU				VU				
5273	Lepidothrix isidorei				LC				LC	LC			NT				NT				
5274	Lepidothrix nattereri				LC				LC	LC			LC				LC		LC		
5275	Lepidothrix serena				LC				LC	LC			LC				LC				
5276	Lepidothrix suavissima				LC				LC	LC			LC				LC		LC		
5277	Lepidothrix vilasboasi				VU	VU	VU		VU			VU	VU	VU			VU				
5278	Leptasthenura aegithaloides																LC				
5279	Leptasthenura andicola				LC				LC	LC			LC				LC	LC			
5280	Leptasthenura berlepschi																LC				
5281	Leptasthenura fuliginiceps				LC				LC	LC			LC				LC				
5282	Leptasthenura pallida																LC				
5283	Leptasthenura pileata				LC				LC	LC			LC				LC				
5284	Leptasthenura platensis				LC				LC	LC			LC				LC				
5285	Leptasthenura setaria				NT				NT				NT				NT				
5286	Leptasthenura striata				LC				LC	LC			LC				LC				
5287	Leptasthenura striolata				LC				LC	LC			LC				LC				
5288	Leptasthenura xenothorax				EN				EN				EN				EN				
5289	Leptocoma aspasia				LC				LC	LC			LC				LC		LC		
5290	Leptocoma brasiliana																LC				
5291	Leptocoma calcostetha				LC				LC	LC			LC				LC				
5292	Leptocoma juliae																LC				
5293	Leptocoma minima				LC				LC	LC			LC				LC				
5294	Leptocoma sperata																LC		LC		
5295	Leptocoma zeylonica				LC				LC	LC			LC				LC				
5296	Leptodon cayanensis				LC				LC	LC			LC				LC				
5297	Leptodon forbesi				CR				CR	CR	CR	CR	CR	CR		CR	CR	EN	EN		
5298	Leptopoecile elegans				LC				LC	LC			LC				LC		LC		
5299	Leptopoecile sophiae				LC				LC	LC			LC				LC				
5300	Leptopogon albidiventer																LC				
5301	Leptopogon amaurocephalus				LC				LC	LC			LC				LC		LC		
5302	Leptopogon rufipectus				LC				LC	LC			LC				LC	LC			
5303	Leptopogon superciliaris																LC	LC			
5304	Leptopogon taczanowskii				LC				LC	LC			NT				NT				
5305	Leptopterus chabert				LC				LC	LC			LC				LC				
5306	Leptoptilos crumenifer				LC				LC	LC			LC				LC				
5307	Leptoptilos dubius				EN		EN	EN	EN				EN	EN			EN				
5308	Leptoptilos javanicus				VU		VU		VU				VU	VU			VU	VU			
5309	Leptosittaca branickii				VU				VU				VU				VU				
5310	Leptosomus discolor				LC				LC	LC			LC				LC				
5311	Leptotila battyi				VU				VU				VU				VU				
5312	Leptotila cassinii				LC				LC	LC			LC				LC		LC		
5313	Leptotila conoveri				EN				EN				EN	EN			EN				
5314	Leptotila jamaicensis				LC				LC	LC			LC				LC		LC		
5315	Leptotila megalura				LC				LC	LC			LC				LC				
5316	Leptotila ochraceiventris				VU				VU				VU				VU				
5317	Leptotila pallida				LC				LC	LC			LC				LC		LC		
5318	Leptotila plumbeiceps				LC				LC	LC			LC				LC		LC		
5319	Leptotila rufaxilla				LC				LC	LC			LC				LC		LC		
5320	Leptotila verreauxi				LC				LC	LC			LC				LC				
5321	Leptotila wellsi				CR				CR	CR	CR		CR	CR		CR	CR		CR		
5322	Leptotrygon veraguensis				LC				LC	LC			LC				LC		LC		
5323	Lerwa lerwa				LC				LC	LC			LC				LC				
5324	Lesbia nuna				LC				LC	LC			LC				LC				
5325	Lesbia victoriae				LC				LC	LC			LC				LC				
5326	Lessonia oreas				LC				LC	LC			LC				LC				
5327	Lessonia rufa				LC				LC	LC			LC				LC				
5328	Leucippus baeri				LC				LC	LC			LC				LC				
5329	Leucippus chlorocercus				LC				LC	LC			LC				LC				
5330	Leucippus fallax				LC				LC	LC			LC				LC		LC		
5331	Leucippus taczanowskii				LC				LC	LC			LC				LC				
5332	Leucocarbo atriceps														LC		LC		LC		
5333	Leucocarbo bougainvilliorum				NT		NT		NT		NT		NT		NT		NT		NT		
5334	Leucocarbo campbelli				VU	VU	VU		VU				VU				VU		VU		
5335	Leucocarbo carunculatus				VU	VU			VU		VU		VU				VU		VU		
5336	Leucocarbo chalconotus				VU	VU	VU		VU		VU		VU				VU		VU		
5337	Leucocarbo colensoi				VU	VU			VU		VU		VU				VU		VU		
5338	Leucocarbo magellanicus				LC				LC	LC			LC				LC		LC		
5339	Leucocarbo onslowi				EN	CR		CR	CR	CR	CR		CR				CR		CR		
5340	Leucocarbo ranfurlyi				VU	VU			VU		VU		VU				VU	VU	VU		
5341	Leucocarbo verrucosus														LC		LC		LC		
5342	Leucochloris albicollis				LC				LC	LC			LC				LC				
5343	Leucogeranus leucogeranus				CR		CR	CR	CR	CR	CR		CR	CR	CR	CR	CR		CR		
5344	Leuconotopicus albolarvatus				LC				LC	LC			LC				LC				
5345	Leuconotopicus arizonae				LC				LC	LC			LC				LC				
5346	Leuconotopicus borealis				VU			VU	VU		VU		VU	NT			NT	NT			
5347	Leuconotopicus fumigatus				LC				LC	LC			LC				LC				
5348	Leuconotopicus stricklandi				LC				LC	LC			LC				LC				
5349	Leuconotopicus villosus				LC				LC	LC			LC				LC				
5350	Leucopeza semperi				CR				CR	CR	CR		CR				CR				
5351	Leucopsar rothschildi				CR		CR		CR	CR	CR		CR	CR		CR	CR		CR		
5352	Leucopternis kuhli				LC				LC	LC			LC				LC				
5353	Leucopternis melanops				LC				LC	LC			LC				LC				
5354	Leucopternis semiplumbeus				LC				LC	LC			LC				LC				
5355	Leucosarcia melanoleuca				LC				LC	LC			LC				LC				
5356	Leucosticte arctoa				LC				LC	LC			LC				LC		LC		
5357	Leucosticte atrata				LC				LC	LC			LC				LC		EN		
5358	Leucosticte australis				LC				LC	LC			LC				LC		EN		
5359	Leucosticte brandti				LC				LC	LC			LC				LC	LC	LC		
5360	Leucosticte nemoricola				LC				LC	LC			LC				LC		LC		
5361	Leucosticte tephrocotis				LC				LC	LC			LC				LC		LC		
5362	Lewinia mirifica				DD				DD				DD				DD				
5363	Lewinia muelleri				VU		VU		VU				VU				VU				
5364	Lewinia pectoralis				LC				LC	LC			LC				LC				
5365	Lewinia striata				LC				LC	LC			LC				LC				
5366	Lichenostomus cratitius				LC				LC	LC			LC				LC				
5367	Lichenostomus melanops				LC				LC	LC			LC				LC				
5368	Lichmera alboauricularis				LC				LC	LC			LC				LC				
5369	Lichmera argentauris				LC				LC	LC			LC				LC				
5370	Lichmera deningeri				LC				LC	LC			LC				LC				
5371	Lichmera flavicans				LC				LC	LC			LC				LC		LC		
5372	Lichmera incana				LC				LC	LC			LC				LC		LC		
5373	Lichmera indistincta																LC				
5374	Lichmera lombokia				LC				LC	LC			LC				LC		LC		
5375	Lichmera monticola				LC				LC	LC			LC				LC		LC		
5376	Lichmera notabilis				NT				NT				NT			LC	LC				
5377	Lichmera squamata				LC				LC	LC			LC				LC		LC		
5378	Limnoctites rectirostris				NT				NT				NT				NT			NT	
5379	Limnodromus griseus				LC				LC	LC			LC				LC				
5380	Limnodromus scolopaceus				LC				LC	LC			LC				LC				
5381	Limnodromus semipalmatus				NT		NT		NT				NT				NT				
5382	Limnornis curvirostris				LC				LC	LC			LC				LC				
5383	Limnothlypis swainsonii				LC				LC	LC			LC				LC		LC		
5384	Limosa fedoa				LC				LC	LC			LC				LC				
5385	Limosa haemastica				LC				LC	LC			LC				LC				
5386	Limosa lapponica				LC				LC	LC			LC			NT	NT	NT			
5387	Limosa limosa				LC		NT		NT				NT				NT				
5388	Linaria cannabina				LC				LC	LC			LC				LC		LC		
5389	Linaria flavirostris				LC				LC	LC			LC				LC				
5390	Linaria johannis				EN				EN				EN				EN				
5391	Linaria yemenensis				LC				LC	LC			LC				LC				
5392	Linurgus olivaceus				LC				LC	LC			LC				LC		LC		
5393	Liocichla bugunorum							VU	VU				VU		CR		CR	CR	CR		
5394	Liocichla omeiensis				VU				VU				VU				VU	VU			
5395	Liocichla phoenicea																LC				
5396	Liocichla ripponi																LC				
5397	Liocichla steerii				LC				LC	LC			LC				LC				
5398	Lioparus chrysotis				LC				LC	LC			LC				LC	LC			
5399	Liosceles thoracicus				LC				LC	LC			LC				LC				
5400	Lipaugus ater				NT				NT				NT				NT		NT	LC	
5401	Lipaugus conditus				VU				VU				VU		VU		VU				
5402	Lipaugus fuscocinereus				LC				LC	LC			LC				LC	LC			
5403	Lipaugus lanioides				NT				NT				NT				NT				
5404	Lipaugus streptophorus				LC				LC	LC			LC				LC				
5405	Lipaugus unirufus				LC				LC	LC			LC				LC				
5406	Lipaugus uropygialis				VU		VU		VU				VU				VU				
5407	Lipaugus vociferans				LC				LC	LC			LC				LC				
5408	Lipaugus weberi		EN		EN		EN		EN				EN			CR	CR		CR		
5409	Lissotis hartlaubii				LC				LC	LC			LC				LC				
5410	Lissotis melanogaster				LC				LC	LC			LC				LC				
5411	Loboparadisea sericea				NT				NT				NT				NT	NT			
5412	Lobotos lobatus				VU				VU				VU				VU		VU		
5413	Lobotos oriolinus				DD				DD				DD				DD				
5414	Lochmias nematura				LC				LC	LC			LC				LC				
5415	Locustella accentor				LC				LC	LC			LC				LC				
5416	Locustella alishanensis					LC			LC	LC			LC				LC				
5417	Locustella amnicola																LC				
5418	Locustella castanea				LC				LC	LC			LC				LC				
5419	Locustella caudata				LC				LC	LC			LC				LC				
5420	Locustella certhiola				LC				LC	LC			LC				LC				
5421	Locustella chengi																LC				
5422	Locustella davidi								LC	LC			LC				LC				
5423	Locustella fasciolata																LC	LC			
5424	Locustella fluviatilis				LC				LC	LC			LC		LC		LC				
5425	Locustella kashmirensis																LC				
5426	Locustella lanceolata				LC				LC	LC			LC			LC	LC	LC			
5427	Locustella luscinioides				LC				LC	LC			LC		LC		LC				
5428	Locustella luteoventris				LC				LC	LC			LC				LC				
5429	Locustella major				NT				NT				NT				NT	NT			
5430	Locustella mandelli								LC	LC			LC				LC	LC			
5431	Locustella montis																LC	LC			
5432	Locustella naevia				LC				LC	LC			LC		LC		LC				
5433	Locustella ochotensis				LC				LC	LC			LC			LC	LC				
5434	Locustella pleskei				VU				VU				VU				VU	VU			
5435	Locustella pryeri				VU			VU	VU	NT			NT				NT	NT			
5436	Locustella seebohmi								LC	LC			LC	LC			LC				
5437	Locustella tacsanowskia				LC				LC	LC			LC				LC				
5438	Locustella thoracica																LC	LC			
5439	Loddigesia mirabilis				EN				EN				EN				EN				
5440	Lonchura atricapilla				LC				LC	LC			LC				LC				
5441	Lonchura caniceps				LC				LC	LC			LC				LC		LC		
5442	Lonchura castaneothorax				LC				LC	LC			LC				LC		LC		
5443	Lonchura ferruginosa				LC				LC	LC			LC				LC		LC		
5444	Lonchura flaviprymna				LC				LC	LC			LC				LC				
5445	Lonchura forbesi				LC				LC	LC			LC				LC				
5446	Lonchura fuscans				LC				LC	LC			LC				LC				
5447	Lonchura fuscata				VU	NT			NT				NT				NT				
5448	Lonchura grandis				LC				LC	LC			LC				LC				
5449	Lonchura hunsteini																LC	LC			
5450	Lonchura kelaarti				LC				LC	LC			LC				LC		LC		
5451	Lonchura leucogastra				LC				LC	LC			LC				LC				
5452	Lonchura leucogastroides				LC				LC	LC			LC				LC				
5453	Lonchura leucosticta				LC				LC	LC			LC				LC		LC		
5454	Lonchura maja				LC				LC	LC			LC				LC				
5455	Lonchura malacca				LC				LC	LC			LC				LC		LC		
5456	Lonchura melaena				LC				LC	LC			LC				LC		LC		
5457	Lonchura molucca				LC				LC	LC			LC				LC		LC		
5458	Lonchura montana				LC				LC	LC			LC				LC				
5459	Lonchura monticola				LC				LC	LC			LC				LC				
5460	Lonchura nevermanni				LC				LC	LC			LC				LC				
5461	Lonchura oryzivora				VU				VU				VU				VU		EN		
5462	Lonchura pallida				LC				LC	LC			LC				LC		LC		
5463	Lonchura punctulata				LC				LC	LC			LC				LC				
5464	Lonchura quinticolor				LC				LC	LC			LC				LC				
5465	Lonchura spectabilis				LC				LC	LC			LC				LC				
5466	Lonchura striata				LC				LC	LC			LC				LC				
5467	Lonchura stygia				NT				NT				NT				NT				
5468	Lonchura teerinki				LC				LC	LC			LC				LC				
5469	Lonchura tristissima				LC				LC	LC			LC				LC		LC		
5470	Lonchura vana				VU				VU				VU				VU				
5471	Lophaetus occipitalis				LC				LC	LC			LC				LC				
5472	Lophoceros alboterminatus				LC				LC	LC			LC				LC				
5473	Lophoceros bradfieldi				LC				LC	LC			LC				LC				
5474	Lophoceros camurus				LC				LC	LC			LC				LC		LC		
5475	Lophoceros fasciatus														LC		LC				
5476	Lophoceros hemprichii				LC				LC	LC			LC				LC		LC		
5477	Lophoceros nasutus				LC				LC	LC			LC				LC				
5478	Lophoceros pallidirostris				LC				LC	LC			LC				LC				
5479	Lophoceros semifasciatus														LC		LC	LC			
5480	Lophodytes cucullatus				LC				LC	LC			LC				LC				
5481	Lophoictinia isura				LC				LC	LC			LC				LC		LC		
5482	Lopholaimus antarcticus				LC				LC	LC			LC				LC				
5483	Lophonetta specularioides				LC				LC	LC			LC				LC				
5484	Lophophanes cristatus				LC				LC	LC			LC				LC				
5485	Lophophanes dichrous				LC				LC	LC			LC				LC				
5486	Lophophorus impejanus				LC				LC	LC			LC				LC				
5487	Lophophorus lhuysii				VU				VU				VU	VU			VU				
5488	Lophophorus sclateri				VU				VU				VU	VU			VU				
5489	Lophorina intercedens				LC				LC	LC			LC				LC	LC	LC		
5490	Lophorina magnifica				LC				LC	LC			LC				LC		LC		
5491	Lophorina paradisea				LC				LC	LC			LC				LC		LC		
5492	Lophorina superba				LC				LC	LC			LC				LC	LC	LC		
5493	Lophorina victoriae				LC				LC	LC			LC				LC				
5494	Lophornis adorabilis				LC				LC	LC			LC				LC				
5495	Lophornis brachylophus				CR				CR	CR			CR	CR		CR	CR		CR		
5496	Lophornis chalybeus														NT		NT				
5497	Lophornis delattrei				LC				LC	LC			LC				LC				
5498	Lophornis gouldii				LC				LC	LC			VU				VU				
5499	Lophornis helenae				LC				LC	LC			LC				LC				
5500	Lophornis magnificus				LC				LC	LC			LC				LC				
5501	Lophornis ornatus				LC				LC	LC			LC				LC		LC		
5502	Lophornis pavoninus				LC				LC	LC			LC				LC				
5503	Lophornis stictolophus				LC				LC	LC			LC				LC				
5504	Lophornis verreauxii														LC		LC				
5505	Lophospingus griseocristatus				LC				LC	LC			LC				LC				
5506	Lophospingus pusillus				LC				LC	LC			LC				LC				
5507	Lophostrix cristata				LC				LC	LC			LC				LC		LC		
5508	Lophotibis cristata				NT		NT		NT				NT				NT				
5509	Lophotis gindiana				LC				LC	LC			LC				LC				
5510	Lophotis ruficrista				LC				LC	LC			LC				LC				
5511	Lophotis savilei				LC				LC	LC			LC				LC	LC			
5512	Lophotriccus eulophotes				LC				LC	LC			LC				LC				
5513	Lophotriccus galeatus				LC				LC	LC			LC				LC	LC	LC		
5514	Lophotriccus pileatus				LC				LC	LC			LC				LC				
5515	Lophotriccus vitiosus				LC				LC	LC			LC				LC				
5516	Lophotriorchis kienerii				LC				LC	LC			LC				LC		NT		
5517	Lophura bulweri				VU				VU				VU	VU			VU				
5518	Lophura diardi		NT		NT			NT	NT			LC	LC				LC				
5519	Lophura edwardsi														CR	CR	CR		CR		
5520	Lophura erythrophthalma														VU		VU				
5521	Lophura ignita														NT		NT				
5522	Lophura inornata														NT		NT				
5523	Lophura leucomelanos				LC				LC	LC			LC	LC			LC				
5524	Lophura nycthemera				LC				LC	LC			LC				LC				
5525	Lophura pyronota														VU		VU				
5526	Lophura rufa														NT		NT				
5527	Lophura swinhoii				NT				NT				NT				NT			NT	
5528	Loriculus amabilis					LC			LC	LC			LC	LC			LC				
5529	Loriculus aurantiifrons				LC				LC	LC			LC				LC				
5530	Loriculus beryllinus				LC				LC	LC			LC				LC				
5531	Loriculus catamene				EN				EN	NT			NT				NT				
5532	Loriculus exilis				NT				NT				NT				NT				
5533	Loriculus flosculus				EN				EN				EN				EN			VU	
5534	Loriculus galgulus				LC				LC	LC			LC				LC				
5535	Loriculus philippensis				LC				LC	LC			LC				LC				
5536	Loriculus pusillus				NT				NT				NT				NT				
5537	Loriculus sclateri					LC			LC	LC			LC				LC				
5538	Loriculus stigmatus				LC				LC	LC			LC				LC				
5539	Loriculus tener				NT				NT				NT				NT		NT		
5540	Loriculus vernalis				LC				LC	LC			LC				LC				
5541	Lorius albidinucha				NT				NT				NT				NT				
5542	Lorius chlorocercus				LC				LC	LC			LC				LC				
5543	Lorius domicella				VU				VU				EN	EN			EN				
5544	Lorius garrulus				EN				EN	VU			VU				VU				
5545	Lorius hypoinochrous				LC				LC	LC			LC				LC				
5546	Lorius lory				LC				LC	LC			LC				LC		LC		
5547	Loxia curvirostra				LC				LC	LC			LC				LC				
5548	Loxia leucoptera				LC				LC	LC			LC				LC				
5549	Loxia megaplaga				EN				EN				EN				EN		EN		
5550	Loxia pytyopsittacus				LC				LC	LC			LC				LC				
5551	Loxia scotica				DD				DD		LC		LC				LC				
5552	Loxigilla barbadensis							LC	LC	LC			LC				LC				
5553	Loxigilla noctis							LC	LC	LC			LC				LC		LC		
5554	Loxioides bailleui				EN				EN	CR	CR	CR	CR			CR	CR				
5555	Loxipasser anoxanthus				LC				LC	LC			LC				LC				
5556	Loxops caeruleirostris				EN				CR	CR			CR			CR	CR		CR		
5557	Loxops coccineus																EN				
5558	Lullula arborea				LC				LC	LC			LC		LC		LC	LC			
5559	Lurocalis rufiventris				LC				LC	LC			LC				LC				
5560	Lurocalis semitorquatus				LC				LC	LC			LC				LC		LC		
5561	Luscinia luscinia				LC				LC	LC			LC		LC		LC				
5562	Luscinia megarhynchos				LC				LC	LC			LC		LC		LC	LC			
5563	Lybius chaplini				NT				VU				VU				VU				
5564	Lybius guifsobalito				LC				LC	LC			LC				LC				
5565	Lybius leucocephalus														LC		LC				
5566	Lybius leucogaster														LC		LC	EN			
5567	Lybius rubrifacies				NT				NT				NT				NT				
5568	Lybius senex														LC		LC				
5569	Lybius torquatus				LC				LC	LC			LC				LC				
5570	Lybius undatus				LC				LC	LC			LC				LC				
5571	Lybius vieilloti				LC				LC	LC			LC				LC				
5572	Lycocorax obiensis																LC	LC			
5573	Lycocorax pyrrhopterus																LC				
5574	Lymnocryptes minimus				LC				LC	LC			LC				LC				
5575	Lyncornis macrotis				LC				LC	LC			LC				LC				
5576	Lyncornis temminckii				LC				LC	LC			LC				LC				
5577	Lyrurus mlokosiewiczi				DD				NT				NT			NT	NT				
5578	Lyrurus tetrix				LC				LC	LC			LC				LC				
5579	Macgregoria pulchra				VU		VU		VU				VU				VU			VU	
5580	Machaerirhynchus flaviventer				LC				LC	LC			LC				LC				
5581	Machaerirhynchus nigripectus				LC				LC	LC			LC				LC				
5582	Machaeropterus deliciosus				LC				LC	LC			LC				LC		LC		
5583	Machaeropterus pyrocephalus				LC				LC	LC			LC				LC		LC		
5584	Machaeropterus regulus																LC				
5585	Machaeropterus striolatus																LC				
5586	Macheiramphus alcinus				LC				LC	LC			LC	LC			LC				
5587	Machetornis rixosa				LC				LC	LC			LC				LC	LC			
5588	Machlolophus holsti				NT				NT				NT				NT				
5589	Machlolophus nuchalis				VU				VU				VU				VU				
