	species	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020
993	Astrapia mayeri				NT				NT				NT				NT				
994	Astrapia nigra				LC				LC	LC			LC				LC				
995	Astrapia rothschildi				LC				LC	LC			LC				LC		LC		
996	Astrapia splendidissima				LC				LC	LC			LC				LC				
997	Astrapia stephaniae				LC				LC	LC			LC				LC		LC		
998	Atalotriccus pilaris				LC				LC	LC			LC				LC				
999	Atelornis crossleyi				NT				NT				NT				NT				
1000	Atelornis pittoides				LC				LC	LC			LC				LC				
1001	Athene brama				LC				LC	LC			LC				LC				
1002	Athene cunicularia				LC				LC	LC			LC				LC				
1003	Athene noctua				LC				LC	LC			LC				LC		LC		
1004	Athene superciliaris				LC				LC	LC			LC				LC				
1005	Atimastillas flavicollis																LC				
1006	Atimastillas flavigula																LC				
1007	Atlantisia rogersi				VU				VU				VU				VU				
1008	Atlapetes albiceps				LC				LC	LC			LC				LC				
1009	Atlapetes albinucha						LC		LC	LC			LC				LC		LC		
1010	Atlapetes albofrenatus																LC				
1011	Atlapetes blancae									CR	CR		CR	CR		CR	CR			CR	
1012	Atlapetes canigenis				LC				LC	LC			LC				LC				
1013	Atlapetes citrinellus				LC				LC	LC			LC				LC				
1014	Atlapetes crassus																LC				
1015	Atlapetes flaviceps				EN				EN				EN				EN	EN			
1016	Atlapetes forbesi				LC				LC	LC			LC				LC				
1017	Atlapetes fulviceps				LC				LC	LC			LC				LC				
1018	Atlapetes fuscoolivaceus				NT				NT				NT				NT		NT		
1019	Atlapetes latinuchus																LC				
1020	Atlapetes leucopis				LC				LC	LC			LC				LC		LC		
1021	Atlapetes leucopterus																LC				
1022	Atlapetes melanocephalus				LC				LC	LC			LC				LC				
1023	Atlapetes melanolaemus						LC		LC	LC			LC				LC		LC		
1024	Atlapetes melanopsis				EN				EN				EN				EN				
1025	Atlapetes meridae																LC				
1026	Atlapetes nationi				LC				LC	LC			LC				LC				
1027	Atlapetes nigrifrons																NT				
1028	Atlapetes pallidiceps				CR		CR		CR	CR	CR	EN	EN	EN			EN				
1029	Atlapetes pallidinucha				LC				LC	LC			LC				LC				
1030	Atlapetes paynteri																LC				
1031	Atlapetes personatus				LC				LC	LC			LC				LC		LC		
1032	Atlapetes pileatus				LC				LC	LC			LC				LC				
1033	Atlapetes rufigenis				NT				NT				NT				NT				
1034	Atlapetes rufinucha						LC		LC	LC			LC				LC				
1035	Atlapetes schistaceus																LC				
1036	Atlapetes seebohmi				LC				LC	LC			LC				LC		LC		
1037	Atlapetes semirufus				LC				LC	LC			LC				LC				
1038	Atlapetes taczanowskii																LC				
1039	Atlapetes terborghi				NT				NT				NT				NT				
1040	Atlapetes tricolor																LC				
1041	Atrichornis clamosus				VU		VU		VU				EN				EN				
1042	Atrichornis rufescens				NT				VU				EN				EN				
1043	Atronanus fuliginosus				LC				LC	LC			LC				LC	LC			
1044	Attagis gayi				LC				LC	LC			LC				LC				
1045	Attagis malouinus				LC				LC	LC			LC				LC				
1046	Atthis ellioti				LC				LC	LC			LC				LC				
1047	Atthis heloisa				LC				LC	LC			LC				LC				
1048	Atticora fasciata				LC				LC	LC			LC				LC				
1049	Atticora pileata				LC				LC	LC			LC				LC				
1050	Atticora tibialis				LC				LC	LC			LC				LC				
1051	Attila bolivianus				LC				LC	LC			LC				LC				
1052	Attila cinnamomeus				LC				LC	LC			LC				LC				
1053	Attila citriniventris				LC				LC	LC			LC				LC	LC			
1054	Attila phoenicurus				LC				LC	LC			LC				LC		LC		
1055	Attila rufus				LC				LC	LC			LC				LC		LC		
1056	Attila spadiceus				LC				LC	LC			LC				LC	LC			
1057	Attila torridus				VU				VU				VU				VU				
1058	Augastes lumachella				NT				NT				NT				NT			NT	
1059	Augastes scutatus				NT				NT				NT				NT		LC		
1060	Aulacorhynchus albivitta														LC		LC				
1061	Aulacorhynchus atrogularis														LC		LC				
1062	Aulacorhynchus caeruleogularis														LC		LC				
1063	Aulacorhynchus calorhynchus														LC		LC				
1064	Aulacorhynchus coeruleicinctis				LC				LC	LC			LC				LC				
1065	Aulacorhynchus cyanolaemus														LC		LC				
1066	Aulacorhynchus derbianus														LC		LC				
1067	Aulacorhynchus haematopygus				LC				LC	LC			LC				LC				
1068	Aulacorhynchus huallagae				EN				EN				EN				EN			EN	
1069	Aulacorhynchus prasinus														LC		LC				
1070	Aulacorhynchus sulcatus														LC		LC				
1071	Aulacorhynchus wagleri														LC		LC				
1072	Aulacorhynchus whitelianus														LC		LC				
1073	Auriparus flaviceps				LC				LC	LC			LC				LC	LC			
1074	Automolus infuscatus																LC				
1075	Automolus lammi														VU		VU	EN			
1076	Automolus leucophthalmus														LC		LC				
1077	Automolus melanopezus				LC				LC	LC			LC				LC		LC		
1078	Automolus ochrolaemus				LC				LC	LC			LC				LC		LC		
1079	Automolus paraensis																LC				
1080	Automolus rufipileatus				LC				LC	LC			LC				LC	LC	LC		
1081	Automolus subulatus																LC				
1082	Automolus virgatus																LC				
1083	Aviceda cuculoides				LC				LC	LC			LC	LC		LC	LC				
1084	Aviceda jerdoni				LC				LC	LC			LC			LC	LC				
1085	Aviceda leuphotes				LC				LC	LC			LC			LC	LC				
1086	Aviceda madagascariensis				LC				LC	LC			LC				LC				
1087	Aviceda subcristata				LC				LC	LC			LC				LC				
1088	Avocettula recurvirostris				LC				LC	LC			LC	LC			LC		LC		
1089	Aythya affinis				LC				LC	LC			LC				LC				
1090	Aythya americana				LC				LC	LC			LC				LC				
1091	Aythya australis				LC				LC	LC			LC				LC				
1092	Aythya baeri				VU				EN				CR	CR		CR	CR	CR		CR	
1093	Aythya collaris				LC				LC	LC			LC				LC				
1094	Aythya ferina				LC				LC	LC			LC			VU	VU			VU	
1095	Aythya fuligula				LC				LC	LC			LC			LC	LC				
1096	Aythya innotata				CR		CR	CR	CR	CR	CR	CR	CR	CR		CR	CR		CR		
1097	Aythya marila				LC				LC	LC			LC				LC		LC		
1098	Aythya novaeseelandiae				LC				LC	LC			LC				LC				
1099	Aythya nyroca				NT		NT		NT				NT				NT	NT		NT	
1100	Aythya valisineria				LC				LC	LC			LC				LC				
1101	Baeolophus atricristatus				LC				LC	LC			LC				LC				
1102	Baeolophus bicolor				LC				LC	LC			LC				LC				
1103	Baeolophus inornatus				LC				LC	LC			LC				LC				
1104	Baeolophus ridgwayi				LC				LC	LC			LC				LC	LC			
1105	Baeolophus wollweberi				LC				LC	LC			LC				LC				
1106	Baeopogon clamans				LC				LC	LC			LC				LC				
1107	Baeopogon indicator				LC				LC	LC			LC				LC		LC		
1108	Balaeniceps rex				VU		VU		VU				VU			VU	VU		VU		
1109	Balearica pavonina				NT		NT		NT		VU		VU				VU				
1110	Balearica regulorum				LC				LC	VU			EN	EN			EN				
1111	Bambusicola fytchii				LC				LC	LC			LC				LC				
1112	Bambusicola sonorivox														LC		LC				
1113	Bambusicola thoracicus														LC		LC				
1114	Bangsia arcaei				NT				NT				NT				NT		NT		
1115	Bangsia aureocincta				EN				EN				EN				EN	EN			
1116	Bangsia edwardsi				LC				LC	LC			LC				LC				
1117	Bangsia flavovirens				VU				VU				VU				VU		VU		
1118	Bangsia melanochlamys				VU				VU				VU				VU				
1119	Bangsia rothschildi				LC				LC	LC			LC				LC				
1120	Barnardius zonarius				LC				LC	LC			LC				LC				
1121	Bartramia longicauda				LC				LC	LC			LC				LC				
1122	Baryphthengus martii				LC				LC	LC			LC				LC				
1123	Baryphthengus ruficapillus				LC				LC	LC			LC				LC				
1124	Basileuterus auricapilla																LC				
1125	Basileuterus belli				LC				LC	LC			LC				LC				
1126	Basileuterus cabanisi																LC	LC			
1127	Basileuterus culicivorus																LC	LC			
1128	Basileuterus griseiceps				EN				EN				EN				EN				
1129	Basileuterus hypoleucus				LC				LC	LC			LC				LC		LC		
1130	Basileuterus ignotus				VU			VU	VU				VU				VU				
1131	Basileuterus lachrymosus				LC				LC	LC			LC				LC				
1132	Basileuterus melanogenys				LC				LC	LC			LC				LC				
1133	Basileuterus rufifrons				LC				LC	LC			LC				LC		LC		
1134	Basileuterus trifasciatus				LC				LC	LC			LC				LC				
1135	Basileuterus tristriatus				LC				LC	LC			LC				LC		LC		
1136	Basilinna leucotis				LC				LC	LC			LC				LC				
1137	Basilinna xantusii				LC				LC	LC			LC				LC				
1138	Basilornis celebensis				LC				LC	LC			LC				LC		LC		
1139	Basilornis corythaix				LC				LC	LC			LC				LC				
1140	Basilornis galeatus				NT				NT				NT				NT		NT		
1141	Batara cinerea				LC				LC	LC			LC				LC		LC		
1142	Bathmocercus cerviniventris				NT				NT				NT				NT		DD		
1143	Bathmocercus rufus				LC				LC	LC			LC				LC				
1144	Batis capensis																LC				
1145	Batis crypta								LC	LC			LC				LC	LC			
1146	Batis dimorpha																LC				
1147	Batis diops				LC				LC	LC			LC				LC				
1148	Batis erlangeri												LC	LC			LC				
1149	Batis fratrum				LC				LC	LC			LC				LC				
1150	Batis ituriensis				LC				LC	LC			LC				LC				
1151	Batis margaritae				LC				LC	LC			LC				LC				
1152	Batis minima				NT				NT				NT				NT	LC			
1153	Batis minor												LC	LC			LC				
1154	Batis minulla				LC				LC	LC			LC				LC				
1155	Batis mixta																LC				
1156	Batis molitor				LC				LC	LC			LC				LC				
1157	Batis occulta				LC				LC	LC			LC				LC				
1158	Batis orientalis				LC				LC	LC			LC				LC				
1159	Batis perkeo				LC				LC	LC			LC				LC				
1160	Batis poensis				LC				LC	LC			LC				LC				
1161	Batis pririt				LC				LC	LC			LC				LC				
1162	Batis reichenowi																LC				
1163	Batis senegalensis				LC				LC	LC			LC				LC	LC			
1164	Batis soror				LC				LC	LC			LC				LC				
1165	Batrachostomus auritus				NT				NT				NT				NT	NT			
1166	Batrachostomus cornutus				LC				LC	LC			LC				LC				
1167	Batrachostomus harterti				NT				NT				NT				NT				
1168	Batrachostomus hodgsoni				LC				LC	LC			LC				LC		LC		
1169	Batrachostomus javensis														LC		LC				
1170	Batrachostomus mixtus				NT				NT				NT	NT			NT				
1171	Batrachostomus moniliger				LC				LC	LC			LC				LC				
1172	Batrachostomus poliolophus				NT				NT				NT	NT			NT	NT			
1173	Batrachostomus septimus				LC				LC	LC			LC				LC				
1174	Batrachostomus stellatus				NT				NT				NT				NT				
1175	Berenicornis comatus				NT				NT				NT				NT	NT	EN		
1176	Berlepschia rikeri				LC				LC	LC			LC				LC				
1177	Bernieria madagascariensis				LC				LC	LC			LC				LC				
1178	Bias musicus				LC				LC	LC			LC				LC				
1179	Biatas nigropectus				VU				VU				VU				VU	VU	VU		
1180	Biziura lobata				LC				LC	LC			LC				LC				
1181	Bleda canicapillus				LC				LC	LC			LC				LC		LC		
1182	Bleda eximius				VU				VU				NT	NT			NT		NT		
1183	Bleda notatus																LC	LC			
1184	Bleda syndactylus				LC				LC	LC			LC				LC				
1185	Bleda ugandae																LC				
1186	Blythipicus pyrrhotis				LC				LC	LC			LC				LC		LC		
1187	Blythipicus rubiginosus				LC				LC	LC			LC				LC				
1188	Bocagia minuta				LC				LC	LC			LC				LC	LC			
1189	Boissonneaua flavescens				LC				LC	LC			LC				LC				
1190	Boissonneaua jardini				LC				LC	LC			LC				LC		LC		
1191	Boissonneaua matthewsii				LC				LC	LC			LC				LC				
1192	Bolbopsittacus lunulatus				LC				LC	LC			LC				LC				
1193	Bolborhynchus ferrugineifrons				VU				VU				VU				VU				
1194	Bolborhynchus lineola				LC				LC	LC			LC				LC				
1195	Bolborhynchus orbygnesius				LC				LC	LC			LC				LC				
1196	Bolemoreus frenatus				LC				LC	LC			LC				LC				
1197	Bolemoreus hindwoodi				LC				LC	LC			LC				LC			LC	
1198	Bombycilla cedrorum				LC				LC	LC			LC				LC				
1199	Bombycilla garrulus				LC				LC	LC			LC		LC		LC				
1200	Bombycilla japonica				NT				NT				NT				NT		NT		
1201	Bonasa bonasia				LC				LC	LC			LC				LC				
1202	Bonasa sewerzowi				NT				NT				NT				NT	NT			
1203	Bonasa umbellus				LC				LC	LC			LC				LC		LC		
1204	Bostrychia bocagei				CR			CR	CR	CR	CR	CR	CR	CR		CR	CR	CR	CR		
1205	Bostrychia carunculata				LC				LC	LC			LC				LC				
1206	Bostrychia hagedash				LC				LC	LC			LC				LC				
1207	Bostrychia olivacea				LC				LC	LC			LC				LC				
1208	Bostrychia rara				LC				LC	LC			LC				LC		LC		
1209	Botaurus lentiginosus				LC				LC	LC			LC				LC				
1210	Botaurus pinnatus				LC				LC	LC			LC				LC				
1211	Botaurus poiciloptilus				EN		EN		EN	EN			EN		EN		EN				
1212	Botaurus stellaris				LC				LC	LC			LC				LC				
1213	Brachycope anomala				LC				LC	LC			LC				LC		LC		
1214	Brachygalba albogularis				LC				LC	LC			LC				LC		LC		
1215	Brachygalba goeringi				LC				LC	LC			LC				LC				
1216	Brachygalba lugubris				LC				LC	LC			LC				LC				
1217	Brachygalba salmoni				LC				LC	LC			LC				LC				
1218	Brachypodius atriceps																LC				
1219	Brachypodius fuscoflavescens																NT	LC	LC		
1220	Brachypodius priocephalus				LC				LC	LC	NT		NT				NT				
1221	Brachypteracias leptosomus				VU				VU				VU				VU				
1222	Brachypteryx cruralis																LC				
1223	Brachypteryx erythrogyna																LC				
1224	Brachypteryx floris																LC				
1225	Brachypteryx goodfellowi																LC				
1226	Brachypteryx hyperythra				VU			NT	NT				NT				NT	NT	NT		
1227	Brachypteryx leucophris				LC				LC	LC			LC				LC				
1228	Brachypteryx montana																LC	LC	LC		
1229	Brachypteryx poliogyna																LC				
1230	Brachypteryx saturata																LC				
1231	Brachypteryx sinensis																LC				
1232	Brachyramphus brevirostris				CR	CR			CR	CR	CR		CR	CR	NT		NT		NT		
1233	Brachyramphus marmoratus				EN	EN			EN		EN		EN				EN	EN	EN		
1234	Brachyramphus perdix				NT				NT		NT		NT				NT		NT		
1235	Bradornis boehmi				LC				LC	LC			LC				LC				
1236	Bradornis comitatus				LC				LC	LC			LC				LC				
1237	Bradornis fuliginosus				LC				LC	LC			LC				LC		LC		
1238	Bradornis mariquensis				LC				LC	LC			LC				LC				
1239	Bradornis microrhynchus				LC				LC	LC			LC				LC				
1240	Bradornis ussheri				LC				LC	LC			LC				LC		LC		
1241	Bradypterus alfredi				LC				LC	LC			LC				LC				
1242	Bradypterus baboecala																LC				
1243	Bradypterus bangwaensis				NT				NT				NT				NT				
1244	Bradypterus barratti				LC				LC	LC			LC				LC				
1245	Bradypterus brunneus				LC				LC	LC			LC				LC				
1246	Bradypterus carpalis				LC				LC	LC			LC				LC				
1247	Bradypterus centralis																LC	LC			
1248	Bradypterus cinnamomeus				LC				LC	LC			LC				LC				
1249	Bradypterus grandis				NT				NT				NT				NT				
1250	Bradypterus graueri				EN				EN				EN				EN				
1251	Bradypterus lopezi				LC				LC	LC			LC				LC				
1252	Bradypterus sylvaticus				VU		VU		VU				VU				VU				
1253	Branta bernicla				LC				LC	LC			LC				LC				
1254	Branta canadensis						LC		LC	LC			LC				LC		LC		
1255	Branta hutchinsii						LC		LC	LC			LC				LC				
1256	Branta leucopsis				LC				LC	LC			LC				LC		LC		
1257	Branta ruficollis				VU		VU	EN	EN				EN			VU	VU	VU			
1258	Branta sandvicensis				VU			VU	VU				VU				VU				
1259	Brotogeris chiriri				LC				LC	LC			LC				LC		LC		
1260	Brotogeris chrysoptera				LC				LC	LC			LC				LC				
1261	Brotogeris cyanoptera				LC				LC	LC			LC				LC				
1262	Brotogeris jugularis				LC				LC	LC			LC				LC				
1263	Brotogeris pyrrhoptera				EN				EN				EN	EN			EN				
1264	Brotogeris sanctithomae				LC				LC	LC			LC				LC				
1265	Brotogeris tirica				LC				LC	LC			LC				LC				
1266	Brotogeris versicolurus				LC				LC	LC			LC				LC		LC		
1267	Bubalornis albirostris				LC				LC	LC			LC				LC		LC		
1268	Bubalornis niger				LC				LC	LC			LC				LC				
1269	Bubo africanus														LC		LC				
1270	Bubo ascalaphus				LC				LC	LC			LC				LC				
1271	Bubo bengalensis				LC				LC	LC			LC				LC				
1272	Bubo blakistoni				EN	EN			EN				EN	EN			EN				
1273	Bubo bubo				LC				LC	LC			LC				LC				
1274	Bubo capensis				LC				LC	LC			LC				LC				
1275	Bubo cinerascens														LC		LC				
1276	Bubo coromandus				LC				LC	LC			LC				LC				
1277	Bubo lacteus				LC				LC	LC			LC				LC				
1278	Bubo leucostictus				LC				LC	LC			LC				LC		LC		
1279	Bubo magellanicus														LC		LC				
1280	Bubo nipalensis				LC				LC	LC			LC				LC		LC		
1281	Bubo philippensis				VU				VU				VU	VU			VU				
1282	Bubo poensis														LC		LC				
1283	Bubo scandiacus				LC				LC	LC			LC			LC	LC	VU			
1284	Bubo shelleyi				NT				NT				NT				NT		VU		
1285	Bubo sumatranus				LC				LC	LC			LC				LC				
1286	Bubo virginianus														LC		LC		LC		
1287	Bubulcus ibis				LC				LC	LC			LC		LC		LC				
1288	Bucanetes githagineus				LC				LC	LC			LC				LC	LC		LC	
1289	Bucanetes mongolicus				LC				LC	LC			LC				LC	LC	LC		
1290	Buccanodon duchaillui				LC				LC	LC			LC				LC		LC		
1291	Bucco capensis				LC				LC	LC			LC				LC				
1292	Bucephala albeola				LC				LC	LC			LC				LC				
1293	Bucephala clangula				LC				LC	LC			LC				LC		LC		
1294	Bucephala islandica				LC				LC	LC			LC				LC		LC		
1295	Buceros bicornis				NT				NT				NT	NT		NT	NT	NT	VU		
1296	Buceros hydrocorax														VU		VU				
1297	Buceros mindanensis														VU		VU				
1298	Buceros rhinoceros				NT				NT				NT				NT		VU		
1299	Bucorvus abyssinicus				LC				LC	LC			LC				LC		VU		
1300	Bucorvus leadbeateri				LC				LC	LC	VU		VU				VU				
1301	Buettikoferella bivittata				LC				LC	LC			LC				LC				
1302	Bugeranus carunculatus				VU		VU		VU				VU	VU			VU		VU		
1303	Bulweria bulwerii				LC				LC	LC			LC				LC		LC		
1304	Bulweria fallax				NT				NT		NT		NT			NT	NT	NT	NT		
1305	Buphagus africanus				LC				LC	LC			LC				LC		LC		
1306	Buphagus erythrorynchus				LC				LC	LC			LC				LC		LC		
1307	Burhinus bistriatus				LC				LC	LC			LC				LC				
1308	Burhinus capensis				LC				LC	LC			LC				LC				
1309	Burhinus grallarius				NT			NT	NT				LC				LC				
1310	Burhinus indicus														LC		LC				
1311	Burhinus oedicnemus														LC		LC		LC		
1312	Burhinus senegalensis				LC				LC	LC			LC				LC				
1313	Burhinus superciliaris				LC				LC	LC			LC				LC				
1314	Burhinus vermiculatus				LC				LC	LC			LC				LC				
1315	Busarellus nigricollis				LC				LC	LC			LC				LC				
1316	Butastur indicus				LC				LC	LC			LC	LC	LC	LC	LC				
1317	Butastur liventer				LC				LC	LC			LC				LC	LC			
1318	Butastur rufipennis				LC				LC	LC			LC			LC	LC				
1319	Butastur teesa				LC				LC	LC			LC				LC				
1320	Buteo albigula				LC				LC	LC			LC				LC		LC		
1321	Buteo albonotatus				LC				LC	LC			LC				LC				
1322	Buteo augur					LC			LC	LC			LC				LC				
1323	Buteo auguralis				LC				LC	LC			LC			LC	LC				
1324	Buteo brachypterus				LC				LC	LC			LC				LC				
1325	Buteo brachyurus				LC				LC	LC			LC				LC				
1326	Buteo buteo														LC	LC	LC	LC			
1327	Buteo galapagoensis				VU		VU		VU				VU				VU				
1328	Buteo hemilasius				LC				LC	LC			LC			LC	LC		LC		
1329	Buteo jamaicensis				LC				LC	LC			LC				LC				
1330	Buteo japonicus														LC	LC	LC				
1331	Buteo lagopus				LC				LC	LC			LC	LC		LC	LC				
1332	Buteo lineatus				LC				LC	LC			LC				LC				
1333	Buteo nitidus														LC		LC				
1334	Buteo oreophilus														NT		NT				
1335	Buteo plagiatus														LC		LC				
1336	Buteo platypterus				LC				LC	LC			LC				LC				
1337	Buteo refectus														LC	LC	LC				
1338	Buteo regalis				NT				LC	LC			LC				LC				
1339	Buteo ridgwayi				CR				CR	CR	CR		CR	CR		CR	CR		CR		
1340	Buteo rufinus											LC	LC	LC		LC	LC	LC		LC	
1341	Buteo rufofuscus				LC				LC	LC			LC				LC				
1342	Buteo socotraensis											VU	VU		VU		VU				
1343	Buteo solitarius				NT				NT				NT				NT				
1344	Buteo swainsoni				LC				LC	LC			LC				LC				
1345	Buteo trizonatus														LC		LC	NT			
1346	Buteo ventralis				NT				NT				NT			VU	VU				
1347	Buteogallus aequinoctialis				LC				LC	LC			LC	NT	NT		NT		NT		
1348	Buteogallus anthracinus									LC			LC				LC				
1349	Buteogallus coronatus				EN				EN				EN				EN				
1350	Buteogallus gundlachii								NT				NT				NT			NT	
1351	Buteogallus lacernulatus				VU				VU				VU				VU				
1352	Buteogallus meridionalis				LC				LC	LC			LC				LC				
1353	Buteogallus schistaceus				LC				LC	LC			LC				LC				
1354	Buteogallus solitarius				NT				NT				NT				NT				
1355	Buteogallus urubitinga				LC				LC	LC			LC				LC				
1356	Buthraupis montana				LC				LC	LC			LC				LC				
1357	Butorides striata														LC		LC				
1358	Bycanistes albotibialis				LC				LC	LC			LC				LC				
1359	Bycanistes brevis				LC				LC	LC			LC				LC		LC		
1360	Bycanistes bucinator				LC				LC	LC			LC				LC		LC		
1361	Bycanistes cylindricus				NT				NT				VU				VU		VU		
1362	Bycanistes fistulator														LC		LC		LC		
1363	Bycanistes sharpii														LC		LC				
1364	Bycanistes subcylindricus				LC				LC	LC			LC				LC	LC			
1365	Cacatua alba				VU			VU	VU				VU	EN			EN		EN		
1366	Cacatua ducorpsii				LC				LC	LC			LC				LC		LC		
1367	Cacatua galerita				LC				LC	LC			LC				LC		LC		
1368	Cacatua goffiniana				NT				NT				NT				NT		NT		
1369	Cacatua haematuropygia				CR				CR	CR			CR	CR		CR	CR	CR			
1370	Cacatua leadbeateri				LC				LC	LC			LC				LC		LC		
1371	Cacatua moluccensis				VU				VU				VU	VU			VU				
1372	Cacatua ophthalmica				LC				VU				VU				VU		VU		
1373	Cacatua pastinator				LC				LC	LC			LC				LC				
1374	Cacatua sanguinea				LC				LC	LC			LC				LC		LC		
1375	Cacatua sulphurea				CR				CR	CR	CR		CR	CR		CR	CR	CR	CR		
1376	Cacatua tenuirostris				LC				LC	LC			LC				LC				
1377	Cacicus cela																LC				
1378	Cacicus chrysonotus				LC												LC	LC			
1379	Cacicus chrysopterus				LC				LC	LC			LC				LC		LC		
1380	Cacicus flavicrissus																LC		LC		
1381	Cacicus haemorrhous				LC				LC	LC			LC				LC				
1382	Cacicus koepckeae				VU				VU				EN				EN	EN			
1383	Cacicus latirostris				LC				LC	LC			LC				LC				
1384	Cacicus leucoramphus				LC												LC	LC			
1385	Cacicus microrhynchus																LC	LC			
1386	Cacicus oseryi				LC				LC	LC			LC				LC		LC		
1387	Cacicus pacificus																LC				
1388	Cacicus sclateri				LC				LC	LC			LC				LC				
1389	Cacicus solitarius				LC				LC	LC			LC				LC				
1390	Cacicus uropygialis																LC	LC			
1391	Cacomantis aeruginosus				NT				NT				NT		NT		NT	LC			
1392	Cacomantis castaneiventris				LC				LC	LC			LC				LC				
1393	Cacomantis flabelliformis				LC				LC	LC			LC				LC				
1394	Cacomantis merulinus				LC				LC	LC			LC				LC				
1395	Cacomantis passerinus				LC				LC	LC			LC				LC				
1396	Cacomantis sonneratii				LC				LC	LC			LC				LC				
1397	Cacomantis variolosus														LC		LC				
1398	Cairina moschata				LC				LC	LC			LC				LC		LC		
1399	Calamanthus campestris																LC	LC			
1400	Calamanthus cautus				LC				LC	LC			LC				LC				
1401	Calamanthus fuliginosus				LC				LC	LC			LC				LC				
1402	Calamanthus montanellus																LC				
1403	Calamanthus pyrrhopygius				LC				LC	LC			LC				LC				
1404	Calamonastes fasciolatus				LC				LC	LC			LC				LC				
1405	Calamonastes simplex				LC				LC	LC			LC				LC				
1406	Calamonastes stierlingi																LC				
1407	Calamonastes undosus																LC				
1408	Calamonastides bensoni																VU			VU	
1409	Calamonastides gracilirostris																VU	VU			
1410	Calamospiza melanocorys				LC				LC	LC			LC				LC		LC		
1411	Calandrella acutirostris				LC				LC	LC			LC				LC				
1412	Calandrella blanfordi																LC	LC			
1413	Calandrella brachydactyla																LC		LC		
1414	Calandrella cinerea																LC	LC			
1415	Calandrella dukhunensis																LC				
1416	Calandrella eremica																LC				
1417	Calcarius lapponicus				LC				LC	LC			LC				LC	LC			
1418	Calcarius ornatus				NT				NT				NT				NT	VU			
1419	Calcarius pictus				LC				LC	LC			LC				LC				
1420	Calendulauda africanoides				LC				LC	LC			LC				LC				
1421	Calendulauda albescens				LC				LC	LC			LC				LC				
1422	Calendulauda alopex				LC				LC	LC			LC				LC				
1423	Calendulauda burra				VU			VU	VU				VU				VU	VU			
1424	Calendulauda erythrochlamys																LC	LC			
1425	Calendulauda poecilosterna				LC				LC	LC			LC				LC				
1426	Calendulauda sabota				LC				LC	LC			LC				LC				
1427	Calherodius leuconotus				LC				LC	LC			LC				LC		LC		
1428	Calicalicus madagascariensis				LC				LC	LC			LC				LC				
1429	Calicalicus rufocarpalis				VU				VU				VU				VU				
1430	Calidris acuminata				LC				LC	LC			LC			LC	LC				
1431	Calidris alba				LC				LC	LC			LC				LC				
1432	Calidris alpina				LC				LC	LC			LC				LC	LC		LC	
1433	Calidris bairdii				LC				LC	LC			LC				LC				
1434	Calidris canutus				LC				LC	LC			LC			NT	NT	NT	NT		
1435	Calidris falcinellus				LC				LC	LC			LC				LC			LC	
1436	Calidris ferruginea				LC				LC	LC			LC			NT	NT	NT			
1437	Calidris fuscicollis				LC				LC	LC			LC				LC				
1438	Calidris himantopus				LC				LC	LC			LC				LC				
1439	Calidris maritima				LC				LC	LC			LC				LC		LC		
1440	Calidris mauri				LC				LC	LC			LC				LC				
1441	Calidris melanotos				LC				LC	LC			LC				LC				
1442	Calidris minuta				LC				LC	LC			LC				LC			LC	
1443	Calidris minutilla				LC				LC	LC			LC			LC	LC				
1444	Calidris ptilocnemis				LC				LC	LC			LC				LC		LC		
1445	Calidris pugnax				LC				LC	LC			LC			LC	LC				
1446	Calidris pusilla				LC				LC	LC			NT				NT				
1447	Calidris pygmaea				EN				CR	CR	CR	CR	CR	CR		CR	CR	CR	CR		
1448	Calidris ruficollis				LC				LC	LC			LC			NT	NT				
1449	Calidris subminuta				LC				LC	LC			LC				LC				
1450	Calidris subruficollis				NT		NT		NT				NT				NT	NT			
1451	Calidris temminckii				LC				LC	LC			LC				LC			LC	
1452	Calidris tenuirostris				LC				LC	LC	VU		VU			EN	EN				
1453	Calidris virgata				LC				LC	LC			LC				LC				
1454	Caliechthrus leucolophus				LC				LC	LC			LC				LC				
1455	Caligavis chrysops				LC				LC	LC			LC				LC		LC		
1456	Caligavis obscura				LC				LC	LC			LC				LC		LC		
1457	Caligavis subfrenata				LC				LC	LC			LC				LC		LC		
1458	Callacanthis burtoni				LC				LC	LC			LC				LC		LC		
1459	Callaeas wilsoni																NT	NT			
1460	Calliope calliope				LC				LC	LC			LC				LC				
1461	Calliope obscura				VU				VU				VU	VU			VU	VU			
1462	Calliope pectardens				NT				NT				NT				NT	NT	NT	NT	
1463	Calliope pectoralis																LC	LC	LC		
1464	Calliope tschebaiewi																LC		LC		
1465	Callipepla californica				LC				LC	LC			LC				LC		LC		
1466	Callipepla douglasii				LC				LC	LC			LC				LC		LC		
1467	Callipepla gambelii				LC				LC	LC			LC				LC		LC		
1468	Callipepla squamata				LC				LC	LC			LC				LC		LC		
1469	Calliphlox amethystina				LC				LC	LC			LC				LC				
1470	Calliphlox bryantae				LC				LC	LC			LC				LC				
1471	Calliphlox mitchellii				LC				LC	LC			LC				LC				
1472	Callocephalon fimbriatum				LC				LC	LC			LC				LC		LC		
1473	Callonetta leucophrys				LC				LC	LC			LC				LC				
1474	Calochaetes coccineus				LC				LC	LC			LC				LC				
1475	Caloenas nicobarica				NT				NT				NT				NT				
