year	LC	NT	VU	EN	CR	EX
0	8433	1035	803	465	224	0
1	8423	1039	804	466	219	8
2	8414	1043	806	467	214	17
3	8405	1047	807	468	209	25
4	8395	1051	808	469	205	33
5	8386	1055	809	469	200	42
6	8377	1059	810	470	196	50
7	8368	1062	811	470	192	58
8	8359	1066	812	470	188	66
9	8350	1070	813	471	184	74
10	8341	1073	814	471	181	82
11	8332	1077	815	471	177	90
12	8323	1080	816	471	174	98
13	8314	1084	816	471	170	105
14	8306	1087	817	471	167	113
15	8297	1090	818	471	164	121
16	8289	1093	819	470	161	129
17	8280	1097	820	470	158	136
18	8271	1100	821	470	155	144
19	8263	1103	822	470	152	152
20	8255	1106	823	469	150	159
21	8246	1109	823	469	147	167
22	8238	1112	824	468	144	174
23	8230	1114	825	468	142	182
24	8222	1117	826	467	140	189
25	8214	1120	827	467	138	197
26	8205	1123	827	466	135	204
27	8197	1126	828	466	133	212
28	8189	1128	829	465	131	219
29	8181	1131	829	464	129	226
30	8173	1133	830	464	127	234
31	8165	1136	831	463	125	241
32	8157	1138	831	462	124	248
33	8149	1141	832	461	122	256
34	8142	1143	833	460	120	263
35	8134	1145	833	460	119	270
36	8126	1148	834	459	117	277
37	8119	1150	834	458	116	284
38	8111	1152	835	457	114	292
39	8103	1155	835	456	113	299
40	8096	1157	836	456	111	306
41	8088	1159	836	455	110	313
42	8081	1161	836	454	109	320
43	8073	1163	837	453	108	327
44	8066	1165	837	452	106	335
45	8059	1167	838	451	105	342
46	8051	1169	838	450	104	349
47	8044	1171	838	449	103	356
48	8036	1172	839	448	102	363
49	8029	1174	839	448	101	370
50	8022	1176	840	447	100	377
51	8015	1177	840	446	99	384
52	8008	1179	840	445	98	392
53	8000	1181	841	444	97	399
54	7993	1182	841	443	96	406
55	7986	1184	841	442	95	413
56	7979	1185	841	441	94	420
57	7972	1187	842	440	93	427
58	7965	1188	842	440	93	434
59	7958	1190	842	439	92	441
60	7951	1191	842	438	91	448
61	7944	1193	842	437	90	455
62	7937	1194	842	436	90	462
63	7930	1196	842	435	89	469
64	7923	1197	842	434	88	476
65	7917	1198	842	433	88	483
66	7910	1199	843	432	87	490
67	7903	1201	843	432	86	497
68	7896	1202	843	431	86	504
69	7890	1203	843	430	85	511
70	7883	1204	843	429	85	518
71	7876	1205	843	428	84	525
72	7870	1206	843	427	84	532
73	7863	1207	843	426	83	539
74	7856	1208	843	425	82	546
75	7850	1209	843	424	82	553
76	7843	1210	843	424	81	560
77	7837	1211	843	423	81	567
78	7830	1212	843	422	80	574
79	7823	1213	843	421	80	581
80	7817	1214	843	420	79	588
81	7811	1215	842	420	79	595
82	7804	1216	842	419	79	601
83	7798	1216	842	418	78	608
84	7792	1217	842	417	78	615
85	7785	1218	842	416	77	622
86	7779	1218	842	416	77	629
87	7772	1219	841	415	77	636
88	7766	1220	841	414	76	643
89	7760	1220	841	413	76	650
90	7754	1221	841	413	76	657
91	7747	1222	841	412	75	664
92	7741	1222	841	411	75	671
93	7735	1223	840	410	75	678
94	7728	1223	840	410	74	685
95	7722	1224	840	409	74	692
96	7716	1225	840	408	74	699
97	7710	1225	839	408	73	706
98	7704	1226	839	407	73	713
99	7698	1226	839	406	73	720
100	7691	1226	839	405	72	726
