simulated_rates	estimated_rates_mean	estimated_rates_lower	estimated_rates_upper
1.8676281769306517e-06	2.526026764567673e-06	1.7253723145582097e-06	3.501122635714198e-06
0.0004977518179235244	0.0004967492168837099	0.00048349249988254456	0.0005107415275601731
4.5530600861740625e-05	4.551291830959353e-05	4.156902914742129e-05	4.9528199999306915e-05
0.00413694480422005	0.004172788624859282	0.00413111797770199	0.004216807152910072
0.0038579437521817366	0.0038588089073218652	0.0038180609011316657	0.0039013746931332843
5.345835181923588e-06	4.766836472375746e-06	3.4193249763173947e-06	6.083148363977085e-06
5.621166920397564e-06	6.504529077206183e-06	5.1171137110528125e-06	7.982611791598614e-06
0.0051251780961118695	0.005127720368328336	0.005082520158029799	0.005179377226495264
0.03890802540084772	0.03979250187264249	0.039552326526019116	0.04003737382968409
0.01339454966810538	0.013518481209779441	0.013410487469679641	0.01359650792438555
1.6148352402080148e-05	1.5097010619941653e-05	1.2773345128694733e-05	1.752227613036583e-05
0.00010344746107846119	0.00010698076611126607	0.00010063196137667845	0.00011320918664934723
0.0011031921991061357	0.0010891493594779613	0.001066536245092148	0.0011077496460312794
0.0016120163268080502	0.0016055667943819275	0.0015819431458600208	0.001631128510795359
1.8974580495345872e-05	2.039298209125326e-05	1.773849204669684e-05	2.3047278864535774e-05
0.00022587187714634763	0.00022388100313234106	0.00021499370057497696	0.00023267521258955
0.00010628764784843016	0.00010495744787824682	9.776419910914105e-05	0.00011097120009232417
1.86179211577008e-07	2.775831242816019e-07	4.436381270103484e-08	6.918471654476794e-07
0.0035162600850847645	0.0035253668663747595	0.0034933142579184687	0.0035668603921318967
0.01461237226078066	0.0146732581867448	0.01457486028444544	0.014767424063562172
1.769904271175443e-05	1.6770242104015784e-05	1.4235716218140202e-05	1.9051311461762493e-05
0.0004562443542847707	0.00044930011516612514	0.0004363290768888671	0.000461430739395673
4.140249306151508e-07	6.324107261935998e-07	2.1078757058347613e-07	1.1407076006101456e-06
1.8626643472907727e-05	1.461932281699735e-05	1.2218917685279095e-05	1.694509014167028e-05
0.028132352560953058	0.0286079787519299	0.02843390254896233	0.02877606864760035
0.0007276150829394992	0.0007241245391674192	0.0007094614280426449	0.0007431724364084132
2.6915665411123356e-05	2.93091083227604e-05	2.6069845330319528e-05	3.2578169048238555e-05
0.004321886783007107	0.0042965491956595	0.004250089737294078	0.004337095660932936
9.48988960352726e-06	9.940148313250353e-06	7.885141207886485e-06	1.1911800099017052e-05
0.0002470285598184575	0.0002493470449891339	0.0002404053292851134	0.00025892477927656174
0.012262832826606668	0.012314191037699216	0.012225689319982379	0.012403392448579634
4.4621807315998387e-05	4.4021251724272846e-05	3.9864829175240835e-05	4.792758789352606e-05
0.0051435242214018465	0.005161437941903386	0.005113130230521314	0.005213435645105501
1.0052550813017705e-06	1.3927268613407539e-06	7.639780690409449e-07	2.2364399285430463e-06
0.0014448301540245679	0.0014232466056186416	0.0013973701259561515	0.0014466471603719567
0.0014508463248342333	0.0014549148298240182	0.0014312908559212826	0.0014793507014916863
2.660300908346186e-06	3.1768977849355475e-06	2.019886583718665e-06	4.2886738711400144e-06
0.025269876578963384	0.02568915598351924	0.02553681268540884	0.02586065462593021
4.8212992019108574e-05	4.668896053365295e-05	4.286817189320051e-05	5.1225407275282006e-05
0.020653462961687744	0.02082534421951704	0.02069732107375447	0.02097566077333365
3.382997019985055e-07	5.188364442247417e-07	1.5822583432211518e-07	9.352630422609887e-07
1.7003836582412738e-06	2.4977455448736385e-06	1.8248338985132738e-06	3.508992089338848e-06
2.878341995402336e-07	2.2003531817118087e-07	5.639350097182099e-08	4.327658756173311e-07
0.0009869714326004293	0.0009744735653788373	0.0009549671793713141	0.0009939249620065298
0.00034848328386111557	0.0003480837352680966	0.0003354538049923214	0.000359987860793362
0.00015731365161224793	0.00015802931531786163	0.00015081124312847833	0.00016544782134462165
2.731697225891898e-07	4.150904473346711e-07	8.628478831890242e-08	8.494612515327051e-07
0.00022656702502089259	0.00022753489170239223	0.00021868669441167324	0.00023687600642111108
1.1208615720183765e-05	1.256321701692013e-05	1.060561892922116e-05	1.4903242007824523e-05
0.00010612737918245996	0.00010759695503741729	0.00010144190908155444	0.00011379835047144249
6.648485015551176e-07	8.036735878338104e-07	3.658719728785943e-07	1.3111958654215778e-06
0.0004101936413269483	0.0004099760467091585	0.0003969394007564302	0.00042247436601660607
0.00024022188250161526	0.00023714123397628115	0.00022706075589095582	0.00024630400025874255
1.7000903802645562e-07	2.1755847019281155e-07	2.2434030663392502e-08	4.7431451707754337e-07
0.0004685122890176456	0.00046321304018619007	0.0004514014048310896	0.00047704450534739255
0.02141932052073559	0.02165370456433512	0.02151825116212874	0.02179304935325657
0.004423640430808011	0.004403107240115526	0.004357292416259055	0.004445233763140827
0.06042990122946637	0.06204648735834427	0.06166093991982932	0.06243459544514054
0.039243782945263594	0.040038481158459496	0.03979814801968402	0.04026948505900286
0.004507046750865783	0.004460859675888794	0.004414533816819862	0.004504851844726506
6.299793772079753e-06	6.875148351504723e-06	5.1786892908540065e-06	8.268070177817933e-06
0.0005162158513813884	0.0005247251555751789	0.0005118134138710737	0.0005397229870561813
7.686087556914936e-05	8.095594372407057e-05	7.52432788625616e-05	8.608300258851019e-05
1.9710683694149123e-06	2.1523704524332323e-06	1.2271923466273002e-06	3.125727511413415e-06
2.2189619327590643e-05	2.175939876347442e-05	1.873622611596976e-05	2.4689818094305306e-05
3.13230323083137e-07	5.168756242537161e-07	1.386699498072284e-07	8.84648656846488e-07
5.4541288178928825e-05	5.618672585632294e-05	5.134571872117006e-05	6.086956016424852e-05
0.05302549293870272	0.054522817702371246	0.054173665749731065	0.05482973199064607
7.773152523490829e-07	6.368524693043433e-07	2.3381216463248058e-07	1.1471046288985872e-06
7.326529476202723e-07	9.014305946611179e-07	4.3289849018665106e-07	1.5029535671185495e-06
0.0022533676435825514	0.0022659530583181813	0.0022360086004725053	0.0022971613386007193
0.000316911730164904	0.00030707234590681895	0.0002963482006439389	0.00031814344985215645
7.06815149182074e-05	6.946078860186082e-05	6.406071416543564e-05	7.414125560980345e-05
6.249784010065906e-07	9.307267429393534e-07	4.142446802650292e-07	1.5057357463640237e-06
3.045567037350932e-06	3.0224925675178477e-06	2.1214834057337726e-06	4.062915955403896e-06
0.018294283491419545	0.01843853542159092	0.018316009737231045	0.018546593502657322
3.468529088303416e-05	3.350980657239213e-05	3.006887313087614e-05	3.688883854719442e-05
0.00016258629518576157	0.00016124127447433457	0.00015359518417250805	0.0001693319211258714
1.6878830353214297e-07	2.946750025376029e-07	7.143892556237526e-08	5.846563217422566e-07
7.691835886806305e-06	7.209196600303972e-06	5.464777537653193e-06	8.743214433074957e-06
4.504036012222629e-05	4.660772362726945e-05	4.27772332393786e-05	5.08337914153408e-05
0.00043742593219877506	0.00043107653919142026	0.0004192349524910129	0.0004435785607763012
0.023175559700885487	0.023498968377390905	0.023352189012168997	0.023642673860121543
0.0005217357574729261	0.0005241103324895098	0.0005107946962297768	0.0005379323309000814
0.001477746328220132	0.0014917399087306465	0.0014691387458937953	0.0015159400112860011
1.0875621257638282e-06	1.6516345387944452e-06	8.326633110749174e-07	2.485238015572874e-06
0.0024849095704163942	0.002478751917845657	0.002442824547406795	0.002508724761269244
0.007478935226967716	0.007524650953285713	0.007456428390953548	0.007583863325471549
0.0005787048806798221	0.0005702196315638379	0.0005549621461479734	0.0005851728893635581
4.587571815366047e-05	4.471168009599081e-05	4.113651640433021e-05	4.91894561827505e-05
1.1268978391245025e-06	1.158149240309802e-06	5.548665369287261e-07	1.7206682468947106e-06
0.00024802700699202556	0.0002521907358484799	0.00024200787035673872	0.00026146760768525393
0.0001472702778562953	0.00014574262670371215	0.00013901589491423732	0.00015332358627188875
0.03566441636363696	0.03650251929110306	0.0362906765029698	0.036771797853750295
7.915299429765813e-05	7.72252357179334e-05	7.172565634733295e-05	8.276099228394032e-05
0.00010556819298755744	0.00011072078910531195	0.00010322705275289058	0.00011651371363654638
0.00016476573044077082	0.0001619876172308806	0.00015427130199340832	0.00016973208253518932
0.006417070245912939	0.0064594137338366536	0.006405117597246511	0.006516518124646651
3.2668359151162295e-07	7.449171648238934e-07	2.517191210490381e-07	1.2209807981888037e-06
0.0009194967701371844	0.0009089026416532448	0.0008904953724943929	0.0009269982781216397
0.0032652299928616667	0.003265574661431547	0.0032264059920331417	0.003302557258806383
0.0015189045582726351	0.0014862808695708693	0.0014616380358018239	0.00151192800241397
0.004803008528933018	0.004797980615343702	0.0047563779284580466	0.004846659818537392
0.0002160275269083497	0.00021904162800335101	0.0002106923245704811	0.00022883947387240727
0.04299334146566434	0.0439789297937695	0.043745338450772595	0.04422768225783872
1.0504472464469888e-06	1.0452401732690737e-06	5.227796300370067e-07	1.6139315450640961e-06
2.2876148725425357e-07	4.6441278752035925e-07	9.612052656988573e-08	8.231951514903433e-07
0.0003451932126037361	0.000341810793472368	0.0003301790052276391	0.0003528899305918509
6.838410344992105e-07	7.932593656405698e-07	3.351176480855772e-07	1.2798420893547343e-06
0.035379237996016756	0.03594068794648793	0.03568461969965129	0.03614687392270396
1.0647252014343479e-05	1.108164506687977e-05	9.266602524799687e-06	1.2929610047685747e-05
1.919183373727599e-06	2.27453757385177e-06	1.3546563990735452e-06	3.0563601417441136e-06
5.908074613475861e-05	5.342815361269093e-05	4.897716648040407e-05	5.753379940826167e-05
0.02384785075681022	0.024216155479367698	0.02408966722209074	0.024376068642578498
0.013950755338439983	0.014001932655969636	0.013886093555288541	0.014099636809768055
4.1254952845357475e-06	3.86735665639249e-06	2.7759882594662515e-06	5.086732553197816e-06
1.4219103637830326e-05	1.425437786983759e-05	1.1827596302585152e-05	1.6582999312869492e-05
1.6633332342261661e-06	1.6959173497964175e-06	9.584229614169303e-07	2.6450018992372792e-06
0.018733957228529923	0.019024014942261174	0.018892843294732214	0.01915190806334244
0.0014879523038918894	0.0014737237659357319	0.0014481877852173441	0.0014975190821485214
0.0019319368629359015	0.001982602989322225	0.0019525022886445	0.0020117741949944954
0.018323410344843367	0.018434358333437064	0.01830461785945683	0.018548682808071454
0.003817521158200366	0.0038112176908212878	0.0037697565562962968	0.0038540044453713846
0.0003695742319690649	0.0003756420817416918	0.0003634966624753757	0.0003872105551602744
6.798593621760251e-06	7.269882426699003e-06	5.548377633484167e-06	8.705123407985737e-06
1.1098161717235352e-06	1.1432769321924007e-06	5.608134284759229e-07	1.8438242158697856e-06
1.2038467422987725e-05	1.0225236041478777e-05	8.459834924768249e-06	1.2162969373396801e-05
0.0007882805737147578	0.0007935044209467928	0.0007774655027547477	0.0008142954545022384
4.0321947484160636e-07	4.930369511306028e-07	1.715348959115817e-07	8.331373606951765e-07
3.178666135536192e-07	6.01507654615074e-07	2.525761815698935e-07	1.0349264015529285e-06
1.030582618111197e-05	1.1976044525263888e-05	9.804066122732692e-06	1.399364886899283e-05
0.0003302497688564944	0.0003364421566065713	0.00032563345093252426	0.00034890414550702964
0.010064665021897517	0.010086622144995776	0.010005647797221484	0.010169248992182658
6.449576675145346e-06	6.118369655950812e-06	4.813988718824608e-06	7.712749552209387e-06
1.4700764594680754e-06	1.7861909980802328e-06	9.635341497729312e-07	2.57087398978361e-06
8.858789693509464e-07	9.852543649972252e-07	5.113544526932959e-07	1.5972629355411431e-06
0.06248032405757922	0.06449195410171714	0.06407272458903424	0.06488472156738519
1.5979637066111826e-06	2.6534385390384032e-06	1.7207090002341035e-06	3.7289530532293414e-06
9.577780712121604e-06	1.0648909583573866e-05	8.691938175614317e-06	1.2556506125289194e-05
0.0002476469786706725	0.00024535139402137807	0.0002354243079653176	0.00025456477920689154
1.7580525246871523e-07	3.1370857291453123e-07	6.710998700405098e-08	6.59855503197767e-07
0.01845718574968817	0.01869804936366551	0.01856818605592779	0.01882610235131239
0.04984833213502715	0.05100717102294965	0.05073714808904349	0.05131720515179986
0.00021361396774953023	0.0002153804236364332	0.00020686110797487733	0.00022471064600963837
4.676701601390914e-07	3.5885541214965723e-07	8.692250324797653e-08	7.677414874688899e-07
1.1703995950233568e-05	1.217967060088893e-05	1.0080925264108944e-05	1.425673458178939e-05
0.0019768122520032417	0.0020155358787208445	0.001988846019659907	0.0020448651506378437
9.880423377763706e-07	6.234348088928416e-07	1.3188677417206026e-07	1.1264228774085843e-06
0.00020169599203447768	0.000206197044499068	0.00019822476636543337	0.00021541913468721668
5.377176894175404e-06	4.889501056749929e-06	3.588481490231618e-06	6.25397428568382e-06
0.04810380243650236	0.049340988656520084	0.049082079364725716	0.04965157546394156
0.00090020280884869	0.0009071679454637132	0.0008888985794787591	0.0009267872140176871
4.291291441461519e-06	5.182365594690505e-06	3.870560513812485e-06	6.564161081184292e-06
6.346567150434289e-07	8.174254171888918e-07	3.4920531059093817e-07	1.403162421186836e-06
0.003672622600611015	0.003684570169991221	0.003640035157973255	0.003729504620915323
0.003985216623311097	0.004014815423763237	0.003966111154380651	0.004050717108396054
0.0030398904594422685	0.003008917961676098	0.0029686269580686845	0.0030414233996187033
0.022062327868131754	0.022435657659358704	0.022285034528837497	0.02256696486390204
0.0007993083009826265	0.0008006372003830196	0.0007834626677669362	0.0008172192557537052
0.00024789180861640645	0.00024901706437286693	0.00023998981167160495	0.0002586105994128962
2.1328299360248836e-06	1.8645420640763084e-06	1.1032882906385758e-06	2.663571457009315e-06
0.0013372582393611368	0.0013266711944767778	0.001306714840387809	0.0013509553876514327
0.036020855028106986	0.03655605429216492	0.03632100529873441	0.036793610978123
0.016068292017449567	0.016217603445996508	0.01609747682487035	0.016326070779543476
0.06160595222156455	0.06332878555257157	0.06295479644994774	0.0636833711767118
0.006375704441145164	0.0063904946587075625	0.006333108764496377	0.00644381401308258
0.00018336196881715827	0.00018438903996180508	0.00017672231323962774	0.0001930497776508638
5.4263000430777876e-05	5.370313957304172e-05	4.9517248001876875e-05	5.799762720509466e-05
0.016192557668178814	0.01628038026385895	0.01616725816817224	0.01639859337435998
0.04734218025631036	0.048155721863657394	0.04790363312551194	0.0484485965858333
0.00034304096469357396	0.0003452742893704911	0.0003347592853071992	0.00035717168355848254
1.797402175497545e-05	1.7769786645515507e-05	1.53366723055971e-05	2.0406679610732363e-05
1.0292450393898462e-05	8.651237065981225e-06	6.948054158421519e-06	1.0470496535340066e-05
0.012633525249122042	0.012652025491242573	0.012570561510076177	0.012748341452537493
2.5535240209338793e-06	3.2216036116555343e-06	1.9508693111211033e-06	4.274837338309522e-06
0.0021511770586956597	0.002175657897334841	0.0021406844162761107	0.002203750728328055
1.786815501055883e-05	1.7741691052987656e-05	1.5362079023857326e-05	2.0661977993880746e-05
0.005107287307007215	0.005109692957825393	0.005060027094199153	0.005159371991238842
0.003998555402168166	0.004024180062366157	0.003980930610411905	0.00406600023454856
0.0013913877066977262	0.0013823106914591897	0.0013587779885885667	0.0014058053924956345
0.0005020823908452339	0.0005050851387267648	0.0004916491664043692	0.0005185013418294951
9.408600403910585e-05	9.825254331251406e-05	9.152973242856797e-05	0.00010389342605102239
0.008463128953808956	0.008486136794339455	0.008420232831351042	0.008547113975163258
0.001599414196639342	0.0016097417427563727	0.0015840112700080196	0.001636604899554738
4.9331619705379845e-05	4.756355171889999e-05	4.3202968192875384e-05	5.182211980029839e-05
2.329171224344044e-07	2.434144254816842e-07	2.2145334760788636e-08	5.614444751355784e-07
1.7325101419535934e-05	1.5510730566105132e-05	1.3231089778775132e-05	1.8100478637805154e-05
0.0020364965297067716	0.0020174742953008497	0.0019861244697243377	0.0020452121285393626
7.438206544512726e-05	7.199331217700152e-05	6.71849958421176e-05	7.730196519939512e-05
1.3571807999667399e-05	1.341089433656457e-05	1.0940438774541096e-05	1.574631057704482e-05
0.0006349841936478878	0.0006288839386258834	0.000613802473848536	0.0006436548717882923
8.004674054829657e-07	6.289423157604643e-07	2.7507155779490127e-07	1.039636468764922e-06
1.4398433930627674e-06	1.2955513553700858e-06	7.272878676547451e-07	1.9335750104944663e-06
0.002211766051065153	0.002237384304422116	0.0022073694017682617	0.00226801954616036
8.090699236421309e-07	1.331915546658434e-06	6.505654394338201e-07	2.0240872199786726e-06
1.8827260420286346e-05	1.741535762899059e-05	1.4471715262089563e-05	1.981013184716985e-05
0.000395256310728676	0.0004004252813284195	0.00038764136512580284	0.00041268700508566243
5.932052193773915e-07	8.835150135263584e-07	3.7425825484036355e-07	1.4111618772468333e-06
0.005158661157614326	0.005172550995587227	0.0051261878794745495	0.005226302858550117
0.033047253279510934	0.03340203516816731	0.033213769538183405	0.03360606351074861
0.051024200971540784	0.05241210971727579	0.05207654026507546	0.052731471616198566
0.014347738349680906	0.01436310885636816	0.0142622047783779	0.01447876231202985
0.0005350682302089134	0.0005532990971140296	0.000540133835273816	0.0005698329129131817
0.027180484148066297	0.02754760603569493	0.027365953815732178	0.027753017192119048
0.0018856743678506728	0.001863833251525797	0.0018366112187830582	0.0018929148560238908
0.001697334407485706	0.0016745465062931043	0.001647522211785567	0.001702396740746949
2.653276877678666e-07	6.081690142786065e-07	2.1095072723763494e-07	1.0853290013051534e-06
4.6578418024398144e-05	4.127305764379028e-05	3.681178572408659e-05	4.493856317073142e-05
6.045123685691193e-06	5.6501927912444735e-06	4.1282040249504446e-06	7.069699501382036e-06
1.2010595791696527e-05	1.1038242689905639e-05	8.924165588024124e-06	1.2952770256513178e-05
4.6016715289147673e-07	3.143322539894775e-07	6.431553184565579e-08	5.844513144216615e-07
0.0030102735138414563	0.003021686785617464	0.0029847319573331897	0.0030581164597039464
0.00011517284093664455	0.0001132518482779907	0.00010710463997743104	0.00012022948897657613
0.0008248471803948206	0.0008303693901553842	0.0008133875565885156	0.0008494722214226944
0.000553655294429835	0.0005639095757337859	0.0005493768961414707	0.0005775732181243073
1.914171449960054e-05	1.814272952543174e-05	1.5626127047193196e-05	2.0693634038016866e-05
5.117699204570839e-05	5.092208293338189e-05	4.64517404934574e-05	5.5274870106259815e-05
3.395286712336108e-05	3.452477643241147e-05	3.0982586518614115e-05	3.808292470791852e-05
7.918311382928805e-05	8.01147071193592e-05	7.496923383650025e-05	8.563102868759084e-05
0.05394042279148213	0.055721309839030196	0.055387509665451744	0.056002178857296366
1.9771835695033107e-05	1.9524402342396607e-05	1.6941246537806455e-05	2.197342012859081e-05
1.829200727956381e-07	1.6006661042758058e-07	1.840914578914914e-08	3.541760262777192e-07
0.02431665346226583	0.0245705948213753	0.024434749502591533	0.02472511878898412
0.012940837295274678	0.012987389271566485	0.012903418423698017	0.013092241195602287
1.4925551342371126e-05	1.699256745408802e-05	1.4753012772249601e-05	1.9624662119906704e-05
0.0005523545500599705	0.0005621415233404582	0.0005469927436666876	0.0005757103454273767
1.615038216451529e-05	1.6287673509131538e-05	1.3612237054657474e-05	1.8567815450722392e-05
2.461991724757362e-06	2.8178608798234895e-06	1.8434309243935753e-06	3.970472198672886e-06
2.821202451746417e-06	2.569937952300333e-06	1.5915333846938232e-06	3.5394369521093796e-06
3.5973019256648904e-05	3.4710242219401815e-05	3.098444139490511e-05	3.8341501700281516e-05
4.0096458277491874e-07	2.618686873892515e-07	4.0915829045800013e-08	5.31875430151902e-07
0.0007225448800581404	0.000721840382132115	0.0007054566975584741	0.0007394078049588875
0.0028152712002625867	0.002831715632154611	0.002792126224600422	0.00286867681958712
0.027755787343266048	0.028160627165681237	0.027976645839096495	0.028323457843732896
2.055120792063698e-05	2.0756730736447652e-05	1.779492218452489e-05	2.3711301964850287e-05
7.330014486927645e-06	8.214257159242141e-06	6.517220634965572e-06	1.001468712411045e-05
1.9396029253023684e-05	1.7036347458748684e-05	1.453769397312774e-05	1.9343488327014663e-05
0.007164835720420388	0.0071974756334666126	0.007136731575284811	0.007251257259818036
0.01857509504369769	0.018786638014648003	0.018659811870122077	0.01893460795033346
3.977224412757151e-05	3.7744855955796486e-05	3.4099778113562834e-05	4.143282620647845e-05
1.602141432991839e-07	3.6454449287654855e-07	8.642384597571303e-08	6.747420138478142e-07
2.683970064079198e-07	2.3916289187866506e-07	5.983224466257775e-08	4.788953925478997e-07
9.797721842465726e-07	4.709210082533302e-07	1.5574619802533907e-07	8.665976746477305e-07
0.0003652013835158302	0.00036080357254107443	0.0003493114683623812	0.00037330185474985063
6.196000420033992e-07	1.9875212421862614e-07	3.100757830798499e-08	5.002137455536634e-07
7.352078389195066e-06	7.632618557242672e-06	5.828311824386449e-06	9.259275827116925e-06
3.3213729327480833e-07	2.594169149527306e-07	3.1666878603366346e-08	5.766451476965283e-07
0.0004927160369969897	0.0004911270402214188	0.0004762574832613106	0.0005046642481950956
2.0899554879377692e-07	1.06597445630057e-07	4.394813101532175e-09	2.941680458086238e-07
0.010216739372320352	0.010233307878410258	0.010154861214377527	0.010307798032948685
8.281624962343428e-06	9.470599304812154e-06	7.659446782840985e-06	1.1321298176490833e-05
0.0029306829351442958	0.0029680541929105577	0.0029311866043511357	0.0030000017122291597
0.00023204582976172697	0.00023800272493596707	0.00022811675993678537	0.00024788632128397214
2.554844103829833e-07	7.311952151945026e-07	2.89027749225271e-07	1.2954996540247087e-06
0.00023889215428603546	0.00024143860533924825	0.00023211085967606726	0.00025112502022680563
0.0008019119364685245	0.0008181052190484194	0.0008018205035962103	0.0008363555408377423
1.6780180226758347e-06	1.828746363142421e-06	9.261868973629518e-07	2.683123143779518e-06
0.004837028867690842	0.0048533778615421665	0.0048055668976947595	0.004900514703607396
0.00043866710012356727	0.00042611259053556324	0.00041396076341968484	0.00043783082112601695
0.00021020198865673404	0.00020843984742421217	0.00019908387644579524	0.00021702127369877485
0.0005477768407897527	0.0005433515306105046	0.0005280409590660763	0.0005567706759942221
0.001142768275799814	0.0011437774527216003	0.0011235627817184552	0.0011627135228139155
3.5201432337627074e-06	3.606681238324337e-06	2.4675122602469263e-06	4.832637613161402e-06
0.004277138600883204	0.0043200783285738216	0.0042786875285797995	0.004367306415305463
0.010407046294833256	0.010510357925135626	0.010427059932860493	0.010579696671723069
0.001960655686586354	0.0019366740595592933	0.0019062598604316422	0.0019648789961903817
0.0012379099416085586	0.0012208214739469155	0.0011978164778169856	0.0012415806816550767
7.134326456751659e-05	6.629755503798346e-05	6.13308198724863e-05	7.124769648176376e-05
0.01046057236537144	0.010445433850885933	0.01036593040681157	0.010512560235571266
0.000865355218783584	0.0008623994705531599	0.0008431703251044254	0.000881144462812327
1.1760834560431363e-05	1.3579798593663593e-05	1.1343432954568084e-05	1.5910234836336394e-05
0.0001292219728008217	0.00013400417993418698	0.00012724675466246034	0.00014121127083338718
2.605208873652224e-05	2.587140502340477e-05	2.2995159863865637e-05	2.8901461716690336e-05
2.3296165237578148e-07	2.8959154234735675e-07	4.588982605658561e-08	5.854478972357689e-07
0.00027668818365067657	0.0002771689275548773	0.0002667896504009242	0.00028682900420707566
0.00959964064164816	0.009708975985681123	0.009634650998570143	0.00978645025972184
0.03569223159623275	0.03637147228290234	0.03614872360002937	0.036570544699774686
0.001096285811157326	0.0011100957533614593	0.0010894065015973138	0.0011288073083773617
4.182423238906476e-07	4.861737549580224e-07	1.3727123155232607e-07	8.504974921087538e-07
3.180815032269415e-05	3.635786145459507e-05	3.28289934762384e-05	4.008441491457417e-05
2.681748168385458e-07	3.491348863171048e-07	8.279784021514731e-08	6.415361398741494e-07
1.491582262283039e-06	1.1484125947078775e-06	4.534478685271689e-07	1.8450318965185582e-06
0.00023853692744420265	0.00023013315969046743	0.00022009788648585658	0.0002388095696441258
1.4667230312686237e-06	1.5089438817797579e-06	7.242193774282347e-07	2.229249265544731e-06
0.00024230565112931296	0.00023615195027710842	0.0002266851481957459	0.00024558095166540573
0.00012246350355741837	0.00012398959512134106	0.00011794415950603302	0.00013093732944169755
0.012222099223671347	0.012302583968237355	0.01218751813597204	0.012387288852000604
0.0017800768160548327	0.0017860801480043462	0.0017575895504040677	0.0018132676914887993
0.01917535055443594	0.019365130749765105	0.01923448793923699	0.019484177110581865
5.705703326659539e-06	5.221815778805442e-06	3.8675042029910315e-06	6.585187357256144e-06
4.348003927147108e-06	3.606333755313149e-06	2.500495561725455e-06	4.608418523666538e-06
0.0013618866851942749	0.0013495421298995321	0.0013262741480253419	0.0013715792427560069
0.018678837646378444	0.018792856530076098	0.018672905304254975	0.018930598939827938
0.05419905407218937	0.05554836647106415	0.05526911094703124	0.05590783495687693
