simulated_rates	estimated_rates_mean	estimated_rates_lower	estimated_rates_upper
0.00013976981748977724	0.0001369363536991776	0.00011347701099244222	0.0001607321300303916
0.01448060101289585	0.014550025005388828	0.014268359312702514	0.014905685813059054
0.0040083233889146195	0.004045182308744107	0.0039011251329262473	0.004183513661322577
2.499050100622846e-07	1.236703323299767e-06	1.2246822278975817e-08	3.2312199832936704e-06
0.00018079022608803302	0.00016060835838113864	0.00013579838531302366	0.00018437501657278345
6.14598617374718e-05	5.982075682496052e-05	4.701568767638396e-05	7.70998132604002e-05
0.04485367838173267	0.045705037975095286	0.04480513873219356	0.04662915255171234
0.002042120114847141	0.0020590246586958015	0.0019645485238552456	0.002145216873485179
0.03755495154740013	0.03831486447472234	0.03766336936702379	0.03908015514437965
2.97185278777147e-05	1.8827348323748684e-05	1.0615194660017759e-05	2.605104669779546e-05
0.001560277917190389	0.0015306062621520716	0.0014539442480822594	0.0016130357986621803
8.580337798320133e-06	7.3764704529783955e-06	2.864552998881671e-06	1.2585452524107312e-05
0.0032443800367444294	0.0031803777875734894	0.003065468370419384	0.003310166573368522
0.00017819528262022182	0.00020055269832397002	0.00017359805680577283	0.00022891831328606345
0.001525467281330522	0.001552903714444243	0.0014715108200116073	0.0016343204080980116
0.04346109312344896	0.04450477483030924	0.04368046954311306	0.04549999231824732
3.165635315208858e-06	3.609239238620239e-06	6.139610070396317e-07	7.3667671958244824e-06
0.00011527427845115313	0.00012901707542123535	0.0001073300977676328	0.00015277187287489688
3.964459416277147e-07	1.159596646221505e-06	4.943666030206009e-08	2.6573341681539595e-06
2.685331506857187e-06	2.90730110255046e-06	4.827918678097049e-07	7.4776406879639846e-06
0.0004404731405911764	0.00043906169156060666	0.0004016770825188715	0.00048360166237208617
9.523045522940987e-07	2.0169828100714638e-06	2.037939892827179e-07	4.956291412718782e-06
0.0009965494482856757	0.0010271256558068585	0.0009661584843914997	0.0010910874443874003
7.765259469485063e-07	1.3422319050996884e-06	6.750605088567514e-08	3.104784889721045e-06
2.646898633877038e-07	1.2591073409162024e-06	1.6024558114576133e-07	2.8075974933521566e-06
