species	cr_extinction_risk_yearly_0	cr_extinction_risk_yearly_1	cr_extinction_risk_yearly_2	cr_extinction_risk_yearly_3	cr_extinction_risk_yearly_4	cr_extinction_risk_yearly_5	cr_extinction_risk_yearly_6	cr_extinction_risk_yearly_7	cr_extinction_risk_yearly_8	cr_extinction_risk_yearly_9	cr_extinction_risk_yearly_10	cr_extinction_risk_yearly_11	cr_extinction_risk_yearly_12	cr_extinction_risk_yearly_13	cr_extinction_risk_yearly_14	cr_extinction_risk_yearly_15	cr_extinction_risk_yearly_16	cr_extinction_risk_yearly_17	cr_extinction_risk_yearly_18	cr_extinction_risk_yearly_19	cr_extinction_risk_yearly_20	cr_extinction_risk_yearly_21	cr_extinction_risk_yearly_22	cr_extinction_risk_yearly_23	cr_extinction_risk_yearly_24	cr_extinction_risk_yearly_25	cr_extinction_risk_yearly_26	cr_extinction_risk_yearly_27	cr_extinction_risk_yearly_28	cr_extinction_risk_yearly_29	cr_extinction_risk_yearly_30	cr_extinction_risk_yearly_31	cr_extinction_risk_yearly_32	cr_extinction_risk_yearly_33	cr_extinction_risk_yearly_34	cr_extinction_risk_yearly_35	cr_extinction_risk_yearly_36	cr_extinction_risk_yearly_37	cr_extinction_risk_yearly_38	cr_extinction_risk_yearly_39	cr_extinction_risk_yearly_40	cr_extinction_risk_yearly_41	cr_extinction_risk_yearly_42	cr_extinction_risk_yearly_43	cr_extinction_risk_yearly_44	cr_extinction_risk_yearly_45	cr_extinction_risk_yearly_46	cr_extinction_risk_yearly_47	cr_extinction_risk_yearly_48	cr_extinction_risk_yearly_49	cr_extinction_risk_yearly_50	cr_extinction_risk_yearly_51	cr_extinction_risk_yearly_52	cr_extinction_risk_yearly_53	cr_extinction_risk_yearly_54	cr_extinction_risk_yearly_55	cr_extinction_risk_yearly_56	cr_extinction_risk_yearly_57	cr_extinction_risk_yearly_58	cr_extinction_risk_yearly_59	cr_extinction_risk_yearly_60	cr_extinction_risk_yearly_61	cr_extinction_risk_yearly_62	cr_extinction_risk_yearly_63	cr_extinction_risk_yearly_64	cr_extinction_risk_yearly_65	cr_extinction_risk_yearly_66	cr_extinction_risk_yearly_67	cr_extinction_risk_yearly_68	cr_extinction_risk_yearly_69	cr_extinction_risk_yearly_70	cr_extinction_risk_yearly_71	cr_extinction_risk_yearly_72	cr_extinction_risk_yearly_73	cr_extinction_risk_yearly_74	cr_extinction_risk_yearly_75	cr_extinction_risk_yearly_76	cr_extinction_risk_yearly_77	cr_extinction_risk_yearly_78	cr_extinction_risk_yearly_79	cr_extinction_risk_yearly_80	cr_extinction_risk_yearly_81	cr_extinction_risk_yearly_82	cr_extinction_risk_yearly_83	cr_extinction_risk_yearly_84	cr_extinction_risk_yearly_85	cr_extinction_risk_yearly_86	cr_extinction_risk_yearly_87	cr_extinction_risk_yearly_88	cr_extinction_risk_yearly_89	cr_extinction_risk_yearly_90	cr_extinction_risk_yearly_91	cr_extinction_risk_yearly_92	cr_extinction_risk_yearly_93	cr_extinction_risk_yearly_94	cr_extinction_risk_yearly_95	cr_extinction_risk_yearly_96	cr_extinction_risk_yearly_97	cr_extinction_risk_yearly_98	cr_extinction_risk_yearly_99
Civettictis civetta	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116	0.025674159116
Conepatus chinga	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383
Conepatus humboldtii	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158	0.062728910158
Conepatus leuconotus	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463
Conepatus semistriatus	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510	0.047314175510
Crocuta crocuta	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352	0.016557475352
Crossarchus alexandri	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991	0.039197752991
Crossarchus ansorgei	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383	0.062037190383
Crossarchus obscurus	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486	0.059127746486
Crossarchus platycephalus	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140	0.054446955140
Cryptoprocta ferox	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182	0.025780137182
Cuon alpinus	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977	0.040487991977
Cynictis penicillata	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293	0.042769645293
Cynogale bennettii	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463	0.066967008463
Cystophora cristata	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765	0.017834256765
Diplogale hosei	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473	0.028734488473
Dologale dybowskii	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316	0.035369267316
