species	rate_e_mean	rate_e_lower	rate_e_upper	simulated_p_e_in_100_years
Actenoides lindsayi	0.00017	0.00014	0.00019	0.01640
Actenoides monachus	0.00080	0.00074	0.00086	0.07770
Actenoides princeps	0.00082	0.00076	0.00087	0.07930
Actenoides regalis	0.00255	0.00245	0.00266	0.22940
Actinodura egertoni	0.00019	0.00016	0.00022	0.01860
Actinodura radcliffei	0.00018	0.00015	0.00020	0.01740
Actinodura ramsayi	0.00018	0.00016	0.00021	0.01810
Actinodura sodangorum	0.00081	0.00076	0.00087	0.07890
Actitis hypoleucos	0.00018	0.00015	0.00021	0.01780
Actitis macularius	0.00016	0.00014	0.00019	0.01590
Actophilornis africanus	0.00017	0.00015	0.00020	0.01700
Actophilornis albinucha	0.00085	0.00079	0.00090	0.08200
Adelomyia melanogenys	0.00017	0.00014	0.00019	0.01640
Aechmophorus clarkii	0.00017	0.00014	0.00019	0.01650
Aechmophorus occidentalis	0.00017	0.00014	0.00019	0.01640
Aegithalos annamensis	0.00017	0.00014	0.00020	0.01700
Aegithalos bonvaloti	0.00016	0.00014	0.00019	0.01630
Aegithalos caudatus	0.00018	0.00016	0.00021	0.01790
Aegithalos concinnus	0.00018	0.00015	0.00021	0.01750
Aegithalos fuliginosus	0.00015	0.00012	0.00017	0.01480
Aegithalos glaucogularis	0.00016	0.00013	0.00018	0.01550
Aegithalos iouschistos	0.00016	0.00014	0.00019	0.01610
Aegithalos iredalei	0.00017	0.00014	0.00019	0.01670
Aegithalos leucogenys	0.00019	0.00016	0.00021	0.01840
Aegithalos niveogularis	0.00017	0.00015	0.00020	0.01710
Aegithina lafresnayei	0.00018	0.00016	0.00021	0.01820
Aegithina nigrolutea	0.00015	0.00013	0.00018	0.01520
Aegithina tiphia	0.00016	0.00013	0.00018	0.01570
Aegithina viridissima	0.00088	0.00082	0.00094	0.08520
Aegolius acadicus	0.00018	0.00015	0.00021	0.01780
Aegolius funereus	0.00017	0.00014	0.00019	0.01650
Aegolius harrisii	0.00017	0.00014	0.00019	0.01670
Aegolius ridgwayi	0.00017	0.00015	0.00020	0.01720
Aegotheles affinis	0.00162	0.00154	0.00170	0.14990
Aegotheles albertisi	0.00017	0.00015	0.00020	0.01710
Aegotheles archboldi	0.00017	0.00014	0.00019	0.01660
Aegotheles bennettii	0.00015	0.00013	0.00018	0.01500
Aegotheles crinifrons	0.00018	0.00016	0.00021	0.01830
Aegotheles cristatus	0.00017	0.00014	0.00019	0.01650
Aegotheles insignis	0.00015	0.00013	0.00017	0.01480
Aegotheles savesi	0.02466	0.02413	0.02517	0.86380
Aegotheles tatei	0.00161	0.00153	0.00169	0.14870
Aegotheles wallacii	0.00168	0.00160	0.00177	0.15460
Aegypius monachus	0.00079	0.00074	0.00085	0.07690
Aepypodius arfakianus	0.00018	0.00015	0.00020	0.01750
Aepypodius bruijnii	0.00732	0.00713	0.00753	0.51520
Aerodramus bartschi	0.00724	0.00704	0.00744	0.51200
Aerodramus brevirostris	0.00016	0.00013	0.00018	0.01570
Aerodramus elaphrus	0.00255	0.00244	0.00265	0.22960
Aerodramus francicus	0.00078	0.00073	0.00084	0.07590
Aerodramus fuciphagus	0.00015	0.00013	0.00018	0.01500
Aerodramus hirundinaceus	0.00019	0.00016	0.00022	0.01870
Aerodramus infuscatus	0.00018	0.00015	0.00020	0.01730
Aerodramus inquietus	0.00018	0.00015	0.00020	0.01750
Aerodramus leucophaeus	0.00016	0.00014	0.00019	0.01620
Aerodramus maximus	0.00017	0.00015	0.00020	0.01730
Aerodramus mearnsi	0.00019	0.00016	0.00022	0.01870
Aerodramus nuditarsus	0.00018	0.00015	0.00020	0.01760
Aerodramus orientalis	0.00162	0.00154	0.00170	0.14930
Aerodramus papuensis	0.00165	0.00157	0.00174	0.15210
Aerodramus pelewensis	0.00020	0.00017	0.00023	0.01970
Aerodramus salangana	0.00017	0.00014	0.00019	0.01680
Aerodramus sawtelli	0.00256	0.00246	0.00266	0.22970
Aerodramus spodiopygius	0.00019	0.00016	0.00021	0.01840
Aerodramus terraereginae	0.00016	0.00013	0.00018	0.01570
Aerodramus unicolor	0.00017	0.00014	0.00020	0.01680
Aerodramus vanikorensis	0.00018	0.00016	0.00021	0.01820
Aerodramus vulcanorum	0.00077	0.00071	0.00082	0.07450
Aerodramus whiteheadi	0.00169	0.00161	0.00177	0.15550
Aeronautes andecolus	0.00019	0.00017	0.00022	0.01920
Aeronautes montivagus	0.00018	0.00016	0.00021	0.01800
Aeronautes saxatalis	0.00017	0.00015	0.00020	0.01700
Aethia cristatella	0.00018	0.00015	0.00021	0.01770
Aethia psittacula	0.00018	0.00016	0.00021	0.01820
Aethia pusilla	0.00018	0.00015	0.00021	0.01780
Aethia pygmaea	0.00017	0.00014	0.00019	0.01650
Aethopyga bella	0.00018	0.00015	0.00020	0.01740
Aethopyga boltoni	0.00082	0.00076	0.00087	0.07900
Aethopyga christinae	0.00017	0.00015	0.00020	0.01680
Aethopyga duyvenbodei	0.00721	0.00700	0.00739	0.51030
Aethopyga eximia	0.00019	0.00017	0.00022	0.01920
Aethopyga flagrans	0.00017	0.00015	0.00020	0.01700
Aethopyga gouldiae	0.00016	0.00014	0.00019	0.01620
Aethopyga guimarasensis	0.00019	0.00016	0.00022	0.01900
Aethopyga ignicauda	0.00018	0.00016	0.00021	0.01810
Aethopyga latouchii	0.00018	0.00015	0.00021	0.01780
Aethopyga linaraborae	0.00080	0.00074	0.00085	0.07730
Aethopyga magnifica	0.00017	0.00014	0.00019	0.01640
Aethopyga mystacalis	0.00017	0.00015	0.00020	0.01710
Aethopyga nipalensis	0.00015	0.00013	0.00018	0.01530
Aethopyga primigenia	0.00084	0.00078	0.00090	0.08150
Aethopyga pulcherrima	0.00017	0.00015	0.00020	0.01690
Aethopyga saturata	0.00016	0.00014	0.00019	0.01610
Aethopyga shelleyi	0.00018	0.00015	0.00020	0.01770
Aethopyga siparaja	0.00017	0.00014	0.00019	0.01650
Aethopyga temminckii	0.00019	0.00016	0.00021	0.01850
Aethopyga vigorsii	0.00017	0.00015	0.00020	0.01710
Afropavo congensis	0.00256	0.00245	0.00266	0.23000
Afrotis afra	0.00249	0.00239	0.00260	0.22460
Afrotis afraoides	0.00015	0.00013	0.00017	0.01470
Agamia agami	0.00262	0.00250	0.00272	0.23460
Agapornis canus	0.00014	0.00012	0.00017	0.01430
Agapornis fischeri	0.00080	0.00074	0.00085	0.07720
Agapornis lilianae	0.00082	0.00076	0.00088	0.07970
Agapornis nigrigenis	0.00257	0.00246	0.00267	0.23030
Agapornis personatus	0.00018	0.00015	0.00021	0.01780
Agapornis pullarius	0.00020	0.00018	0.00023	0.02010
Agapornis roseicollis	0.00018	0.00015	0.00020	0.01750
Agapornis swindernianus	0.00018	0.00016	0.00021	0.01810
Agapornis taranta	0.00018	0.00015	0.00021	0.01780
Agelaioides badius	0.00018	0.00016	0.00021	0.01820
Agelaioides fringillarius	0.00017	0.00014	0.00019	0.01680
Agelaius assimilis	0.00018	0.00015	0.00021	0.01790
Agelaius humeralis	0.00017	0.00014	0.00019	0.01650
Agelaius phoeniceus	0.00015	0.00013	0.00017	0.01470
Agelaius tricolor	0.00719	0.00700	0.00739	0.51170
Agelaius xanthomus	0.00731	0.00712	0.00751	0.51890
Agelastes meleagrides	0.00256	0.00245	0.00266	0.22980
Agelastes niger	0.00019	0.00016	0.00021	0.01840
Agelasticus cyanopus	0.00017	0.00015	0.00020	0.01720
Agelasticus thilius	0.00017	0.00014	0.00019	0.01640
Agelasticus xanthophthalmus	0.00017	0.00014	0.00019	0.01670
Aglaeactis aliciae	0.00728	0.00709	0.00748	0.51450
Aglaeactis castelnaudii	0.00077	0.00072	0.00083	0.07500
Aglaeactis cupripennis	0.00017	0.00015	0.00020	0.01700
Aglaeactis pamela	0.00015	0.00013	0.00018	0.01500
Aglaiocercus berlepschi	0.00721	0.00700	0.00739	0.51130
Aglaiocercus coelestis	0.00015	0.00013	0.00017	0.01480
Aglaiocercus kingii	0.00017	0.00015	0.00020	0.01680
Agraphospiza rubescens	0.00017	0.00015	0.00020	0.01710
Agricola infuscatus	0.00015	0.00013	0.00018	0.01520
Agricola pallidus	0.00016	0.00014	0.00019	0.01600
Agriornis albicauda	0.00257	0.00246	0.00267	0.23040
Agriornis lividus	0.00018	0.00016	0.00021	0.01820
Agriornis micropterus	0.00014	0.00011	0.00016	0.01360
Agriornis montanus	0.00017	0.00014	0.00019	0.01650
Agriornis murinus	0.00015	0.00013	0.00018	0.01510
Agropsar philippensis	0.00017	0.00015	0.00020	0.01720
Agropsar sturninus	0.00017	0.00014	0.00019	0.01640
Ailuroedus buccoides	0.00015	0.00013	0.00018	0.01500
Ailuroedus crassirostris	0.00016	0.00014	0.00019	0.01610
Ailuroedus melanotis	0.00017	0.00014	0.00019	0.01660
Aimophila notosticta	0.00018	0.00015	0.00020	0.01750
Aimophila rufescens	0.00018	0.00015	0.00020	0.01760
Aimophila ruficeps	0.00019	0.00017	0.00022	0.01900
Aix galericulata	0.00018	0.00016	0.00021	0.01780
Aix sponsa	0.00019	0.00016	0.00021	0.01840
Akletos goeldii	0.00019	0.00016	0.00021	0.01840
Akletos melanoceps	0.00020	0.00017	0.00023	0.01950
Alaemon alaudipes	0.00017	0.00014	0.00019	0.01660
Alaemon hamertoni	0.00017	0.00015	0.00020	0.01700
Alauda arvensis	0.00019	0.00016	0.00022	0.01910
Alauda gulgula	0.00020	0.00017	0.00023	0.01970
Alauda leucoptera	0.00017	0.00014	0.00020	0.01670
Alauda razae	0.02439	0.02386	0.02491	0.86080
Alaudala raytal	0.00018	0.00015	0.00020	0.01750
Alaudala rufescens	0.00019	0.00017	0.00022	0.01910
Alaudala somalica	0.00017	0.00014	0.00019	0.01660
Alca torda	0.00083	0.00077	0.00089	0.08040
Alcedo atthis	0.00019	0.00016	0.00022	0.01890
Alcedo coerulescens	0.00017	0.00015	0.00020	0.01690
Alcedo euryzona	0.02401	0.02349	0.02450	0.85610
Alcedo hercules	0.00084	0.00078	0.00090	0.08130
Alcedo meninting	0.00019	0.00016	0.00021	0.01830
Alcedo peninsulae	0.00084	0.00078	0.00090	0.08120
Alcedo quadribrachys	0.00018	0.00015	0.00021	0.01790
Alcedo semitorquata	0.00017	0.00014	0.00020	0.01680
Alcippe brunneicauda	0.00081	0.00075	0.00086	0.07870
Alcippe grotei	0.00019	0.00017	0.00022	0.01900
Alcippe morrisonia	0.00020	0.00018	0.00023	0.02010
Alcippe nipalensis	0.00018	0.00016	0.00021	0.01790
Alcippe peracensis	0.00016	0.00014	0.00019	0.01600
Alcippe poioicephala	0.00019	0.00017	0.00022	0.01890
Alcippe pyrrhoptera	0.00018	0.00015	0.00020	0.01750
Aleadryas rufinucha	0.00016	0.00014	0.00019	0.01590
Alectoris barbara	0.00017	0.00015	0.00020	0.01720
Alectoris chukar	0.00019	0.00017	0.00022	0.01900
Alectoris graeca	0.00082	0.00077	0.00088	0.07970
Alectoris magna	0.00018	0.00015	0.00020	0.01740
Alectoris melanocephala	0.00016	0.00014	0.00019	0.01610
Alectoris philbyi	0.00017	0.00015	0.00020	0.01730
Alectoris rufa	0.00018	0.00015	0.00021	0.01770
Alectroenas madagascariensis	0.00020	0.00017	0.00023	0.02000
Alectroenas pulcherrimus	0.00017	0.00014	0.00019	0.01670
Alectroenas sganzini	0.00086	0.00081	0.00092	0.08340
Alectrurus risora	0.00263	0.00252	0.00273	0.23560
Alectrurus tricolor	0.00258	0.00248	0.00268	0.23190
Alectura lathami	0.00016	0.00014	0.00019	0.01580
Alethe castanea	0.00017	0.00014	0.00019	0.01640
Alethe diademata	0.00017	0.00015	0.00020	0.01730
Alipiopsitta xanthops	0.00085	0.00079	0.00091	0.08230
Alisterus amboinensis	0.00015	0.00013	0.00018	0.01500
Alisterus chloropterus	0.00019	0.00016	0.00022	0.01850
Alisterus scapularis	0.00014	0.00012	0.00016	0.01400
Alle alle	0.00017	0.00014	0.00019	0.01670
Allenia fusca	0.00018	0.00015	0.00020	0.01750
Alopecoenas beccarii	0.00017	0.00014	0.00019	0.01650
Alopecoenas canifrons	0.00719	0.00699	0.00739	0.51040
Alopecoenas erythropterus	0.02445	0.02394	0.02498	0.86140
Alopecoenas hoedtii	0.00730	0.00710	0.00749	0.51380
Alopecoenas jobiensis	0.00019	0.00016	0.00022	0.01860
Alopecoenas johannae	0.00017	0.00015	0.00020	0.01710
Alopecoenas kubaryi	0.00249	0.00239	0.00260	0.22510
Alopecoenas rubescens	0.00743	0.00721	0.00762	0.52280
Alopecoenas sanctaecrucis	0.00705	0.00685	0.00724	0.50280
Alopecoenas stairi	0.00255	0.00245	0.00265	0.22930
Alopecoenas xanthonurus	0.00082	0.00077	0.00088	0.07990
Alophoixus bres	0.00017	0.00014	0.00019	0.01670
Alophoixus finschii	0.00083	0.00077	0.00089	0.08040
Alophoixus flaveolus	0.00017	0.00015	0.00020	0.01700
Alophoixus frater	0.00019	0.00016	0.00022	0.01860
Alophoixus griseiceps	0.00015	0.00013	0.00018	0.01500
Alophoixus ochraceus	0.00019	0.00016	0.00022	0.01890
Alophoixus pallidus	0.00020	0.00017	0.00023	0.01950
Alophoixus phaeocephalus	0.00016	0.00014	0.00019	0.01600
Alophoixus ruficrissus	0.00017	0.00014	0.00019	0.01640
Alophoixus tephrogenys	0.00020	0.00017	0.00023	0.01960
Alopochelidon fucata	0.00017	0.00015	0.00020	0.01680
Alopochen aegyptiaca	0.00016	0.00014	0.00019	0.01580
Amadina erythrocephala	0.00017	0.00015	0.00020	0.01680
Amadina fasciata	0.00017	0.00015	0.00020	0.01720
Amalocichla incerta	0.00019	0.00016	0.00022	0.01850
Amalocichla sclateriana	0.00020	0.00017	0.00022	0.01950
Amandava amandava	0.00017	0.00014	0.00019	0.01650
Amandava formosa	0.00251	0.00241	0.00261	0.22550
Amandava subflava	0.00016	0.00014	0.00019	0.01590
Amaurocichla bocagii	0.00249	0.00239	0.00259	0.22460
Amaurolimnas concolor	0.00017	0.00014	0.00020	0.01670
Amaurornis cinerea	0.00017	0.00014	0.00019	0.01670
Amaurornis isabellina	0.00019	0.00016	0.00021	0.01840
Amaurornis magnirostris	0.00257	0.00247	0.00267	0.23040
Amaurornis marginalis	0.00016	0.00013	0.00018	0.01550
Amaurornis moluccana	0.00018	0.00016	0.00021	0.01780
Amaurornis olivacea	0.00016	0.00014	0.00019	0.01630
Amaurornis phoenicurus	0.00015	0.00013	0.00017	0.01470
Amaurospiza moesta	0.00019	0.00016	0.00021	0.01840
Amaurospiza relicta	0.00016	0.00014	0.00019	0.01630
Amazilia alfaroana	0.02425	0.02374	0.02475	0.86070
Amazilia amabilis	0.00015	0.00013	0.00018	0.01490
Amazilia amazilia	0.00018	0.00015	0.00021	0.01770
Amazilia bartletti	0.00018	0.00016	0.00021	0.01780
Amazilia beryllina	0.00019	0.00016	0.00021	0.01850
Amazilia boucardi	0.00737	0.00717	0.00757	0.52080
Amazilia brevirostris	0.00017	0.00015	0.00020	0.01710
Amazilia candida	0.00017	0.00014	0.00019	0.01670
Amazilia castaneiventris	0.00747	0.00728	0.00768	0.52380
Amazilia chionogaster	0.00020	0.00017	0.00022	0.01940
Amazilia cupreicauda	0.00017	0.00014	0.00019	0.01650
Amazilia cyanifrons	0.00016	0.00013	0.00018	0.01550
Amazilia cyanocephala	0.00017	0.00014	0.00020	0.01670
Amazilia cyanura	0.00016	0.00014	0.00019	0.01620
Amazilia decora	0.00017	0.00014	0.00019	0.01660
Amazilia edward	0.00018	0.00015	0.00021	0.01800
Amazilia fimbriata	0.00016	0.00014	0.00019	0.01630
Amazilia franciae	0.00016	0.00014	0.00019	0.01630
Amazilia grayi	0.00016	0.00013	0.00018	0.01560
Amazilia humboldtii	0.00018	0.00015	0.00021	0.01770
Amazilia lactea	0.00018	0.00016	0.00021	0.01800
Amazilia leucogaster	0.00019	0.00016	0.00021	0.01840
Amazilia luciae	0.00740	0.00720	0.00760	0.52110
Amazilia rosenbergi	0.00015	0.00013	0.00017	0.01480
Amazilia rutila	0.00018	0.00015	0.00020	0.01740
Amazilia sapphirina	0.00019	0.00017	0.00022	0.01910
Amazilia saucerottei	0.00017	0.00015	0.00020	0.01720
Amazilia tobaci	0.00019	0.00016	0.00021	0.01830
Amazilia tzacatl	0.00018	0.00015	0.00020	0.01750
Amazilia versicolor	0.00017	0.00014	0.00019	0.01640
Amazilia violiceps	0.00017	0.00014	0.00020	0.01680
Amazilia viridicauda	0.00018	0.00016	0.00021	0.01800
Amazilia viridifrons	0.00018	0.00015	0.00021	0.01770
Amazilia viridigaster	0.00018	0.00016	0.00021	0.01790
Amazilia wagneri	0.00018	0.00016	0.00021	0.01800
Amazilia yucatanensis	0.00018	0.00015	0.00021	0.01770
Amazona aestiva	0.00017	0.00015	0.00020	0.01710
Amazona agilis	0.00259	0.00248	0.00269	0.23250
Amazona albifrons	0.00017	0.00014	0.00019	0.01650
Amazona amazonica	0.00018	0.00015	0.00021	0.01790
Amazona arausiaca	0.00255	0.00244	0.00265	0.22890
Amazona auropalliata	0.00725	0.00704	0.00744	0.51350
Amazona autumnalis	0.00017	0.00015	0.00020	0.01680
Amazona barbadensis	0.00252	0.00242	0.00263	0.22630
Amazona bodini	0.00081	0.00075	0.00087	0.07860
Amazona brasiliensis	0.00080	0.00075	0.00086	0.07800
Amazona collaria	0.00263	0.00253	0.00274	0.23490
Amazona diadema	0.00739	0.00719	0.00759	0.52100
Amazona dufresniana	0.00083	0.00077	0.00088	0.08020
Amazona farinosa	0.00086	0.00080	0.00092	0.08300
Amazona festiva	0.00081	0.00076	0.00087	0.07860
Amazona finschi	0.00724	0.00703	0.00742	0.51230
Amazona guatemalae	0.00081	0.00075	0.00086	0.07840
Amazona guildingii	0.00253	0.00242	0.00263	0.22710
Amazona imperialis	0.00706	0.00686	0.00725	0.50360
Amazona kawalli	0.00086	0.00080	0.00091	0.08290
Amazona leucocephala	0.00078	0.00072	0.00083	0.07550
Amazona lilacina	0.00722	0.00702	0.00742	0.51220
Amazona mercenarius	0.00015	0.00013	0.00018	0.01500
Amazona ochrocephala	0.00016	0.00014	0.00019	0.01580
Amazona oratrix	0.00746	0.00725	0.00766	0.52280
Amazona pretrei	0.00257	0.00247	0.00268	0.23030
Amazona rhodocorytha	0.00253	0.00244	0.00264	0.22810
Amazona tucumana	0.00251	0.00241	0.00261	0.22600
Amazona ventralis	0.00250	0.00239	0.00260	0.22540
Amazona versicolor	0.00245	0.00235	0.00255	0.22110
Amazona vinacea	0.00718	0.00699	0.00739	0.50930
Amazona viridigenalis	0.00751	0.00731	0.00772	0.52670
Amazona vittata	0.02453	0.02402	0.02504	0.86340
Amazona xantholora	0.00016	0.00013	0.00018	0.01550
Amazonetta brasiliensis	0.00017	0.00014	0.00019	0.01660
Amblycercus holosericeus	0.00017	0.00014	0.00019	0.01660
Amblyornis flavifrons	0.00018	0.00015	0.00020	0.01760
Amblyornis inornata	0.00017	0.00015	0.00020	0.01730
Amblyornis macgregoriae	0.00019	0.00016	0.00021	0.01830
Amblyornis subalaris	0.00016	0.00013	0.00018	0.01570
Amblyospiza albifrons	0.00015	0.00013	0.00017	0.01470
