species	simulated_p_e_in_500_years
Dendrocopos major	0.24000000
Dendrocopos noguchii	0.93000000
Dendrocopos owstoni	0.39000000
Dendrocopos syriacus	0.21000000
Dendrocygna arborea	0.38000000
Dendrocygna arcuata	0.23000000
Dendrocygna autumnalis	0.27000000
Dendrocygna bicolor	0.22000000
Dendrocygna eytoni	0.35000000
Dendrocygna guttata	0.27000000
Dendrocygna javanica	0.24000000
Dendrocygna viduata	0.27000000
Dendronanthus indicus	0.26000000
Dendroperdix sephaena	0.27000000
Dendropicos abyssinicus	0.23000000
Dendropicos dorae	0.33000000
Dendropicos elachus	0.25000000
Dendropicos elliotii	0.22000000
Dendropicos fuscescens	0.25000000
Dendropicos gabonensis	0.22000000
Dendropicos goertae	0.23000000
Dendropicos griseocephalus	0.20000000
Dendropicos johnstoni	0.24000000
Dendropicos lugubris	0.31000000
Dendropicos namaquus	0.23000000
Dendropicos obsoletus	0.26000000
Dendropicos poecilolaemus	0.19000000
Dendropicos pyrrhogaster	0.23000000
Dendropicos spodocephalus	0.25000000
Dendropicos stierlingi	0.40000000
Dendropicos xantholophus	0.28000000
Dendroplex kienerii	0.42000000
Dendroplex picus	0.22000000
Dendrortyx barbatus	0.54000000
Dendrortyx leucophrys	0.17000000
Dendrortyx macroura	0.19000000
Deroptyus accipitrinus	0.19000000
Dessonornis anomalus	0.41000000
Dessonornis archeri	0.29000000
Dessonornis caffer	0.17000000
Dessonornis humeralis	0.20000000
Dessonornis macclounii	0.21000000
Dessonornis mbuluensis	0.24000000
Devioeca papuana	0.20000000
Dicaeum aeneum	0.18000000
Dicaeum agile	0.16000000
Dicaeum annae	0.28000000
Dicaeum anthonyi	0.39000000
Dicaeum aureolimbatum	0.29000000
Dicaeum australe	0.29000000
Dicaeum beccarii	0.26000000
Dicaeum bicolor	0.26000000
Dicaeum cambodianum	0.24000000
Dicaeum celebicum	0.26000000
Dicaeum chrysorrheum	0.24000000
Dicaeum concolor	0.31000000
Dicaeum cruentatum	0.20000000
Dicaeum erythrorhynchos	0.22000000
Dicaeum erythrothorax	0.26000000
Dicaeum everetti	0.41000000
Dicaeum eximium	0.21000000
Dicaeum geelvinkianum	0.22000000
Dicaeum haematostictum	0.58000000
Dicaeum hanieli	0.22000000
Dicaeum hirundinaceum	0.24000000
Dicaeum hypoleucum	0.26000000
Dicaeum ignicolle	0.15000000
Dicaeum igniferum	0.26000000
Dicaeum ignipectus	0.20000000
Dicaeum kampalili	0.23000000
Dicaeum keiense	0.27000000
Dicaeum luzoniense	0.20000000
Dicaeum maugei	0.22000000
Dicaeum melanozanthum	0.26000000
Dicaeum minullum	0.22000000
Dicaeum monticolum	0.27000000
Dicaeum nehrkorni	0.23000000
Dicaeum nigrilore	0.21000000
Dicaeum nitidum	0.28000000
Dicaeum pectorale	0.26000000
Dicaeum proprium	0.28000000
Dicaeum pygmaeum	0.25000000
Dicaeum quadricolor	0.94000000
Dicaeum retrocinctum	0.60000000
Dicaeum sanguinolentum	0.26000000
Dicaeum schistaceiceps	0.27000000
Dicaeum trigonostigma	0.21000000
Dicaeum tristrami	0.28000000
Dicaeum trochileum	0.23000000
Dicaeum vincens	0.53000000
Dicaeum vulneratum	0.23000000
Dicaeum wilhelminae	0.15000000
Dichrozona cincta	0.30000000
Dicrurus adsimilis	0.26000000
Dicrurus aeneus	0.19000000
Dicrurus aldabranus	0.34000000
Dicrurus andamanensis	0.35000000
Dicrurus annectens	0.26000000
Dicrurus atripennis	0.26000000
Dicrurus balicassius	0.22000000
Dicrurus bracteatus	0.29000000
Dicrurus caerulescens	0.25000000
Dicrurus densus	0.22000000
Dicrurus forficatus	0.25000000
Dicrurus fuscipennis	0.82000000
Dicrurus hottentottus	0.19000000
Dicrurus leucophaeus	0.21000000
Dicrurus lophorinus	0.20000000
Dicrurus ludwigii	0.25000000
Dicrurus macrocercus	0.27000000
Dicrurus megarhynchus	0.40000000
Dicrurus menagei	0.86000000
Dicrurus modestus	0.23000000
Dicrurus montanus	0.23000000
Dicrurus paradiseus	0.14000000
Dicrurus remifer	0.23000000
Dicrurus striatus	0.29000000
Dicrurus sumatranus	0.46000000
Dicrurus waldenii	0.59000000
Didunculus strigirostris	0.95000000
Diglossa albilatera	0.26000000
Diglossa baritula	0.29000000
Diglossa brunneiventris	0.22000000
Diglossa caerulescens	0.26000000
Diglossa carbonaria	0.21000000
Diglossa cyanea	0.25000000
Diglossa duidae	0.25000000
Diglossa glauca	0.27000000
Diglossa gloriosa	0.21000000
Diglossa gloriosissima	0.36000000
Diglossa humeralis	0.26000000
Diglossa indigotica	0.26000000
Diglossa lafresnayii	0.34000000
Diglossa major	0.21000000
Diglossa mystacalis	0.31000000
Diglossa plumbea	0.23000000
Diglossa sittoides	0.20000000
Diglossa venezuelensis	0.83000000
Dinemellia dinemelli	0.18000000
Dinopium benghalense	0.20000000
Dinopium everetti	0.42000000
Dinopium javanense	0.22000000
Dinopium psarodes	0.24000000
Dinopium rafflesii	0.44000000
Dinopium shorii	0.19000000
Diomedea amsterdamensis	0.48000000
Diomedea antipodensis	0.59000000
Diomedea dabbenena	0.60000000
Diomedea epomophora	0.35000000
Diomedea exulans	0.41000000
Diomedea sanfordi	0.50000000
Diopsittaca cumanensis	0.23000000
Diopsittaca nobilis	0.17000000
Discosura conversii	0.25000000
Discosura langsdorffi	0.21000000
Discosura letitiae	0.41000000
Discosura longicaudus	0.20000000
Discosura popelairii	0.42000000
Diuca diuca	0.26000000
Dives dives	0.19000000
Dives warczewiczi	0.27000000
Dolichonyx oryzivorus	0.27000000
Doliornis remseni	0.70000000
Doliornis sclateri	0.49000000
Donacobius atricapilla	0.26000000
Donacospiza albifrons	0.21000000
Doricha eliza	0.37000000
Doricha enicura	0.18000000
Doryfera johannae	0.24000000
Doryfera ludovicae	0.17000000
Drepanis coccinea	0.60000000
Drepanoptila holosericea	0.45000000
Drepanorhynchus reichenowi	0.29000000
Drepanornis albertisi	0.24000000
Drepanornis bruijnii	0.44000000
Dreptes thomensis	0.63000000
Dromaius novaehollandiae	0.17000000
Dromas ardeola	0.18000000
Dromococcyx pavoninus	0.24000000
Dromococcyx phasianellus	0.26000000
Drymocichla incana	0.26000000
Drymodes beccarii	0.20000000
Drymodes brunneopygia	0.19000000
Drymodes superciliaris	0.19000000
Drymophila caudata	0.37000000
Drymophila devillei	0.24000000
Drymophila ferruginea	0.34000000
Drymophila genei	0.24000000
Drymophila hellmayri	0.40000000
Drymophila klagesi	0.34000000
Drymophila malura	0.27000000
Drymophila ochropyga	0.35000000
Drymophila rubricollis	0.23000000
Drymophila squamata	0.22000000
Drymophila striaticeps	0.25000000
Drymornis bridgesii	0.24000000
Drymotoxeres pucheranii	0.41000000
Dryobates cathpharius	0.28000000
Dryobates minor	0.24000000
Dryobates nuttallii	0.22000000
Dryobates pernyii	0.18000000
Dryobates pubescens	0.20000000
Dryobates scalaris	0.22000000
Dryocopus hodgei	0.72000000
Dryocopus javensis	0.17000000
Dryocopus martius	0.22000000
Dryolimnas cuvieri	0.18000000
Dryoscopus angolensis	0.29000000
Dryoscopus cubla	0.24000000
Dryoscopus gambensis	0.14000000
Dryoscopus pringlii	0.27000000
Dryoscopus sabini	0.28000000
Dryoscopus senegalensis	0.25000000
Dryotriorchis spectabilis	0.24000000
Dubusia carrikeri	0.83000000
Dubusia castaneoventris	0.25000000
Dubusia stictocephala	0.22000000
Dubusia taeniata	0.24000000
Ducula aenea	0.17000000
Ducula aurorae	0.72000000
Ducula badia	0.20000000
Ducula bakeri	0.60000000
Ducula basilica	0.22000000
Ducula bicolor	0.18000000
Ducula brenchleyi	0.70000000
Ducula carola	0.62000000
Ducula chalconota	0.16000000
Ducula cineracea	0.36000000
Ducula concinna	0.16000000
Ducula cuprea	0.22000000
Ducula finschii	0.31000000
Ducula forsteni	0.18000000
Ducula galeata	0.66000000
Ducula geelvinkiana	0.21000000
Ducula goliath	0.43000000
Ducula lacernulata	0.22000000
Ducula latrans	0.26000000
Ducula luctuosa	0.15000000
Ducula melanochroa	0.22000000
Ducula mindorensis	0.69000000
Ducula mullerii	0.19000000
Ducula myristicivora	0.21000000
Ducula neglecta	0.26000000
Ducula obiensis	0.16000000
Ducula oceanica	0.39000000
Ducula oenothorax	0.37000000
Ducula pacifica	0.20000000
Ducula perspicillata	0.26000000
Ducula pickeringii	0.51000000
Ducula pinon	0.14000000
Ducula pistrinaria	0.23000000
Ducula poliocephala	0.36000000
Ducula radiata	0.20000000
Ducula rosacea	0.37000000
Ducula rubricera	0.33000000
Ducula rufigaster	0.26000000
Ducula salvadorii	0.22000000
Ducula spilorrhoa	0.25000000
Ducula subflavescens	0.38000000
Ducula whartoni	0.37000000
Ducula zoeae	0.26000000
Dulus dominicus	0.24000000
Dumetella carolinensis	0.23000000
Dumetia hyperythra	0.19000000
Dyaphorophyia ansorgei	0.25000000
Dyaphorophyia blissetti	0.29000000
Dyaphorophyia castanea	0.23000000
Dyaphorophyia chalybea	0.19000000
Dyaphorophyia concreta	0.23000000
Dyaphorophyia hormophora	0.24000000
Dyaphorophyia jamesoni	0.29000000
Dyaphorophyia tonsa	0.18000000
Dysithamnus leucostictus	0.55000000
Dysithamnus mentalis	0.22000000
Dysithamnus occidentalis	0.69000000
Dysithamnus plumbeus	0.58000000
Dysithamnus puncticeps	0.18000000
Dysithamnus stictothorax	0.46000000
Dysithamnus striaticeps	0.23000000
Dysithamnus xanthopterus	0.21000000
Eclectus roratus	0.16000000
Edolisoma anale	0.43000000
Edolisoma ceramense	0.20000000
Edolisoma coerulescens	0.25000000
Edolisoma dispar	0.42000000
Edolisoma dohertyi	0.25000000
Edolisoma grayi	0.22000000
Edolisoma holopolium	0.33000000
Edolisoma incertum	0.13000000
Edolisoma insperatum	0.71000000
Edolisoma melas	0.21000000
Edolisoma meyerii	0.26000000
Edolisoma mindanense	0.65000000
Edolisoma monacha	0.21000000
Edolisoma montanum	0.26000000
Edolisoma morio	0.24000000
Edolisoma nesiotis	0.85000000
Edolisoma obiense	0.28000000
Edolisoma ostentum	0.63000000
Edolisoma parvulum	0.31000000
Edolisoma pygmaeum	0.38000000
Edolisoma remotum	0.26000000
Edolisoma rostratum	0.55000000
Edolisoma salomonis	0.26000000
Edolisoma schisticeps	0.25000000
Edolisoma sula	0.23000000
Edolisoma tenuirostre	0.19000000
Egretta ardesiaca	0.16000000
Egretta caerulea	0.28000000
Egretta eulophotes	0.57000000
Egretta garzetta	0.21000000
Egretta gularis	0.20000000
Egretta novaehollandiae	0.22000000
Egretta picata	0.18000000
Egretta rufescens	0.30000000
Egretta sacra	0.27000000
Egretta thula	0.31000000
Egretta tricolor	0.21000000
Egretta vinaceigula	0.66000000
Elachura formosa	0.34000000
Elaenia albiceps	0.21000000
Elaenia brachyptera	0.23000000
Elaenia cherriei	0.25000000
Elaenia chiriquensis	0.21000000
Elaenia cristata	0.23000000
Elaenia dayi	0.22000000
Elaenia fallax	0.31000000
Elaenia flavogaster	0.19000000
Elaenia frantzii	0.19000000
Elaenia gigas	0.25000000
Elaenia martinica	0.21000000
Elaenia mesoleuca	0.23000000
Elaenia obscura	0.30000000
Elaenia olivina	0.23000000
Elaenia pallatangae	0.20000000
Elaenia parvirostris	0.21000000
Elaenia pelzelni	0.30000000
Elaenia ridleyana	0.56000000
Elaenia ruficeps	0.28000000
Elaenia sordida	0.20000000
Elaenia spectabilis	0.20000000
Elaenia strepera	0.20000000
Elanoides forficatus	0.15000000
Elanus axillaris	0.23000000
Elanus caeruleus	0.29000000
Elanus leucurus	0.26000000
Elanus scriptus	0.41000000
Elaphrornis palliseri	0.41000000
Electron carinatum	0.54000000
Electron platyrhynchum	0.32000000
Eleoscytalopus indigoticus	0.41000000
Eleoscytalopus psychopompus	0.76000000
Eleothreptus anomalus	0.42000000
Eleothreptus candicans	0.59000000
Elminia albicauda	0.18000000
Elminia albiventris	0.32000000
Elminia albonotata	0.24000000
Elminia longicauda	0.18000000
Elminia nigromitrata	0.28000000
Elseyornis melanops	0.29000000
Elvira chionura	0.23000000
Elvira cupreiceps	0.23000000
Emarginata schlegelii	0.31000000
Emarginata sinuata	0.27000000
Emarginata tractrac	0.29000000
Emberiza affinis	0.21000000
Emberiza aureola	0.95000000
Emberiza bruniceps	0.26000000
Emberiza buchanani	0.26000000
Emberiza cabanisi	0.23000000
Emberiza caesia	0.18000000
Emberiza calandra	0.29000000
Emberiza capensis	0.21000000
Emberiza chrysophrys	0.20000000
Emberiza cia	0.20000000
Emberiza cineracea	0.38000000
Emberiza cioides	0.22000000
Emberiza cirlus	0.23000000
Emberiza citrinella	0.25000000
Emberiza elegans	0.24000000
Emberiza flaviventris	0.23000000
Emberiza fucata	0.17000000
Emberiza godlewskii	0.22000000
Emberiza goslingi	0.21000000
Emberiza hortulana	0.26000000
Emberiza impetuani	0.17000000
Emberiza jankowskii	0.81000000
Emberiza koslowi	0.38000000
Emberiza lathami	0.26000000
Emberiza leucocephalos	0.21000000
Emberiza melanocephala	0.22000000
Emberiza pallasi	0.27000000
Emberiza personata	0.24000000
Emberiza poliopleura	0.26000000
Emberiza pusilla	0.27000000
Emberiza rustica	0.63000000
Emberiza rutila	0.21000000
Emberiza sahari	0.22000000
Emberiza schoeniclus	0.22000000
Emberiza siemsseni	0.23000000
Emberiza socotrana	0.41000000
Emberiza spodocephala	0.23000000
Emberiza stewarti	0.23000000
Emberiza striolata	0.23000000
Emberiza sulphurata	0.56000000
Emberiza tahapisi	0.17000000
Emberiza tristrami	0.24000000
Emberiza variabilis	0.22000000
Emberiza yessoensis	0.37000000
Emberizoides duidae	0.37000000
Emberizoides herbicola	0.28000000
Emberizoides ypiranganus	0.17000000
Embernagra longicauda	0.32000000
Embernagra platensis	0.22000000
Emblema pictum	0.23000000
Eminia lepida	0.24000000
Empidonax affinis	0.24000000
Empidonax albigularis	0.17000000
Empidonax alnorum	0.24000000
Empidonax atriceps	0.26000000
Empidonax difficilis	0.29000000
Empidonax flavescens	0.21000000
Empidonax flaviventris	0.22000000
Empidonax fulvifrons	0.19000000
Empidonax hammondii	0.22000000
Empidonax minimus	0.19000000
Empidonax oberholseri	0.24000000
Empidonax occidentalis	0.23000000
Empidonax traillii	0.30000000
Empidonax virescens	0.28000000
Empidonax wrightii	0.21000000
Empidonomus varius	0.28000000
Enicognathus ferrugineus	0.19000000
Enicognathus leptorhynchus	0.21000000
Enicurus immaculatus	0.19000000
Enicurus leschenaulti	0.22000000
Enicurus maculatus	0.28000000
Enicurus ruficapillus	0.41000000
Enicurus schistaceus	0.23000000
Enicurus scouleri	0.31000000
Enicurus velatus	0.30000000
Enodes erythrophris	0.16000000
Ensifera ensifera	0.33000000
Entomodestes coracinus	0.29000000
Entomodestes leucotis	0.32000000
Entomyzon albipennis	0.20000000
Entomyzon cyanotis	0.16000000
Eolophus roseicapilla	0.17000000
Eophona migratoria	0.20000000
Eophona personata	0.17000000
Eopsaltria australis	0.29000000
Eopsaltria griseogularis	0.28000000
Eos bornea	0.20000000
Eos cyanogenia	0.41000000
Eos histrio	0.74000000
Eos reticulata	0.43000000
Eos semilarvata	0.38000000
Eos squamata	0.28000000
Ephippiorhynchus asiaticus	0.27000000
Ephippiorhynchus senegalensis	0.23000000
Ephippiospingus dorsalis	0.25000000
Ephippiospingus erythronotus	0.28000000
Epimachus fastosus	0.26000000
Epimachus meyeri	0.23000000
Epinecrophylla amazonica	0.20000000
Epinecrophylla erythrura	0.27000000
Epinecrophylla fulviventris	0.22000000
Epinecrophylla gutturalis	0.34000000
Epinecrophylla haematonota	0.26000000
Epinecrophylla hoffmannsi	0.32000000
Epinecrophylla leucophthalma	0.23000000
Epinecrophylla ornata	0.23000000
Epinecrophylla spodionota	0.28000000
Epthianura albifrons	0.29000000
Epthianura aurifrons	0.19000000
Epthianura crocea	0.20000000
Epthianura tricolor	0.32000000
Eremalauda dunni	0.29000000
Eremalauda eremodites	0.24000000
Eremomela atricollis	0.29000000
Eremomela badiceps	0.24000000
Eremomela canescens	0.32000000
Eremomela flavicrissalis	0.22000000
Eremomela gregalis	0.22000000
Eremomela icteropygialis	0.27000000
Eremomela pusilla	0.26000000
Eremomela scotops	0.21000000
Eremomela turneri	0.28000000
Eremomela usticollis	0.26000000
Eremophila alpestris	0.25000000
Eremophila bilopha	0.22000000
Eremopterix australis	0.30000000
Eremopterix griseus	0.19000000
Eremopterix hova	0.22000000
Eremopterix leucopareia	0.18000000
Eremopterix leucotis	0.22000000
Eremopterix nigriceps	0.18000000
Eremopterix signatus	0.22000000
Eremopterix verticalis	0.25000000
Eriocnemis aline	0.20000000
Eriocnemis cupreoventris	0.40000000
Eriocnemis derbyi	0.46000000
Eriocnemis glaucopoides	0.24000000
Eriocnemis godini	0.96000000
Eriocnemis isabellae	0.96000000
Eriocnemis luciani	0.19000000
Eriocnemis mirabilis	0.74000000
Eriocnemis mosquera	0.28000000
Eriocnemis nigrivestis	0.95000000
Eriocnemis sapphiropygia	0.27000000
Eriocnemis vestita	0.20000000
Erithacus rubecula	0.21000000
Erpornis zantholeuca	0.21000000
Erythrocercus holochlorus	0.19000000
Erythrocercus livingstonei	0.33000000
Erythrocercus mccallii	0.24000000
Erythrogenys erythrocnemis	0.23000000
Erythrogenys erythrogenys	0.23000000
Erythrogenys gravivox	0.20000000
Erythrogenys hypoleucos	0.27000000
Erythrogenys mcclellandi	0.23000000
Erythrogenys swinhoei	0.23000000
Erythrogonys cinctus	0.19000000
Erythropitta arquata	0.22000000
Erythropitta caeruleitorques	0.79000000
Erythropitta celebensis	0.27000000
Erythropitta dohertyi	0.47000000
Erythropitta erythrogaster	0.19000000
Erythropitta gazellae	0.23000000
Erythropitta granatina	0.41000000
Erythropitta inspeculata	0.66000000
Erythropitta kochi	0.47000000
Erythropitta macklotii	0.29000000
Erythropitta meeki	0.45000000
Erythropitta novaehibernicae	0.24000000
Erythropitta palliceps	0.79000000
Erythropitta rubrinucha	0.25000000
Erythropitta rufiventris	0.21000000
Erythropitta splendida	0.68000000
Erythropitta ussheri	0.33000000
Erythropitta venusta	0.58000000
Erythrotriorchis buergersi	0.43000000
Erythrotriorchis radiatus	0.27000000
Erythrura coloria	0.32000000
Erythrura cyaneovirens	0.43000000
Erythrura hyperythra	0.14000000
Erythrura kleinschmidti	0.55000000
Erythrura papuana	0.26000000
Erythrura pealii	0.23000000
Erythrura prasina	0.25000000
Erythrura psittacea	0.21000000
Erythrura trichroa	0.16000000
Erythrura tricolor	0.25000000
Erythrura viridifacies	0.59000000
Esacus magnirostris	0.36000000
Esacus recurvirostris	0.39000000
Estrilda astrild	0.20000000
Estrilda atricapilla	0.30000000
Estrilda charmosyna	0.26000000
Estrilda coerulescens	0.25000000
Estrilda erythronotos	0.19000000
Estrilda kandti	0.23000000
Estrilda melpoda	0.25000000
Estrilda nigriloris	0.50000000
Estrilda nonnula	0.18000000
Estrilda paludicola	0.22000000
Estrilda perreini	0.20000000
Estrilda poliopareia	0.45000000
Estrilda rhodopyga	0.28000000
Estrilda rufibarba	0.18000000
Estrilda thomensis	0.24000000
Estrilda troglodytes	0.21000000
Eubucco aurantiicollis	0.18000000
Eubucco bourcierii	0.26000000
Eubucco glaucogularis	0.41000000
Eubucco richardsoni	0.23000000
Eubucco steerii	0.36000000
Eubucco tucinkae	0.26000000
Eubucco versicolor	0.28000000
Euchrepomis callinota	0.24000000
Euchrepomis humeralis	0.21000000
Euchrepomis sharpei	0.74000000
Euchrepomis spodioptila	0.27000000
Eucometis penicillata	0.27000000
Eudocimus albus	0.23000000
Eudocimus ruber	0.12000000
Eudromia elegans	0.20000000
Eudromia formosa	0.21000000
Eudromias morinellus	0.21000000
Eudynamys orientalis	0.29000000
Eudynamys scolopaceus	0.19000000
Eudyptes chrysocome	0.40000000
Eudyptes chrysolophus	0.51000000
Eudyptes moseleyi	0.76000000
Eudyptes pachyrhynchus	0.57000000
Eudyptes robustus	0.54000000
Eudyptes schlegeli	0.26000000
Eudyptes sclateri	0.63000000
Eudyptula minor	0.23000000
Eugenes fulgens	0.24000000
Eugerygone rubra	0.20000000
Eugralla paradoxa	0.23000000
Eulabeornis castaneoventris	0.22000000
Eulacestoma nigropectus	0.29000000
Eulampis holosericeus	0.18000000
Eulampis jugularis	0.18000000
Eulidia yarrellii	0.99000000
Eulipoa wallacei	0.50000000
Eumomota superciliosa	0.26000000
Eumyias additus	0.49000000
Eumyias albicaudatus	0.29000000
Eumyias indigo	0.22000000
Eumyias panayensis	0.30000000
Eumyias ruficrissa	0.23000000
Eumyias sordidus	0.42000000
Eumyias thalassinus	0.19000000
Euneornis campestris	0.19000000
Eunymphicus cornutus	0.62000000
Eunymphicus uvaeensis	0.54000000
Euodice cantans	0.20000000
Euodice malabarica	0.19000000
Eupetes macrocerus	0.34000000
Eupetomena macroura	0.26000000
Euphagus carolinus	0.56000000
Euphagus cyanocephalus	0.22000000
Eupherusa cyanophrys	0.87000000
Eupherusa eximia	0.23000000
Eupherusa nigriventris	0.26000000
Eupherusa poliocerca	0.59000000
Euphonia affinis	0.17000000
Euphonia anneae	0.36000000
Euphonia cayennensis	0.23000000
Euphonia chalybea	0.44000000
Euphonia chlorotica	0.22000000
Euphonia chrysopasta	0.25000000
Euphonia concinna	0.26000000
Euphonia cyanocephala	0.24000000
Euphonia elegantissima	0.24000000
Euphonia finschi	0.23000000
Euphonia flavifrons	0.25000000
Euphonia fulvicrissa	0.18000000
Euphonia gouldi	0.22000000
Euphonia hirundinacea	0.19000000
Euphonia imitans	0.28000000
Euphonia jamaica	0.20000000
Euphonia laniirostris	0.17000000
Euphonia luteicapilla	0.20000000
Euphonia mesochrysa	0.24000000
Euphonia minuta	0.30000000
Euphonia musica	0.28000000
Euphonia pectoralis	0.25000000
Euphonia plumbea	0.26000000
Euphonia rufiventris	0.22000000
Euphonia saturata	0.16000000
Euphonia sclateri	0.29000000
Euphonia trinitatis	0.22000000
Euphonia violacea	0.22000000
Euphonia xanthogaster	0.21000000
Euplectes afer	0.29000000
Euplectes albonotatus	0.22000000
Euplectes ardens	0.23000000
Euplectes aureus	0.22000000
Euplectes axillaris	0.28000000
Euplectes capensis	0.24000000
Euplectes diadematus	0.22000000
Euplectes franciscanus	0.23000000
Euplectes gierowii	0.23000000
Euplectes hartlaubi	0.22000000
Euplectes hordeaceus	0.19000000
Euplectes jacksoni	0.51000000
Euplectes laticauda	0.23000000
Euplectes macroura	0.23000000
Euplectes nigroventris	0.21000000
Euplectes orix	0.25000000
Euplectes progne	0.23000000
Euplectes psammacromius	0.27000000
Eupodotis caerulescens	0.35000000
Eupodotis senegalensis	0.18000000
Eupsittula astec	0.24000000
Eupsittula aurea	0.14000000
Eupsittula cactorum	0.26000000
Eupsittula canicularis	0.25000000
Eupsittula nana	0.41000000
Eupsittula pertinax	0.18000000
Euptilotis neoxenus	0.27000000
Euptilotus eutilotus	0.46000000
Eurillas ansorgei	0.19000000
Eurillas curvirostris	0.27000000
Eurillas gracilis	0.28000000
Eurillas latirostris	0.19000000
Eurillas virens	0.22000000
Eurocephalus anguitimens	0.28000000
Eurocephalus ruppelli	0.25000000
Eurochelidon sirintarae	0.92000000
Eurostopodus archboldi	0.24000000
Eurostopodus argus	0.26000000
Eurostopodus diabolicus	0.61000000
Eurostopodus exul	0.98000000
Eurostopodus mystacalis	0.25000000
Eurostopodus nigripennis	0.66000000
Eurostopodus papuensis	0.18000000
Euryceros prevostii	0.83000000
Eurylaimus harterti	0.21000000
Eurylaimus javanicus	0.40000000
Eurylaimus ochromalus	0.44000000
Euryptila subcinnamomea	0.20000000
Eurypyga helias	0.27000000
Eurystomus azureus	0.44000000
Eurystomus glaucurus	0.16000000
Eurystomus gularis	0.13000000
Eurystomus orientalis	0.24000000
Euscarthmus fulviceps	0.26000000
Euscarthmus meloryphus	0.32000000
Euscarthmus rufomarginatus	0.43000000
Euschistospiza cinereovinacea	0.23000000
Euschistospiza dybowskii	0.23000000
Eutoxeres aquila	0.20000000
Eutoxeres condamini	0.21000000
Eutrichomyias rowleyi	0.97000000
Eutriorchis astur	0.73000000
Falcipennis canadensis	0.32000000
Falcipennis falcipennis	0.40000000
Falcipennis franklinii	0.21000000
Falco alopex	0.24000000
Falco amurensis	0.24000000
Falco araeus	0.59000000
Falco ardosiaceus	0.27000000
Falco berigora	0.29000000
Falco biarmicus	0.17000000
Falco cenchroides	0.27000000
Falco cherrug	0.81000000
Falco chicquera	0.45000000
Falco columbarius	0.23000000
Falco concolor	0.66000000
Falco cuvierii	0.21000000
Falco deiroleucus	0.41000000
Falco dickinsoni	0.23000000
Falco eleonorae	0.23000000
Falco fasciinucha	0.58000000
Falco femoralis	0.25000000
Falco hypoleucos	0.63000000
Falco jugger	0.36000000
Falco longipennis	0.24000000
Falco mexicanus	0.26000000
Falco moluccensis	0.21000000
Falco naumanni	0.33000000
Falco newtoni	0.19000000
Falco novaeseelandiae	0.51000000
Falco peregrinus	0.20000000
Falco punctatus	0.83000000
Falco ruficollis	0.24000000
Falco rufigularis	0.24000000
Falco rupicoloides	0.22000000
Falco rusticolus	0.23000000
Falco severus	0.21000000
Falco sparverius	0.23000000
Falco subbuteo	0.16000000
Falco subniger	0.20000000
Falco tinnunculus	0.14000000
Falco vespertinus	0.38000000
Falco zoniventris	0.29000000
Falculea palliata	0.22000000
Falcunculus frontatus	0.19000000
Falcunculus leucogaster	0.20000000
Falcunculus whitei	0.26000000
Ferminia cerverai	0.83000000
Ficedula albicilla	0.29000000
Ficedula albicollis	0.21000000
Ficedula basilanica	0.67000000
Ficedula bonthaina	0.79000000
Ficedula buruensis	0.22000000
Ficedula crypta	0.21000000
Ficedula disposita	0.30000000
Ficedula dumetoria	0.24000000
Ficedula elisae	0.30000000
Ficedula erithacus	0.21000000
Ficedula harterti	0.24000000
Ficedula henrici	0.37000000
Ficedula hodgsoni	0.27000000
Ficedula hyperythra	0.28000000
Ficedula hypoleuca	0.32000000
Ficedula luzoniensis	0.19000000
Ficedula mugimaki	0.20000000
Ficedula narcissina	0.23000000
Ficedula nigrorufa	0.29000000
Ficedula owstoni	0.22000000
Ficedula parva	0.29000000
Ficedula platenae	0.61000000
Ficedula riedeli	0.21000000
Ficedula ruficauda	0.27000000
Ficedula rufigula	0.50000000
Ficedula sapphira	0.24000000
Ficedula semitorquata	0.22000000
Ficedula strophiata	0.27000000
Ficedula subrubra	0.61000000
Ficedula superciliaris	0.18000000
Ficedula timorensis	0.40000000
Ficedula tricolor	0.19000000
Ficedula westermanni	0.27000000
Ficedula zanthopygia	0.29000000
Florisuga fusca	0.30000000
Florisuga mellivora	0.26000000
Fluvicola albiventer	0.31000000
Fluvicola nengeta	0.19000000
Fluvicola pica	0.28000000
Formicarius analis	0.17000000
Formicarius colma	0.24000000
Formicarius moniliger	0.28000000
Formicarius nigricapillus	0.24000000
Formicarius rufifrons	0.40000000
Formicarius rufipectus	0.22000000
Formicivora acutirostris	0.43000000
Formicivora erythronotos	0.82000000
Formicivora grantsaui	0.79000000
Formicivora grisea	0.22000000
Formicivora iheringi	0.45000000
Formicivora intermedia	0.26000000
Formicivora melanogaster	0.20000000
Formicivora paludicola	0.92000000
Formicivora rufa	0.25000000
Formicivora serrana	0.26000000
Forpus coelestis	0.23000000
Forpus conspicillatus	0.19000000
Forpus cyanopygius	0.33000000
Forpus modestus	0.23000000
Forpus passerinus	0.26000000
Forpus spengeli	0.21000000
Forpus xanthops	0.60000000
Forpus xanthopterygius	0.28000000
Foudia aldabrana	0.79000000
Foudia consobrina	0.32000000
Foudia eminentissima	0.22000000
Foudia flavicans	0.43000000
Foudia madagascariensis	0.26000000
Foudia omissa	0.19000000
Foudia rubra	0.79000000
Foudia sechellarum	0.48000000
Foulehaio carunculatus	0.27000000
Foulehaio procerior	0.21000000
