species	simulated_p_e_in_500_years
Monarcha cinerascens	0.21000000
Monarcha frater	0.21000000
Monarcha megarhynchus	0.28000000
Monarcha melanopsis	0.19000000
Monarcha richardsii	0.30000000
Monarcha ugiensis	0.27000000
Monasa atra	0.29000000
Monasa flavirostris	0.21000000
Monasa morphoeus	0.20000000
Monasa nigrifrons	0.30000000
Monias benschi	0.59000000
Monticola angolensis	0.25000000
Monticola brevipes	0.22000000
Monticola cinclorhyncha	0.28000000
Monticola erythronotus	0.77000000
Monticola explorator	0.48000000
Monticola gularis	0.26000000
Monticola imerina	0.27000000
Monticola rufiventris	0.22000000
Monticola rufocinereus	0.27000000
Monticola rupestris	0.22000000
Monticola saxatilis	0.18000000
Monticola semirufus	0.27000000
Monticola sharpei	0.33000000
Monticola solitarius	0.25000000
Montifringilla adamsi	0.26000000
Montifringilla henrici	0.28000000
Montifringilla nivalis	0.21000000
Morococcyx erythropygus	0.25000000
Morphnarchus princeps	0.14000000
Morphnus guianensis	0.40000000
Morus bassanus	0.18000000
Morus capensis	0.62000000
Morus serrator	0.18000000
Motacilla aguimp	0.25000000
Motacilla alba	0.28000000
Motacilla capensis	0.25000000
Motacilla cinerea	0.23000000
Motacilla citreola	0.32000000
Motacilla clara	0.27000000
Motacilla flava	0.26000000
Motacilla flaviventris	0.31000000
Motacilla grandis	0.19000000
Motacilla maderaspatensis	0.21000000
Motacilla samveasnae	0.57000000
Motacilla tschutschensis	0.22000000
Moupinia poecilotis	0.19000000
Mulleripicus fuliginosus	0.51000000
Mulleripicus fulvus	0.23000000
Mulleripicus funebris	0.44000000
Mulleripicus pulverulentus	0.51000000
Muscicapa adusta	0.21000000
Muscicapa aquatica	0.24000000
Muscicapa cassini	0.23000000
Muscicapa dauurica	0.16000000
Muscicapa epulata	0.20000000
Muscicapa ferruginea	0.27000000
Muscicapa gambagae	0.22000000
Muscicapa griseisticta	0.23000000
Muscicapa muttui	0.26000000
Muscicapa randi	0.68000000
Muscicapa segregata	0.31000000
Muscicapa sethsmithi	0.23000000
Muscicapa sibirica	0.20000000
Muscicapa striata	0.24000000
Muscigralla brevicauda	0.18000000
Muscipipra vetula	0.24000000
Muscisaxicola albifrons	0.23000000
Muscisaxicola albilora	0.27000000
Muscisaxicola alpinus	0.19000000
Muscisaxicola capistratus	0.35000000
Muscisaxicola cinereus	0.21000000
Muscisaxicola flavinucha	0.35000000
Muscisaxicola fluviatilis	0.24000000
Muscisaxicola frontalis	0.20000000
Muscisaxicola griseus	0.33000000
Muscisaxicola juninensis	0.16000000
Muscisaxicola maclovianus	0.18000000
Muscisaxicola maculirostris	0.20000000
Muscisaxicola occipitalis	0.25000000
Muscisaxicola rufivertex	0.20000000
Musophaga rossae	0.20000000
Musophaga violacea	0.18000000
Myadestes coloratus	0.16000000
Myadestes elisabeth	0.49000000
Myadestes genibarbis	0.25000000
Myadestes lanaiensis	0.95000000
Myadestes melanops	0.24000000
Myadestes obscurus	0.53000000
Myadestes occidentalis	0.27000000
Myadestes palmeri	0.95000000
Myadestes ralloides	0.24000000
Myadestes townsendi	0.21000000
Myadestes unicolor	0.21000000
Mycerobas affinis	0.29000000
Mycerobas carnipes	0.25000000
Mycerobas icterioides	0.23000000
Mycerobas melanozanthos	0.32000000
Mycteria americana	0.19000000
Mycteria cinerea	0.64000000
Mycteria ibis	0.17000000
Mycteria leucocephala	0.31000000
Myiagra albiventris	0.39000000
Myiagra alecto	0.25000000
Myiagra atra	0.39000000
Myiagra azureocapilla	0.44000000
Myiagra caledonica	0.19000000
Myiagra castaneigularis	0.23000000
Myiagra cervinicauda	0.36000000
Myiagra cervinicolor	0.54000000
Myiagra cyanoleuca	0.16000000
Myiagra eichhorni	0.29000000
Myiagra erythrops	0.17000000
Myiagra ferrocyanea	0.18000000
Myiagra galeata	0.30000000
Myiagra hebetior	0.60000000
Myiagra inquieta	0.19000000
Myiagra nana	0.24000000
Myiagra oceanica	0.23000000
Myiagra pluto	0.24000000
Myiagra rubecula	0.26000000
Myiagra ruficollis	0.22000000
Myiagra vanikorensis	0.31000000
Myiarchus antillarum	0.21000000
Myiarchus apicalis	0.29000000
Myiarchus barbirostris	0.21000000
Myiarchus cephalotes	0.23000000
Myiarchus cinerascens	0.26000000
Myiarchus crinitus	0.20000000
Myiarchus ferox	0.21000000
Myiarchus magnirostris	0.23000000
Myiarchus nugator	0.29000000
Myiarchus nuttingi	0.23000000
Myiarchus oberi	0.20000000
Myiarchus panamensis	0.22000000
Myiarchus phaeocephalus	0.24000000
Myiarchus sagrae	0.21000000
Myiarchus semirufus	0.62000000
Myiarchus stolidus	0.21000000
Myiarchus swainsoni	0.30000000
Myiarchus tuberculifer	0.18000000
Myiarchus tyrannulus	0.20000000
Myiarchus validus	0.27000000
Myiarchus venezuelensis	0.22000000
Myiarchus yucatanensis	0.18000000
Myiobius atricaudus	0.25000000
Myiobius barbatus	0.25000000
Myiobius sulphureipygius	0.17000000
Myiobius villosus	0.25000000
Myioborus albifacies	0.23000000
Myioborus albifrons	0.50000000
Myioborus brunniceps	0.26000000
Myioborus cardonai	0.39000000
Myioborus castaneocapilla	0.32000000
Myioborus chrysops	0.24000000
Myioborus flavivertex	0.13000000
Myioborus melanocephalus	0.14000000
Myioborus miniatus	0.27000000
Myioborus ornatus	0.25000000
Myioborus pariae	0.84000000
Myioborus pictus	0.19000000
Myioborus torquatus	0.27000000
Myiodynastes bairdii	0.33000000
Myiodynastes chrysocephalus	0.30000000
Myiodynastes hemichrysus	0.26000000
Myiodynastes luteiventris	0.31000000
Myiodynastes maculatus	0.33000000
Myiodynastes solitarius	0.23000000
Myiomela albiventris	0.38000000
Myiomela cambodiana	0.30000000
Myiomela diana	0.26000000
Myiomela leucura	0.31000000
Myiomela major	0.30000000
Myiopagis caniceps	0.24000000
Myiopagis cinerea	0.23000000
Myiopagis cotta	0.28000000
Myiopagis flavivertex	0.26000000
Myiopagis gaimardii	0.28000000
Myiopagis olallai	0.23000000
Myiopagis parambae	0.21000000
Myiopagis subplacens	0.21000000
Myiopagis viridicata	0.31000000
Myiophobus crypterythrus	0.31000000
Myiophobus cryptoxanthus	0.20000000
Myiophobus fasciatus	0.26000000
Myiophobus flavicans	0.21000000
Myiophobus inornatus	0.18000000
Myiophobus phoenicomitra	0.17000000
Myiophobus roraimae	0.27000000
Myiophobus rufescens	0.23000000
Myiopsitta luchsi	0.20000000
Myiopsitta monachus	0.19000000
Myiornis albiventris	0.33000000
Myiornis atricapillus	0.27000000
Myiornis auricularis	0.24000000
Myiornis ecaudatus	0.30000000
Myiotheretes fumigatus	0.30000000
Myiotheretes fuscorufus	0.18000000
Myiotheretes pernix	0.81000000
Myiotheretes striaticollis	0.32000000
Myiothlypis basilica	0.65000000
Myiothlypis bivittata	0.27000000
Myiothlypis chlorophrys	0.22000000
Myiothlypis chrysogaster	0.28000000
Myiothlypis cinereicollis	0.41000000
Myiothlypis conspicillata	0.47000000
Myiothlypis coronata	0.20000000
Myiothlypis euophrys	0.20000000
Myiothlypis flaveola	0.23000000
Myiothlypis fraseri	0.22000000
Myiothlypis fulvicauda	0.21000000
Myiothlypis leucoblephara	0.18000000
Myiothlypis leucophrys	0.17000000
Myiothlypis luteoviridis	0.25000000
Myiothlypis mesoleuca	0.30000000
Myiothlypis nigrocristata	0.24000000
Myiothlypis rivularis	0.16000000
Myiothlypis roraimae	0.16000000
Myiothlypis signata	0.30000000
Myiothlypis striaticeps	0.28000000
Myiotriccus ornatus	0.21000000
Myiotriccus phoenicurus	0.32000000
Myiozetetes cayanensis	0.28000000
Myiozetetes granadensis	0.23000000
Myiozetetes luteiventris	0.25000000
Myiozetetes similis	0.22000000
Myophonus blighi	0.74000000
Myophonus borneensis	0.21000000
Myophonus caeruleus	0.28000000
Myophonus castaneus	0.38000000
Myophonus glaucinus	0.18000000
Myophonus horsfieldii	0.26000000
Myophonus insularis	0.20000000
Myophonus melanurus	0.25000000
Myophonus robinsoni	0.38000000
Myornis senilis	0.18000000
Myrmeciza longipes	0.17000000
Myrmecocichla aethiops	0.19000000
Myrmecocichla arnotti	0.21000000
Myrmecocichla formicivora	0.17000000
Myrmecocichla melaena	0.26000000
Myrmecocichla monticola	0.21000000
Myrmecocichla nigra	0.19000000
Myrmecocichla tholloni	0.24000000
Myrmelastes brunneiceps	0.23000000
Myrmelastes caurensis	0.25000000
Myrmelastes humaythae	0.23000000
Myrmelastes hyperythrus	0.24000000
Myrmelastes leucostigma	0.26000000
Myrmelastes rufifacies	0.18000000
Myrmelastes saturatus	0.19000000
Myrmelastes schistaceus	0.18000000
Myrmia micrura	0.22000000
Myrmoborus leucophrys	0.24000000
Myrmoborus lophotes	0.37000000
Myrmoborus lugubris	0.63000000
Myrmoborus melanurus	0.59000000
Myrmoborus myotherinus	0.22000000
Myrmochanes hemileucus	0.16000000
Myrmoderus ferrugineus	0.24000000
Myrmoderus loricatus	0.23000000
Myrmoderus ruficauda	0.84000000
Myrmoderus squamosus	0.19000000
Myrmophylax atrothorax	0.24000000
Myrmorchilus strigilatus	0.23000000
Myrmornis stictoptera	0.25000000
Myrmornis torquata	0.24000000
Myrmothera campanisona	0.30000000
Myrmothera simplex	0.25000000
Myrmotherula ambigua	0.21000000
Myrmotherula assimilis	0.21000000
Myrmotherula axillaris	0.14000000
Myrmotherula behni	0.24000000
Myrmotherula brachyura	0.32000000
Myrmotherula cherriei	0.22000000
Myrmotherula grisea	0.28000000
Myrmotherula ignota	0.17000000
Myrmotherula iheringi	0.24000000
Myrmotherula klagesi	0.62000000
Myrmotherula longicauda	0.26000000
Myrmotherula longipennis	0.25000000
Myrmotherula luctuosa	0.28000000
Myrmotherula menetriesii	0.20000000
Myrmotherula minor	0.60000000
Myrmotherula multostriata	0.21000000
Myrmotherula pacifica	0.28000000
Myrmotherula schisticolor	0.24000000
Myrmotherula sclateri	0.22000000
Myrmotherula snowi	0.94000000
Myrmotherula sunensis	0.27000000
Myrmotherula surinamensis	0.59000000
Myrmotherula unicolor	0.43000000
Myrmotherula urosticta	0.67000000
Myrtis fanny	0.27000000
Mystacornis crossleyi	0.20000000
Myza celebensis	0.23000000
Myza sarasinorum	0.16000000
Myzomela adolphinae	0.25000000
Myzomela albigula	0.46000000
Myzomela batjanensis	0.60000000
Myzomela blasii	0.22000000
Myzomela boiei	0.25000000
Myzomela caledonica	0.23000000
Myzomela cardinalis	0.32000000
Myzomela chermesina	0.61000000
Myzomela chloroptera	0.21000000
Myzomela cineracea	0.22000000
Myzomela cruentata	0.15000000
Myzomela dammermani	0.21000000
Myzomela eichhorni	0.23000000
Myzomela eques	0.22000000
Myzomela erythrina	0.24000000
Myzomela erythrocephala	0.15000000
Myzomela erythromelas	0.24000000
Myzomela jugularis	0.23000000
Myzomela kuehni	0.29000000
Myzomela lafargei	0.19000000
Myzomela longirostris	0.45000000
Myzomela malaitae	0.41000000
Myzomela melanocephala	0.21000000
Myzomela nigrita	0.22000000
Myzomela obscura	0.26000000
Myzomela pammelaena	0.23000000
Myzomela pulchella	0.31000000
Myzomela rosenbergii	0.16000000
Myzomela rubratra	0.23000000
Myzomela rubrobrunnea	0.30000000
Myzomela rubrotincta	0.17000000
Myzomela sanguinolenta	0.22000000
Myzomela sclateri	0.20000000
Myzomela simplex	0.29000000
Myzomela tristrami	0.18000000
Myzomela vulnerata	0.18000000
Myzomela wakoloensis	0.22000000
Myzornis pyrrhoura	0.20000000
Nannopsittaca dachilleae	0.45000000
Nannopsittaca panychlora	0.23000000
Nannopterum auritus	0.25000000
Nannopterum brasilianus	0.32000000
Nannopterum harrisi	0.51000000
Napothera epilepidota	0.21000000
Nasica longirostris	0.23000000
Neafrapus boehmi	0.24000000
Neafrapus cassini	0.23000000
Necrosyrtes monachus	0.83000000
Nectarinia bocagii	0.24000000
Nectarinia famosa	0.23000000
Nectarinia johnstoni	0.30000000
Nectarinia kilimensis	0.25000000
Nectarinia purpureiventris	0.26000000
Nectarinia tacazze	0.27000000
Nemosia pileata	0.26000000
Nemosia rourei	0.95000000
Neochen jubata	0.34000000
Neochmia evangelinae	0.21000000
Neochmia modesta	0.15000000
Neochmia phaeton	0.12000000
Neochmia ruficauda	0.26000000
Neochmia temporalis	0.22000000
Neocichla gutturalis	0.25000000
Neocossyphus poensis	0.26000000
Neocossyphus rufus	0.30000000
Neocrex colombiana	0.52000000
Neocrex erythrops	0.24000000
Neoctantes niger	0.18000000
Neodrepanis coruscans	0.22000000
Neodrepanis hypoxantha	0.54000000
Neolalage banksiana	0.23000000
Neolestes torquatus	0.19000000
Neomixis pallidior	0.28000000
Neomixis striatigula	0.28000000
Neomixis tenella	0.28000000
Neomixis viridis	0.26000000
Neomorphus geoffroyi	0.55000000
Neomorphus pucheranii	0.26000000
Neomorphus radiolosus	0.74000000
Neomorphus rufipennis	0.14000000
Neopelma aurifrons	0.64000000
Neopelma chrysocephalum	0.24000000
Neopelma chrysolophum	0.24000000
Neopelma pallescens	0.16000000
Neopelma sulphureiventer	0.17000000
Neophedina cincta	0.25000000
Neophema chrysogaster	0.95000000
Neophema chrysostoma	0.20000000
Neophema elegans	0.28000000
Neophema petrophila	0.27000000
Neophema pulchella	0.18000000
Neophema splendida	0.22000000
Neophron percnopterus	0.58000000
Neopipo cinnamomea	0.23000000
Neopsephotus bourkii	0.24000000
Neopsittacus musschenbroekii	0.21000000
Neopsittacus pullicauda	0.18000000
Neosuthora davidiana	0.29000000
Neothraupis fasciata	0.40000000
Neotis denhami	0.38000000
Neotis heuglinii	0.23000000
Neotis ludwigii	0.69000000
Neotis nuba	0.34000000
Neoxolmis rufiventris	0.30000000
Nephelomyias lintoni	0.40000000
Nephelomyias ochraceiventris	0.32000000
Nephelomyias pulcher	0.27000000
Nephelornis oneilli	0.30000000
Nesasio solomonensis	0.55000000
Nesillas brevicaudata	0.19000000
Nesillas lantzii	0.22000000
Nesillas mariae	0.19000000
Nesillas typica	0.21000000
Nesocharis ansorgei	0.21000000
Nesocharis capistrata	0.26000000
Nesocharis shelleyi	0.23000000
Nesoctites micromegas	0.23000000
Nesoenas mayeri	0.63000000
Nesoenas picturatus	0.27000000
Nesofregetta fuliginosa	0.75000000
Nesophlox evelynae	0.26000000
Nesophlox lyrura	0.16000000
Nesopsar nigerrimus	0.75000000
Nesoptilotis flavicollis	0.24000000
Nesoptilotis leucotis	0.24000000
Nesospingus speculiferus	0.24000000
Nesospiza acunhae	0.56000000
Nesospiza questi	0.63000000
Nesospiza wilkinsi	0.80000000
Nesotriccus ridgwayi	0.46000000
Nestor meridionalis	0.72000000
Nestor notabilis	0.75000000
Netta erythrophthalma	0.28000000
Netta peposaca	0.24000000
Netta rufina	0.22000000
Nettapus auritus	0.24000000
Nettapus coromandelianus	0.22000000
Nettapus pulchellus	0.20000000
Newtonia amphichroa	0.24000000
Newtonia archboldi	0.26000000
Newtonia brunneicauda	0.17000000
Newtonia fanovanae	0.59000000
Nicator chloris	0.23000000
Nicator gularis	0.22000000
Nicator vireo	0.19000000
Nigrita bicolor	0.21000000
Nigrita canicapillus	0.33000000
Nigrita fusconotus	0.28000000
Nigrita luteifrons	0.18000000
Nilaus afer	0.26000000
Niltava davidi	0.31000000
Niltava grandis	0.21000000
Niltava macgrigoriae	0.18000000
Niltava oatesi	0.22000000
Niltava sumatrana	0.23000000
Niltava sundara	0.23000000
Niltava vivida	0.15000000
Ninox affinis	0.25000000
Ninox boobook	0.26000000
Ninox burhani	0.38000000
Ninox connivens	0.24000000
Ninox forbesi	0.29000000
Ninox granti	0.38000000
Ninox hantu	0.17000000
Ninox hypogramma	0.14000000
Ninox ios	0.64000000
Ninox jacquinoti	0.18000000
Ninox japonica	0.23000000
Ninox leucopsis	0.26000000
Ninox leventisi	0.82000000
Ninox malaitae	0.66000000
Ninox meeki	0.25000000
Ninox mindorensis	0.64000000
Ninox natalis	0.61000000
Ninox novaeseelandiae	0.18000000
Ninox obscura	0.20000000
Ninox ochracea	0.45000000
Ninox odiosa	0.53000000
Ninox philippensis	0.28000000
Ninox punctulata	0.24000000
Ninox randi	0.38000000
Ninox reyi	0.52000000
Ninox roseoaxillaris	0.58000000
Ninox rudolfi	0.28000000
Ninox rufa	0.20000000
Ninox rumseyi	0.81000000
Ninox scutulata	0.21000000
Ninox spilocephala	0.42000000
Ninox spilonotus	0.83000000
Ninox squamipila	0.25000000
Ninox strenua	0.22000000
Ninox sumbaensis	0.82000000
Ninox theomacha	0.17000000
Ninox variegata	0.22000000
Nipponia nippon	0.71000000
Nisaetus alboniger	0.20000000
Nisaetus bartelsi	0.71000000
Nisaetus cirrhatus	0.23000000
Nisaetus floris	0.87000000
Nisaetus lanceolatus	0.16000000
Nisaetus nanus	0.57000000
Nisaetus nipalensis	0.14000000
Nisaetus philippensis	0.66000000
Nisaetus pinskeri	0.67000000
Nomonyx dominicus	0.21000000
Nonnula amaurocephala	0.35000000
Nonnula brunnea	0.22000000
Nonnula frontalis	0.27000000
Nonnula rubecula	0.35000000
Nonnula ruficapilla	0.21000000
Nonnula sclateri	0.19000000
Northiella haematogaster	0.25000000
Notharchus hyperrhynchus	0.22000000
Notharchus macrorhynchos	0.16000000
Notharchus ordii	0.30000000
Notharchus pectoralis	0.32000000
Notharchus subtectus	0.26000000
Notharchus swainsoni	0.29000000
Notharchus tectus	0.22000000
Nothocercus bonapartei	0.27000000
Nothocercus julius	0.23000000
Nothocercus nigrocapillus	0.60000000
Nothocrax urumutum	0.23000000
Nothoprocta cinerascens	0.23000000
Nothoprocta curvirostris	0.21000000
Nothoprocta ornata	0.25000000
Nothoprocta pentlandii	0.22000000
Nothoprocta perdicaria	0.24000000
Nothoprocta taczanowskii	0.61000000
Nothura boraquira	0.24000000
Nothura chacoensis	0.38000000
Nothura darwinii	0.22000000
Nothura maculosa	0.25000000
Nothura minor	0.63000000
Notiomystis cincta	0.55000000
Notopholia corusca	0.14000000
Nucifraga caryocatactes	0.18000000
Nucifraga columbiana	0.25000000
Nucifraga hemispila	0.29000000
Nucifraga multipunctata	0.26000000
Numenius americanus	0.19000000
Numenius arquata	0.35000000
Numenius borealis	0.86000000
Numenius madagascariensis	0.65000000
Numenius minutus	0.19000000
Numenius phaeopus	0.23000000
Numenius tahitiensis	0.54000000
Numenius tenuirostris	0.89000000
Numida meleagris	0.20000000
Nyctanassa violacea	0.21000000
Nyctibius aethereus	0.19000000
Nyctibius bracteatus	0.35000000
Nyctibius grandis	0.23000000
Nyctibius griseus	0.23000000
Nyctibius jamaicensis	0.22000000
Nyctibius leucopterus	0.18000000
Nyctibius maculosus	0.26000000
Nycticorax caledonicus	0.12000000
Nycticorax nycticorax	0.24000000
Nycticryphes semicollaris	0.25000000
Nyctidromus albicollis	0.24000000
Nyctidromus anthonyi	0.26000000
Nyctiphrynus mcleodii	0.19000000
Nyctiphrynus ocellatus	0.30000000
Nyctiphrynus rosenbergi	0.39000000
Nyctiphrynus yucatanicus	0.27000000
Nyctipolus hirundinaceus	0.28000000
Nyctipolus nigrescens	0.23000000
Nyctiprogne leucopyga	0.19000000
Nyctiprogne vielliardi	0.31000000
Nyctyornis amictus	0.26000000
Nyctyornis athertoni	0.21000000
Nymphicus hollandicus	0.20000000
Nystactes noanamae	0.37000000
Nystactes tamatia	0.16000000
Nystalus chacuru	0.21000000
Nystalus maculatus	0.26000000
Nystalus radiatus	0.23000000
Nystalus striolatus	0.32000000
Oceanites gracilis	0.42000000
Oceanites oceanicus	0.20000000
Oceanites pincoyae	0.40000000
Ochetorhynchus andaecola	0.23000000
Ochetorhynchus melanurus	0.25000000
Ochetorhynchus phoenicurus	0.35000000
Ochetorhynchus ruficaudus	0.21000000
Ochthoeca cinnamomeiventris	0.26000000
Ochthoeca fumicolor	0.21000000
Ochthoeca leucophrys	0.24000000
Ochthoeca nigrita	0.19000000
Ochthoeca oenanthoides	0.17000000
Ochthoeca piurae	0.35000000
Ochthoeca rufipectoralis	0.09000000
Ochthoeca salvini	0.48000000
Ochthoeca superciliosa	0.22000000
Ochthoeca thoracica	0.24000000
Ochthornis littoralis	0.25000000
Ocreatus underwoodii	0.24000000
Ocyceros birostris	0.17000000
Ocyceros gingalensis	0.20000000
Ocyceros griseus	0.25000000
Ocyphaps lophotes	0.18000000
Odontophorus atrifrons	0.68000000
Odontophorus balliviani	0.28000000
Odontophorus capueira	0.25000000
Odontophorus columbianus	0.37000000
Odontophorus dialeucos	0.54000000
Odontophorus erythrops	0.23000000
Odontophorus gujanensis	0.37000000
Odontophorus guttatus	0.10000000
Odontophorus hyperythrus	0.42000000
Odontophorus leucolaemus	0.22000000
Odontophorus melanonotus	0.61000000
Odontophorus melanotis	0.22000000
Odontophorus speciosus	0.38000000
Odontophorus stellatus	0.18000000
Odontophorus strophium	0.58000000
Odontorchilus branickii	0.25000000
Odontorchilus cinereus	0.50000000
Odontospiza griseicapilla	0.26000000
Oedistoma iliolophus	0.20000000
Oedistoma pygmaeum	0.21000000
Oena capensis	0.24000000
Oenanthe albifrons	0.22000000
Oenanthe albonigra	0.25000000
Oenanthe bottae	0.29000000
Oenanthe chrysopygia	0.19000000
Oenanthe cypriaca	0.18000000
Oenanthe deserti	0.29000000
Oenanthe dubia	0.51000000
Oenanthe familiaris	0.31000000
Oenanthe finschii	0.28000000
Oenanthe frenata	0.23000000
Oenanthe fusca	0.26000000
Oenanthe heuglinii	0.26000000
Oenanthe hispanica	0.25000000
Oenanthe isabellina	0.26000000
Oenanthe leucopyga	0.24000000
Oenanthe leucura	0.25000000
Oenanthe lugens	0.23000000
Oenanthe melanura	0.20000000
Oenanthe moesta	0.26000000
Oenanthe monacha	0.23000000
Oenanthe oenanthe	0.18000000
Oenanthe phillipsi	0.26000000
Oenanthe picata	0.28000000
Oenanthe pileata	0.17000000
Oenanthe pleschanka	0.22000000
Oenanthe scotocerca	0.21000000
Oenanthe seebohmi	0.26000000
Oenanthe xanthoprymna	0.19000000
Ognorhynchus icterotis	0.70000000
Oncostoma cinereigulare	0.26000000
Oncostoma olivaceum	0.23000000
Oneillornis lunulatus	0.19000000
Oneillornis salvini	0.21000000
Onychognathus albirostris	0.26000000
Onychognathus blythii	0.16000000
Onychognathus frater	0.25000000
Onychognathus fulgidus	0.19000000
Onychognathus morio	0.27000000
Onychognathus nabouroup	0.22000000
Onychognathus neumanni	0.27000000
Onychognathus salvadorii	0.25000000
Onychognathus tenuirostris	0.22000000
Onychognathus tristramii	0.25000000
Onychognathus walleri	0.19000000
Onychoprion aleuticus	0.52000000
Onychoprion anaethetus	0.18000000
Onychoprion fuscatus	0.16000000
Onychoprion lunatus	0.10000000
Onychorhynchus coronatus	0.22000000
Onychorhynchus mexicanus	0.23000000
Onychorhynchus occidentalis	0.63000000
Onychorhynchus swainsoni	0.65000000
Onychostruthus taczanowskii	0.18000000
Ophrysia superciliosa	0.96000000
Opisthocomus hoazin	0.18000000
Opisthoprora euryptera	0.22000000
Oporornis agilis	0.22000000
Orchesticus abeillei	0.46000000
Oreocharis arfaki	0.28000000
Oreocossypha isabellae	0.21000000
Oreoica gutturalis	0.20000000
Oreolais pulcher	0.23000000
Oreolais ruwenzorii	0.25000000
Oreomystis bairdi	0.97000000
Oreonympha albolimbata	0.27000000
Oreonympha nobilis	0.28000000
Oreophasis derbianus	0.71000000
Oreophilais robertsi	0.27000000
Oreopholus ruficollis	0.21000000
Oreopsar bolivianus	0.18000000
Oreopsittacus arfaki	0.25000000
Oreornis chrysogenys	0.24000000
Oreortyx pictus	0.32000000
Oreoscoptes montanus	0.22000000
Oreoscopus gutturalis	0.29000000
Oreostruthus fuliginosus	0.16000000
Oreothlypis gutturalis	0.35000000
Oreothlypis superciliosa	0.25000000
Oreothraupis arremonops	0.22000000
Oreotrochilus adela	0.35000000
Oreotrochilus chimborazo	0.18000000
Oreotrochilus estella	0.27000000
Oreotrochilus leucopleurus	0.23000000
Oreotrochilus melanogaster	0.25000000
Oreotrochilus stolzmanni	0.32000000
Origma solitaria	0.25000000
Oriolia bernieri	0.78000000
Oriolus albiloris	0.27000000
Oriolus auratus	0.21000000
Oriolus bouroensis	0.20000000
Oriolus brachyrynchus	0.24000000
Oriolus chinensis	0.22000000
Oriolus chlorocephalus	0.26000000
Oriolus consanguineus	0.26000000
Oriolus crassirostris	0.56000000
Oriolus cruentus	0.19000000
Oriolus decipiens	0.25000000
Oriolus finschi	0.25000000
Oriolus flavocinctus	0.19000000
Oriolus forsteni	0.35000000
Oriolus hosii	0.32000000
Oriolus isabellae	0.96000000
Oriolus kundoo	0.23000000
Oriolus larvatus	0.27000000
Oriolus melanotis	0.22000000
Oriolus mellianus	0.84000000
Oriolus monacha	0.22000000
Oriolus nigripennis	0.24000000
Oriolus oriolus	0.26000000
Oriolus percivali	0.24000000
Oriolus phaeochromus	0.21000000
Oriolus sagittatus	0.21000000
Oriolus steerii	0.27000000
Oriolus szalayi	0.27000000
Oriolus tenuirostris	0.24000000
Oriolus traillii	0.25000000
Oriolus xanthonotus	0.32000000
Oriolus xanthornus	0.18000000
Oriturus superciliosus	0.23000000
Ornithion brunneicapillus	0.20000000
Ornithion inerme	0.25000000
Ornithion semiflavum	0.17000000
Ornorectes cristatus	0.20000000
Orochelidon andecola	0.28000000
Orochelidon flavipes	0.27000000
Orochelidon murina	0.20000000
Ortalis araucuan	0.21000000
Ortalis canicollis	0.19000000
Ortalis cinereiceps	0.25000000
Ortalis columbiana	0.18000000
Ortalis erythroptera	0.64000000
Ortalis garrula	0.21000000
Ortalis guttata	0.18000000
Ortalis leucogastra	0.28000000
Ortalis motmot	0.26000000
Ortalis poliocephala	0.29000000
Ortalis ruficauda	0.23000000
Ortalis squamata	0.22000000
Ortalis superciliaris	0.23000000
Ortalis vetula	0.22000000
Ortalis wagleri	0.25000000
Orthogonys chloricterus	0.22000000
Orthonyx novaeguineae	0.28000000
Orthonyx spaldingii	0.19000000
Orthonyx temminckii	0.26000000
Orthopsittaca manilatus	0.25000000
Orthorhyncus cristatus	0.30000000
Orthotomus atrogularis	0.27000000
Orthotomus castaneiceps	0.25000000
Orthotomus chaktomuk	0.43000000
Orthotomus chloronotus	0.25000000
Orthotomus cinereiceps	0.26000000
Orthotomus derbianus	0.20000000
Orthotomus frontalis	0.32000000
Orthotomus nigriceps	0.22000000
Orthotomus ruficeps	0.24000000
Orthotomus samarensis	0.45000000
Orthotomus sepium	0.29000000
Orthotomus sericeus	0.20000000
Orthotomus sutorius	0.24000000
Ortygospiza atricollis	0.30000000
Ortyxelos meiffrenii	0.24000000
Otidiphaps aruensis	0.76000000
Otidiphaps cervicalis	0.16000000
Otidiphaps insularis	0.84000000
Otidiphaps nobilis	0.25000000
Otis tarda	0.47000000
Otocichla mupinensis	0.22000000
Otus alfredi	0.88000000
Otus alius	0.44000000
Otus angelinae	0.61000000
Otus bakkamoena	0.30000000
Otus balli	0.28000000
Otus beccarii	0.63000000
Otus brookii	0.25000000
Otus brucei	0.25000000
Otus capnodes	0.83000000
Otus collari	0.22000000
Otus elegans	0.38000000
Otus enganensis	0.38000000
Otus everetti	0.25000000
Otus feae	0.95000000
Otus fuliginosus	0.45000000
Otus gurneyi	0.68000000
Otus hartlaubi	0.66000000
Otus icterorhynchus	0.31000000
Otus insularis	0.80000000
Otus ireneae	0.73000000
Otus jolandae	0.46000000
Otus lempiji	0.25000000
Otus lettia	0.30000000
Otus longicornis	0.45000000
Otus magicus	0.13000000
Otus manadensis	0.15000000
Otus mantananensis	0.39000000
Otus mayottensis	0.22000000
Otus megalotis	0.22000000
Otus mendeni	0.70000000
Otus mentawi	0.38000000
Otus mindorensis	0.44000000
Otus mirus	0.43000000
Otus moheliensis	0.89000000
Otus nigrorum	0.52000000
Otus pamelae	0.26000000
Otus pauliani	0.98000000
Otus pembaensis	0.52000000
Otus rufescens	0.29000000
