species	rate_e_mean	rate_e_lower	rate_e_upper
Microcebus myoxinus	0.00192009	0.00183385	0.00200924
Microcebus ravelobensis	0.00483147	0.00467691	0.00498302
Microcebus rufus	0.00190248	0.00180957	0.00198544
Microcebus sambiranensis	0.00486856	0.00471428	0.00502333
Microcebus simmonsi	0.00473265	0.00459089	0.00489423
Microcebus tavaratra	0.00189902	0.00180713	0.00198279
Microdillus peeli	0.00202387	0.00193353	0.00211804
Microdipodops megacephalus	0.00019627	0.00016897	0.00022247
Microdipodops pallidus	0.00024784	0.00021883	0.00027989
Microgale brevicaudata	0.00019039	0.00016272	0.00021722
Microgale cowani	0.00019737	0.00017083	0.00022536
Microgale dobsoni	0.00018776	0.00016169	0.00021540
Microgale drouhardi	0.00021654	0.00019019	0.00024678
Microgale dryas	0.00232477	0.00222513	0.00242208
Microgale fotsifotsy	0.00021440	0.00018561	0.00024278
Microgale gracilis	0.00020528	0.00017685	0.00023309
Microgale grandidieri	0.00023286	0.00020274	0.00026211
Microgale gymnorhyncha	0.00020335	0.00017584	0.00023160
Microgale jenkinsae	0.00610050	0.00593256	0.00628635
Microgale jobihely	0.00604472	0.00586934	0.00622299
Microgale longicaudata	0.00021396	0.00018568	0.00024332
Microgale majori	0.00022781	0.00020066	0.00025925
Microgale monticola	0.00232613	0.00222496	0.00242460
Microgale nasoloi	0.00232221	0.00222594	0.00242124
Microgale parvula	0.00020437	0.00017680	0.00023166
Microgale principula	0.00019115	0.00016442	0.00021919
Microgale pusilla	0.00020526	0.00017845	0.00023395
Microgale soricoides	0.00018539	0.00016004	0.00021254
Microgale taiva	0.00020343	0.00017663	0.00023269
Microgale talazaci	0.00024216	0.00021125	0.00027312
Microgale thomasi	0.00023062	0.00020113	0.00026000
Microhydromys argenteus	0.00206383	0.00196836	0.00215541
Microhydromys richardsoni	0.00210429	0.00201482	0.00220312
Micromys minutus	0.00023279	0.00020422	0.00026344
Micronycteris brosseti	0.00176730	0.00167820	0.00185308
Micronycteris buriri	0.00175090	0.00166209	0.00183465
Micronycteris giovanniae	0.00157384	0.00149182	0.00165308
Micronycteris hirsuta	0.00016377	0.00013918	0.00018947
Micronycteris matses	0.00169122	0.00160999	0.00177701
Micronycteris megalotis	0.00016922	0.00014346	0.00019467
Micronycteris microtis	0.00017512	0.00014928	0.00020094
Micronycteris minuta	0.00018545	0.00015951	0.00021295
Micronycteris sanborni	0.00017724	0.00014976	0.00020321
Micronycteris schmidtorum	0.00017609	0.00015006	0.00020186
Micronycteris yatesi	0.00181394	0.00172924	0.00190267
Microperoryctes aplini	0.00229723	0.00219795	0.00239402
Microperoryctes longicauda	0.00019716	0.00016970	0.00022450
Microperoryctes murina	0.00232046	0.00222165	0.00241941
Microperoryctes papuensis	0.00020031	0.00017288	0.00022928
Micropotamogale lamottei	0.00215227	0.00205647	0.00224909
Micropotamogale ruwenzorii	0.00019111	0.00016426	0.00021832
Micropteropus intermedius	0.00183182	0.00174214	0.00191832
Micropteropus pusillus	0.00020548	0.00017731	0.00023296
Microryzomys altissimus	0.00022082	0.00019088	0.00024939
Microryzomys minutus	0.00020270	0.00017491	0.00023099
Microsciurus alfari	0.00017201	0.00014621	0.00019728
Microsciurus flaviventer	0.00017485	0.00014942	0.00020211
Microsciurus mimulus	0.00019015	0.00016445	0.00021870
Microsciurus santanderensis	0.00189893	0.00180954	0.00199369
Microtus abbreviatus	0.00016598	0.00013956	0.00019103
Microtus agrestis	0.00018816	0.00016291	0.00021703
Microtus anatolicus	0.00199722	0.00190895	0.00209098
Microtus arvalis	0.00021165	0.00018260	0.00023923
Microtus bavaricus	0.02313064	0.02263595	0.02363277
Microtus brachycercus	0.00019340	0.00016717	0.00022186
Microtus breweri	0.00230300	0.00220384	0.00240087
Microtus cabrerae	0.00106238	0.00099946	0.00112847
Microtus californicus	0.00020641	0.00017878	0.00023520
Microtus canicaudus	0.00021243	0.00018391	0.00024084
Microtus chrotorrhinus	0.00021645	0.00018964	0.00024624
Microtus clarkei	0.00018695	0.00016045	0.00021429
Microtus daghestanicus	0.00019225	0.00016517	0.00022002
Microtus dogramacii	0.00021452	0.00018602	0.00024262
Microtus duodecimcostatus	0.00020227	0.00017484	0.00023017
Microtus elbeyli	0.00176860	0.00168309	0.00185747
Microtus evoronensis	0.00201265	0.00192276	0.00210806
Microtus felteni	0.00020226	0.00017395	0.00023001
Microtus fortis	0.00022785	0.00019806	0.00025720
Microtus gerbei	0.00018552	0.00015921	0.00021213
Microtus gregalis	0.00021578	0.00018631	0.00024461
Microtus guatemalensis	0.00110088	0.00103699	0.00117019
Microtus guentheri	0.00019712	0.00016919	0.00022363
Microtus hyperboreus	0.00019617	0.00016970	0.00022442
Microtus ilaeus	0.00018935	0.00016222	0.00021540
Microtus irani	0.00230733	0.00221281	0.00240810
Microtus kermanensis	0.00207017	0.00197888	0.00216376
Microtus kikuchii	0.00023111	0.00020200	0.00026009
Microtus levis	0.00022980	0.00020050	0.00025983
Microtus liechtensteini	0.00022882	0.00019972	0.00025911
Microtus limnophilus	0.00021355	0.00018782	0.00024545
Microtus longicaudus	0.00020836	0.00018086	0.00023666
Microtus lusitanicus	0.00022783	0.00019840	0.00025726
Microtus majori	0.00021062	0.00018202	0.00023841
Microtus maximowiczii	0.00020022	0.00017127	0.00022600
Microtus mexicanus	0.00020678	0.00017815	0.00023424
Microtus middendorffii	0.00020745	0.00017893	0.00023537
Microtus miurus	0.00019558	0.00016749	0.00022280
Microtus mongolicus	0.00020013	0.00017250	0.00022662
Microtus montanus	0.00021422	0.00018590	0.00024337
Microtus montebelli	0.00022580	0.00019535	0.00025405
Microtus mujanensis	0.00212542	0.00203102	0.00221967
Microtus multiplex	0.00020816	0.00018119	0.00023682
Microtus nasarovi	0.00205199	0.00195693	0.00214741
Microtus oaxacensis	0.00621632	0.00604206	0.00639465
Microtus ochrogaster	0.00021052	0.00018089	0.00023879
Microtus oeconomus	0.00021301	0.00018399	0.00024074
Microtus oregoni	0.00021678	0.00018842	0.00024595
Microtus paradoxus	0.00019808	0.00017105	0.00022544
Microtus pennsylvanicus	0.00020021	0.00017281	0.00022879
Microtus pinetorum	0.00020921	0.00018153	0.00023828
Microtus qazvinensis	0.00019940	0.00017323	0.00022861
Microtus quasiater	0.00108630	0.00102236	0.00115278
Microtus richardsoni	0.00021390	0.00018645	0.00024414
Microtus sachalinensis	0.00018221	0.00015537	0.00020834
Microtus savii	0.00021050	0.00018193	0.00023872
Microtus schelkovnikovi	0.00021139	0.00018457	0.00024036
Microtus schidlovskii	0.00020233	0.00017526	0.00023126
Microtus socialis	0.00018505	0.00015881	0.00021224
Microtus subterraneus	0.00021158	0.00018357	0.00024101
Microtus tatricus	0.00021161	0.00018382	0.00024097
Microtus thomasi	0.00020022	0.00017359	0.00022791
Microtus townsendii	0.00019865	0.00017120	0.00022570
Microtus transcaspicus	0.00019682	0.00016938	0.00022394
Microtus umbrosus	0.00635503	0.00616933	0.00653054
Microtus xanthognathus	0.00018939	0.00016277	0.00021677
Millardia gleadowi	0.00019334	0.00016583	0.00021991
Millardia kathleenae	0.00019836	0.00017116	0.00022575
Millardia kondana	0.00632749	0.00614335	0.00650346
Millardia meltada	0.00019945	0.00017300	0.00022814
Mimetillus moloneyi	0.00019627	0.00016969	0.00022437
Mimon bennettii	0.00017503	0.00014894	0.00020082
Mimon cozumelae	0.00017388	0.00014893	0.00020164
Mindomys hammondi	0.00617715	0.00600482	0.00635904
Miniopterus aelleni	0.00016710	0.00014240	0.00019262
Miniopterus africanus	0.00017022	0.00014478	0.00019504
Miniopterus ambohitrensis	0.00017720	0.00015047	0.00020270
Miniopterus australis	0.00019129	0.00016444	0.00021825
Miniopterus brachytragos	0.00017796	0.00015240	0.00020491
Miniopterus egeri	0.00016792	0.00014344	0.00019346
Miniopterus fraterculus	0.00015692	0.00013316	0.00018193
Miniopterus fuscus	0.00466773	0.00451354	0.00481325
Miniopterus gleni	0.00018129	0.00015547	0.00020825
Miniopterus griffithsi	0.00183835	0.00175225	0.00192490
Miniopterus griveaudi	0.00172323	0.00163737	0.00180697
Miniopterus inflatus	0.00015582	0.00013136	0.00018020
Miniopterus macrocneme	0.00016895	0.00014356	0.00019434
Miniopterus maghrebensis	0.00093947	0.00087750	0.00099842
Miniopterus magnater	0.00016119	0.00013631	0.00018598
Miniopterus mahafaliensis	0.00018294	0.00015677	0.00020935
Miniopterus majori	0.00017095	0.00014430	0.00019540
Miniopterus manavi	0.00016217	0.00013788	0.00018737
Miniopterus medius	0.00019022	0.00016440	0.00021877
Miniopterus minor	0.00169050	0.00160642	0.00177349
Miniopterus natalensis	0.00017486	0.00014852	0.00020017
Miniopterus newtoni	0.00177237	0.00168838	0.00186061
Miniopterus paululus	0.00173873	0.00165680	0.00182754
Miniopterus petersoni	0.00175549	0.00166805	0.00184142
Miniopterus pusillus	0.00016556	0.00014110	0.00019145
Miniopterus robustior	0.00505853	0.00490972	0.00522094
Miniopterus schreibersii	0.00081789	0.00075842	0.00087276
Miniopterus shortridgei	0.00185312	0.00176671	0.00194411
Miniopterus sororculus	0.00020121	0.00017347	0.00022904
Miniopterus tristis	0.00015682	0.00013356	0.00018254
Miopithecus ogouensis	0.00056819	0.00052259	0.00061525
Miopithecus talapoin	0.00117959	0.00110978	0.00124628
Mirimiri acrodonta	0.01262564	0.01234282	0.01293583
Mirounga angustirostris	0.00011533	0.00009523	0.00013649
Mirounga leonina	0.00011154	0.00009169	0.00013309
Mirza coquereli	0.00455270	0.00440038	0.00469989
Mirza zaza	0.00432454	0.00418576	0.00447174
Mirzamys louiseae	0.00017573	0.00015001	0.00020129
Mirzamys norahae	0.00187198	0.00178617	0.00196224
Mogera etigo	0.00607014	0.00589114	0.00624101
Mogera imaizumii	0.00019518	0.00016827	0.00022234
Mogera insularis	0.00018817	0.00016152	0.00021532
Mogera robusta	0.00020850	0.00018036	0.00023690
Mogera tokudae	0.00098141	0.00091978	0.00104396
Mogera uchidai	0.00232416	0.00223001	0.00242855
Mogera wogura	0.00022373	0.00019370	0.00025343
Molossops aequatorianus	0.00537558	0.00520940	0.00553701
Molossops mattogrossensis	0.00018533	0.00015818	0.00021239
Molossops neglectus	0.00163063	0.00155073	0.00171292
Molossops temminckii	0.00019916	0.00017210	0.00022702
Molossus alvarezi	0.00168129	0.00159539	0.00176229
Molossus aztecus	0.00017897	0.00015313	0.00020560
Molossus bondae	0.00015584	0.00013171	0.00017979
Molossus coibensis	0.00015765	0.00013331	0.00018260
Molossus currentium	0.00017399	0.00014911	0.00020062
Molossus molossus	0.00017891	0.00015320	0.00020476
Molossus pretiosus	0.00015588	0.00013142	0.00018044
Molossus rufus	0.00014355	0.00012063	0.00016713
Molossus sinaloae	0.00016377	0.00013875	0.00018908
Monachus monachus	0.00293184	0.00281083	0.00304344
Monodelphis adusta	0.00020555	0.00017635	0.00023335
Monodelphis americana	0.00022166	0.00019464	0.00025242
Monodelphis brevicaudata	0.00020373	0.00017469	0.00023089
Monodelphis dimidiata	0.00019635	0.00016941	0.00022482
Monodelphis domestica	0.00019364	0.00016621	0.00022098
Monodelphis emiliae	0.00024309	0.00021234	0.00027312
Monodelphis glirina	0.00019234	0.00016545	0.00022028
Monodelphis handleyi	0.00206559	0.00196873	0.00215819
Monodelphis iheringi	0.00199692	0.00190566	0.00208914
Monodelphis kunsi	0.00019925	0.00017304	0.00022854
Monodelphis osgoodi	0.00020451	0.00017769	0.00023341
Monodelphis palliolata	0.00020934	0.00018227	0.00023903
Monodelphis peruviana	0.00017697	0.00014985	0.00020256
Monodelphis reigi	0.00236597	0.00226009	0.00246285
Monodelphis ronaldi	0.00020946	0.00018158	0.00023766
Monodelphis scalops	0.00019120	0.00016234	0.00021720
Monodelphis unistriata	0.02258219	0.02210272	0.02306925
Monodon monoceros	0.00008387	0.00006729	0.00010266
Monophyllus plethodon	0.00016976	0.00014502	0.00019521
Monophyllus redmani	0.00016687	0.00014144	0.00019153
Monticolomys koopmani	0.00020818	0.00018029	0.00023757
Mops bakarii	0.00172351	0.00163937	0.00180789
Mops brachypterus	0.00017601	0.00015068	0.00020194
Mops condylurus	0.00017186	0.00014704	0.00019786
Mops congicus	0.00014767	0.00012483	0.00017294
Mops demonstrator	0.00015593	0.00013086	0.00017910
Mops leucostigma	0.00014649	0.00012287	0.00016982
Mops midas	0.00015095	0.00012772	0.00017538
Mops mops	0.00078909	0.00073508	0.00084525
Mops nanulus	0.00016908	0.00014496	0.00019568
Mops niangarae	0.00172085	0.00163284	0.00180415
Mops niveiventer	0.00015074	0.00012674	0.00017463
Mops petersoni	0.00087488	0.00081821	0.00093678
Mops sarasinorum	0.00168359	0.00159760	0.00176498
Mops spurrelli	0.00015989	0.00013561	0.00018521
Mops thersites	0.00017005	0.00014514	0.00019598
Mops trevori	0.00167329	0.00159156	0.00175739
Mormoops blainvillei	0.00017062	0.00014542	0.00019653
Mormoops megalophylla	0.00017588	0.00015147	0.00020309
Mormopterus acetabulosus	0.00494840	0.00479818	0.00510726
Mormopterus beccarii	0.00017577	0.00014930	0.00020175
Mormopterus cobourgianus	0.00018312	0.00015718	0.00021030
Mormopterus doriae	0.00161325	0.00153054	0.00169481
Mormopterus eleryi	0.00094670	0.00088757	0.00101047
Mormopterus francoismoutoui	0.00016577	0.00014135	0.00019139
Mormopterus halli	0.00178986	0.00170311	0.00187554
Mormopterus jugularis	0.00019706	0.00017047	0.00022484
Mormopterus kalinowskii	0.00015258	0.00012765	0.00017589
Mormopterus kitcheneri	0.00018622	0.00015972	0.00021293
Mormopterus lumsdenae	0.00015882	0.00013371	0.00018305
Mormopterus minutus	0.00213622	0.00203877	0.00222855
Mormopterus norfolkensis	0.00192511	0.00183592	0.00201286
Mormopterus phrudus	0.00191542	0.00182711	0.00200726
Mormopterus planiceps	0.00016376	0.00014023	0.00018946
Mormopterus ridei	0.00018325	0.00015699	0.00020959
Moschiola indica	0.00014572	0.00012275	0.00016935
Moschiola kathygre	0.00014076	0.00011706	0.00016437
Moschiola meminna	0.00019518	0.00016905	0.00022380
Moschus anhuiensis	0.00435716	0.00421282	0.00450156
Moschus berezovskii	0.00462270	0.00448174	0.00477712
Moschus chrysogaster	0.00456237	0.00441144	0.00470323
Moschus cupreus	0.00434160	0.00419828	0.00448289
Moschus fuscus	0.00497594	0.00482296	0.00513288
Moschus leucogaster	0.00401641	0.00388139	0.00415326
Moschus moschiferus	0.00180332	0.00171808	0.00189167
Mosia nigrescens	0.00018801	0.00016146	0.00021473
Mungos gambianus	0.00019116	0.00016533	0.00021988
Mungos mungo	0.00018830	0.00016148	0.00021495
Mungotictis decemlineata	0.00451357	0.00436459	0.00465825
Muntiacus atherodes	0.00077360	0.00072041	0.00082920
Muntiacus crinifrons	0.00201810	0.00192553	0.00210932
Muntiacus feae	0.00164243	0.00155766	0.00172251
Muntiacus gongshanensis	0.00169565	0.00161013	0.00177664
Muntiacus montanus	0.00169494	0.00161418	0.00178155
Muntiacus muntjak	0.00013752	0.00011473	0.00016030
Muntiacus puhoatensis	0.00185606	0.00176402	0.00194129
Muntiacus putaoensis	0.00153745	0.00145878	0.00161769
Muntiacus reevesi	0.00013687	0.00011445	0.00015980
Muntiacus rooseveltorum	0.00145867	0.00137982	0.00153599
Muntiacus truongsonensis	0.00139217	0.00132108	0.00147115
Muntiacus vaginalis	0.00019313	0.00016604	0.00022087
Muntiacus vuquangensis	0.01240533	0.01211806	0.01270997
Murexia habbema	0.00019200	0.00016435	0.00021923
Murexia longicaudata	0.00021680	0.00018834	0.00024636
Murexia melanurus	0.00020352	0.00017771	0.00023312
Murexia naso	0.00021947	0.00019132	0.00024991
Murexia rothschildi	0.00106815	0.00100484	0.00113366
Muriculus imberbis	0.00019931	0.00017141	0.00022688
Murina aenea	0.00189947	0.00180842	0.00198549
Murina aurata	0.00016081	0.00013615	0.00018510
Murina balaensis	0.01707524	0.01669468	0.01744189
Murina bicolor	0.00018417	0.00015802	0.00021074
Murina cyclotis	0.00014972	0.00012557	0.00017327
Murina florium	0.00016488	0.00014105	0.00019107
Murina fusca	0.00165180	0.00157156	0.00173626
Murina gracilis	0.00019453	0.00016814	0.00022301
Murina harrisoni	0.00018534	0.00015858	0.00021139
Murina hilgendorfi	0.00015891	0.00013407	0.00018320
Murina huttoni	0.00015077	0.00012810	0.00017629
Murina jaintiana	0.00181646	0.00172902	0.00190442
Murina leucogaster	0.00016466	0.00013956	0.00018976
Murina pluvialis	0.00182227	0.00173955	0.00191343
Murina puta	0.00013577	0.00011296	0.00015864
Murina recondita	0.00017099	0.00014675	0.00019750
Murina rozendaali	0.00192568	0.00183422	0.00201448
Murina ryukyuana	0.00491251	0.00476844	0.00507396
Murina suilla	0.00017198	0.00014666	0.00019794
Murina tenebrosa	0.01562224	0.01525384	0.01596370
Murina tubinaris	0.00168594	0.00159994	0.00176911
Murina ussuriensis	0.00018203	0.00015713	0.00020960
Mus baoulei	0.00020741	0.00017952	0.00023613
Mus booduga	0.00019741	0.00016998	0.00022500
Mus bufo	0.00020343	0.00017479	0.00023054
Mus callewaerti	0.00206949	0.00197521	0.00216591
Mus caroli	0.00021254	0.00018432	0.00024077
Mus cervicolor	0.00018391	0.00015748	0.00021147
Mus cookii	0.00018510	0.00015843	0.00021207
Mus crociduroides	0.00208271	0.00198984	0.00217668
Mus cypriacus	0.00019422	0.00016796	0.00022255
Mus famulus	0.00627051	0.00608932	0.00644969
Mus fernandoni	0.00633843	0.00615775	0.00651995
Mus fragilicauda	0.00020327	0.00017594	0.00023142
Mus goundae	0.00204141	0.00194736	0.00213356
Mus haussa	0.00019241	0.00016611	0.00022082
Mus indutus	0.00019738	0.00017108	0.00022632
Mus macedonicus	0.00019463	0.00016813	0.00022193
Mus mahomet	0.00018429	0.00015861	0.00021207
Mus mattheyi	0.00022260	0.00019297	0.00025183
Mus mayori	0.00228527	0.00218611	0.00238286
Mus minutoides	0.00021653	0.00018601	0.00024396
Mus musculoides	0.00020719	0.00017860	0.00023467
Mus musculus	0.00021879	0.00019039	0.00024804
Mus neavei	0.00202765	0.00193937	0.00212388
Mus oubanguii	0.00206233	0.00196670	0.00215347
Mus pahari	0.00020855	0.00017972	0.00023570
Mus phillipsi	0.00020355	0.00017640	0.00023253
Mus platythrix	0.00020857	0.00018186	0.00023796
Mus saxicola	0.00019205	0.00016494	0.00021937
Mus setulosus	0.00017808	0.00015236	0.00020446
Mus setzeri	0.00018878	0.00016270	0.00021641
Mus shortridgei	0.00021854	0.00019084	0.00024836
Mus sorella	0.00021953	0.00019079	0.00025010
Mus spicilegus	0.00020156	0.00017521	0.00022965
Mus spretus	0.00020375	0.00017614	0.00023262
Mus tenellus	0.00017577	0.00015021	0.00020237
Mus terricolor	0.00019245	0.00016545	0.00021918
Mus triton	0.00016512	0.00014041	0.00019094
Mus vulcani	0.00018697	0.00015938	0.00021364
Muscardinus avellanarius	0.00020423	0.00017623	0.00023301
Musonycteris harrisoni	0.00204338	0.00195032	0.00213418
Musseromys anacuao	0.00182041	0.00172848	0.00190264
Musseromys beneficus	0.00174071	0.00165394	0.00182688
Musseromys gulantang	0.00178584	0.00169798	0.00187289
Musseromys inopinatus	0.00179588	0.00171185	0.00188427
Mustela africana	0.00017615	0.00015104	0.00020328
Mustela altaica	0.00092446	0.00086296	0.00098600
Mustela erminea	0.00021969	0.00019161	0.00024846
Mustela eversmanii	0.00020841	0.00018147	0.00023691
Mustela felipei	0.00182396	0.00173501	0.00190914
Mustela frenata	0.00020479	0.00017577	0.00023214
Mustela itatsi	0.00088608	0.00082960	0.00094758
Mustela kathiah	0.00019235	0.00016468	0.00021931
Mustela lutreola	0.02311666	0.02260883	0.02360425
Mustela lutreolina	0.00019222	0.00016519	0.00022017
Mustela nigripes	0.00602030	0.00584394	0.00619558
Mustela nivalis	0.00022359	0.00019463	0.00025254
Mustela nudipes	0.00013781	0.00011479	0.00016079
Mustela putorius	0.00018097	0.00015467	0.00020733
Mustela russelliana	0.00182463	0.00173938	0.00191302
Mustela sibirica	0.00019562	0.00016916	0.00022302
Mustela strigidorsa	0.00014464	0.00012021	0.00016786
Mustela subpalmata	0.00015958	0.00013501	0.00018508
Mustela tonkinensis	0.00179989	0.00171281	0.00188841
Mydaus javanensis	0.00020951	0.00018224	0.00023846
Mydaus marchei	0.00012581	0.00010492	0.00014845
Mylomys dybowskii	0.00020324	0.00017557	0.00023100
Mylomys rex	0.00199201	0.00190292	0.00208991
Myocastor coypus	0.00019421	0.00016704	0.00022177
Myodes andersoni	0.00020930	0.00018103	0.00023760
Myodes californicus	0.00018891	0.00016181	0.00021529
Myodes centralis	0.00020519	0.00017664	0.00023311
Myodes gapperi	0.00020507	0.00017771	0.00023359
Myodes glareolus	0.00018948	0.00016253	0.00021618
Myodes regulus	0.00021654	0.00018734	0.00024472
Myodes rex	0.00020838	0.00017960	0.00023679
Myodes rufocanus	0.00016882	0.00014308	0.00019370
Myodes rutilus	0.00018616	0.00015904	0.00021273
Myodes shanseius	0.00021846	0.00019070	0.00024754
Myodes smithii	0.00016693	0.00014141	0.00019171
Myoictis leucura	0.00204503	0.00195187	0.00213647
Myoictis melas	0.00020731	0.00017796	0.00023418
Myoictis wallacei	0.00017701	0.00015086	0.00020344
Myoictis wavicus	0.00201727	0.00192903	0.00211275
Myomimus personatus	0.00209023	0.00199576	0.00218360
Myomimus roachi	0.00229382	0.00219913	0.00239725
Myomimus setzeri	0.00201420	0.00192489	0.00210790
Myomyscus angolensis	0.00019737	0.00016931	0.00022456
Myomyscus brockmani	0.00021762	0.00018867	0.00024697
Myomyscus verreauxii	0.00021047	0.00018201	0.00023859
Myomyscus yemeni	0.00188734	0.00179847	0.00197865
Myonycteris brachycephala	0.00565858	0.00549042	0.00583108
Myonycteris leptodon	0.00016791	0.00014237	0.00019287
Myonycteris relicta	0.00017269	0.00014795	0.00019965
Myonycteris torquata	0.00017578	0.00015009	0.00020246
Myoprocta acouchy	0.00017493	0.00014913	0.00020092
Myoprocta pratti	0.00018228	0.00015565	0.00020896
Myopterus daubentonii	0.00164309	0.00156119	0.00172712
Myopterus whitleyi	0.00014982	0.00012693	0.00017465
Myopus schisticolor	0.00020042	0.00017261	0.00022788
Myosciurus pumilio	0.00021441	0.00018594	0.00024308
Myosorex babaulti	0.00019864	0.00016986	0.00022491
Myosorex blarina	0.00629549	0.00610995	0.00647074
Myosorex bururiensis	0.00236977	0.00226905	0.00247082
Myosorex cafer	0.00020454	0.00017666	0.00023133
Myosorex eisentrauti	0.02266045	0.02219544	0.02315328
Myosorex geata	0.00618800	0.00600376	0.00636093
Myosorex gnoskei	0.00609360	0.00592603	0.00627929
Myosorex jejei	0.00242916	0.00233037	0.00253019
Myosorex kabogoensis	0.00182886	0.00174103	0.00191549
Myosorex kihaulei	0.00609254	0.00591245	0.00627255
Myosorex longicaudatus	0.00219752	0.00210076	0.00229474
Myosorex okuensis	0.00231054	0.00221367	0.00241087
Myosorex rumpii	0.00617065	0.00599334	0.00634669
Myosorex schalleri	0.00210971	0.00202115	0.00220702
Myosorex sclateri	0.00102927	0.00096532	0.00109324
Myosorex tenuis	0.00204792	0.00195360	0.00213939
Myosorex varius	0.00021265	0.00018499	0.00024172
Myosorex zinki	0.00019130	0.00016462	0.00021917
Myospalax aspalax	0.00019636	0.00016804	0.00022345
Myospalax myospalax	0.00022296	0.00019373	0.00025282
Myospalax psilurus	0.00018496	0.00015911	0.00021280
Myotis adversus	0.00011559	0.00009561	0.00013701
Myotis aelleni	0.00167030	0.00158298	0.00175228
Myotis albescens	0.00017607	0.00015017	0.00020156
Myotis alcathoe	0.00159358	0.00151373	0.00167855
Myotis altarium	0.00013859	0.00011601	0.00016193
Myotis anjouanensis	0.00148980	0.00141224	0.00156881
Myotis annamiticus	0.00155385	0.00147503	0.00163460
Myotis annectans	0.00014634	0.00012265	0.00017055
Myotis atacamensis	0.00545312	0.00528993	0.00562380
Myotis ater	0.00014988	0.00012699	0.00017508
Myotis aurascens	0.00012361	0.00010196	0.00014497
Myotis auriculus	0.00017895	0.00015248	0.00020488
Myotis australis	0.00141846	0.00134314	0.00149229
Myotis austroriparius	0.00018389	0.00015764	0.00021117
Myotis bechsteinii	0.00068844	0.00063702	0.00073931
Myotis blythii	0.00013531	0.00011274	0.00015742
Myotis bocagii	0.00013544	0.00011361	0.00015935
Myotis bombinus	0.00074289	0.00068815	0.00079710
Myotis borneoensis	0.00176556	0.00167962	0.00185090
Myotis brandtii	0.00019946	0.00017231	0.00022816
Myotis bucharensis	0.00129093	0.00121456	0.00136096
Myotis californicus	0.00015468	0.00013075	0.00017919
Myotis capaccinii	0.00170331	0.00162602	0.00179086
Myotis chiloensis	0.00019298	0.00016466	0.00022070
Myotis chinensis	0.00011855	0.00009811	0.00014038
Myotis ciliolabrum	0.00014155	0.00011790	0.00016470
Myotis cobanensis	0.00170999	0.00162870	0.00179510
Myotis csorbai	0.00152414	0.00144376	0.00160147
Myotis dasycneme	0.00072216	0.00066836	0.00077323
Myotis daubentonii	0.00012350	0.00010207	0.00014514
Myotis davidii	0.00014690	0.00012268	0.00017067
Myotis dieteri	0.00154375	0.00146291	0.00162031
Myotis diminutus	0.00188707	0.00179565	0.00197383
Myotis dinellii	0.00017294	0.00014831	0.00019914
Myotis dominicensis	0.00222198	0.00212411	0.00231627
Myotis elegans	0.00017674	0.00014960	0.00020230
Myotis emarginatus	0.00013464	0.00011244	0.00015829
Myotis escalerai	0.00013456	0.00011187	0.00015700
Myotis evotis	0.00013286	0.00010991	0.00015538
Myotis federatus	0.00184458	0.00175544	0.00193123
Myotis fimbriatus	0.00014079	0.00011819	0.00016355
Myotis findleyi	0.00559571	0.00542220	0.00575934
Myotis formosus	0.00015377	0.00012954	0.00017787
Myotis fortidens	0.00016675	0.00014059	0.00019116
Myotis frater	0.00129067	0.00121966	0.00136449
Myotis gomantongensis	0.00012567	0.00010397	0.00014852
Myotis goudoti	0.00013884	0.00011575	0.00016126
Myotis grisescens	0.00132054	0.00124906	0.00139655
Myotis hajastanicus	0.01116315	0.01089045	0.01142798
Myotis hasseltii	0.00015268	0.00012910	0.00017746
Myotis hermani	0.00137428	0.00129716	0.00144753
Myotis horsfieldii	0.00014570	0.00012289	0.00017041
Myotis ikonnikovi	0.00013557	0.00011271	0.00015848
Myotis insularum	0.00144788	0.00137189	0.00152435
Myotis izecksohni	0.00172055	0.00163483	0.00180240
Myotis keaysi	0.00018249	0.00015653	0.00020933
Myotis keenii	0.00012856	0.00010665	0.00015078
Myotis laniger	0.00014083	0.00011792	0.00016429
Myotis lavali	0.00018082	0.00015387	0.00020670
Myotis leibii	0.00361653	0.00348942	0.00374795
Myotis levis	0.00021015	0.00018217	0.00023856
Myotis longipes	0.00142237	0.00134778	0.00150076
Myotis lucifugus	0.00270104	0.00258785	0.00280883
Myotis macrodactylus	0.00016803	0.00014186	0.00019295
Myotis macropus	0.00013048	0.00010907	0.00015370
Myotis macrotarsus	0.00013063	0.00010877	0.00015360
Myotis martiniquensis	0.00101968	0.00095704	0.00108680
Myotis melanorhinus	0.00014068	0.00011728	0.00016347
Myotis moluccarum	0.00013951	0.00011728	0.00016389
Myotis montivagus	0.00016904	0.00014397	0.00019496
Myotis morrisi	0.00144436	0.00136797	0.00152165
Myotis muricola	0.00016865	0.00014397	0.00019417
Myotis myotis	0.00013257	0.00011043	0.00015522
Myotis mystacinus	0.00012159	0.00010014	0.00014354
Myotis nattereri	0.00014867	0.00012338	0.00017190
Myotis nesopolus	0.00019765	0.00017130	0.00022632
Myotis nigricans	0.00018511	0.00015947	0.00021262
Myotis nipalensis	0.00012450	0.00010271	0.00014647
Myotis nyctor	0.00213982	0.00204778	0.00223752
Myotis occultus	0.00010437	0.00008526	0.00012451
