year	LC	NT	VU	EN	CR	EX
0	3731	427	652	643	263	0
1	3735	423	650	642	257	9
2	3740	419	649	640	250	18
3	3745	416	647	638	244	27
4	3749	413	645	636	238	35
5	3753	410	643	634	232	44
6	3757	406	642	631	227	52
7	3761	403	640	629	222	61
8	3765	400	638	627	216	69
9	3769	397	636	624	211	78
10	3773	394	634	622	207	86
11	3777	392	632	619	202	94
12	3781	389	631	616	197	102
13	3784	386	629	614	193	110
14	3788	384	627	611	189	118
15	3791	381	625	608	185	126
16	3795	379	623	605	181	134
17	3798	377	621	602	177	141
18	3801	374	619	599	173	149
19	3804	372	617	596	170	157
20	3807	370	615	593	166	164
21	3810	368	613	590	163	172
22	3813	365	611	587	160	179
23	3816	363	609	584	157	187
24	3819	361	607	581	154	194
25	3822	359	605	578	151	201
26	3824	357	602	575	148	209
27	3827	356	600	572	145	216
28	3830	354	598	569	143	223
29	3832	352	596	566	140	230
30	3834	350	594	563	138	237
31	3837	349	592	559	135	244
32	3839	347	590	556	133	251
33	3841	345	588	553	131	258
34	3843	344	586	550	128	265
35	3845	342	583	547	126	272
36	3847	341	581	544	124	279
37	3849	339	579	541	122	285
38	3851	338	577	538	120	292
39	3853	336	575	534	118	299
40	3855	335	573	531	116	305
41	3857	333	571	528	115	312
42	3859	332	569	525	113	318
43	3860	330	567	522	111	325
44	3862	329	565	519	109	331
45	3864	328	563	516	108	338
46	3865	327	561	513	106	344
47	3867	325	559	510	105	351
48	3868	324	557	507	103	357
49	3869	323	555	504	102	363
50	3871	322	553	501	101	369
51	3872	320	551	498	99	376
52	3873	319	549	495	98	382
53	3875	318	546	492	97	388
54	3876	317	544	489	95	394
55	3877	316	542	486	94	400
56	3878	315	540	483	93	406
57	3879	314	539	481	92	412
58	3880	313	537	478	91	419
59	3881	312	535	475	89	425
60	3882	311	533	472	88	430
61	3883	310	531	469	87	436
62	3884	309	529	466	86	442
63	3884	308	527	464	85	448
64	3885	307	525	461	84	454
65	3886	306	523	458	83	460
66	3887	305	521	456	82	466
67	3887	304	519	453	81	471
68	3888	303	517	450	81	477
69	3888	302	515	448	80	483
70	3889	301	513	445	79	489
71	3890	300	511	442	78	494
72	3890	299	510	440	77	500
73	3890	299	508	437	76	506
74	3891	298	506	435	76	511
75	3891	297	504	432	75	517
76	3891	296	502	430	74	522
77	3892	295	500	427	74	528
78	3892	294	498	425	73	533
79	3892	294	497	422	72	539
80	3893	293	495	420	71	544
81	3893	292	493	417	71	550
82	3893	291	491	415	70	555
83	3893	291	490	413	70	561
84	3893	290	488	410	69	566
85	3893	289	486	408	68	571
86	3893	288	484	406	68	577
87	3893	288	483	404	67	582
88	3893	287	481	401	67	587
89	3893	286	479	399	66	592
90	3893	286	477	397	65	598
91	3893	285	476	395	65	603
92	3893	284	474	393	64	608
93	3893	283	472	390	64	613
94	3893	283	471	388	63	618
95	3892	282	469	386	63	623
96	3892	281	467	384	62	629
97	3892	281	466	382	62	634
98	3892	280	464	380	61	639
99	3891	280	463	378	61	644
100	3891	279	461	376	60	649
