species	simulated_ext_prob_in_100_years
Coendou speratus	0.41580000
Coendou spinosus	0.01470000
Coendou vestitus	0.14510000
Coleura afra	0.02120000
Coleura kibomalandy	0.16810000
Coleura seychellensis	0.80590000
Colobus angolensis	0.00890000
Colobus guereza	0.01120000
Colobus polykomos	0.09490000
Colobus satanas	0.10990000
Colobus vellerosus	0.42890000
Colomys goslingi	0.01810000
Condylura cristata	0.01880000
Conepatus chinga	0.02220000
Conepatus humboldtii	0.02080000
Conepatus leuconotus	0.02050000
Conepatus semistriatus	0.01770000
Congosorex phillipsorum	0.84020000
Congosorex polli	0.17960000
Congosorex verheyeni	0.02300000
Conilurus penicillatus	0.20730000
Connochaetes gnou	0.01420000
Connochaetes taurinus	0.01210000
Cormura brevirostris	0.02060000
Corynorhinus mexicanus	0.09210000
Corynorhinus rafinesquii	0.02100000
Corynorhinus townsendii	0.01750000
Craseonycteris thonglongyai	0.09380000
Crateromys australis	0.17890000
Crateromys heaneyi	0.46480000
Crateromys paulus	0.18000000
Crateromys schadenbergi	0.44760000
Cratogeomys castanops	0.01950000
Cratogeomys fulvescens	0.01820000
Cratogeomys fumosus	0.02090000
Cratogeomys goldmani	0.01910000
Cratogeomys merriami	0.01900000
Cratogeomys perotensis	0.02090000
Cratogeomys planiceps	0.01720000
Cremnomys cutchicus	0.02120000
Cremnomys elvira	0.84420000
Cricetomys ansorgei	0.02090000
Cricetomys emini	0.02160000
Cricetomys gambianus	0.02020000
Cricetulus alticola	0.02040000
Cricetulus barabensis	0.02250000
Cricetulus kamensis	0.01940000
Cricetulus lama	0.01810000
Cricetulus longicaudatus	0.01890000
Cricetulus migratorius	0.01960000
Cricetulus sokolovi	0.02270000
Cricetulus tibetanus	0.02290000
Cricetus cricetus	0.02100000
Crocidura absconditus	0.16740000
Crocidura afeworkbekelei	0.16610000
Crocidura aleksandrisi	0.02080000
Crocidura allex	0.21640000
Crocidura andamanensis	0.83760000
Crocidura annamitensis	0.16620000
Crocidura ansellorum	0.46180000
Crocidura arabica	0.02220000
Crocidura arispa	0.01910000
Crocidura armenica	0.18060000
Crocidura attenuata	0.01970000
Crocidura attila	0.02230000
Crocidura baileyi	0.02070000
Crocidura baluensis	0.01970000
Crocidura batakorum	0.16230000
Crocidura batesi	0.02230000
Crocidura beatus	0.02020000
Crocidura beccarii	0.01920000
Crocidura bottegi	0.18040000
Crocidura bottegoides	0.45870000
Crocidura brunnea	0.02020000
Crocidura buettikoferi	0.10310000
Crocidura caliginea	0.02130000
Crocidura canariensis	0.46180000
Crocidura caspica	0.18300000
Crocidura cinderella	0.02180000
Crocidura congobelgica	0.02260000
Crocidura cranbrooki	0.16350000
Crocidura crenata	0.02210000
Crocidura crossei	0.01770000
Crocidura cyanea	0.02000000
Crocidura denti	0.02100000
Crocidura desperata	0.20930000
Crocidura dhofarensis	0.18250000
Crocidura dolichura	0.02160000
Crocidura douceti	0.01980000
Crocidura dsinezumi	0.01860000
Crocidura eburnea	0.01990000
Crocidura eisentrauti	0.20750000
Crocidura elgonius	0.01910000
Crocidura elongata	0.01960000
Crocidura erica	0.18050000
Crocidura fingui	0.16570000
Crocidura fischeri	0.19010000
Crocidura flavescens	0.02120000
Crocidura floweri	0.18650000
Crocidura foetida	0.01920000
Crocidura foxi	0.02300000
Crocidura fuliginosa	0.01940000
Crocidura fulvastra	0.02090000
Crocidura fumosa	0.01740000
Crocidura fuscomurina	0.02050000
Crocidura gathornei	0.16150000
Crocidura glassi	0.10030000
Crocidura gmelini	0.02070000
Crocidura goliath	0.01850000
Crocidura gracilipes	0.17520000
Crocidura grandiceps	0.09950000
Crocidura grandis	0.18950000
Crocidura grassei	0.02230000
Crocidura grayi	0.01910000
Crocidura greenwoodi	0.01900000
Crocidura guy	0.16500000
Crocidura harenna	0.83700000
Crocidura hikmiya	0.46030000
Crocidura hildegardeae	0.02020000
Crocidura hilliana	0.18550000
Crocidura hirta	0.01970000
Crocidura hispida	0.21570000
Crocidura horsfieldii	0.18380000
Crocidura hutanis	0.01950000
Crocidura indochinensis	0.01990000
Crocidura jacksoni	0.02070000
Crocidura jenkinsi	0.84520000
Crocidura jouvenetae	0.01890000
Crocidura katinka	0.18640000
Crocidura kivuana	0.09960000
Crocidura lamottei	0.02140000
Crocidura lanosa	0.21270000
Crocidura lasiura	0.02030000
Crocidura latona	0.01920000
Crocidura lea	0.02200000
Crocidura lepidura	0.02050000
Crocidura leucodon	0.01890000
Crocidura levicula	0.01950000
Crocidura littoralis	0.02020000
Crocidura longipes	0.17880000
Crocidura lucina	0.21050000
Crocidura ludia	0.01950000
Crocidura luna	0.01850000
Crocidura lusitania	0.02150000
Crocidura lwiroensis	0.15900000
Crocidura macarthuri	0.02180000
Crocidura macmillani	0.09530000
Crocidura macowi	0.18170000
Crocidura malayana	0.02070000
Crocidura manengubae	0.20700000
Crocidura maquassiensis	0.02090000
Crocidura mariquensis	0.02150000
Crocidura maurisca	0.02260000
Crocidura maxi	0.01980000
Crocidura mdumai	0.40460000
Crocidura mindorus	0.17590000
Crocidura miya	0.46350000
Crocidura monax	0.18460000
Crocidura monticola	0.02160000
Crocidura montis	0.02100000
Crocidura munissii	0.01890000
Crocidura muricauda	0.02240000
Crocidura musseri	0.17490000
Crocidura mutesae	0.18630000
Crocidura nana	0.17780000
Crocidura nanilla	0.01980000
Crocidura negligens	0.02130000
Crocidura negrina	0.45760000
Crocidura newmarki	0.09120000
Crocidura nicobarica	0.83680000
Crocidura nigeriae	0.02120000
Crocidura nigricans	0.01790000
Crocidura nigripes	0.01990000
Crocidura nigrofusca	0.02320000
Crocidura nimbae	0.10120000
Crocidura ninoyi	0.16350000
Crocidura niobe	0.01930000
Crocidura obscurior	0.01940000
Crocidura olivieri	0.02170000
Crocidura orientalis	0.02170000
Crocidura orii	0.47170000
Crocidura pachyura	0.02020000
Crocidura palawanensis	0.02000000
Crocidura panayensis	0.16510000
Crocidura paradoxura	0.01840000
Crocidura parvipes	0.02060000
Crocidura pasha	0.02020000
Crocidura pergrisea	0.18250000
Crocidura phaeura	0.45740000
Crocidura phanluongi	0.02090000
Crocidura phuquocensis	0.17990000
Crocidura picea	0.45920000
Crocidura pitmani	0.18550000
Crocidura planiceps	0.18120000
Crocidura poensis	0.02050000
Crocidura polia	0.18700000
Crocidura pullata	0.18890000
Crocidura raineyi	0.18120000
Crocidura ramona	0.02200000
Crocidura rapax	0.18120000
Crocidura religiosa	0.17220000
Crocidura rhoditis	0.01930000
Crocidura roosevelti	0.02310000
Crocidura russula	0.02010000
Crocidura sapaensis	0.16280000
Crocidura selina	0.17980000
Crocidura serezkyensis	0.01880000
Crocidura shantungensis	0.02290000
Crocidura sibirica	0.01870000
Crocidura sicula	0.02010000
Crocidura silacea	0.01820000
Crocidura smithii	0.02280000
Crocidura sokolovi	0.18310000
Crocidura somalica	0.01830000
Crocidura stenocephala	0.45910000
Crocidura suaveolens	0.02420000
Crocidura susiana	0.18150000
Crocidura tanakae	0.02060000
Crocidura tansaniana	0.10010000
Crocidura tarella	0.46160000
Crocidura tarfayensis	0.18310000
Crocidura telfordi	0.20590000
Crocidura tenuis	0.17970000
Crocidura thalia	0.02000000
Crocidura theresae	0.01930000
Crocidura thomensis	0.46590000
Crocidura trichura	0.83930000
Crocidura turba	0.02190000
Crocidura ultima	0.18260000
Crocidura umbra	0.09120000
Crocidura usambarae	0.20850000
Crocidura viaria	0.02000000
Crocidura virgata	0.02170000
Crocidura voi	0.01940000
Crocidura vorax	0.01790000
Crocidura vosmaeri	0.17510000
Crocidura watasei	0.01920000
Crocidura whitakeri	0.02160000
Crocidura wimmeri	0.84720000
Crocidura wuchihensis	0.18280000
Crocidura xantippe	0.01970000
Crocidura yaldeni	0.16520000
Crocidura yankariensis	0.02110000
Crocidura zaitsevi	0.17720000
Crocidura zaphiri	0.18350000
Crocidura zarudnyi	0.02030000
Crocidura zimmeri	0.18370000
Crocidura zimmermanni	0.46870000
Crocuta crocuta	0.00820000
Crossarchus alexandri	0.01590000
Crossarchus ansorgei	0.02070000
Crossarchus obscurus	0.01730000
Crossarchus platycephalus	0.01940000
Crossomys moncktoni	0.02090000
Crunomys celebensis	0.17650000
Crunomys fallax	0.17940000
Crunomys melanius	0.01930000
Crunomys suncoides	0.17980000
Cryptochloris wintoni	0.79450000
Cryptochloris zyli	0.43460000
Cryptomys hottentotus	0.01960000
Cryptomys mahali	0.16190000
Cryptomys natalensis	0.01640000
Cryptomys pretoriae	0.01810000
Cryptonanus agricolai	0.17970000
Cryptonanus chacoensis	0.02220000
Cryptonanus guahybae	0.18090000
Cryptonanus unduaviensis	0.18100000
Cryptoprocta ferox	0.13200000
Cryptotis alticola	0.18200000
Cryptotis aroensis	0.41680000
Cryptotis brachyonyx	0.17870000
Cryptotis cavatorculus	0.16380000
Cryptotis celaque	0.17290000
Cryptotis colombiana	0.02020000
Cryptotis endersi	0.46430000
Cryptotis equatoris	0.02460000
Cryptotis goldmani	0.01950000
Cryptotis goodwini	0.02050000
Cryptotis gracilis	0.20460000
Cryptotis griseoventris	0.46680000
Cryptotis hondurensis	0.18470000
Cryptotis lacertosus	0.17570000
Cryptotis magna	0.21260000
Cryptotis mam	0.15850000
Cryptotis mayensis	0.01710000
Cryptotis mccarthyi	0.16610000
Cryptotis medellinia	0.01970000
Cryptotis meridensis	0.21020000
Cryptotis merriami	0.02050000
Cryptotis merus	0.41500000
Cryptotis mexicana	0.02030000
Cryptotis montivaga	0.02090000
Cryptotis nelsoni	0.84190000
Cryptotis niausia	0.12020000
Cryptotis nigrescens	0.01830000
Cryptotis obscura	0.02120000
Cryptotis orophila	0.17500000
Cryptotis parva	0.02130000
Cryptotis peregrina	0.17880000
Cryptotis perijensis	0.16720000
Cryptotis peruviensis	0.18210000
Cryptotis phillipsii	0.21200000
Cryptotis squamipes	0.02220000
Cryptotis tamensis	0.01940000
Cryptotis thomasi	0.01920000
Cryptotis tropicalis	0.17600000
Cryptotis venezuelensis	0.16840000
Ctenodactylus gundi	0.02010000
Ctenodactylus vali	0.17810000
Ctenomys argentinus	0.09640000
Ctenomys australis	0.45190000
Ctenomys azarae	0.45500000
Ctenomys bergi	0.45400000
Ctenomys boliviensis	0.01970000
Ctenomys bonettoi	0.45550000
Ctenomys brasiliensis	0.18280000
Ctenomys colburni	0.17810000
Ctenomys coludo	0.18050000
Ctenomys conoveri	0.02140000
Ctenomys coyhaiquensis	0.18340000
Ctenomys dorbignyi	0.10000000
Ctenomys dorsalis	0.18410000
Ctenomys emilianus	0.02170000
Ctenomys famosus	0.17720000
Ctenomys flamarioni	0.46560000
Ctenomys fochi	0.17170000
Ctenomys fodax	0.17570000
Ctenomys frater	0.01860000
Ctenomys fulvus	0.17220000
Ctenomys goodfellowi	0.02100000
Ctenomys haigi	0.02010000
Ctenomys johannis	0.18020000
Ctenomys juris	0.17610000
Ctenomys knighti	0.17860000
Ctenomys lami	0.20840000
Ctenomys latro	0.45660000
Ctenomys leucodon	0.01810000
Ctenomys lewisi	0.02090000
Ctenomys magellanicus	0.01920000
Ctenomys maulinus	0.02020000
Ctenomys mendocinus	0.01990000
Ctenomys minutus	0.18010000
Ctenomys occultus	0.45230000
Ctenomys opimus	0.02060000
Ctenomys osvaldoreigi	0.83460000
Ctenomys pearsoni	0.09570000
Ctenomys perrensi	0.01910000
Ctenomys peruanus	0.01810000
Ctenomys pilarensis	0.45870000
Ctenomys pontifex	0.17590000
Ctenomys porteousi	0.09880000
Ctenomys pundti	0.46830000
Ctenomys rionegrensis	0.45090000
Ctenomys roigi	0.83360000
Ctenomys saltarius	0.18050000
Ctenomys scagliai	0.18040000
Ctenomys sericeus	0.18530000
Ctenomys sociabilis	0.82840000
Ctenomys steinbachi	0.01830000
Ctenomys talarum	0.01950000
Ctenomys torquatus	0.02010000
Ctenomys tuconax	0.18300000
Ctenomys tucumanus	0.18030000
Ctenomys tulduco	0.17950000
Ctenomys validus	0.17360000
Ctenomys viperinus	0.18120000
Ctenomys yolandae	0.18190000
Cuniculus paca	0.01570000
Cuniculus taczanowskii	0.08520000
Cuon alpinus	0.37280000
Cuscomys ashaninka	0.17670000
Cuscomys oblativa	0.17630000
Cyclopes didactylus	0.14800000
Cynictis penicillata	0.01780000
Cynocephalus volans	0.01470000
Cynogale bennettii	0.46590000
Cynomops abrasus	0.13830000
Cynomops greenhalli	0.01760000
Cynomops mexicanus	0.01660000
Cynomops milleri	0.01530000
Cynomops paranus	0.14870000
Cynomops planirostris	0.01620000
Cynomys gunnisoni	0.01910000
Cynomys leucurus	0.02160000
Cynomys ludovicianus	0.01810000
Cynomys mexicanus	0.43250000
Cynomys parvidens	0.43880000
Cynopterus brachyotis	0.02030000
Cynopterus horsfieldii	0.01970000
Cynopterus luzoniensis	0.02100000
Cynopterus minutus	0.01890000
Cynopterus nusatenggara	0.01910000
Cynopterus sphinx	0.01950000
Cynopterus titthaecheilus	0.01800000
Cystophora cristata	0.10770000
Cyttarops alecto	0.02090000
Dacnomys millardi	0.18490000
Dactylomys boliviensis	0.01810000
Dactylomys dactylinus	0.02070000
Dactylomys peruanus	0.18550000
Dactylonax palpator	0.01630000
Dactylopsila megalura	0.01750000
Dactylopsila tatei	0.41150000
Dactylopsila trivirgata	0.01730000
Dama dama	0.01200000
Dama mesopotamica	0.30870000
Damaliscus lunatus	0.01520000
Damaliscus pygargus	0.01130000
Dasycercus blythi	0.02010000
Dasycercus cristicauda	0.10580000
Dasykaluta rosamondae	0.01870000
Dasymys foxi	0.18190000
Dasymys incomtus	0.02000000
Dasymys montanus	0.46200000
Dasymys nudipes	0.18540000
Dasymys rufulus	0.02240000
Dasyprocta azarae	0.16140000
Dasyprocta coibae	0.08820000
Dasyprocta croconota	0.15780000
Dasyprocta fuliginosa	0.01910000
Dasyprocta guamara	0.08900000
Dasyprocta iacki	0.15770000
Dasyprocta kalinowskii	0.16910000
Dasyprocta leporina	0.01540000
Dasyprocta mexicana	0.74250000
Dasyprocta prymnolopha	0.01640000
Dasyprocta punctata	0.01630000
Dasyprocta ruatanica	0.39250000
Dasyprocta variegata	0.15660000
Dasypus hybridus	0.08270000
Dasypus kappleri	0.01550000
Dasypus novemcinctus	0.01380000
Dasypus pilosus	0.14120000
Dasypus sabanicola	0.08610000
Dasypus septemcinctus	0.01720000
Dasypus yepesi	0.14800000
Dasyuroides byrnei	0.20670000
Dasyurus albopunctatus	0.09900000
Dasyurus geoffroii	0.10620000
Dasyurus hallucatus	0.46660000
Dasyurus maculatus	0.10200000
Dasyurus spartacus	0.10460000
Dasyurus viverrinus	0.46290000
Daubentonia madagascariensis	0.25670000
Delanymys brooksi	0.21340000
Delomys collinus	0.02150000
Delomys dorsalis	0.02220000
Delomys sublineatus	0.02120000
Delphinapterus leucas	0.40870000
Delphinus capensis	0.08600000
Delphinus delphis	0.01000000
Deltamys kempi	0.02030000
Dendrogale melanura	0.17000000
Dendrogale murina	0.01900000
Dendrohyrax arboreus	0.01470000
Dendrohyrax dorsalis	0.01780000
Dendrohyrax validus	0.08220000
Dendrolagus bennettianus	0.07630000
Dendrolagus dorianus	0.16420000
Dendrolagus goodfellowi	0.31960000
Dendrolagus inustus	0.16450000
Dendrolagus lumholtzi	0.08330000
Dendrolagus matschiei	0.26030000
Dendrolagus mayri	0.68190000
Dendrolagus mbaiso	0.32780000
Dendrolagus notatus	0.36590000
Dendrolagus pulcherrimus	0.66300000
Dendrolagus scottae	0.69630000
Dendrolagus spadix	0.15490000
Dendrolagus stellarum	0.15840000
Dendrolagus ursinus	0.16440000
Dendromus insignis	0.01700000
Dendromus kahuziensis	0.84130000
Dendromus kivu	0.02110000
Dendromus lachaisei	0.17880000
Dendromus lovati	0.02190000
Dendromus melanotis	0.01870000
Dendromus mesomelas	0.02150000
Dendromus messorius	0.01920000
Dendromus mystacalis	0.02030000
Dendromus nyikae	0.01920000
Dendromus oreas	0.02210000
Dendromus ruppi	0.17860000
Dendromus vernayi	0.18390000
Dendroprionomys rousseloti	0.18020000
Deomys ferrugineus	0.01980000
Dephomys defua	0.02100000
Dermanura anderseni	0.01490000
Dermanura azteca	0.01850000
Dermanura bogotensis	0.01740000
Dermanura cinerea	0.01840000
Dermanura glauca	0.01750000
Dermanura gnoma	0.01840000
Dermanura phaeotis	0.01930000
Dermanura rava	0.01880000
Dermanura rosenbergi	0.16280000
Dermanura tolteca	0.01950000
Dermanura watsoni	0.01660000
Desmana moschata	0.44500000
Desmodilliscus braueri	0.02100000
Desmodillus auricularis	0.02150000
Desmodus rotundus	0.01230000
Desmomys harringtoni	0.01850000
Desmomys yaldeni	0.21070000
Diaemus youngi	0.01440000
Dicerorhinus sumatrensis	0.42670000
Diceros bicornis	0.37740000
Diclidurus albus	0.01730000
Diclidurus ingens	0.15590000
Diclidurus isabella	0.01720000
Diclidurus scutatus	0.01530000
Dicrostonyx groenlandicus	0.02010000
Dicrostonyx hudsonius	0.01890000
Dicrostonyx nelsoni	0.02320000
Dicrostonyx nunatakensis	0.01980000
Dicrostonyx richardsoni	0.02420000
Dicrostonyx torquatus	0.02220000
Dicrostonyx unalascensis	0.17830000
Dicrostonyx vinogradovi	0.18310000
Didelphis albiventris	0.01940000
Didelphis aurita	0.02090000
Didelphis imperfecta	0.02040000
Didelphis marsupialis	0.02290000
Didelphis pernigra	0.02100000
Didelphis virginiana	0.02180000
Dinaromys bogdanovi	0.21820000
Dinomys branickii	0.01770000
Diomys crumpi	0.18180000
Diphylla ecaudata	0.01630000
Diplogale hosei	0.13390000
Diplomesodon pulchellum	0.01940000
Diplomys caniceps	0.16800000
Diplomys labilis	0.01810000
Diplothrix legata	0.45810000
Dipodomys agilis	0.02450000
Dipodomys californicus	0.01970000
Dipodomys compactus	0.01980000
Dipodomys deserti	0.01880000
Dipodomys elator	0.20780000
Dipodomys gravipes	0.84190000
Dipodomys heermanni	0.02100000
Dipodomys ingens	0.45900000
Dipodomys merriami	0.01940000
Dipodomys microps	0.01930000
Dipodomys nelsoni	0.02190000
Dipodomys nitratoides	0.20820000
Dipodomys ordii	0.01870000
Dipodomys ornatus	0.01880000
Dipodomys panamintinus	0.02060000
Dipodomys phillipsii	0.02100000
Dipodomys simulans	0.02050000
Dipodomys spectabilis	0.10320000
Dipodomys stephensi	0.20620000
Dipodomys venustus	0.02170000
Dipus sagitta	0.01900000
Distoechurus pennatus	0.01840000
Dobsonia anderseni	0.01760000
Dobsonia beauforti	0.01540000
Dobsonia chapmani	0.75560000
Dobsonia crenulata	0.01400000
Dobsonia emersa	0.17540000
Dobsonia exoleta	0.01430000
Dobsonia inermis	0.01900000
Dobsonia minor	0.01840000
Dobsonia moluccensis	0.01590000
Dobsonia pannietensis	0.08650000
Dobsonia peronii	0.01730000
Dobsonia praedatrix	0.01640000
Dobsonia viridis	0.01480000
Dolichotis patagonum	0.08950000
Dolichotis salinicola	0.01900000
Dologale dybowskii	0.14060000
Dorcatragus megalotis	0.18330000
Dorcopsis atrata	0.75290000
Dorcopsis hageni	0.01790000
Dorcopsis luctuosa	0.18330000
Dorcopsis muelleri	0.01800000
Dorcopsulus macleayi	0.01850000
Dorcopsulus vanheurni	0.09500000
Dremomys everetti	0.01780000
Dremomys gularis	0.16220000
Dremomys lokriah	0.01600000
Dremomys pernyi	0.01750000
Dremomys pyrrhomerus	0.01670000
Dremomys rufigenis	0.01770000
Dromiciops gliroides	0.09980000
Dryadonycteris capixaba	0.16100000
Drymoreomys albimaculatus	0.08830000
Dryomys laniger	0.16970000
Dryomys niethammeri	0.20980000
Dryomys nitedula	0.01930000
Dugong dugon	0.27630000
Dyacopterus brooksi	0.19770000
Dyacopterus spadiceus	0.09360000
Dymecodon pilirostris	0.02030000
Echimys chrysurus	0.02080000
Echimys saturnus	0.17540000
Echimys vieirai	0.18000000
Echinops telfairi	0.01470000
Echinosorex gymnura	0.01850000
Echiothrix centrosa	0.20600000
Echiothrix leucura	0.46180000
Echymipera clara	0.02060000
Echymipera davidi	0.45840000
Echymipera echinista	0.18330000
Echymipera kalubu	0.02140000
Echymipera rufescens	0.02000000
Ectophylla alba	0.09060000
Eidolon dupreanum	0.15850000
Eidolon helvum	0.08110000
Eira barbara	0.01520000
Elaphodus cephalophus	0.06360000
Elephantulus brachyrhynchus	0.02250000
Elephantulus edwardii	0.01870000
Elephantulus fuscipes	0.17450000
Elephantulus fuscus	0.17410000
Elephantulus intufi	0.01910000
Elephantulus myurus	0.02020000
Elephantulus pilicaudus	0.17990000
Elephantulus revoilii	0.18790000
Elephantulus rozeti	0.01870000
Elephantulus rufescens	0.02130000
Elephantulus rupestris	0.01810000
Elephas maximus	0.12990000
Eligmodontia moreni	0.01790000
Eligmodontia morgani	0.01950000
Eligmodontia puerulus	0.01800000
Eligmodontia typus	0.02040000
Eliomys melanurus	0.01680000
Eliomys munbyanus	0.01910000
Eliomys quercinus	0.10260000
Eliurus antsingy	0.18660000
Eliurus carletoni	0.02070000
Eliurus danieli	0.02140000
Eliurus ellermani	0.17800000
Eliurus grandidieri	0.02170000
Eliurus majori	0.02120000
Eliurus minor	0.01850000
Eliurus myoxinus	0.02040000
Eliurus penicillatus	0.46120000
Eliurus petteri	0.45120000
Eliurus tanala	0.02210000
Eliurus webbi	0.01820000
Ellobius alaicus	0.18500000
Ellobius fuscocapillus	0.02180000
Ellobius lutescens	0.02180000
Ellobius talpinus	0.01890000
Ellobius tancrei	0.02110000
Emballonura alecto	0.02000000
Emballonura beccarii	0.01870000
Emballonura dianae	0.01910000
Emballonura furax	0.01990000
Emballonura monticola	0.01780000
Emballonura raffrayana	0.02240000
Emballonura semicaudata	0.43290000
Emballonura serii	0.20200000
Enchisthenes hartii	0.01840000
Enhydra lutris	0.24290000
Eoglaucomys fimbriatus	0.01630000
Eolagurus luteus	0.02030000
Eolagurus przewalskii	0.02110000
Eonycteris major	0.17280000
Eonycteris robusta	0.09410000
Eonycteris spelaea	0.01980000
Eospalax fontanierii	0.01880000
Eospalax rothschildi	0.01940000
Eospalax smithii	0.02220000
Eothenomys cachinus	0.01990000
Eothenomys chinensis	0.02070000
Eothenomys custos	0.02110000
Eothenomys melanogaster	0.02060000
Eothenomys miletus	0.02000000
Eothenomys olitor	0.01820000
Eothenomys proditor	0.17900000
Eothenomys wardi	0.10480000
Eozapus setchuanus	0.02150000
Episoriculus caudatus	0.02020000
Episoriculus fumidus	0.02260000
Episoriculus leucops	0.01890000
Episoriculus macrurus	0.02060000
Epixerus ebii	0.01790000
Epomophorus angolensis	0.08920000
Epomophorus anselli	0.16530000
Epomophorus crypturus	0.01780000
Epomophorus gambianus	0.01850000
Epomophorus grandis	0.16900000
Epomophorus labiatus	0.01940000
Epomophorus minimus	0.02040000
Epomophorus minor	0.01740000
Epomophorus wahlbergi	0.01780000
Epomops buettikoferi	0.01790000
Epomops dobsonii	0.01740000
Epomops franqueti	0.01790000
Eptesicus andinus	0.01720000
Eptesicus bobrinskoi	0.15560000
Eptesicus bottae	0.01640000
Eptesicus brasiliensis	0.01740000
Eptesicus chiriquinus	0.01830000
Eptesicus diminutus	0.02000000
Eptesicus dimissus	0.15870000
Eptesicus floweri	0.01690000
Eptesicus furinalis	0.01440000
Eptesicus fuscus	0.01460000
Eptesicus gobiensis	0.01840000
Eptesicus guadeloupensis	0.37740000
Eptesicus hottentotus	0.01640000
Eptesicus innoxius	0.08360000
Eptesicus isabellinus	0.01870000
Eptesicus japonensis	0.39940000
Eptesicus kobayashii	0.16530000
Eptesicus nasutus	0.10700000
Eptesicus nilssonii	0.01720000
Eptesicus pachyotis	0.01480000
Eptesicus platyops	0.14430000
Eptesicus serotinus	0.01510000
Eptesicus taddeii	0.16530000
Eptesicus tatei	0.14450000
Equus africanus	0.52680000
Equus ferus	0.29990000
Equus grevyi	0.22730000
Equus hemionus	0.05100000
Equus kiang	0.00970000
Equus quagga	0.05760000
Equus zebra	0.12040000
Eremitalpa granti	0.01970000
Eremodipus lichtensteini	0.01950000
Eremoryzomys polius	0.18110000
Erethizon dorsatum	0.01200000
Erignathus barbatus	0.00930000
Erinaceus amurensis	0.02230000
Erinaceus concolor	0.01980000
Erinaceus europaeus	0.01810000
Erinaceus roumanicus	0.01930000
Eropeplus canus	0.20250000
Erophylla bombifrons	0.01640000
Erophylla sezekorni	0.01600000
Erythrocebus patas	0.01230000
Eschrichtius robustus	0.13470000
Eubalaena australis	0.27960000
Eubalaena glacialis	0.13240000
Eubalaena japonica	0.27100000
Euchoreutes naso	0.01800000
Euderma maculatum	0.01870000
Eudiscoderma thongareeae	0.77250000
Eudiscopus denticulus	0.02010000
Eudorcas albonotata	0.01700000
Eudorcas rufifrons	0.18160000
Eudorcas rufina	0.10320000
Eudorcas thomsonii	0.01470000
Eudorcas tilonura	0.41110000
Eulemur albifrons	0.21470000
Eulemur cinereiceps	0.51990000
Eulemur collaris	0.23910000
Eulemur coronatus	0.27740000
Eulemur flavifrons	0.52940000
Eulemur fulvus	0.04780000
Eulemur macaco	0.11660000
Eulemur mongoz	0.50580000
Eulemur rubriventer	0.13080000
Eulemur rufifrons	0.05580000
Eulemur rufus	0.11430000
Eulemur sanfordi	0.23440000
Eumetopias jubatus	0.04590000
Eumops auripendulus	0.01450000
Eumops bonariensis	0.01780000
Eumops dabbenei	0.01490000
Eumops delticus	0.16570000
Eumops ferox	0.01580000
Eumops floridanus	0.16430000
Eumops glaucinus	0.01550000
Eumops hansae	0.01680000
Eumops maurus	0.15360000
Eumops nanus	0.01630000
Eumops patagonicus	0.01900000
Eumops perotis	0.01380000
Eumops trumbulli	0.01530000
Eumops underwoodi	0.01430000
Eumops wilsoni	0.14870000
Euneomys chinchilloides	0.18340000
Euneomys fossor	0.18400000
Euneomys mordax	0.02230000
Euneomys petersoni	0.01990000
Euoticus elegantulus	0.01650000
Euoticus pallidus	0.01530000
Eupetaurus cinereus	0.36210000
Euphractus sexcinctus	0.01570000
Eupleres goudotii	0.14170000
Eupleres major	0.31250000
Euroscaptor grandis	0.01720000
Euroscaptor klossi	0.02120000
Euroscaptor longirostris	0.02010000
Euroscaptor micrura	0.01990000
Euroscaptor mizura	0.01930000
Euroscaptor parvidens	0.18160000
Euroscaptor subanura	0.18130000
Euryoryzomys emmonsae	0.18080000
Euryoryzomys lamia	0.20840000
Euryoryzomys legatus	0.02240000
Euryoryzomys macconnelli	0.02390000
Euryoryzomys nitidus	0.02220000
Euryoryzomys russatus	0.01930000
Euryzygomatomys spinosus	0.02280000
Eutamias sibiricus	0.02050000
Exilisciurus concinnus	0.01960000
Exilisciurus exilis	0.17780000
Exilisciurus whiteheadi	0.02050000
Falsistrellus affinis	0.12040000
Falsistrellus mackenziei	0.08280000
Falsistrellus mordax	0.16120000
Falsistrellus petersi	0.16940000
Falsistrellus tasmaniensis	0.01730000
Felis bieti	0.15780000
Felis chaus	0.01750000
Felis margarita	0.01650000
Felis nigripes	0.18170000
Felis silvestris	0.01410000
Felovia vae	0.01800000
Feresa attenuata	0.00890000
Feroculus feroculus	0.45640000
Fossa fossana	0.15040000
Fukomys anselli	0.09930000
Fukomys bocagei	0.01920000
Fukomys damarensis	0.01850000
Fukomys darlingi	0.02010000
Fukomys foxi	0.17560000
Fukomys ilariae	0.16460000
Fukomys kafuensis	0.20300000
Fukomys mechowii	0.01750000
Fukomys ochraceocinereus	0.01610000
Fukomys vandewoestijneae	0.16600000
Fukomys zechi	0.02060000
Funambulus layardi	0.18770000
Funambulus palmarum	0.02040000
Funambulus pennantii	0.02140000
Funambulus sublineatus	0.18770000
Funambulus tristriatus	0.01930000
Funisciurus anerythrus	0.01950000
Funisciurus bayonii	0.17080000
Funisciurus carruthersi	0.01800000
Funisciurus congicus	0.02000000
Funisciurus duchaillui	0.17220000
Funisciurus isabella	0.01840000
Funisciurus lemniscatus	0.01750000
