species	simulated_ext_prob_in_100_years
Funisciurus leucogenys	0.01930000
Funisciurus pyrropus	0.01750000
Funisciurus substriatus	0.17380000
Furipterus horrens	0.01900000
Galago gallarum	0.01630000
Galago matschiei	0.01660000
Galago moholi	0.01570000
Galago senegalensis	0.01520000
Galagoides cocos	0.10430000
Galagoides demidoff	0.01740000
Galagoides granti	0.10520000
Galagoides orinus	0.11290000
Galagoides rondoensis	0.11180000
Galagoides thomasi	0.01920000
Galagoides zanzibaricus	0.11740000
Galea comes	0.18210000
Galea flavidens	0.02380000
Galea leucoblephara	0.02180000
Galea musteloides	0.18210000
Galea spixii	0.02060000
Galemys pyrenaicus	0.21330000
Galenomys garleppi	0.18090000
Galeopterus variegatus	0.01650000
Galictis cuja	0.01960000
Galictis vittata	0.01860000
Galidia elegans	0.01310000
Galidictis fasciata	0.17240000
Galidictis grandidieri	0.41020000
Gardnerycteris crenulatum	0.01630000
Gardnerycteris koepckeae	0.16700000
Gazella arabica	0.18740000
Gazella bennettii	0.01660000
Gazella cuvieri	0.16990000
Gazella dorcas	0.14210000
Gazella gazella	0.34030000
Gazella leptoceros	0.41160000
Gazella marica	0.17050000
Gazella spekei	0.41460000
Gazella subgutturosa	0.15450000
Genetta abyssinica	0.12370000
Genetta angolensis	0.01350000
Genetta bourloni	0.14330000
Genetta cristata	0.11720000
Genetta genetta	0.00890000
Genetta johnstoni	0.06000000
Genetta maculata	0.01300000
Genetta pardina	0.01060000
Genetta piscivora	0.07550000
Genetta poensis	0.11560000
Genetta servalina	0.01610000
Genetta thierryi	0.01490000
Genetta tigrina	0.01520000
Genetta victoriae	0.01150000
Geocapromys brownii	0.44720000
Geocapromys ingrahami	0.20430000
Geogale aurita	0.01720000
Geomys arenarius	0.10070000
Geomys attwateri	0.02050000
Geomys breviceps	0.02060000
Geomys bursarius	0.02350000
Geomys knoxjonesi	0.02120000
Geomys personatus	0.02170000
Geomys pinetis	0.02080000
Geomys texensis	0.01950000
Geomys tropicalis	0.44840000
Georychus capensis	0.01950000
Geoxus annectens	0.19410000
Geoxus valdivianus	0.02140000
Gerbilliscus afra	0.01830000
Gerbilliscus boehmi	0.01890000
Gerbilliscus brantsii	0.02130000
Gerbilliscus gambiana	0.02170000
Gerbilliscus guineae	0.01920000
Gerbilliscus inclusus	0.02040000
Gerbilliscus kempi	0.02350000
Gerbilliscus leucogaster	0.01960000
Gerbilliscus nigricaudus	0.02050000
Gerbilliscus phillipsi	0.02160000
Gerbilliscus robustus	0.02120000
Gerbilliscus validus	0.01930000
Gerbillurus paeba	0.02320000
Gerbillurus setzeri	0.02120000
Gerbillurus tytonis	0.02180000
Gerbillurus vallinus	0.01940000
Gerbillus acticola	0.18280000
Gerbillus agag	0.18660000
Gerbillus amoenus	0.02000000
Gerbillus andersoni	0.02190000
Gerbillus aquilus	0.02120000
Gerbillus bottai	0.18300000
Gerbillus brockmani	0.18120000
Gerbillus burtoni	0.18120000
Gerbillus campestris	0.01980000
Gerbillus cheesmani	0.01790000
Gerbillus cosensis	0.18630000
Gerbillus dasyurus	0.02130000
Gerbillus dunni	0.01870000
Gerbillus famulus	0.02220000
Gerbillus floweri	0.02500000
Gerbillus gerbillus	0.02120000
Gerbillus gleadowi	0.02050000
Gerbillus grobbeni	0.18210000
Gerbillus harwoodi	0.01840000
Gerbillus henleyi	0.01970000
Gerbillus hesperinus	0.45860000
Gerbillus hoogstraali	0.21260000
Gerbillus jamesi	0.18060000
Gerbillus juliani	0.02270000
Gerbillus latastei	0.18340000
Gerbillus lowei	0.18320000
Gerbillus mackilligini	0.01960000
Gerbillus maghrebi	0.01850000
Gerbillus mesopotamiae	0.01960000
Gerbillus muriculus	0.18170000
Gerbillus nancillus	0.17530000
Gerbillus nanus	0.01740000
Gerbillus nigeriae	0.02120000
Gerbillus occiduus	0.17850000
Gerbillus percivali	0.18000000
Gerbillus perpallidus	0.01810000
Gerbillus poecilops	0.02100000
Gerbillus principulus	0.18790000
Gerbillus pulvinatus	0.02420000
Gerbillus pusillus	0.02170000
Gerbillus pyramidum	0.01950000
Gerbillus rosalinda	0.01770000
Gerbillus rupicola	0.01890000
Gerbillus simoni	0.01990000
Gerbillus somalicus	0.18270000
Gerbillus stigmonyx	0.18260000
Gerbillus tarabuli	0.02220000
Gerbillus watersi	0.02060000
Giraffa camelopardalis	0.10080000
Glaucomys sabrinus	0.01710000
Glaucomys volans	0.01530000
Glauconycteris alboguttata	0.01690000
Glauconycteris argentata	0.01740000
Glauconycteris beatrix	0.01690000
Glauconycteris curryae	0.16480000
Glauconycteris egeria	0.16640000
Glauconycteris gleni	0.14490000
Glauconycteris humeralis	0.16350000
Glauconycteris kenyacola	0.15670000
Glauconycteris machadoi	0.16740000
Glauconycteris poensis	0.01860000
Glauconycteris superba	0.01870000
Glauconycteris variegata	0.01780000
Glironia venusta	0.02340000
Glirulus japonicus	0.02090000
Glis glis	0.01770000
Glischropus javanus	0.15900000
Glischropus tylopus	0.02020000
Globicephala macrorhynchus	0.00760000
Globicephala melas	0.00760000
Glossophaga commissarisi	0.01360000
Glossophaga leachii	0.01730000
Glossophaga longirostris	0.01720000
Glossophaga morenoi	0.01650000
Glossophaga soricina	0.01550000
Glyphonycteris behnii	0.15470000
Glyphonycteris daviesi	0.01780000
Glyphonycteris sylvestris	0.01970000
Glyphotes simus	0.17430000
Golunda ellioti	0.02010000
Gorilla beringei	0.30060000
Gorilla gorilla	0.30910000
Gracilimus radix	0.16770000
Gracilinanus aceramarcae	0.02020000
Gracilinanus agilis	0.02090000
Gracilinanus dryas	0.01910000
Gracilinanus emiliae	0.17690000
Gracilinanus marica	0.02070000
Gracilinanus microtarsus	0.02060000
Grammomys aridulus	0.19010000
Grammomys brevirostris	0.16210000
Grammomys buntingi	0.17850000
Grammomys caniceps	0.19040000
Grammomys cometes	0.01970000
Grammomys dolichurus	0.01960000
Grammomys dryas	0.01970000
Grammomys gigas	0.46670000
Grammomys ibeanus	0.02190000
Grammomys kuru	0.01880000
Grammomys macmillani	0.01820000
Grammomys minnae	0.21180000
Grammomys selousi	0.02010000
Grampus griseus	0.00820000
Graomys chacoensis	0.16570000
Graomys domorum	0.02010000
Graomys edithae	0.17920000
Graomys griseoflavus	0.01770000
Graphiurus angolensis	0.17770000
Graphiurus christyi	0.02000000
Graphiurus crassicaudatus	0.17280000
Graphiurus johnstoni	0.17730000
Graphiurus kelleni	0.01880000
Graphiurus lorraineus	0.01990000
Graphiurus microtis	0.01960000
Graphiurus monardi	0.17990000
Graphiurus murinus	0.02090000
Graphiurus nagtglasii	0.01930000
Graphiurus ocularis	0.01980000
Graphiurus platyops	0.01780000
Graphiurus rupicola	0.01970000
Graphiurus surdus	0.17860000
Graphiurus walterverheyeni	0.16240000
Gulo gulo	0.01290000
Gyldenstolpia fronto	0.77410000
Gymnobelideus leadbeateri	0.78760000
Gymnuromys roberti	0.02120000
Habromys chinanteco	0.83960000
Habromys delicatulus	0.46340000
Habromys ixtlani	0.83850000
Habromys lepturus	0.84050000
Habromys lophurus	0.10000000
Habromys schmidlyi	0.84250000
Habromys simulatus	0.83940000
Hadromys humei	0.46790000
Hadromys yunnanensis	0.17330000
Haeromys margarettae	0.18920000
Haeromys minahassae	0.20900000
Haeromys pusillus	0.20710000
Halichoerus grypus	0.00910000
Halmaheramys bokimekot	0.16160000
Handleyomys alfaroi	0.01990000
Handleyomys chapmani	0.20610000
Handleyomys fuscatus	0.01690000
Handleyomys intectus	0.02190000
Handleyomys melanotis	0.02100000
Handleyomys rhabdops	0.46120000
Handleyomys rostratus	0.01860000
Handleyomys saturatior	0.10190000
Hapalemur alaotrensis	0.58260000
Hapalemur aureus	0.58560000
Hapalemur griseus	0.14260000
Hapalemur meridionalis	0.13970000
Hapalemur occidentalis	0.13690000
Hapalomys delacouri	0.21160000
Hapalomys longicaudatus	0.46350000
Haplonycteris fischeri	0.02000000
Harpiocephalus harpia	0.01390000
Harpiola grisea	0.15430000
Harpiola isodon	0.15930000
Harpyionycteris celebensis	0.18510000
Harpyionycteris whiteheadi	0.01730000
Heimyscus fumosus	0.02010000
Helarctos malayanus	0.10430000
Heliophobius argenteocinereus	0.01840000
Heliosciurus gambianus	0.02000000
Heliosciurus mutabilis	0.01770000
Heliosciurus punctatus	0.16510000
Heliosciurus rufobrachium	0.01800000
Heliosciurus ruwenzorii	0.02010000
Heliosciurus undulatus	0.16630000
Helogale hirtula	0.01990000
Helogale parvula	0.01760000
Hemibelideus lemuroides	0.08790000
Hemicentetes nigriceps	0.01980000
Hemicentetes semispinosus	0.02180000
Hemiechinus auritus	0.01990000
Hemiechinus collaris	0.02230000
Hemigalus derbyanus	0.08920000
Hemitragus jemlahicus	0.06590000
Herpailurus yagouaroundi	0.01450000
Herpestes auropunctatus	0.01670000
Herpestes brachyurus	0.09000000
Herpestes edwardsii	0.01850000
Herpestes flavescens	0.01480000
Herpestes fuscus	0.01810000
Herpestes ichneumon	0.01520000
Herpestes javanicus	0.01980000
Herpestes naso	0.01270000
Herpestes ochraceus	0.01790000
Herpestes pulverulentus	0.01830000
Herpestes sanguineus	0.01780000
Herpestes semitorquatus	0.07730000
Herpestes smithii	0.01570000
Herpestes urva	0.01650000
Herpestes vitticollis	0.01870000
Hesperoptenus blanfordi	0.01660000
Hesperoptenus doriae	0.15620000
Hesperoptenus gaskelli	0.15630000
Hesperoptenus tickelli	0.01700000
Hesperoptenus tomesi	0.18440000
Heterocephalus glaber	0.01970000
Heterogeomys cherriei	0.01770000
Heterogeomys dariensis	0.02050000
Heterogeomys lanius	0.76960000
Heterohyrax brucei	0.01550000
Heteromys adspersus	0.01650000
Heteromys anomalus	0.01950000
Heteromys australis	0.01640000
Heteromys desmarestianus	0.02070000
Heteromys gaumeri	0.01890000
Heteromys irroratus	0.01910000
Heteromys nelsoni	0.45180000
Heteromys oasicus	0.45120000
Heteromys oresterus	0.01910000
Heteromys pictus	0.02000000
Heteromys salvini	0.01800000
Heteromys spectabilis	0.44430000
Heteromys teleus	0.21210000
Hippocamelus antisensis	0.21090000
Hippocamelus bisulcus	0.31690000
Hippopotamus amphibius	0.08400000
Hipposideros abae	0.01600000
Hipposideros armiger	0.01540000
Hipposideros ater	0.01530000
Hipposideros atrox	0.01600000
Hipposideros beatus	0.01890000
Hipposideros bicolor	0.01840000
Hipposideros boeadii	0.15480000
Hipposideros breviceps	0.14820000
Hipposideros caffer	0.01520000
Hipposideros calcaratus	0.01890000
Hipposideros camerunensis	0.13740000
Hipposideros cervinus	0.01510000
Hipposideros cineraceus	0.01750000
Hipposideros commersoni	0.07560000
Hipposideros coronatus	0.15540000
Hipposideros corynophyllus	0.01410000
Hipposideros coxi	0.38420000
Hipposideros crumeniferus	0.15430000
Hipposideros curtus	0.18530000
Hipposideros cyclops	0.01840000
Hipposideros demissus	0.17060000
Hipposideros diadema	0.01450000
Hipposideros dinops	0.13200000
Hipposideros doriae	0.08680000
Hipposideros durgadasi	0.17740000
Hipposideros dyacorum	0.01660000
Hipposideros edwardshilli	0.16910000
Hipposideros einnaythu	0.16570000
Hipposideros fuliginosus	0.01530000
Hipposideros fulvus	0.01720000
Hipposideros galeritus	0.01580000
Hipposideros gigas	0.01310000
Hipposideros grandis	0.01710000
Hipposideros halophyllus	0.19480000
Hipposideros hypophyllus	0.74950000
Hipposideros inexpectatus	0.14040000
Hipposideros inornatus	0.16520000
Hipposideros jonesi	0.08460000
Hipposideros khaokhouayensis	0.17750000
Hipposideros khasiana	0.16890000
Hipposideros lamottei	0.72940000
Hipposideros lankadiva	0.01680000
Hipposideros larvatus	0.01710000
Hipposideros lekaguli	0.07470000
Hipposideros lylei	0.01420000
Hipposideros macrobullatus	0.16280000
Hipposideros madurae	0.01700000
Hipposideros maggietaylorae	0.01670000
Hipposideros marisae	0.17470000
Hipposideros megalotis	0.01580000
Hipposideros muscinus	0.01670000
Hipposideros nequam	0.15520000
Hipposideros obscurus	0.01730000
Hipposideros orbiculus	0.16820000
Hipposideros papua	0.01660000
Hipposideros pelingensis	0.07660000
Hipposideros pomona	0.01920000
Hipposideros pratti	0.01410000
Hipposideros pygmaeus	0.01830000
Hipposideros ridleyi	0.17580000
Hipposideros rotalis	0.01520000
Hipposideros ruber	0.01270000
Hipposideros scutinares	0.16410000
Hipposideros semoni	0.01830000
Hipposideros sorenseni	0.17070000
Hipposideros speoris	0.01700000
Hipposideros stenotis	0.01850000
Hipposideros sumbae	0.01590000
Hipposideros tephrus	0.01830000
Hipposideros thomensis	0.01500000
Hipposideros turpis	0.34040000
Hipposideros vittatus	0.07240000
Hipposideros wollastoni	0.01630000
Hippotragus equinus	0.01160000
Hippotragus niger	0.01270000
Histiotus alienus	0.15530000
Histiotus humboldti	0.14900000
Histiotus laephotis	0.01530000
Histiotus macrotus	0.01470000
Histiotus magellanicus	0.01330000
Histiotus montanus	0.01690000
Histiotus velatus	0.14370000
Histriophoca fasciata	0.01000000
Hodomys alleni	0.02110000
Holochilus brasiliensis	0.02060000
Holochilus chacarius	0.01950000
Holochilus sciureus	0.02390000
Homo sapiens	0.00650000
Hoolock hoolock	0.16120000
Hoolock leuconedys	0.09310000
Hoplomys gymnurus	0.02080000
Huetia leucorhina	0.17580000
Hyaena hyaena	0.06180000
Hybomys badius	0.46620000
Hybomys basilii	0.45290000
Hybomys eisentrauti	0.41690000
Hybomys lunaris	0.21000000
Hybomys planifrons	0.01990000
Hybomys trivirgatus	0.01950000
Hybomys univittatus	0.01930000
Hydrictis maculicollis	0.07620000
Hydrochoerus hydrochaeris	0.01500000
Hydrochoerus isthmius	0.15910000
Hydromys chrysogaster	0.02060000
Hydromys hussoni	0.18430000
Hydromys neobritannicus	0.17520000
Hydromys ziegleri	0.18910000
Hydropotes inermis	0.20150000
Hydrurga leptonyx	0.01130000
Hyemoschus aquaticus	0.01610000
Hyladelphys kalinowskii	0.01770000
Hylaeamys acritus	0.17790000
Hylaeamys laticeps	0.20040000
Hylaeamys megacephalus	0.02230000
Hylaeamys oniscus	0.10720000
Hylaeamys perenensis	0.02230000
Hylaeamys tatei	0.18120000
Hylaeamys yunganus	0.01850000
Hylobates abbotti	0.40910000
Hylobates agilis	0.16590000
Hylobates albibarbis	0.16380000
Hylobates funereus	0.42060000
Hylobates klossii	0.16830000
Hylobates lar	0.14870000
Hylobates moloch	0.15690000
Hylobates muelleri	0.15350000
Hylobates pileatus	0.16930000
Hylochoerus meinertzhageni	0.01490000
Hylomys megalotis	0.17040000
Hylomys parvus	0.20310000
Hylomys suillus	0.01710000
Hylomyscus aeta	0.02140000
Hylomyscus alleni	0.01860000
Hylomyscus anselli	0.01810000
Hylomyscus arcimontensis	0.01870000
Hylomyscus baeri	0.45810000
Hylomyscus carillus	0.01990000
Hylomyscus denniae	0.02200000
Hylomyscus endorobae	0.01940000
Hylomyscus grandis	0.46370000
Hylomyscus heinrichorum	0.16340000
Hylomyscus kerbispeterhansi	0.01740000
Hylomyscus pamfi	0.17860000
Hylomyscus parvus	0.02260000
Hylomyscus stella	0.02200000
Hylomyscus vulcanorum	0.01730000
Hylomyscus walterverheyeni	0.02100000
Hylonycteris underwoodi	0.01750000
Hylopetes alboniger	0.01810000
Hylopetes bartelsi	0.15970000
Hylopetes nigripes	0.08030000
Hylopetes phayrei	0.01730000
Hylopetes platyurus	0.16900000
Hylopetes sagitta	0.16970000
Hylopetes sipora	0.41320000
Hylopetes spadiceus	0.01760000
Hylopetes winstoni	0.16420000
Hyomys dammermani	0.18450000
Hyomys goliath	0.02010000
Hyorhinomys stuempkei	0.16340000
Hyosciurus heinrichi	0.01900000
Hyosciurus ileile	0.18330000
Hyperacrius fertilis	0.10340000
Hyperacrius wynnei	0.02140000
Hyperoodon ampullatus	0.06380000
Hyperoodon planifrons	0.00660000
Hypogeomys antimena	0.37790000
Hypsignathus monstrosus	0.01590000
Hypsiprymnodon moschatus	0.01910000
Hypsugo anthonyi	0.15910000
Hypsugo bemainty	0.01720000
Hypsugo joffrei	0.16660000
Hypsugo kitcheneri	0.16000000
Hypsugo lophurus	0.15790000
Hypsugo macrotis	0.16460000
Hypsugo savii	0.01960000
Hypsugo vordermanni	0.16350000
Hystrix africaeaustralis	0.01420000
Hystrix brachyura	0.01660000
Hystrix crassispinis	0.01550000
Hystrix cristata	0.01330000
Hystrix indica	0.01510000
Hystrix javanica	0.01410000
Hystrix pumila	0.17250000
Hystrix sumatrae	0.01640000
Ia io	0.01760000
Ichneumia albicauda	0.01730000
Ichthyomys hydrobates	0.02050000
Ichthyomys pittieri	0.10290000
Ichthyomys stolzmanni	0.17830000
Ichthyomys tweedii	0.18120000
Ictidomys mexicanus	0.02120000
Ictidomys tridecemlineatus	0.01920000
Ictonyx libycus	0.01610000
Ictonyx striatus	0.01680000
Idionycteris phyllotis	0.01830000
Idiurus macrotis	0.01940000
Idiurus zenkeri	0.01910000
Indopacetus pacificus	0.07530000
Indri indri	0.53850000
Inia geoffrensis	0.23440000
Iomys horsfieldii	0.01630000
Iomys sipora	0.39740000
Irenomys tarsalis	0.02320000
Isoodon auratus	0.20250000
Isoodon macrourus	0.02220000
Isoodon obesulus	0.01750000
Isothrix barbarabrownae	0.17180000
Isothrix bistriata	0.01950000
Isothrix negrensis	0.01990000
Isothrix orinoci	0.17760000
Isothrix pagurus	0.01950000
Isothrix sinnamariensis	0.01970000
Isthmomys flavidus	0.10010000
Isthmomys pirrensis	0.02360000
Jaculus blanfordi	0.01870000
Jaculus jaculus	0.02160000
Jaculus orientalis	0.02240000
Jaculus thaleri	0.18230000
Juliomys pictipes	0.02080000
Juliomys rimofrons	0.09720000
Juscelinomys huanchacae	0.18600000
Kadarsanomys sodyi	0.46460000
Kannabateomys amblyonyx	0.02160000
Kerivoula africana	0.36380000
Kerivoula agnella	0.14470000
Kerivoula argentata	0.01610000
Kerivoula cuprosa	0.15120000
Kerivoula eriophora	0.14720000
Kerivoula flora	0.17570000
Kerivoula hardwickii	0.01620000
Kerivoula intermedia	0.07890000
Kerivoula kachinensis	0.01870000
Kerivoula krauensis	0.15640000
Kerivoula lanosa	0.01410000
Kerivoula lenis	0.01660000
Kerivoula minuta	0.09530000
Kerivoula muscina	0.01710000
Kerivoula myrella	0.14940000
Kerivoula papillosa	0.01550000
Kerivoula pellucida	0.08400000
Kerivoula phalaena	0.01760000
Kerivoula picta	0.01560000
Kerivoula smithii	0.01860000
Kerivoula titania	0.01730000
Kerivoula whiteheadi	0.01900000
Kerodon acrobata	0.17180000
Kerodon rupestris	0.01950000
Kobus ellipsiprymnus	0.01050000
Kobus kob	0.01330000
Kobus leche	0.07460000
Kobus megaceros	0.32810000
Kobus vardonii	0.08470000
Kogia breviceps	0.07910000
Kogia sima	0.09470000
Komodomys rintjanus	0.20200000
Kunsia tomentosus	0.02090000
Laephotis angolensis	0.16400000
Laephotis botswanae	0.01620000
Laephotis namibensis	0.01750000
Laephotis wintoni	0.01710000
Lagenodelphis hosei	0.00730000
Lagenorhynchus acutus	0.00840000
Lagenorhynchus albirostris	0.00900000
Lagenorhynchus australis	0.00950000
Lagenorhynchus cruciger	0.00810000
Lagenorhynchus obliquidens	0.00800000
Lagenorhynchus obscurus	0.00790000
Lagidium ahuacaense	0.14870000
Lagidium viscacia	0.01720000
Lagidium wolffsohni	0.16070000
Lagorchestes conspicillatus	0.01900000
Lagorchestes hirsutus	0.20090000
Lagostomus maximus	0.02010000
Lagostrophus fasciatus	0.20020000
Lagothrix cana	0.20060000
Lagothrix flavicauda	0.78230000
Lagothrix lagotricha	0.05910000
Lagothrix lugens	0.44650000
Lagothrix poeppigii	0.10860000
Lagurus lagurus	0.02130000
Lama guanicoe	0.01110000
Lamottemys okuensis	0.47010000
Lampronycteris brachyotis	0.01640000
Laonastes aenigmamus	0.01950000
Lariscus hosei	0.01980000
Lariscus insignis	0.01810000
Lariscus niobe	0.16590000
Lariscus obscurus	0.08830000
Lasionycteris noctivagans	0.02200000
Lasiopodomys brandtii	0.02010000
Lasiopodomys fuscus	0.02280000
Lasiopodomys mandarinus	0.01950000
Lasiorhinus krefftii	0.57670000
Lasiorhinus latifrons	0.06100000
Lasiurus atratus	0.01570000
Lasiurus blossevillii	0.01860000
Lasiurus borealis	0.01730000
Lasiurus castaneus	0.15190000
Lasiurus cinereus	0.01760000
Lasiurus degelidus	0.16570000
Lasiurus ebenus	0.14930000
Lasiurus ega	0.01660000
Lasiurus egregius	0.15060000
Lasiurus insularis	0.16130000
Lasiurus intermedius	0.01490000
Lasiurus minor	0.17940000
Lasiurus pfeifferi	0.07990000
Lasiurus salinae	0.16300000
Lasiurus seminolus	0.01710000
Lasiurus varius	0.01620000
Lasiurus xanthinus	0.01490000
Latidens salimalii	0.43230000
Lavia frons	0.01620000
Leggadina forresti	0.02070000
Leggadina lakedownensis	0.02080000
Leimacomys buettneri	0.18290000
Lemmiscus curtatus	0.02290000
Lemmus amurensis	0.02000000
Lemmus lemmus	0.01990000
Lemmus portenkoi	0.18850000
Lemmus sibiricus	0.01840000
Lemmus trimucronatus	0.01930000
Lemniscomys barbarus	0.02080000
Lemniscomys bellieri	0.02130000
Lemniscomys griselda	0.02100000
Lemniscomys hoogstraali	0.18520000
Lemniscomys linulus	0.02020000
Lemniscomys macculus	0.01920000
Lemniscomys mittendorfi	0.02200000
Lemniscomys rosalia	0.01810000
Lemniscomys roseveari	0.17550000
Lemniscomys striatus	0.02020000
Lemniscomys zebra	0.02090000
Lemur catta	0.22980000
Lenomys meyeri	0.02170000
Lenothrix canus	0.02040000
Lenoxus apicalis	0.02030000
Leontopithecus caissara	0.58380000
Leontopithecus chrysomelas	0.28340000
Leontopithecus chrysopygus	0.27940000
Leontopithecus rosalia	0.25660000
Leopardus colocolo	0.07490000
Leopardus geoffroyi	0.01530000
Leopardus guigna	0.16590000
Leopardus guttulus	0.14900000
Leopardus jacobita	0.46100000
Leopardus pardalis	0.01370000
Leopardus tigrinus	0.14550000
Leopardus wiedii	0.06750000
Leopoldamys ciliatus	0.02150000
Leopoldamys diwangkarai	0.17430000
Leopoldamys edwardsi	0.02040000
Leopoldamys milleti	0.02020000
Leopoldamys neilli	0.02040000
Leopoldamys sabanus	0.01880000
Leopoldamys siporanus	0.20700000
Lepilemur aeeclis	0.17310000
Lepilemur ahmansonorum	0.10110000
Lepilemur ankaranensis	0.35960000
Lepilemur betsileo	0.37270000
Lepilemur dorsalis	0.17090000
Lepilemur edwardsi	0.39100000
Lepilemur fleuretae	0.74320000
Lepilemur grewcockorum	0.37250000
Lepilemur hollandorum	0.37250000
Lepilemur hubbardorum	0.38330000
Lepilemur jamesorum	0.70620000
Lepilemur leucopus	0.44230000
Lepilemur microdon	0.36590000
Lepilemur milanoii	0.36970000
Lepilemur mittermeieri	0.37500000
Lepilemur mustelinus	0.08800000
Lepilemur otto	0.36720000
Lepilemur petteri	0.19060000
Lepilemur randrianasoloi	0.39830000
Lepilemur ruficaudatus	0.17780000
Lepilemur sahamalazensis	0.09900000
Lepilemur scottorum	0.38620000
Lepilemur seali	0.16440000
Lepilemur septentrionalis	0.70350000
Lepilemur tymerlachsoni	0.70690000
Lepilemur wrightae	0.36010000
Leporillus conditor	0.10170000
Leptailurus serval	0.01250000
Leptomys arfakensis	0.16230000
Leptomys elegans	0.02170000
Leptomys ernstmayri	0.02060000
Leptomys paulus	0.15770000
Leptomys signatus	0.02140000
Leptonychotes weddellii	0.01090000
Leptonycteris curasoae	0.17970000
Leptonycteris nivalis	0.36750000
Leptonycteris yerbabuenae	0.09040000
Lepus alleni	0.01990000
Lepus americanus	0.02050000
Lepus arcticus	0.01750000
Lepus brachyurus	0.02150000
Lepus californicus	0.02140000
Lepus callotis	0.19800000
Lepus capensis	0.01890000
Lepus castroviejoi	0.21240000
Lepus comus	0.01950000
Lepus coreanus	0.01930000
Lepus corsicanus	0.19990000
Lepus europaeus	0.01980000
Lepus fagani	0.02050000
Lepus flavigularis	0.45240000
Lepus granatensis	0.02240000
Lepus habessinicus	0.02070000
Lepus hainanus	0.45130000
Lepus insularis	0.20570000
Lepus mandshuricus	0.01860000
Lepus nigricollis	0.02240000
Lepus oiostolus	0.02230000
Lepus othus	0.01720000
Lepus peguensis	0.02060000
Lepus saxatilis	0.01980000
Lepus sinensis	0.01770000
Lepus starcki	0.02220000
Lepus tibetanus	0.01930000
Lepus timidus	0.02160000
Lepus tolai	0.02050000
Lepus townsendii	0.01990000
Lepus victoriae	0.01830000
Lepus yarkandensis	0.10180000
Lestodelphys halli	0.02280000
Lestoros inca	0.02110000
Liberiictis kuhni	0.20780000
Lichonycteris degener	0.01690000
Lichonycteris obscura	0.01620000
Limnogale mergulus	0.19880000
Limnomys bryophilus	0.01770000
Limnomys sibuanus	0.01890000
Lionycteris spurrelli	0.01820000
Lipotes vexillifer	0.46210000
Lissodelphis borealis	0.01040000
Lissodelphis peronii	0.00880000
Lissonycteris angolensis	0.01900000
Litocranius walleri	0.08570000
Lobodon carcinophaga	0.00750000
Lonchophylla bokermanni	0.38470000
Lonchophylla cadenai	0.16660000
Lonchophylla chocoana	0.15450000
Lonchophylla concava	0.01710000
Lonchophylla dekeyseri	0.39120000
Lonchophylla fornicata	0.16710000
Lonchophylla handleyi	0.01490000
Lonchophylla hesperia	0.08520000
Lonchophylla mordax	0.08540000
Lonchophylla orcesi	0.15020000
Lonchophylla orienticollina	0.16690000
Lonchophylla pattoni	0.16360000
Lonchophylla peracchii	0.01860000
Lonchophylla robusta	0.01580000
Lonchophylla thomasi	0.01810000
Lonchorhina aurita	0.01590000
Lonchorhina fernandezi	0.39440000
Lonchorhina inusitata	0.15830000
Lonchorhina marinkellei	0.18710000
Lonchorhina orinocensis	0.18250000
Lonchothrix emiliae	0.01980000
Lontra canadensis	0.01240000
Lontra felina	0.46350000
Lontra longicaudis	0.08540000
Lontra provocax	0.32640000
Lophiomys imhausi	0.01970000
Lophocebus albigena	0.11110000
Lophocebus aterrimus	0.11510000
Lophostoma brasiliense	0.01750000
Lophostoma carrikeri	0.01520000
Lophostoma evotis	0.01680000
Lophostoma kalkoae	0.14820000
Lophostoma occidentalis	0.08390000
Lophostoma schulzi	0.01300000
Lophostoma silvicolum	0.01440000
Lophuromys brevicaudus	0.10230000
Lophuromys chercherensis	0.40830000
Lophuromys chrysopus	0.01910000
Lophuromys cinereus	0.19000000
Lophuromys dieterleni	0.46250000
Lophuromys eisentrauti	0.83700000
Lophuromys flavopunctatus	0.02080000
Lophuromys huttereri	0.01990000
Lophuromys luteogaster	0.02190000
Lophuromys machangui	0.15650000
Lophuromys makundii	0.16540000
Lophuromys medicaudatus	0.21990000
Lophuromys melanonyx	0.20840000
Lophuromys menageshae	0.16290000
Lophuromys nudicaudus	0.02010000
Lophuromys pseudosikapusi	0.42000000
Lophuromys rahmi	0.10040000
Lophuromys roseveari	0.01930000
Lophuromys sabunii	0.16660000
Lophuromys sikapusi	0.01740000
Lophuromys simensis	0.01760000
Lophuromys stanleyi	0.16710000
Lophuromys woosnami	0.02080000
Lorentzimys nouhuysi	0.01990000
Loris lydekkerianus	0.01370000
Loris tardigradus	0.34930000
Loxodonta africana	0.07720000
Loxodontomys micropus	0.02260000
Loxodontomys pikumche	0.02150000
Lundomys molitor	0.02030000
Lutra lutra	0.06970000
Lutra sumatrana	0.33840000
Lutreolina crassicaudata	0.02120000
Lutreolina massoia	0.01940000
Lutrogale perspicillata	0.16370000
Lycalopex culpaeus	0.01680000
Lycalopex fulvipes	0.43570000
Lycalopex griseus	0.01780000
Lycalopex gymnocercus	0.02050000
Lycalopex sechurae	0.09310000
Lycalopex vetulus	0.01790000
Lycaon pictus	0.72920000
Lyncodon patagonicus	0.01580000
Lynx canadensis	0.01240000
Lynx lynx	0.01110000
Lynx pardinus	0.43420000
Lynx rufus	0.00970000
