species	2016	2012	2008	2004	2000	1994	1988	2018	2017	1996	2015	2013	2009	2011	2010	2006	2007	2005	2002	2014	2001	2003
Bangsia arcaei	NT	NT	NT	NT	LR/nt	LR/nt	NT	NT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Bangsia melanochlamys	VU	VU	VU	VU	EN	EN	T	NA	NA	EN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Bangsia rothschildi	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Bangsia edwardsi	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Bangsia aureocincta	EN	EN	EN	EN	EN	VU	T	NA	EN	VU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Buthraupis montana	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cnemathraupis eximia	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cnemathraupis aureodorsalis	EN	EN	EN	EN	VU	VU	T	NA	NA	VU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tephrophilus wetmorei	VU	VU	VU	VU	VU	VU	LR/lc	VU	NA	VU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Wetmorethraupis sterrhopteron	VU	VU	VU	VU	VU	EN	NT	NA	NA	EN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Anisognathus melanogenys	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	LC	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Anisognathus lacrymosus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Anisognathus notabilis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Stephanophorus diadematus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Iridosornis porphyrocephalus	NT	NT	NT	NT	LR/nt	LR/nt	LR/lc	NT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Iridosornis analis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Iridosornis jelskii	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Iridosornis rufivertex	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Iridosornis reinhardti	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Dubusia castaneoventris	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pipraeidea melanonota	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Euphonia jamaica	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Euphonia plumbea	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Euphonia affinis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Euphonia luteicapilla	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Euphonia chlorotica	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Euphonia trinitatis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Euphonia concinna	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Euphonia saturata	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Euphonia finschi	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Euphonia violacea	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Euphonia laniirostris	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Euphonia hirundinacea	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Euphonia chalybea	NT	NT	NT	NT	LR/nt	LR/nt	T	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Euphonia elegantissima	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Euphonia cyanocephala	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Euphonia imitans	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Euphonia fulvicrissa	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Euphonia gouldi	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Euphonia chrysopasta	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Euphonia mesochrysa	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Euphonia minuta	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Euphonia anneae	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Euphonia xanthogaster	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Euphonia rufiventris	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Euphonia cayennensis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Euphonia pectoralis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chlorophonia flavirostris	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chlorophonia cyanea	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chlorophonia pyrrhophrys	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chlorophonia occipitalis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chlorophonia callophrys	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chlorochrysa phoenicotis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chlorochrysa nitidissima	VU	VU	VU	VU	VU	VU	T	NA	NA	VU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tangara inornata	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tangara cabanisi	EN	EN	EN	EN	EN	EN	T	NA	NA	EN	NA	EN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tangara palmeri	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tangara chilensis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tangara fastuosa	VU	VU	VU	VU	EN	EN	T	NA	NA	EN	NA	VU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tangara seledon	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tangara cyanocephala	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tangara desmaresti	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tangara cyanoventris	LC	LC	LC	LC	LR/lc	LR/lc	NT	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tangara johannae	NT	NT	NT	NT	LR/nt	LR/nt	NT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tangara schrankii	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tangara florida	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tangara icterocephala	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tangara xanthocephala	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tangara chrysotis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tangara xanthogastra	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tangara punctata	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tangara guttata	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tangara varia	LC	LC	LC	LC	LR/lc	LR/nt	NT	LC	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tangara rufigula	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tangara gyrola	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tangara lavinia	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tangara peruviana	VU	VU	VU	VU	VU	EN	T	VU	NA	EN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tangara preciosa	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tangara vitriolina	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tangara meyerdeschauenseei	NT	VU	VU	VU	VU	VU	T	NT	NA	VU	NA	NT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tangara rufigenis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tangara labradorides	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tangara cyanotis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tangara cyanicollis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tangara larvata	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tangara nigrocincta	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tangara dowii	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tangara fucosa	NT	NT	NT	NT	LR/nt	LR/nt	NT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tangara nigroviridis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tangara heinei	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tangara phillipsi	NT	NT	NT	NT	LR/nt	LR/nt	T	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tangara viridicollis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tangara argyrofenges	VU	VU	LC	LC	LR/lc	LR/lc	LR/lc	VU	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tangara velia	LC	NA	NR	LC	LR/lc	NR	NR	NA	NA	NA	NA	NA	NA	NA	NA	NA	NR	NA	NA	NA	NA	NA
Tangara callophrys	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Iridophanes pulcherrimus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Dacnis hartlaubi	VU	VU	VU	VU	VU	VU	T	NA	NA	VU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Dacnis albiventris	LC	LC	LC	LC	LR/lc	LR/nt	T	NA	LC	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Dacnis flaviventer	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Dacnis nigripes	NT	NT	NT	NT	VU	VU	T	NT	NA	VU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Dacnis venusta	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	LC	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Dacnis cayana	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Dacnis viguieri	NT	NT	NT	NT	LR/nt	LR/nt	NT	NT	NA	NA	NA	NA	NA	NT	NA	NA	NA	NA	NA	NA	NA	NA
Dacnis berlepschi	VU	VU	VU	VU	VU	VU	T	NA	NA	VU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chlorophanes spiza	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cyanerpes nitidus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cyanerpes lucidus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cyanerpes caeruleus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cyanerpes cyaneus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tersina viridis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Catamblyrhynchus diadema	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Oreothraupis arremonops	VU	VU	VU	VU	VU	VU	T	LC	NA	VU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Urothraupis stolzmanni	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Nephelornis oneilli	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	LC	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Charitospiza eucosma	NT	NT	NT	NT	LR/nt	LR/nt	LR/lc	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Coryphaspiza melanotis	VU	VU	VU	VU	VU	VU	T	VU	NA	VU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Saltator multicolor	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Coryphospingus pileatus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Coryphospingus cucullatus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rhodospingus cruentus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Phrygilus atriceps	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Phrygilus punensis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Phrygilus gayi	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Phrygilus patagonicus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rhopospina fruticeti	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Geospizopsis unicolor	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ephippiospingus dorsalis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ephippiospingus erythronotus	LC	LC	LC	LC	LR/lc	LR/lc	NT	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Geospizopsis plebejus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Corydospiza carbonaria	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Corydospiza alaudina	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Melanodera melanodera	LC	LC	LC	LC	LR/lc	LR/nt	NT	LC	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Melanodera xanthogramma	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Spodiornis rusticus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Haplospiza unicolor	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acanthidops bairdi	LC	LC	LC	LC	LR/lc	LR/nt	NT	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lophospingus pusillus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lophospingus griseocristatus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Donacospiza albifrons	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rowettia goughensis	CR	CR	CR	VU	VU	VU	T	NA	CR	VU	CR	NA	CR	NA	CR	NA	NA	NA	NA	NA	NA	NA
Chionodacryon speculiferum	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Diuca diuca	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Idiopsar brachyurus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Piezorina cinerea	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Xenospingus concolor	NT	NT	NT	NT	VU	VU	T	NA	NA	VU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Incaspiza pulchra	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Incaspiza personata	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	LC	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Incaspiza ortizi	VU	VU	VU	VU	VU	LR/nt	T	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Incaspiza laeta	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Incaspiza watkinsi	NT	NT	NT	NT	LR/nt	LR/nt	NT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Castanozoster thoracicus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Poospiza boliviana	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Microspingus alticola	EN	EN	EN	EN	EN	EN	T	NA	NA	EN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Poospizopsis hypocondria	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Poospiza ornata	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Microspingus erythrophrys	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Poospiza whitii	LC	NA	NR	LC	LR/lc	LR/lc	LR/lc	NA	LC	NA	NA	NA	NA	NA	NA	NR	NA	NA	NA	NA	NA	NA
Poospiza nigrorufa	LC	NA	NR	LC	LR/lc	LR/lc	LR/lc	NA	LC	NA	NA	NA	NA	NA	NA	NR	NA	NA	NA	NA	NA	NA
Poospiza rubecula	EN	EN	EN	EN	EN	EN	T	NA	EN	EN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Poospiza garleppi	EN	EN	EN	EN	EN	EN	T	EN	EN	EN	NA	NA	NA	EN	NA	NA	NA	NA	NA	NA	NA	NA
Poospiza baeri	VU	VU	VU	VU	VU	VU	T	NA	NA	VU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Poospizopsis caesar	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Poospiza hispaniolensis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Microspingus melanoleucus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Microspingus cinereus	VU	VU	VU	VU	VU	LR/nt	LR/lc	LC	NA	NA	NA	NA	VU	NA	NA	NA	NA	NA	NA	NA	NA	NA
