species	2016	2012	2008	2004	2000	1994	1988	2018	2017	1996	2015	2013	2009	2011	2010	2006	2007	2005	2002	2014	2001	2003
Philemon argenticeps	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Philemon corniculatus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Philemon diemenensis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ptiloprora plumbea	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ptiloprora meekiana	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ptiloprora erythropleura	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ptiloprora mayri	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ptiloprora guisei	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ptiloprora perstriata	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC	LC	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Melidectes fuscus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vosea whitemanensis	NT	NT	NT	LC	LR/lc	LR/lc	LR/lc	NT	NA	NA	NA	NA	NA	NA	NT	NA	NA	NA	NA	NA	NA	NA
Melidectes nouhuysi	LC	LC	LC	LC	LR/lc	LR/lc	NT	LC	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Melidectes princeps	VU	VU	VU	VU	VU	VU	T	VU	NA	VU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Melidectes ochromelas	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Melidectes leucostephes	LC	LC	LC	LC	LR/lc	LR/nt	NT	LC	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Melidectes belfordi	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Melidectes rufocrissalis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Melidectes foersteri	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Melidectes torquatus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Meliarchus sclateri	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Melipotes gymnops	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Melipotes ater	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Myza celebensis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Myza sarasinorum	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gymnomyza samoensis	EN	EN	EN	EN	EN	VU	LR/lc	NA	NA	VU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gymnomyza aubryana	CR	CR	EN	EN	EN	VU	LR/lc	CR	NA	VU	CR	CR	CR	NA	NA	NA	NA	NA	NA	NA	NA	NA
Phylidonyris pyrrhopterus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Phylidonyris novaehollandiae	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Phylidonyris niger	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Purnella albifrons	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gliciphila undulata	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gliciphila notabilis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gliciphila melanops	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ramsayornis modestus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	LC	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ramsayornis fasciatus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plectorhyncha lanceolata	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Conopophila albogularis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	LC	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Conopophila rufogularis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Conopophila whitei	LC	LC	LC	LC	LR/lc	LR/lc	NT	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Grantiella picta	VU	VU	NT	NT	LR/nt	VU	LR/lc	NA	NA	VU	NA	NA	VU	NA	NA	NA	NA	NA	NA	NA	NA	NA
Anthochaera phrygia	CR	CR	EN	EN	EN	EN	T	CR	NA	EN	CR	CR	NA	NA	NA	NA	EN	NA	NA	NA	NA	NA
Acanthorhynchus tenuirostris	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acanthorhynchus superciliosus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Manorina melanophrys	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Manorina melanocephala	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Manorina flavigula	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Manorina melanotis	EN	EN	EN	EN	EN	CR	T	NA	NA	CR	NA	EN	NA	NA	NA	NA	EN	NA	NA	NA	NA	NA
Anthornis melanura	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acanthagenys rufogularis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Anthochaera lunulata	LC	LC	NR	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NR	NA	NA	NA	NA
Anthochaera chrysoptera	LC	LC	NR	LC	LR/lc	LR/lc	LR/lc	NA	LC	NA	NA	NA	LC	NA	NA	NA	NA	NR	NA	NA	NA	NA
Anthochaera carunculata	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Anthochaera paradoxa	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Prosthemadera novaeseelandiae	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Epthianura tricolor	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Epthianura aurifrons	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Epthianura crocea	LC	LC	LC	LC	LR/lc	LR/nt	NT	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Epthianura albifrons	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ashbyia lovensis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	LC	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pardalotus punctatus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pardalotus quadragintus	EN	EN	EN	EN	EN	VU	T	NA	NA	VU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pardalotus rubricatus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pardalotus striatus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Dasyornis longirostris	EN	EN	VU	VU	VU	EN	T	NA	NA	EN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Dasyornis brachypterus	EN	EN	EN	EN	EN	VU	T	NA	NA	VU	NA	EN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Dasyornis broadbenti	LC	LC	LC	LC	LR/nt	VU	LR/lc	NA	NA	VU	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pycnoptilus floccosus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Origma solitaria	LC	LC	LC	LC	LR/lc	LR/nt	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Oreoscopus gutturalis	LC	LC	LC	LC	LR/lc	LR/nt	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Crateroscelis murina	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Crateroscelis nigrorufa	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC	LC	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Crateroscelis robusta	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sericornis citreogularis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sericornis frontalis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sericornis humilis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sericornis keri	LC	LC	LC	LC	LR/lc	LR/cd	LR/lc	NA	NA	LR/cd	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sericornis magnirostra	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sericornis rufescens	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sericornis perspicillatus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	LC	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sericornis arfakianus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sericornis papuensis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	LC	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sericornis spilodera	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acanthornis magna	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	LC	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pyrrholaemus brunneus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calamanthus fuliginosus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calamanthus pyrrhopygius	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Calamanthus cautus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acanthiza murina	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acanthiza katherina	LC	LC	LC	LC	LR/lc	LR/cd	LR/lc	NA	NA	LR/cd	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acanthiza pusilla	LC	LC	LC	LC	LR/lc	LR/lc	NR	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acanthiza ewingii	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acanthiza reguloides	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acanthiza inornata	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acanthiza iredalei	LC	LC	LC	LC	LR/lc	VU	LR/lc	NA	NA	VU	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acanthiza chrysorrhoa	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acanthiza uropygialis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acanthiza nana	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acanthiza lineata	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acanthiza robustirostris	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Smicrornis brevirostris	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acanthiza cinerea	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gerygone chloronota	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gerygone palpebrosa	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gerygone olivacea	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gerygone chrysogaster	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	LC	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gerygone magnirostris	LC	NA	NR	LC	LR/lc	LR/lc	NR	LC	NA	NA	NA	NA	NA	NA	NA	NA	NR	NA	NA	NA	NA	NA
Gerygone hypoxantha	VU	NA	NR	EN	EN	EN	T	NA	NA	NA	NA	NA	NA	NA	NA	NA	NR	NA	NA	NA	NA	NA
Gerygone tenebrosa	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gerygone sulphurea	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gerygone inornata	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gerygone dorsalis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gerygone ruficollis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gerygone levigaster	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gerygone fusca	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gerygone mouki	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC	LC	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gerygone modesta	NT	NT	VU	VU	VU	VU	LR/lc	NA	NA	VU	NA	NT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gerygone igata	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gerygone albofrontata	LC	LC	LC	LC	LR/lc	LR/nt	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Aphelocephala leucopsis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	LC	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Aphelocephala pectoralis	NT	NT	NT	NT	LR/nt	VU	T	NA	NA	VU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Aphelocephala nigricincta	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Amalocichla sclateriana	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Amalocichla incerta	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Microeca fascinans	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Microeca hemixantha	NT	NT	NT	NT	LR/nt	LR/nt	LR/lc	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kempiella griseoceps	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	LC	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kempiella flavovirescens	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Devioeca papuana	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Eugerygone rubra	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Petroica bivittata	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Petroica archboldi	DD	DD	DD	DD	DD	DD	LR/lc	NA	NA	DD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Petroica goodenovii	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Petroica phoenicea	NT	NT	NT	NT	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Petroica rosea	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Petroica rodinogaster	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Petroica traversi	EN	EN	EN	EN	EN	EN	T	NA	NA	EN	NA	EN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Melanodryas cucullata	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	LC	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Melanodryas vittata	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tregellasia leucops	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tregellasia capito	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Eopsaltria australis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Eopsaltria griseogularis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cryptomicroeca flaviventris	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	LC	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Quoyornis georgianus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Peneoenanthe pulverulenta	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	LC	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Poecilodryas brachyura	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Poecilodryas hypoleuca	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	LC	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gennaeodryas placens	NT	NT	NT	NT	LR/nt	DD	LR/lc	NA	NT	DD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plesiodryas albonotata	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Peneothello sigillata	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Peneothello cryptoleuca	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Peneothello cyanus	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Peneothello bimaculata	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pachycephalopsis hattamensis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pachycephalopsis poliosoma	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Drymodes brunneopygia	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Irena cyanogastra	NT	NT	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chloropsis flavipennis	VU	VU	VU	VU	VU	EN	NT	NA	NA	EN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chloropsis palawanensis	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	LC	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chloropsis sonnerati	VU	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chloropsis cyanopogon	NT	NT	NT	NT	LR/nt	LR/lc	LR/lc	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chloropsis venusta	NT	NT	NT	NT	LR/nt	LR/nt	NT	NT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Orthonyx spaldingii	LC	LC	LC	LC	LR/lc	LR/lc	LR/lc	NA	NA	NA	NA	NA	LC	NA	NA	NA	NA	NA	NA	NA	NA	NA
