species	rate_e_mean	rate_e_lower	rate_e_upper	simulated_p_e_in_100_years
Accipiter melanochlamys	0.00014359	0.00012004	0.00016731	0.01420000
Accipiter melanoleucus	0.00012859	0.00010561	0.00015031	0.01270000
Accipiter meyerianus	0.00010640	0.00008653	0.00012633	0.01050000
Accipiter minullus	0.00016594	0.00014090	0.00019107	0.01640000
Accipiter nanus	0.00065064	0.00060157	0.00070458	0.06340000
Accipiter nisus	0.00010337	0.00008366	0.00012392	0.01020000
Accipiter novaehollandiae	0.00012368	0.00010230	0.00014618	0.01220000
Accipiter ovampensis	0.00017098	0.00014607	0.00019713	0.01690000
Accipiter poliocephalus	0.00013664	0.00011460	0.00015985	0.01350000
Accipiter poliogaster	0.00057947	0.00053373	0.00062916	0.05670000
Accipiter princeps	0.00220111	0.00210464	0.00229668	0.20050000
Accipiter rhodogaster	0.00013452	0.00011240	0.00015814	0.01330000
Accipiter rufitorques	0.00014982	0.00012622	0.00017466	0.01480000
Accipiter rufiventris	0.00013485	0.00011143	0.00015751	0.01330000
Accipiter soloensis	0.00016282	0.00013824	0.00018770	0.01610000
Accipiter striatus	0.00014082	0.00011868	0.00016495	0.01390000
Accipiter superciliosus	0.00016178	0.00013685	0.00018641	0.01600000
Accipiter sylvestris	0.00016371	0.00013803	0.00018913	0.01620000
Accipiter tachiro	0.00012252	0.00010118	0.00014478	0.01210000
Accipiter toussenelii	0.00017185	0.00014724	0.00019902	0.01700000
Accipiter trinotatus	0.00016076	0.00013523	0.00018505	0.01590000
Accipiter trivirgatus	0.00013338	0.00011095	0.00015569	0.01320000
Accipiter virgatus	0.00015382	0.00012948	0.00017876	0.01520000
Aceros nipalensis	0.00141795	0.00134242	0.00149585	0.13340000
Achaetops pycnopygius	0.00015981	0.00013609	0.00018486	0.01580000
Acridotheres albocinctus	0.00016285	0.00013889	0.00018820	0.01610000
Acridotheres burmannicus	0.00016514	0.00014021	0.00019003	0.01630000
Acridotheres cinereus	0.00242145	0.00231965	0.00252556	0.21840000
Acridotheres cristatellus	0.00016116	0.00013699	0.00018645	0.01590000
Acridotheres fuscus	0.00015270	0.00012830	0.00017720	0.01510000
Acridotheres ginginianus	0.00016700	0.00014181	0.00019273	0.01650000
Acridotheres grandis	0.00016908	0.00014404	0.00019536	0.01670000
Acridotheres javanicus	0.00242797	0.00232500	0.00252637	0.21910000
Acridotheres leucocephalus	0.00014055	0.00011869	0.00016409	0.01390000
Acridotheres melanopterus	0.02346225	0.02295315	0.02394863	0.85090000
Acridotheres tertius	0.02423451	0.02370744	0.02474056	0.85890000
Acridotheres tricolor	0.02382451	0.02333038	0.02432669	0.85380000
Acridotheres tristis	0.00017603	0.00015000	0.00020191	0.01740000
Acritillas indica	0.00014835	0.00012412	0.00017115	0.01470000
Acrobatornis fonsecai	0.00239762	0.00229746	0.00249967	0.21670000
Acrocephalus aequinoctialis	0.00700758	0.00681815	0.00720337	0.50080000
Acrocephalus agricola	0.00016386	0.00013845	0.00018869	0.01620000
Acrocephalus arundinaceus	0.00014060	0.00011764	0.00016391	0.01390000
Acrocephalus atyphus	0.00015178	0.00012805	0.00017565	0.01500000
Acrocephalus australis	0.00016504	0.00014120	0.00019148	0.01630000
Acrocephalus bistrigiceps	0.00016477	0.00013929	0.00019034	0.01630000
Acrocephalus brevipennis	0.00692845	0.00673403	0.00711256	0.49720000
Acrocephalus caffer	0.00731409	0.00711933	0.00752314	0.51570000
Acrocephalus concinens	0.00016703	0.00014267	0.00019241	0.01650000
Acrocephalus dumetorum	0.00017200	0.00014746	0.00019920	0.01700000
Acrocephalus familiaris	0.02461722	0.02409849	0.02512020	0.86160000
Acrocephalus gracilirostris	0.00014988	0.00012637	0.00017402	0.01480000
Acrocephalus griseldis	0.00700312	0.00681960	0.00719854	0.50180000
Acrocephalus hiwae	0.02410479	0.02360000	0.02459508	0.85820000
Acrocephalus kerearako	0.00077648	0.00072219	0.00083243	0.07530000
Acrocephalus longirostris	0.02387519	0.02337468	0.02436894	0.85490000
Acrocephalus melanopogon	0.00014072	0.00011740	0.00016389	0.01390000
Acrocephalus mendanae	0.00016287	0.00013824	0.00018797	0.01610000
Acrocephalus newtoni	0.00014562	0.00012306	0.00017005	0.01440000
Acrocephalus orientalis	0.00015879	0.00013462	0.00018380	0.01570000
Acrocephalus orinus	0.00160237	0.00151890	0.00168054	0.14800000
Acrocephalus paludicola	0.00253703	0.00243403	0.00264310	0.22780000
Acrocephalus palustris	0.00014590	0.00012394	0.00017081	0.01440000
Acrocephalus percernis	0.00015786	0.00013288	0.00018264	0.01560000
Acrocephalus rehsei	0.00251149	0.00240369	0.00260881	0.22600000
Acrocephalus rimitarae	0.02386140	0.02335138	0.02435418	0.85200000
Acrocephalus rodericanus	0.00073694	0.00068423	0.00079182	0.07160000
Acrocephalus rufescens	0.00016629	0.00014138	0.00019165	0.01640000
Acrocephalus schoenobaenus	0.00015065	0.00012681	0.00017475	0.01490000
Acrocephalus scirpaceus	0.00015999	0.00013585	0.00018531	0.01580000
Acrocephalus sechellensis	0.00053614	0.00049215	0.00058247	0.05250000
Acrocephalus sorghophilus	0.00710595	0.00691996	0.00730897	0.50700000
Acrocephalus stentoreus	0.00015886	0.00013441	0.00018419	0.01570000
Acrocephalus syrinx	0.00015378	0.00012989	0.00017757	0.01520000
Acrocephalus taiti	0.00222205	0.00212738	0.00232267	0.20230000
Acrocephalus tangorum	0.00246130	0.00235628	0.00256236	0.22140000
Acrocephalus vaughani	0.00703426	0.00684397	0.00722711	0.50070000
Acropternis orthonyx	0.00014249	0.00011910	0.00016606	0.01410000
Acryllium vulturinum	0.00015680	0.00013207	0.00018092	0.01550000
Actenoides bougainvillei	0.00588969	0.00572103	0.00606632	0.44490000
Actenoides capucinus	0.00076951	0.00071581	0.00082502	0.07470000
Actenoides concretus	0.00064512	0.00059564	0.00069567	0.06290000
Actenoides excelsus	0.00690852	0.00671750	0.00709407	0.49600000
Actenoides hombroni	0.00219853	0.00210835	0.00229953	0.20070000
Actenoides lindsayi	0.00014073	0.00011700	0.00016351	0.01390000
Actenoides monachus	0.00072407	0.00067308	0.00077937	0.07050000
Actenoides princeps	0.00072216	0.00066874	0.00077451	0.07010000
Actenoides regalis	0.00235367	0.00225433	0.00245256	0.21350000
Actinodura egertoni	0.00016395	0.00014019	0.00019004	0.01620000
Actinodura radcliffei	0.00016914	0.00014310	0.00019420	0.01670000
Actinodura ramsayi	0.00015051	0.00012727	0.00017471	0.01490000
Actinodura sodangorum	0.00080642	0.00075143	0.00086073	0.07820000
Actitis hypoleucos	0.00013368	0.00011193	0.00015709	0.01320000
Actitis macularius	0.00015354	0.00012956	0.00017797	0.01520000
Actophilornis africanus	0.00015674	0.00013252	0.00018117	0.01550000
Actophilornis albinucha	0.00074483	0.00069020	0.00079886	0.07240000
Adelomyia melanogenys	0.00017196	0.00014639	0.00019732	0.01700000
Aechmophorus clarkii	0.00012657	0.00010589	0.00014995	0.01250000
Aechmophorus occidentalis	0.00013148	0.00010901	0.00015408	0.01300000
Aegithalos annamensis	0.00017402	0.00014872	0.00020072	0.01720000
Aegithalos bonvaloti	0.00016114	0.00013687	0.00018622	0.01590000
Aegithalos caudatus	0.00018415	0.00015806	0.00021050	0.01820000
Aegithalos concinnus	0.00014176	0.00011699	0.00016396	0.01400000
Aegithalos fuliginosus	0.00019421	0.00016744	0.00022216	0.01920000
Aegithalos glaucogularis	0.00015587	0.00013117	0.00017979	0.01540000
Aegithalos iouschistos	0.00016274	0.00013739	0.00018788	0.01610000
Aegithalos iredalei	0.00014965	0.00012537	0.00017312	0.01480000
Aegithalos leucogenys	0.00017613	0.00014931	0.00020184	0.01740000
Aegithalos niveogularis	0.00015666	0.00013282	0.00018115	0.01550000
Aegithina lafresnayei	0.00015760	0.00013345	0.00018267	0.01560000
Aegithina nigrolutea	0.00013231	0.00011043	0.00015499	0.01310000
Aegithina tiphia	0.00016997	0.00014286	0.00019407	0.01680000
Aegithina viridissima	0.00079305	0.00073910	0.00085103	0.07700000
Aegolius acadicus	0.00015786	0.00013377	0.00018280	0.01560000
Aegolius funereus	0.00015482	0.00013098	0.00017865	0.01530000
Aegolius harrisii	0.00018521	0.00015875	0.00021214	0.01830000
Aegolius ridgwayi	0.00016992	0.00014540	0.00019727	0.01680000
Aegotheles affinis	0.00154965	0.00147322	0.00163143	0.14350000
Aegotheles albertisi	0.00016691	0.00014054	0.00019093	0.01650000
Aegotheles archboldi	0.00018326	0.00015730	0.00020975	0.01810000
Aegotheles bennettii	0.00018073	0.00015478	0.00020731	0.01790000
Aegotheles crinifrons	0.00015474	0.00013158	0.00018032	0.01530000
Aegotheles cristatus	0.00016685	0.00014252	0.00019406	0.01650000
Aegotheles insignis	0.00016194	0.00013835	0.00018771	0.01600000
Aegotheles savesi	0.02282677	0.02235190	0.02331985	0.84400000
Aegotheles tatei	0.00157698	0.00149596	0.00165816	0.14590000
Aegotheles wallacii	0.00154732	0.00147000	0.00163128	0.14320000
Aegypius monachus	0.00035410	0.00031726	0.00039117	0.03490000
Aepypodius arfakianus	0.00014888	0.00012483	0.00017198	0.01470000
Aepypodius bruijnii	0.00607357	0.00589959	0.00624534	0.45410000
Aerodramus bartschi	0.00712200	0.00692981	0.00731975	0.50660000
Aerodramus brevirostris	0.00017596	0.00014886	0.00020106	0.01750000
Aerodramus elaphrus	0.00240651	0.00230524	0.00250609	0.21710000
Aerodramus francicus	0.00070106	0.00064930	0.00075422	0.06820000
Aerodramus fuciphagus	0.00016382	0.00013852	0.00018919	0.01620000
Aerodramus hirundinaceus	0.00017607	0.00015029	0.00020154	0.01740000
Aerodramus infuscatus	0.00014559	0.00012373	0.00017020	0.01440000
Aerodramus inquietus	0.00014173	0.00011888	0.00016531	0.01400000
Aerodramus leucophaeus	0.00018756	0.00016259	0.00021631	0.01850000
Aerodramus maximus	0.00014869	0.00012473	0.00017198	0.01470000
Aerodramus mearnsi	0.00016392	0.00013827	0.00018833	0.01620000
Aerodramus nuditarsus	0.00014972	0.00012577	0.00017281	0.01480000
Aerodramus orientalis	0.00151991	0.00144360	0.00160010	0.14100000
Aerodramus papuensis	0.00161731	0.00154233	0.00170203	0.14920000
Aerodramus pelewensis	0.00014769	0.00012359	0.00017123	0.01460000
Aerodramus salangana	0.00016711	0.00014333	0.00019371	0.01650000
Aerodramus sawtelli	0.00245030	0.00235337	0.00255649	0.22100000
Aerodramus spodiopygius	0.00014066	0.00011716	0.00016418	0.01390000
Aerodramus terraereginae	0.00018921	0.00016207	0.00021525	0.01870000
Aerodramus unicolor	0.00015696	0.00013187	0.00018094	0.01550000
Aerodramus vanikorensis	0.00018336	0.00015695	0.00021031	0.01810000
Aerodramus vulcanorum	0.00078901	0.00073166	0.00084303	0.07660000
Aerodramus whiteheadi	0.00158405	0.00149851	0.00166282	0.14650000
Aeronautes andecolus	0.00017096	0.00014533	0.00019644	0.01690000
Aeronautes montivagus	0.00017814	0.00015244	0.00020376	0.01760000
Aeronautes saxatalis	0.00015381	0.00012918	0.00017849	0.01520000
Aethia cristatella	0.00010268	0.00008367	0.00012400	0.01010000
Aethia psittacula	0.00009032	0.00007186	0.00010914	0.00890000
Aethia pusilla	0.00010653	0.00008766	0.00012682	0.01050000
Aethia pygmaea	0.00012564	0.00010439	0.00014800	0.01240000
Aethopyga bella	0.00016781	0.00014272	0.00019351	0.01660000
Aethopyga boltoni	0.00078849	0.00073309	0.00084292	0.07640000
Aethopyga christinae	0.00016376	0.00013919	0.00018905	0.01620000
Aethopyga duyvenbodei	0.00704643	0.00685008	0.00723729	0.50210000
Aethopyga eximia	0.00015489	0.00012991	0.00017871	0.01530000
Aethopyga flagrans	0.00017911	0.00015289	0.00020506	0.01770000
Aethopyga gouldiae	0.00014362	0.00012102	0.00016688	0.01420000
Aethopyga guimarasensis	0.00016114	0.00013631	0.00018572	0.01590000
Aethopyga ignicauda	0.00016791	0.00014115	0.00019202	0.01660000
Aethopyga latouchii	0.00015683	0.00013314	0.00018231	0.01550000
Aethopyga linaraborae	0.00079365	0.00073749	0.00084936	0.07700000
Aethopyga magnifica	0.00016678	0.00014184	0.00019236	0.01650000
Aethopyga mystacalis	0.00014403	0.00012097	0.00016799	0.01420000
Aethopyga nipalensis	0.00015690	0.00013321	0.00018200	0.01550000
Aethopyga primigenia	0.00078444	0.00072970	0.00083971	0.07610000
Aethopyga pulcherrima	0.00017272	0.00014893	0.00019993	0.01710000
Aethopyga saturata	0.00017573	0.00014944	0.00020084	0.01740000
Aethopyga shelleyi	0.00017387	0.00014934	0.00020085	0.01720000
Aethopyga siparaja	0.00017199	0.00014551	0.00019762	0.01700000
Aethopyga temminckii	0.00015191	0.00012898	0.00017683	0.01500000
Aethopyga vigorsii	0.00017018	0.00014605	0.00019704	0.01680000
Afropavo congensis	0.00172273	0.00163572	0.00180646	0.16030000
Afrotis afra	0.00158977	0.00150583	0.00166918	0.14890000
Afrotis afraoides	0.00011954	0.00009934	0.00014206	0.01180000
Agamia agami	0.00201622	0.00192614	0.00210921	0.18510000
Agapornis canus	0.00016292	0.00013839	0.00018723	0.01610000
Agapornis fischeri	0.00077964	0.00072338	0.00083579	0.07570000
Agapornis lilianae	0.00076644	0.00071242	0.00082058	0.07450000
Agapornis nigrigenis	0.00241915	0.00231855	0.00252247	0.21870000
Agapornis personatus	0.00015178	0.00012802	0.00017462	0.01500000
Agapornis pullarius	0.00016965	0.00014546	0.00019560	0.01680000
Agapornis roseicollis	0.00014989	0.00012566	0.00017273	0.01480000
Agapornis swindernianus	0.00014788	0.00012344	0.00017163	0.01460000
Agapornis taranta	0.00015795	0.00013385	0.00018230	0.01560000
Agelaioides badius	0.00014568	0.00012257	0.00017017	0.01440000
Agelaioides fringillarius	0.00016807	0.00014321	0.00019318	0.01660000
Agelaius assimilis	0.00016386	0.00013944	0.00018884	0.01620000
Agelaius humeralis	0.00016771	0.00014256	0.00019354	0.01660000
Agelaius phoeniceus	0.00014079	0.00011824	0.00016465	0.01390000
Agelaius tricolor	0.00683909	0.00665147	0.00702525	0.49370000
Agelaius xanthomus	0.00718944	0.00699555	0.00738901	0.50910000
Agelastes meleagrides	0.00244988	0.00235080	0.00255335	0.22050000
Agelastes niger	0.00013348	0.00011164	0.00015687	0.01320000
Agelasticus cyanopus	0.00017381	0.00014758	0.00019945	0.01720000
Agelasticus thilius	0.00015890	0.00013538	0.00018486	0.01570000
Agelasticus xanthophthalmus	0.00015959	0.00013488	0.00018442	0.01590000
Aglaeactis aliciae	0.00705027	0.00686053	0.00724199	0.50270000
Aglaeactis castelnaudii	0.00077926	0.00072420	0.00083611	0.07570000
Aglaeactis cupripennis	0.00015778	0.00013378	0.00018305	0.01560000
Aglaeactis pamela	0.00017007	0.00014525	0.00019665	0.01680000
Aglaiocercus berlepschi	0.00716486	0.00697115	0.00736792	0.50890000
Aglaiocercus coelestis	0.00016977	0.00014430	0.00019417	0.01680000
Aglaiocercus kingii	0.00013991	0.00011641	0.00016276	0.01380000
Agraphospiza rubescens	0.00016907	0.00014387	0.00019513	0.01670000
Agricola infuscatus	0.00017394	0.00014966	0.00020128	0.01720000
Agricola pallidus	0.00016467	0.00014050	0.00018965	0.01630000
Agriornis albicauda	0.00235063	0.00225704	0.00245029	0.21310000
Agriornis lividus	0.00015792	0.00013380	0.00018334	0.01560000
Agriornis micropterus	0.00017923	0.00015263	0.00020480	0.01770000
Agriornis montanus	0.00016104	0.00013661	0.00018665	0.01590000
Agriornis murinus	0.00016942	0.00014462	0.00019468	0.01680000
Agropsar philippensis	0.00016473	0.00013965	0.00019065	0.01630000
Agropsar sturninus	0.00015988	0.00013506	0.00018441	0.01580000
Ailuroedus buccoides	0.00012255	0.00010055	0.00014350	0.01210000
Ailuroedus crassirostris	0.00012952	0.00010758	0.00015221	0.01280000
Ailuroedus melanotis	0.00013968	0.00011761	0.00016351	0.01380000
Aimophila notosticta	0.00016057	0.00013558	0.00018493	0.01590000
Aimophila rufescens	0.00016908	0.00014377	0.00019509	0.01670000
Aimophila ruficeps	0.00015485	0.00013033	0.00017852	0.01530000
Aix galericulata	0.00017089	0.00014672	0.00019775	0.01690000
Aix sponsa	0.00016993	0.00014504	0.00019695	0.01680000
Akletos goeldii	0.00015077	0.00012712	0.00017456	0.01490000
Akletos melanoceps	0.00017125	0.00014618	0.00019690	0.01690000
Alaemon alaudipes	0.00015776	0.00013294	0.00018281	0.01560000
Alaemon hamertoni	0.00016318	0.00013834	0.00018848	0.01610000
Alauda arvensis	0.00014581	0.00012361	0.00017035	0.01440000
Alauda gulgula	0.00016280	0.00013863	0.00018835	0.01610000
Alauda leucoptera	0.00014757	0.00012486	0.00017193	0.01460000
Alauda razae	0.02305665	0.02256343	0.02355593	0.84710000
Alaudala raytal	0.00016079	0.00013630	0.00018642	0.01590000
Alaudala rufescens	0.00016807	0.00014300	0.00019315	0.01660000
Alaudala somalica	0.00014573	0.00012318	0.00017069	0.01440000
Alca torda	0.00032738	0.00029093	0.00036256	0.03230000
Alcedo atthis	0.00015757	0.00013338	0.00018285	0.01560000
Alcedo coerulescens	0.00015577	0.00013212	0.00018028	0.01540000
Alcedo euryzona	0.02376967	0.02326519	0.02427187	0.85580000
Alcedo hercules	0.00077988	0.00072708	0.00083821	0.07560000
Alcedo meninting	0.00017815	0.00015138	0.00020388	0.01760000
Alcedo peninsulae	0.00076859	0.00071500	0.00082375	0.07470000
Alcedo quadribrachys	0.00014250	0.00011900	0.00016569	0.01410000
Alcedo semitorquata	0.00017808	0.00015375	0.00020501	0.01760000
Alcippe brunneicauda	0.00079198	0.00073580	0.00084801	0.07680000
Alcippe grotei	0.00014655	0.00012318	0.00017036	0.01450000
Alcippe morrisonia	0.00016108	0.00013717	0.00018713	0.01590000
Alcippe nipalensis	0.00016390	0.00013895	0.00018899	0.01620000
Alcippe peracensis	0.00016198	0.00013774	0.00018731	0.01600000
Alcippe poioicephala	0.00016063	0.00013727	0.00018595	0.01590000
Alcippe pyrrhoptera	0.00013963	0.00011610	0.00016188	0.01380000
Aleadryas rufinucha	0.00017822	0.00015299	0.00020485	0.01760000
Alectoris barbara	0.00015279	0.00012787	0.00017588	0.01510000
Alectoris chukar	0.00017498	0.00014884	0.00020012	0.01730000
Alectoris graeca	0.00076362	0.00070653	0.00081644	0.07420000
Alectoris magna	0.00016476	0.00014065	0.00019102	0.01630000
Alectoris melanocephala	0.00016481	0.00013983	0.00018922	0.01630000
Alectoris philbyi	0.00013871	0.00011646	0.00016238	0.01370000
Alectoris rufa	0.00014369	0.00012087	0.00016731	0.01420000
Alectroenas madagascariensis	0.00011634	0.00009557	0.00013829	0.01150000
Alectroenas pulcherrimus	0.00012423	0.00010304	0.00014683	0.01230000
Alectroenas sganzini	0.00062857	0.00057947	0.00067757	0.06130000
Alectrurus risora	0.00236719	0.00227062	0.00247137	0.21410000
Alectrurus tricolor	0.00235084	0.00224787	0.00244361	0.21290000
Alectura lathami	0.00013066	0.00010864	0.00015286	0.01290000
Alethe castanea	0.00015684	0.00013314	0.00018145	0.01550000
Alethe diademata	0.00015361	0.00012990	0.00017788	0.01520000
Alipiopsitta xanthops	0.00062529	0.00057668	0.00067476	0.06100000
Alisterus amboinensis	0.00014245	0.00011985	0.00016688	0.01410000
Alisterus chloropterus	0.00012534	0.00010448	0.00014765	0.01240000
Alisterus scapularis	0.00008518	0.00006768	0.00010333	0.00840000
Alle alle	0.00008429	0.00006693	0.00010282	0.00830000
Allenia fusca	0.00016698	0.00014233	0.00019253	0.01650000
Alopecoenas beccarii	0.00014892	0.00012535	0.00017290	0.01470000
Alopecoenas canifrons	0.00707078	0.00687745	0.00725998	0.50460000
Alopecoenas erythropterus	0.02153335	0.02109000	0.02200385	0.83650000
Alopecoenas hoedtii	0.00625653	0.00607866	0.00643623	0.46350000
Alopecoenas jobiensis	0.00014111	0.00011759	0.00016442	0.01400000
Alopecoenas johannae	0.00016571	0.00014138	0.00019107	0.01640000
Alopecoenas kubaryi	0.00196787	0.00187714	0.00205915	0.18110000
Alopecoenas rubescens	0.00679986	0.00661299	0.00699094	0.49170000
Alopecoenas sanctaecrucis	0.00552327	0.00535029	0.00568425	0.42450000
Alopecoenas stairi	0.00204089	0.00194661	0.00213089	0.18730000
Alopecoenas xanthonurus	0.00070400	0.00065085	0.00075654	0.06850000
Alophoixus bres	0.00081576	0.00076050	0.00087506	0.07910000
Alophoixus finschii	0.00075405	0.00070041	0.00081004	0.07240000
Alophoixus flaveolus	0.00017005	0.00014422	0.00019535	0.01680000
Alophoixus frater	0.00015474	0.00013060	0.00017982	0.01530000
Alophoixus griseiceps	0.00016292	0.00013869	0.00018840	0.01610000
Alophoixus ochraceus	0.00014372	0.00012121	0.00016743	0.01420000
Alophoixus pallidus	0.00014372	0.00012206	0.00016804	0.01420000
Alophoixus phaeocephalus	0.00016992	0.00014512	0.00019478	0.01680000
Alophoixus ruficrissus	0.00015855	0.00013433	0.00018394	0.01570000
Alophoixus tephrogenys	0.00013776	0.00011479	0.00016049	0.01360000
Alopochelidon fucata	0.00015254	0.00012918	0.00017818	0.01510000
Alopochen aegyptiaca	0.00010820	0.00008819	0.00012894	0.01070000
Amadina erythrocephala	0.00015071	0.00012742	0.00017506	0.01490000
Amadina fasciata	0.00016889	0.00014497	0.00019632	0.01670000
Amalocichla incerta	0.00017917	0.00015372	0.00020646	0.01770000
Amalocichla sclateriana	0.00016583	0.00014131	0.00019152	0.01640000
Amandava amandava	0.00015886	0.00013365	0.00018294	0.01570000
Amandava formosa	0.00246264	0.00236143	0.00256449	0.22180000
Amandava subflava	0.00016808	0.00014142	0.00019224	0.01660000
Amaurocichla bocagii	0.00245533	0.00235408	0.00255602	0.22110000
Amaurolimnas concolor	0.00015282	0.00012883	0.00017732	0.01510000
Amaurornis cinerea	0.00017388	0.00014910	0.00020079	0.01720000
Amaurornis isabellina	0.00016923	0.00014444	0.00019523	0.01670000
Amaurornis magnirostris	0.00221147	0.00211946	0.00230844	0.20150000
Amaurornis marginalis	0.00017738	0.00015115	0.00020327	0.01750000
Amaurornis moluccana	0.00015773	0.00013429	0.00018251	0.01560000
Amaurornis olivacea	0.00015673	0.00013187	0.00018196	0.01550000
Amaurornis phoenicurus	0.00016557	0.00014161	0.00019197	0.01640000
Amaurospiza moesta	0.00017381	0.00014679	0.00019881	0.01720000
Amaurospiza relicta	0.00015275	0.00012776	0.00017646	0.01510000
Amazilia alfaroana	0.02406135	0.02355518	0.02456369	0.85810000
Amazilia amabilis	0.00013572	0.00011399	0.00015920	0.01340000
Amazilia amazilia	0.00017254	0.00014820	0.00019860	0.01710000
Amazilia bartletti	0.00019220	0.00016423	0.00021852	0.01900000
Amazilia beryllina	0.00014165	0.00011933	0.00016596	0.01400000
Amazilia boucardi	0.00696506	0.00677387	0.00715910	0.49840000
Amazilia brevirostris	0.00015789	0.00013228	0.00018151	0.01560000
Amazilia candida	0.00014373	0.00012008	0.00016712	0.01420000
Amazilia castaneiventris	0.00075559	0.00070257	0.00081233	0.07340000
Amazilia chionogaster	0.00018527	0.00015974	0.00021279	0.01830000
Amazilia cupreicauda	0.00015253	0.00012958	0.00017812	0.01510000
Amazilia cyanifrons	0.00013667	0.00011388	0.00015952	0.01350000
Amazilia cyanocephala	0.00016678	0.00014161	0.00019248	0.01650000
Amazilia cyanura	0.00017473	0.00014878	0.00020069	0.01730000
Amazilia decora	0.00014261	0.00011881	0.00016596	0.01410000
Amazilia edward	0.00015881	0.00013450	0.00018297	0.01570000
Amazilia fimbriata	0.00015407	0.00012947	0.00017818	0.01520000
Amazilia franciae	0.00016767	0.00014202	0.00019344	0.01660000
Amazilia grayi	0.00015446	0.00013153	0.00017951	0.01530000
Amazilia humboldtii	0.00014105	0.00011816	0.00016423	0.01390000
Amazilia lactea	0.00015873	0.00013470	0.00018303	0.01570000
Amazilia leucogaster	0.00014891	0.00012652	0.00017378	0.01470000
Amazilia luciae	0.00730277	0.00710305	0.00749813	0.51550000
Amazilia rosenbergi	0.00014562	0.00012223	0.00017030	0.01440000
Amazilia rutila	0.00018394	0.00015832	0.00021063	0.01820000
