status_change	rate_0	rate_1	rate_2	rate_3	rate_4	rate_5	rate_6	rate_7	rate_8	rate_9	rate_10	rate_11	rate_12	rate_13	rate_14	rate_15	rate_16	rate_17	rate_18	rate_19	rate_20	rate_21	rate_22	rate_23	rate_24	rate_25	rate_26	rate_27	rate_28	rate_29	rate_30	rate_31	rate_32	rate_33	rate_34	rate_35	rate_36	rate_37	rate_38	rate_39	rate_40	rate_41	rate_42	rate_43	rate_44	rate_45	rate_46	rate_47	rate_48	rate_49	rate_50	rate_51	rate_52	rate_53	rate_54	rate_55	rate_56	rate_57	rate_58	rate_59	rate_60	rate_61	rate_62	rate_63	rate_64	rate_65	rate_66	rate_67	rate_68	rate_69	rate_70	rate_71	rate_72	rate_73	rate_74	rate_75	rate_76	rate_77	rate_78	rate_79	rate_80	rate_81	rate_82	rate_83	rate_84	rate_85	rate_86	rate_87	rate_88	rate_89	rate_90	rate_91	rate_92	rate_93	rate_94	rate_95	rate_96	rate_97	rate_98	rate_99
NT->EX	0.00000771	0.00009244	0.00005837	0.00005642	0.00015328	0.00000905	0.00005964	0.00015680	0.00010453	0.00010097	0.00007475	0.00008006	0.00004764	0.00007460	0.00002015	0.00003616	0.00010737	0.00003429	0.00002432	0.00007938	0.00001377	0.00008708	0.00022763	0.00002689	0.00001913	0.00007662	0.00006413	0.00001550	0.00005972	0.00000694	0.00003958	0.00015083	0.00021133	0.00001686	0.00003733	0.00002685	0.00002224	0.00015738	0.00005274	0.00002708	0.00007212	0.00002670	0.00007287	0.00000592	0.00002926	0.00005361	0.00008718	0.00006073	0.00000956	0.00003487	0.00004615	0.00026061	0.00006401	0.00001252	0.00003907	0.00005389	0.00000795	0.00005566	0.00004243	0.00009993	0.00000640	0.00022378	0.00015430	0.00001527	0.00003706	0.00006524	0.00009179	0.00016438	0.00006632	0.00010600	0.00007457	0.00001697	0.00005556	0.00001574	0.00013933	0.00005052	0.00005984	0.00010630	0.00027905	0.00004828	0.00005407	0.00017117	0.00013578	0.00002923	0.00006025	0.00001770	0.00003434	0.00008791	0.00002583	0.00018206	0.00006888	0.00005069	0.00001403	0.00027116	0.00007061	0.00005417	0.00000820	0.00003663	0.00011918	0.00002430
VU->LC	0.00133673	0.00125016	0.00104792	0.00155341	0.00168737	0.00171207	0.00167878	0.00161578	0.00153552	0.00133749	0.00179024	0.00124476	0.00138713	0.00194469	0.00142716	0.00146987	0.00159811	0.00159718	0.00140287	0.00142873	0.00206021	0.00151797	0.00155366	0.00164118	0.00148644	0.00227261	0.00119979	0.00146412	0.00173355	0.00116067	0.00149424	0.00140836	0.00151366	0.00135123	0.00130541	0.00122493	0.00139215	0.00135957	0.00169787	0.00097142	0.00091733	0.00151782	0.00148780	0.00146931	0.00160914	0.00129489	0.00183740	0.00094669	0.00180359	0.00118835	0.00135352	0.00135300	0.00158426	0.00144166	0.00196602	0.00189851	0.00174869	0.00137644	0.00110297	0.00217186	0.00186399	0.00135366	0.00126463	0.00150573	0.00202413	0.00191175	0.00191385	0.00160228	0.00244877	0.00140423	0.00133717	0.00136216	0.00108886	0.00158611	0.00191958	0.00188445	0.00217260	0.00190576	0.00145925	0.00183363	0.00101386	0.00132818	0.00145792	0.00142436	0.00084206	0.00158307	0.00092924	0.00154763	0.00144680	0.00137740	0.00204312	0.00133841	0.00181029	0.00111566	0.00142235	0.00135327	0.00185767	0.00132099	0.00152887	0.00150994
VU->NT	0.00627920	0.00714096	0.00750744	0.00623832	0.00612701	0.00784128	0.00741820	0.00563857	0.00723318	0.00775228	0.00672771	0.00806471	0.00773168	0.00723523	0.00695551	0.00632761	0.00589316	0.00684196	0.00637420	0.00773745	0.00671079	0.00693951	0.00613984	0.00706210	0.00659890	0.00642787	0.00698363	0.00725876	0.00607434	0.00744754	0.00593994	0.00594914	0.00653339	0.00698513	0.00694421	0.00528879	0.00691411	0.00614448	0.00697350	0.00631993	0.00535481	0.00696268	0.00821412	0.00795856	0.00592318	0.00663193	0.00632166	0.00644934	0.00579231	0.00564310	0.00676146	0.00679348	0.00760393	0.00757231	0.00620744	0.00617998	0.00633989	0.00642560	0.00550681	0.00618508	0.00575556	0.00670432	0.00674065	0.00713563	0.00651636	0.00636914	0.00640964	0.00618040	0.00784762	0.00637820	0.00694865	0.00624140	0.00759076	0.00579322	0.00624872	0.00565117	0.00656843	0.00654894	0.00722262	0.00586959	0.00731461	0.00604834	0.00681800	0.00627007	0.00619027	0.00598508	0.00611847	0.00561444	0.00607230	0.00682709	0.00520191	0.00580857	0.00658689	0.00626674	0.00669781	0.00584524	0.00711872	0.00736341	0.00586399	0.00638455
VU->EN	0.00718043	0.00850773	0.00788871	0.00718610	0.00726635	0.00736401	0.00797862	0.00863747	0.00705586	0.00757949	0.00789463	0.00687889	0.00767185	0.00718212	0.00781156	0.00768681	0.00689809	0.00719939	0.00684835	0.00868884	0.00732003	0.00810672	0.00681018	0.00764553	0.00735414	0.00807863	0.00762354	0.00961739	0.00667318	0.00892656	0.00656059	0.00875425	0.00732555	0.00817963	0.00803757	0.00864257	0.00969741	0.00895980	0.00716052	0.00839359	0.00897135	0.00846737	0.00822937	0.00852701	0.00764200	0.00861548	0.00823382	0.00792218	0.00890207	0.00703772	0.00751152	0.00747378	0.00706218	0.00778325	0.00814800	0.00789182	0.00683711	0.00675051	0.00602028	0.00796957	0.00888939	0.00762281	0.00791097	0.00881367	0.00747267	0.00807993	0.00937276	0.00792746	0.00757991	0.00801794	0.00746495	0.00922892	0.00755161	0.00819137	0.00820451	0.00933287	0.00844322	0.00816705	0.00716329	0.00804062	0.00826133	0.00736411	0.00795999	0.00851706	0.00807571	0.00739127	0.00868113	0.00790984	0.00782712	0.00791879	0.00761388	0.00778603	0.00873737	0.00741691	0.00788809	0.00732228	0.00717459	0.00822418	0.00803306	0.00804346
VU->CR	0.00081341	0.00124310	0.00075422	0.00077548	0.00108512	0.00107555	0.00069771	0.00094600	0.00046384	0.00083289	0.00169330	0.00122410	0.00167064	0.00107548	0.00093343	0.00084269	0.00101984	0.00094301	0.00118072	0.00141993	0.00110572	0.00100716	0.00142721	0.00142384	0.00083477	0.00123205	0.00096255	0.00078501	0.00100759	0.00094501	0.00121000	0.00096491	0.00112073	0.00085476	0.00147074	0.00098260	0.00129733	0.00119374	0.00083452	0.00138184	0.00076297	0.00087302	0.00079871	0.00129849	0.00083521	0.00101177	0.00089381	0.00133080	0.00090198	0.00117883	0.00105770	0.00090727	0.00063082	0.00077647	0.00092343	0.00119654	0.00074663	0.00124929	0.00071385	0.00127531	0.00088096	0.00122865	0.00134768	0.00111449	0.00086042	0.00141299	0.00087835	0.00074337	0.00078935	0.00131589	0.00139226	0.00086785	0.00115258	0.00087003	0.00111870	0.00085790	0.00105559	0.00084958	0.00097145	0.00100247	0.00123361	0.00098020	0.00076297	0.00124391	0.00104600	0.00113303	0.00072718	0.00094110	0.00054673	0.00100588	0.00101996	0.00091175	0.00089958	0.00043218	0.00101367	0.00098382	0.00138963	0.00096493	0.00108878	0.00134667
VU->DD	0.00008286	0.00014044	0.00012565	0.00009876	0.00004787	0.00012459	0.00006911	0.00020012	0.00009022	0.00007314	0.00003003	0.00010779	0.00016573	0.00011133	0.00007789	0.00006925	0.00028105	0.00007522	0.00008097	0.00017240	0.00019728	0.00017496	0.00013095	0.00012043	0.00029354	0.00017496	0.00017445	0.00002826	0.00013520	0.00022612	0.00010901	0.00012995	0.00024229	0.00017531	0.00005334	0.00012212	0.00005728	0.00023757	0.00014781	0.00020489	0.00002879	0.00035441	0.00016012	0.00018492	0.00011820	0.00016654	0.00004352	0.00008907	0.00025817	0.00020504	0.00012515	0.00013289	0.00002261	0.00006357	0.00004234	0.00039383	0.00006290	0.00028922	0.00035503	0.00008095	0.00011341	0.00014541	0.00035831	0.00018581	0.00007787	0.00047153	0.00018978	0.00004137	0.00012325	0.00017208	0.00054145	0.00029832	0.00011730	0.00011393	0.00013122	0.00039435	0.00014899	0.00004361	0.00023080	0.00007186	0.00013371	0.00005321	0.00017732	0.00018450	0.00017991	0.00007007	0.00012226	0.00011702	0.00010786	0.00018353	0.00029027	0.00016417	0.00015521	0.00008885	0.00020686	0.00011802	0.00009455	0.00059624	0.00039572	0.00010164
VU->EX	0.00009335	0.00000045	0.00002521	0.00003449	0.00004181	0.00005133	0.00016023	0.00004092	0.00041670	0.00002056	0.00006374	0.00003419	0.00036016	0.00004132	0.00006080	0.00009149	0.00007619	0.00003910	0.00005715	0.00012577	0.00000515	0.00007904	0.00004756	0.00008010	0.00000611	0.00006189	0.00012919	0.00006568	0.00033657	0.00005924	0.00002742	0.00000196	0.00002668	0.00001834	0.00005002	0.00001936	0.00008849	0.00005426	0.00004664	0.00004941	0.00012325	0.00000213	0.00003921	0.00004881	0.00003966	0.00020031	0.00009059	0.00008212	0.00010825	0.00001875	0.00010363	0.00012266	0.00001553	0.00006462	0.00003478	0.00022871	0.00000549	0.00002177	0.00000098	0.00000218	0.00013705	0.00001857	0.00014427	0.00003663	0.00001863	0.00004152	0.00006320	0.00013334	0.00000208	0.00003173	0.00005675	0.00009865	0.00011816	0.00002410	0.00006427	0.00015834	0.00009707	0.00010114	0.00002390	0.00006227	0.00007259	0.00007405	0.00011096	0.00002227	0.00002263	0.00010902	0.00012514	0.00015947	0.00000942	0.00008544	0.00008321	0.00017331	0.00008555	0.00000312	0.00004572	0.00001687	0.00001269	0.00002366	0.00000670	0.00006769
EN->LC	0.00010651	0.00051153	0.00014206	0.00019514	0.00016236	0.00002986	0.00009207	0.00012618	0.00016695	0.00015030	0.00019507	0.00039312	0.00004250	0.00051907	0.00044878	0.00016060	0.00083518	0.00016102	0.00018769	0.00042801	0.00029625	0.00025322	0.00034238	0.00021930	0.00034065	0.00014214	0.00060355	0.00005215	0.00015095	0.00010364	0.00020386	0.00023739	0.00042789	0.00009136	0.00081410	0.00045879	0.00012099	0.00021363	0.00038475	0.00018251	0.00025121	0.00005308	0.00032918	0.00053871	0.00011685	0.00055865	0.00034217	0.00015287	0.00022509	0.00082544	0.00021718	0.00031047	0.00061336	0.00066759	0.00062049	0.00028824	0.00023349	0.00049503	0.00020951	0.00025757	0.00083433	0.00072744	0.00019444	0.00005537	0.00037051	0.00016416	0.00026976	0.00026799	0.00030858	0.00021145	0.00023899	0.00014766	0.00021174	0.00043733	0.00041635	0.00038883	0.00055091	0.00009638	0.00016020	0.00060626	0.00021229	0.00040408	0.00009712	0.00011635	0.00036450	0.00042528	0.00016165	0.00056493	0.00016700	0.00068086	0.00093815	0.00055747	0.00016900	0.00055989	0.00037269	0.00047991	0.00014898	0.00021634	0.00022820	0.00051422
EN->NT	0.00237049	0.00287109	0.00273992	0.00231196	0.00327364	0.00375472	0.00290836	0.00166968	0.00231685	0.00206333	0.00235817	0.00161429	0.00374682	0.00128052	0.00213294	0.00219218	0.00262281	0.00334550	0.00232838	0.00223022	0.00228818	0.00124242	0.00269360	0.00230412	0.00123820	0.00208226	0.00156091	0.00208487	0.00201633	0.00165019	0.00261796	0.00199683	0.00354082	0.00202983	0.00238968	0.00205271	0.00209719	0.00229751	0.00331337	0.00219483	0.00289585	0.00190127	0.00184222	0.00215952	0.00196216	0.00251700	0.00222155	0.00229076	0.00214974	0.00216606	0.00232644	0.00240804	0.00284052	0.00204246	0.00218741	0.00123527	0.00230518	0.00215618	0.00247561	0.00281903	0.00249839	0.00215819	0.00216312	0.00235463	0.00231255	0.00158152	0.00186325	0.00245755	0.00198969	0.00163277	0.00233877	0.00206448	0.00265295	0.00157388	0.00163174	0.00339633	0.00202732	0.00218675	0.00322059	0.00319545	0.00213213	0.00198276	0.00255200	0.00216219	0.00202559	0.00201522	0.00351603	0.00242553	0.00246819	0.00242246	0.00180263	0.00287438	0.00219304	0.00378192	0.00139481	0.00182754	0.00218171	0.00295955	0.00259486	0.00162595
EN->VU	0.00860567	0.00830583	0.00871520	0.00927447	0.01043848	0.01136168	0.01006651	0.00902579	0.00894382	0.01047513	0.01025069	0.01013255	0.01107207	0.01064223	0.00992779	0.00802869	0.01019538	0.00881933	0.01002436	0.01228223	0.00864301	0.00955114	0.01028580	0.00939681	0.01075712	0.00980299	0.01104417	0.00988961	0.00872430	0.01105199	0.01006052	0.01124246	0.00936459	0.00978989	0.01067216	0.00824150	0.01023820	0.01077350	0.00962886	0.01079083	0.01139062	0.00998963	0.00931959	0.00886925	0.01097217	0.00963471	0.01020183	0.01010489	0.00750847	0.01053157	0.00987790	0.01063892	0.01004046	0.00955853	0.01023965	0.00818010	0.00885249	0.00872431	0.01154668	0.00958721	0.00964896	0.00866345	0.01107536	0.01009825	0.00909152	0.01084759	0.00935727	0.00944539	0.01013270	0.00919019	0.00980828	0.00950121	0.00860327	0.00985805	0.01049892	0.00995851	0.01094712	0.00969615	0.00977339	0.00901618	0.00764765	0.00924322	0.01052332	0.00860814	0.01035649	0.00999779	0.01272968	0.00912405	0.01102168	0.00968618	0.01005243	0.00847575	0.00874789	0.01013184	0.01056309	0.00984977	0.01015144	0.00659446	0.00913041	0.00871264
