year	LC	NT	VU	EN	CR	EX
0	8431	1036	803	466	225	0
1	8422	1040	804	470	225	0
2	8412	1044	805	473	226	1
3	8402	1048	806	476	227	1
4	8393	1052	808	479	228	1
5	8382	1056	809	483	229	2
6	8373	1060	811	486	230	2
7	8364	1063	812	488	231	2
8	8354	1067	815	490	232	3
9	8344	1071	816	494	233	3
10	8336	1075	817	496	234	4
11	8325	1079	819	498	235	4
12	8316	1083	821	500	236	4
13	8307	1087	822	502	238	5
14	8297	1091	824	505	238	5
15	8287	1095	826	508	239	6
16	8278	1099	827	510	241	6
17	8269	1102	829	512	242	7
18	8260	1106	830	515	243	7
19	8251	1110	832	517	244	7
20	8241	1114	833	519	246	8
21	8232	1117	835	522	247	8
22	8223	1119	837	524	248	9
23	8216	1121	838	527	249	9
24	8207	1125	839	530	250	10
25	8198	1128	842	532	251	10
26	8190	1132	844	534	252	11
27	8181	1134	846	536	253	11
28	8172	1138	847	539	254	11
29	8163	1141	848	541	255	12
30	8154	1145	850	544	256	13
31	8146	1147	851	546	258	13
32	8137	1151	853	548	258	14
33	8129	1153	854	550	260	14
34	8122	1156	856	552	261	15
35	8114	1158	858	554	262	15
36	8105	1160	860	558	262	16
37	8098	1163	861	560	263	16
38	8088	1166	863	562	265	17
39	8081	1168	864	564	266	17
40	8074	1172	865	566	267	18
41	8065	1175	867	568	268	18
42	8057	1178	869	569	269	19
43	8050	1180	871	571	270	19
44	8042	1182	873	574	271	19
45	8035	1185	874	576	271	20
46	8027	1188	875	579	272	21
47	8019	1190	877	581	273	21
48	8011	1193	878	584	274	22
49	8004	1196	878	586	275	22
50	7998	1198	880	588	276	23
51	7990	1200	882	589	277	23
52	7983	1202	883	591	278	24
53	7976	1205	883	594	278	24
54	7969	1207	885	595	279	25
55	7962	1210	887	596	280	26
56	7954	1212	890	597	281	26
57	7946	1214	892	599	283	27
58	7939	1215	895	601	284	27
59	7932	1217	897	603	285	28
60	7925	1219	898	605	286	29
61	7918	1220	901	606	287	29
62	7911	1223	903	607	288	30
63	7904	1225	903	609	289	31
64	7896	1228	905	611	289	31
65	7890	1230	906	614	290	32
66	7884	1231	908	615	291	33
67	7876	1234	910	617	292	33
68	7870	1234	912	619	292	34
69	7863	1237	913	621	293	35
70	7857	1237	915	622	294	35
71	7850	1239	918	623	296	36
72	7843	1240	920	625	296	37
73	7836	1241	922	626	298	37
74	7829	1243	924	628	299	38
75	7822	1245	926	631	299	39
76	7814	1248	926	633	301	39
77	7808	1249	927	635	302	40
78	7802	1251	929	637	303	41
79	7794	1252	932	639	303	41
80	7787	1254	933	640	304	42
81	7781	1257	933	643	305	43
82	7774	1259	934	645	306	43
83	7766	1261	935	647	307	44
84	7760	1264	937	647	308	45
85	7753	1266	938	649	309	46
86	7746	1268	940	651	310	46
87	7740	1268	941	654	310	47
88	7734	1270	943	655	311	48
89	7727	1273	943	657	313	48
90	7720	1275	944	659	313	49
91	7714	1276	946	661	315	49
92	7708	1277	947	663	316	50
93	7702	1279	949	666	315	51
94	7695	1280	950	668	316	51
95	7688	1283	950	670	317	52
96	7682	1285	952	671	318	53
97	7676	1287	954	672	319	54
98	7670	1287	956	674	320	54
99	7664	1288	957	677	320	55
100	7658	1290	958	679	321	56
101	7652	1291	960	680	322	57
102	7646	1292	961	682	323	57
103	7639	1294	962	683	324	58
104	7634	1294	964	685	325	59
105	7629	1295	965	687	326	59
106	7623	1296	967	688	327	60
107	7617	1298	968	689	328	61
108	7612	1298	970	692	328	62
109	7607	1299	970	694	329	62
110	7600	1301	973	695	330	63
111	7595	1302	974	696	331	64
112	7590	1302	976	696	333	65
113	7584	1304	977	698	333	65
114	7578	1305	978	700	334	66
115	7573	1306	980	701	334	67
116	7567	1307	983	701	336	68
117	7561	1309	985	703	336	68
118	7555	1311	986	704	337	69
119	7549	1312	987	706	337	70
120	7544	1314	988	708	337	71
121	7539	1314	990	709	338	71
122	7533	1315	991	710	339	72
123	7527	1317	992	712	340	73
124	7522	1318	994	713	341	74
125	7517	1319	996	714	341	75
126	7511	1320	997	715	342	75
127	7506	1320	1000	716	343	76
128	7500	1322	1001	716	344	77
129	7496	1323	1002	717	345	78
130	7492	1324	1002	719	346	79
131	7485	1324	1006	720	346	80
132	7480	1326	1007	721	347	80
133	7474	1328	1008	722	347	82
134	7469	1329	1010	723	348	82
135	7464	1330	1010	725	349	83
136	7459	1331	1011	726	350	84
137	7453	1332	1013	727	350	85
138	7448	1333	1014	730	350	86
139	7443	1333	1016	730	351	87
140	7438	1335	1017	731	352	88
141	7433	1336	1018	733	353	88
142	7428	1337	1019	734	353	89
143	7425	1337	1020	735	354	90
144	7418	1339	1021	736	355	91
145	7414	1340	1023	738	355	92
146	7409	1341	1023	740	355	92
147	7404	1342	1026	741	355	93
148	7400	1343	1027	742	356	94
149	7395	1343	1029	743	356	95
150	7390	1343	1030	745	357	96
151	7385	1344	1031	746	357	96
152	7380	1345	1033	747	358	97
153	7376	1346	1034	749	358	98
154	7371	1346	1036	750	359	99
155	7366	1346	1038	751	360	100
156	7361	1347	1039	752	361	101
157	7356	1349	1040	754	361	101
158	7351	1350	1040	755	363	102
159	7347	1350	1042	756	363	103
160	7342	1350	1043	757	364	104
161	7337	1351	1045	758	365	105
162	7333	1352	1045	760	366	106
163	7329	1352	1047	761	366	107
164	7324	1352	1048	762	366	108
165	7320	1353	1051	762	367	109
166	7316	1353	1051	763	368	110
167	7312	1354	1053	765	368	110
168	7307	1355	1054	765	368	111
169	7303	1355	1055	766	370	112
170	7298	1356	1056	767	371	113
171	7294	1357	1057	768	372	114
172	7290	1358	1057	769	372	115
173	7285	1359	1058	769	373	116
174	7281	1359	1059	771	374	117
175	7277	1359	1060	772	375	118
176	7272	1360	1060	774	376	119
177	7268	1361	1060	775	377	120
178	7264	1362	1061	776	378	121
179	7259	1363	1062	777	379	122
180	7255	1363	1062	778	379	123
181	7250	1365	1064	778	380	124
182	7246	1365	1065	779	381	124
183	7241	1367	1066	780	381	125
184	7238	1367	1068	780	382	126
185	7234	1368	1069	781	383	127
186	7229	1369	1069	782	384	128
187	7224	1371	1070	782	385	129
188	7220	1371	1071	784	384	130
189	7216	1371	1073	785	385	131
190	7212	1371	1073	787	386	132
191	7208	1371	1075	787	386	133
192	7204	1371	1076	789	387	134
193	7200	1372	1077	789	387	135
194	7198	1372	1078	790	388	136
195	7193	1372	1079	791	389	137
196	7189	1373	1080	792	390	138
197	7185	1373	1082	793	390	138
198	7181	1373	1083	794	390	140
199	7177	1374	1083	796	391	140
200	7173	1375	1084	796	391	141
201	7170	1375	1086	797	391	142
202	7165	1375	1087	798	392	143
203	7161	1376	1089	799	392	144
204	7159	1376	1090	799	392	145
205	7156	1375	1092	800	393	146
206	7151	1377	1093	800	394	147
207	7146	1377	1094	801	394	148
208	7143	1376	1095	802	395	149
209	7139	1376	1097	803	395	150
210	7136	1377	1098	804	395	151
211	7132	1378	1099	805	396	152
212	7129	1377	1099	805	397	153
213	7126	1377	1100	807	396	154
214	7123	1378	1101	807	398	155
215	7119	1378	1102	808	398	156
216	7115	1380	1101	810	399	157
217	7111	1380	1102	812	399	158
218	7106	1381	1102	813	399	159
219	7103	1382	1102	815	400	160
220	7099	1382	1103	816	400	161
221	7095	1384	1103	817	400	162
222	7091	1384	1104	818	401	163
223	7087	1384	1106	818	401	164
224	7083	1386	1106	819	402	165
225	7078	1387	1107	819	403	166
226	7075	1387	1108	820	404	167
227	7072	1387	1108	821	404	168
228	7070	1388	1108	822	405	169
229	7066	1389	1109	822	405	170
230	7063	1389	1110	822	406	171
231	7059	1389	1111	823	406	172
232	7055	1391	1111	824	407	173
233	7051	1392	1111	825	408	174
234	7049	1391	1111	827	408	175
235	7045	1391	1112	828	409	176
236	7042	1391	1112	829	409	178
237	7039	1391	1113	830	409	179
238	7036	1391	1113	831	410	180
239	7032	1391	1115	831	411	181
240	7029	1391	1115	832	412	182
241	7026	1392	1115	833	413	183
242	7022	1393	1115	833	414	184
243	7019	1393	1116	833	415	185
244	7016	1394	1117	835	415	186
245	7012	1395	1118	835	415	187
246	7008	1395	1119	835	416	188
247	7006	1395	1119	836	416	189
248	7002	1396	1119	837	417	190
249	6999	1397	1119	838	418	191
250	6996	1397	1119	839	418	192
251	6992	1398	1120	839	419	193
252	6989	1399	1120	840	419	194
253	6986	1398	1122	840	420	195
254	6983	1398	1123	841	420	196
255	6978	1398	1123	844	420	197
256	6975	1399	1123	844	421	198
257	6971	1400	1123	845	421	199
258	6968	1401	1125	846	422	200
259	6964	1401	1125	847	422	202
260	6961	1400	1126	849	422	203
261	6958	1400	1127	849	422	204
262	6954	1401	1128	850	423	205
263	6951	1402	1128	850	423	206
264	6948	1402	1128	851	424	207
265	6944	1402	1130	853	424	208
266	6941	1402	1131	854	424	209
267	6937	1402	1132	855	424	210
268	6934	1404	1131	856	424	211
269	6931	1404	1132	857	425	213
270	6929	1403	1133	857	426	214
271	6926	1403	1134	857	426	215
272	6924	1403	1135	858	426	216
273	6921	1404	1135	858	426	217
274	6919	1403	1135	858	427	218
275	6916	1404	1136	859	427	219
276	6913	1404	1137	859	427	220
277	6910	1405	1138	859	428	221
278	6907	1405	1138	859	429	222
279	6904	1405	1139	859	430	223
280	6901	1405	1140	859	430	225
281	6898	1405	1141	860	431	226
282	6894	1406	1142	861	432	227
283	6891	1406	1143	862	432	228
284	6888	1406	1143	862	432	229
285	6885	1407	1143	863	432	230
286	6883	1407	1145	863	433	231
287	6880	1407	1146	862	433	232
288	6876	1409	1146	863	433	233
289	6873	1409	1147	864	434	234
290	6871	1409	1147	865	434	236
291	6867	1410	1147	866	434	237
292	6865	1410	1148	866	435	238
293	6862	1411	1147	867	435	239
294	6858	1411	1148	869	435	240
295	6855	1412	1148	869	435	241
296	6853	1411	1148	870	437	242
297	6851	1412	1148	870	437	243
298	6848	1412	1150	869	438	244
299	6844	1413	1151	869	439	245
300	6841	1414	1151	869	439	247
301	6838	1414	1152	870	440	247
302	6834	1415	1152	871	440	249
303	6832	1415	1152	871	440	250
304	6829	1414	1153	873	441	251
305	6827	1414	1154	872	442	252
306	6825	1413	1155	874	442	253
307	6822	1414	1156	874	442	254
308	6819	1413	1157	874	443	255
309	6815	1415	1158	874	443	256
310	6812	1415	1158	876	443	257
311	6810	1414	1159	876	443	258
312	6807	1414	1159	877	444	259
313	6804	1415	1160	878	444	261
314	6801	1415	1160	878	445	262
315	6798	1416	1160	879	445	263
316	6795	1417	1160	879	445	264
317	6791	1418	1162	880	445	266
318	6789	1418	1162	880	445	267
319	6787	1418	1163	881	445	268
320	6784	1419	1163	881	445	269
321	6781	1419	1164	882	445	270
322	6779	1419	1164	883	446	271
323	6776	1419	1165	883	446	272
324	6774	1419	1165	884	445	273
325	6772	1419	1166	884	446	275
326	6770	1420	1166	884	446	276
327	6767	1420	1167	884	446	277
328	6763	1421	1168	884	446	278
329	6760	1422	1169	884	446	279
330	6757	1422	1169	884	448	280
331	6755	1424	1168	885	448	281
332	6752	1425	1169	885	448	283
333	6750	1426	1168	886	448	284
334	6747	1427	1169	886	448	285
335	6744	1427	1169	887	448	286
336	6741	1426	1169	888	449	287
337	6740	1426	1170	888	449	288
338	6737	1425	1171	889	449	289
339	6736	1425	1170	890	450	291
340	6733	1425	1171	890	450	292
341	6732	1425	1170	891	450	293
342	6729	1425	1171	891	451	294
343	6727	1425	1171	891	451	295
344	6725	1426	1172	891	451	296
345	6724	1425	1173	891	451	298
346	6722	1423	1173	893	451	299
347	6719	1424	1173	893	451	300
348	6716	1424	1174	894	452	302
349	6714	1423	1173	895	452	303
350	6712	1423	1174	896	452	304
351	6711	1423	1173	896	453	305
352	6708	1423	1173	897	454	306
353	6706	1424	1173	897	454	307
354	6704	1424	1173	898	454	308
355	6702	1424	1173	899	454	310
356	6700	1424	1174	898	454	311
357	6698	1424	1175	899	454	312
358	6695	1423	1175	900	455	313
359	6693	1423	1175	900	456	314
360	6691	1423	1176	899	456	316
361	6689	1423	1176	901	456	317
362	6685	1423	1177	900	457	318
363	6685	1423	1176	900	458	319
364	6683	1422	1177	901	458	320
365	6681	1422	1176	902	458	322
366	6678	1422	1177	903	458	323
367	6676	1422	1177	904	459	324
368	6672	1423	1177	903	459	326
369	6671	1422	1176	905	459	327
370	6668	1423	1176	907	459	328
371	6665	1424	1177	907	458	329
372	6663	1423	1178	907	459	331
