species	rate_e_mean	rate_e_lower	rate_e_upper
Bolborhynchus orbygnesius	0.00002380	0.00001455	0.00003334
Bolemoreus frenatus	0.00002396	0.00001489	0.00003386
Bolemoreus hindwoodi	0.00002601	0.00001641	0.00003592
Bombycilla cedrorum	0.00002082	0.00001203	0.00002954
Bombycilla garrulus	0.00002499	0.00001568	0.00003493
Bombycilla japonica	0.00010334	0.00008388	0.00012336
Bonasa bonasia	0.00001681	0.00000970	0.00002467
Bonasa sewerzowi	0.00010242	0.00008329	0.00012187
Bonasa umbellus	0.00002499	0.00001545	0.00003476
Bostrychia bocagei	0.00233728	0.00224006	0.00243973
Bostrychia carunculata	0.00001925	0.00001104	0.00002833
Bostrychia hagedash	0.00001992	0.00001107	0.00002851
Bostrychia olivacea	0.00001908	0.00001083	0.00002746
Bostrychia rara	0.00002486	0.00001571	0.00003439
Botaurus lentiginosus	0.00002494	0.00001604	0.00003531
Botaurus pinnatus	0.00002203	0.00001297	0.00003123
Botaurus poiciloptilus	0.00054264	0.00049610	0.00058761
Botaurus stellaris	0.00001713	0.00000932	0.00002511
Brachycope anomala	0.00002115	0.00001288	0.00003084
Brachygalba albogularis	0.00001910	0.00001090	0.00002823
Brachygalba goeringi	0.00001700	0.00000970	0.00002518
Brachygalba lugubris	0.00002592	0.00001650	0.00003581
Brachygalba salmoni	0.00001786	0.00000995	0.00002596
Brachypodius atriceps	0.00002491	0.00001599	0.00003484
Brachypodius fuscoflavescens	0.00001482	0.00000748	0.00002234
Brachypodius priocephalus	0.00010840	0.00008879	0.00012950
Brachypteracias leptosomus	0.00021577	0.00018580	0.00024395
Brachypteryx cruralis	0.00001589	0.00000858	0.00002379
Brachypteryx erythrogyna	0.00001386	0.00000695	0.00002066
Brachypteryx floris	0.00001796	0.00001038	0.00002623
Brachypteryx goodfellowi	0.00001903	0.00001122	0.00002789
Brachypteryx hyperythra	0.00008222	0.00006487	0.00010022
Brachypteryx leucophris	0.00002109	0.00001294	0.00003026
Brachypteryx montana	0.00002380	0.00001446	0.00003348
Brachypteryx poliogyna	0.00002089	0.00001228	0.00003014
Brachypteryx saturata	0.00002707	0.00001712	0.00003726
Brachypteryx sinensis	0.00002192	0.00001345	0.00003087
Brachyramphus brevirostris	0.00011552	0.00009531	0.00013774
Brachyramphus marmoratus	0.00056629	0.00051892	0.00061452
Brachyramphus perdix	0.00009043	0.00007235	0.00011028
Bradornis boehmi	0.00001879	0.00001089	0.00002745
Bradornis comitatus	0.00001802	0.00001026	0.00002647
Bradornis fuliginosus	0.00001708	0.00000977	0.00002562
Bradornis mariquensis	0.00002578	0.00001642	0.00003583
Bradornis microrhynchus	0.00001602	0.00000872	0.00002404
Bradornis ussheri	0.00002296	0.00001409	0.00003267
Bradypterus alfredi	0.00001998	0.00001224	0.00002945
Bradypterus baboecala	0.00002613	0.00001676	0.00003625
Bradypterus bangwaensis	0.00012293	0.00010149	0.00014530
Bradypterus barratti	0.00001500	0.00000800	0.00002271
Bradypterus brunneus	0.00002113	0.00001239	0.00003030
Bradypterus carpalis	0.00001406	0.00000684	0.00002092
Bradypterus centralis	0.00001791	0.00001012	0.00002655
Bradypterus cinnamomeus	0.00001808	0.00001006	0.00002662
Bradypterus grandis	0.00008438	0.00006663	0.00010294
Bradypterus graueri	0.00059595	0.00054785	0.00064459
Bradypterus lopezi	0.00002214	0.00001330	0.00003112
Bradypterus sylvaticus	0.00022251	0.00019347	0.00025176
Branta bernicla	0.00001623	0.00000918	0.00002415
Branta canadensis	0.00001782	0.00000996	0.00002643
Branta hutchinsii	0.00002004	0.00001160	0.00002863
Branta leucopsis	0.00001708	0.00000956	0.00002594
Branta ruficollis	0.00026355	0.00023188	0.00029608
Branta sandvicensis	0.00020543	0.00017809	0.00023383
Brotogeris chiriri	0.00002109	0.00001229	0.00003031
Brotogeris chrysoptera	0.00003100	0.00002040	0.00004200
Brotogeris cyanoptera	0.00002304	0.00001419	0.00003228
Brotogeris jugularis	0.00001096	0.00000511	0.00001742
Brotogeris pyrrhoptera	0.00057732	0.00052989	0.00062502
Brotogeris sanctithomae	0.00002191	0.00001316	0.00003130
Brotogeris tirica	0.00001600	0.00000842	0.00002378
Brotogeris versicolurus	0.00002103	0.00001279	0.00003060
Bubalornis albirostris	0.00002189	0.00001358	0.00003064
Bubalornis niger	0.00001991	0.00001170	0.00002939
Bubo africanus	0.00001187	0.00000571	0.00001873
Bubo ascalaphus	0.00001823	0.00001049	0.00002693
Bubo bengalensis	0.00002118	0.00001211	0.00003004
Bubo blakistoni	0.00057404	0.00052416	0.00062015
Bubo bubo	0.00002111	0.00001315	0.00003068
Bubo capensis	0.00002693	0.00001690	0.00003677
Bubo cinerascens	0.00002202	0.00001311	0.00003124
Bubo coromandus	0.00002302	0.00001431	0.00003315
Bubo lacteus	0.00002516	0.00001562	0.00003508
Bubo leucostictus	0.00001988	0.00001171	0.00002852
Bubo magellanicus	0.00001894	0.00001118	0.00002779
Bubo nipalensis	0.00001786	0.00000981	0.00002675
Bubo philippensis	0.00022777	0.00019912	0.00025762
Bubo poensis	0.00002084	0.00001228	0.00002939
Bubo scandiacus	0.00024840	0.00021844	0.00028051
Bubo shelleyi	0.00020864	0.00018059	0.00023745
Bubo sumatranus	0.00002703	0.00001742	0.00003710
Bubo virginianus	0.00001728	0.00000973	0.00002541
Bubulcus ibis	0.00001611	0.00000867	0.00002394
Bucanetes githagineus	0.00002187	0.00001341	0.00003149
Bucanetes mongolicus	0.00002521	0.00001603	0.00003513
Buccanodon duchaillui	0.00003210	0.00002126	0.00004360
Bucco capensis	0.00002003	0.00001179	0.00002928
Bucephala albeola	0.00002385	0.00001502	0.00003361
Bucephala clangula	0.00001773	0.00001018	0.00002621
Bucephala islandica	0.00001694	0.00000935	0.00002475
Buceros bicornis	0.00021953	0.00019159	0.00024964
Buceros hydrocorax	0.00021184	0.00018300	0.00023961
Buceros mindanensis	0.00025433	0.00022350	0.00028547
Buceros rhinoceros	0.00022794	0.00019968	0.00025899
Bucorvus abyssinicus	0.00021289	0.00018438	0.00024209
Bucorvus leadbeateri	0.00022825	0.00019907	0.00025791
Buettikoferella bivittata	0.00002119	0.00001240	0.00003009
Bugeranus carunculatus	0.00021852	0.00018987	0.00024734
Bulweria bulwerii	0.00001581	0.00000836	0.00002356
Bulweria fallax	0.00009051	0.00007231	0.00010942
Buphagus africanus	0.00001802	0.00001024	0.00002646
Buphagus erythrorynchus	0.00002213	0.00001325	0.00003143
Burhinus bistriatus	0.00002494	0.00001538	0.00003452
Burhinus capensis	0.00001615	0.00000875	0.00002370
Burhinus grallarius	0.00002305	0.00001377	0.00003231
Burhinus indicus	0.00001810	0.00001030	0.00002640
Burhinus oedicnemus	0.00002187	0.00001323	0.00003115
Burhinus senegalensis	0.00001596	0.00000876	0.00002404
Burhinus superciliaris	0.00001298	0.00000623	0.00002009
Burhinus vermiculatus	0.00001906	0.00001101	0.00002782
Busarellus nigricollis	0.00002607	0.00001676	0.00003576
Butastur indicus	0.00001799	0.00001003	0.00002633
Butastur liventer	0.00002902	0.00001854	0.00004025
Butastur rufipennis	0.00002098	0.00001282	0.00003014
Butastur teesa	0.00001990	0.00001131	0.00002856
Buteo albigula	0.00002702	0.00001755	0.00003782
Buteo albonotatus	0.00001888	0.00001088	0.00002759
Buteo augur	0.00001694	0.00000909	0.00002517
Buteo auguralis	0.00001701	0.00000958	0.00002481
Buteo brachypterus	0.00001285	0.00000612	0.00001984
Buteo brachyurus	0.00001803	0.00001035	0.00002597
Buteo buteo	0.00002293	0.00001411	0.00003275
Buteo galapagoensis	0.00022181	0.00019371	0.00025134
Buteo hemilasius	0.00001199	0.00000566	0.00001858
Buteo jamaicensis	0.00002106	0.00001224	0.00002995
Buteo japonicus	0.00002307	0.00001434	0.00003262
Buteo lagopus	0.00002006	0.00001173	0.00002862
Buteo lineatus	0.00001582	0.00000798	0.00002351
Buteo nitidus	0.00001992	0.00001134	0.00002872
Buteo oreophilus	0.00010645	0.00008693	0.00012737
Buteo plagiatus	0.00001493	0.00000781	0.00002233
Buteo platypterus	0.00001190	0.00000596	0.00001876
Buteo refectus	0.00002106	0.00001282	0.00003014
Buteo regalis	0.00001993	0.00001158	0.00002869
Buteo ridgwayi	0.00232510	0.00222811	0.00242384
Buteo rufinus	0.00002200	0.00001302	0.00003138
Buteo rufofuscus	0.00002085	0.00001247	0.00003011
Buteo socotraensis	0.00023116	0.00020107	0.00026083
Buteo solitarius	0.00010642	0.00008679	0.00012666
Buteo swainsoni	0.00001881	0.00001060	0.00002715
Buteo trizonatus	0.00009225	0.00007336	0.00011065
Buteo ventralis	0.00026884	0.00023731	0.00030126
Buteogallus aequinoctialis	0.00009953	0.00008012	0.00011985
Buteogallus anthracinus	0.00002400	0.00001518	0.00003411
Buteogallus coronatus	0.00052391	0.00047767	0.00056800
Buteogallus gundlachii	0.00011763	0.00009609	0.00013883
Buteogallus lacernulatus	0.00023999	0.00020976	0.00027087
Buteogallus meridionalis	0.00001712	0.00000932	0.00002552
Buteogallus schistaceus	0.00001986	0.00001145	0.00002863
Buteogallus solitarius	0.00011948	0.00009837	0.00014096
Buteogallus urubitinga	0.00001316	0.00000662	0.00002054
Buthraupis montana	0.00001609	0.00000891	0.00002394
Butorides striata	0.00002411	0.00001507	0.00003427
Bycanistes albotibialis	0.00003408	0.00002310	0.00004524
Bycanistes brevis	0.00001498	0.00000822	0.00002285
Bycanistes bucinator	0.00001506	0.00000812	0.00002264
Bycanistes cylindricus	0.00024426	0.00021355	0.00027534
Bycanistes fistulator	0.00001787	0.00001027	0.00002586
Bycanistes sharpii	0.00002296	0.00001381	0.00003225
Bycanistes subcylindricus	0.00002193	0.00001301	0.00003109
Cacatua alba	0.00058461	0.00053680	0.00063194
Cacatua ducorpsii	0.00001596	0.00000787	0.00002354
Cacatua galerita	0.00002329	0.00001420	0.00003290
Cacatua goffiniana	0.00008324	0.00006575	0.00010044
Cacatua haematuropygia	0.00234988	0.00224720	0.00245179
Cacatua leadbeateri	0.00002394	0.00001435	0.00003367
Cacatua moluccensis	0.00021255	0.00018475	0.00024155
Cacatua ophthalmica	0.00022187	0.00019385	0.00025137
Cacatua pastinator	0.00001825	0.00000981	0.00002681
Cacatua sanguinea	0.00001506	0.00000794	0.00002279
Cacatua sulphurea	0.00222105	0.00212137	0.00231533
Cacatua tenuirostris	0.00001797	0.00001027	0.00002654
Cacicus cela	0.00001710	0.00000957	0.00002535
Cacicus chrysonotus	0.00002808	0.00001753	0.00003837
Cacicus chrysopterus	0.00001696	0.00000949	0.00002484
Cacicus flavicrissus	0.00002011	0.00001200	0.00002903
Cacicus haemorrhous	0.00002207	0.00001330	0.00003128
Cacicus koepckeae	0.00054304	0.00049891	0.00059064
Cacicus latirostris	0.00002885	0.00001845	0.00003967
Cacicus leucoramphus	0.00001994	0.00001197	0.00002872
Cacicus microrhynchus	0.00002629	0.00001701	0.00003700
Cacicus oseryi	0.00001907	0.00001105	0.00002805
Cacicus pacificus	0.00001707	0.00000965	0.00002496
Cacicus sclateri	0.00001611	0.00000887	0.00002394
Cacicus solitarius	0.00001697	0.00000948	0.00002516
Cacicus uropygialis	0.00001913	0.00001093	0.00002776
Cacomantis aeruginosus	0.00002506	0.00001560	0.00003505
Cacomantis castaneiventris	0.00002010	0.00001167	0.00002867
Cacomantis flabelliformis	0.00001811	0.00001032	0.00002602
Cacomantis merulinus	0.00002187	0.00001324	0.00003153
Cacomantis passerinus	0.00002097	0.00001254	0.00002989
Cacomantis sonneratii	0.00001407	0.00000739	0.00002165
Cacomantis variolosus	0.00002423	0.00001471	0.00003364
Cairina moschata	0.00001602	0.00000864	0.00002381
Calamanthus campestris	0.00002310	0.00001435	0.00003261
Calamanthus cautus	0.00002294	0.00001364	0.00003232
Calamanthus fuliginosus	0.00001999	0.00001179	0.00002854
Calamanthus montanellus	0.00001791	0.00001020	0.00002671
Calamanthus pyrrhopygius	0.00001890	0.00001073	0.00002723
Calamonastes fasciolatus	0.00002915	0.00001861	0.00003945
Calamonastes simplex	0.00002318	0.00001455	0.00003348
Calamonastes stierlingi	0.00001510	0.00000838	0.00002290
Calamonastes undosus	0.00002395	0.00001490	0.00003398
Calamonastides bensoni	0.00022001	0.00019057	0.00024811
Calamonastides gracilirostris	0.00021869	0.00019037	0.00024780
Calamospiza melanocorys	0.00001286	0.00000615	0.00002012
Calandrella acutirostris	0.00001985	0.00001135	0.00002856
Calandrella blanfordi	0.00001989	0.00001136	0.00002872
Calandrella brachydactyla	0.00002001	0.00001187	0.00002907
Calandrella cinerea	0.00001186	0.00000584	0.00001890
Calandrella dukhunensis	0.00002283	0.00001410	0.00003224
Calandrella eremica	0.00002196	0.00001327	0.00003086
Calcarius lapponicus	0.00002391	0.00001510	0.00003390
Calcarius ornatus	0.00025862	0.00022703	0.00029046
Calcarius pictus	0.00001616	0.00000856	0.00002411
Calendulauda africanoides	0.00001905	0.00001096	0.00002753
Calendulauda albescens	0.00002708	0.00001767	0.00003762
Calendulauda alopex	0.00002090	0.00001265	0.00002992
Calendulauda burra	0.00020844	0.00018112	0.00023804
Calendulauda erythrochlamys	0.00001603	0.00000870	0.00002379
Calendulauda poecilosterna	0.00002102	0.00001263	0.00002988
Calendulauda sabota	0.00002109	0.00001275	0.00003060
Calherodius leuconotus	0.00002397	0.00001448	0.00003361
Calicalicus madagascariensis	0.00001806	0.00000972	0.00002619
Calicalicus rufocarpalis	0.00023423	0.00020420	0.00026294
Calidris acuminata	0.00001788	0.00000963	0.00002613
Calidris alba	0.00002403	0.00001513	0.00003383
Calidris alpina	0.00001612	0.00000898	0.00002397
Calidris bairdii	0.00001929	0.00001120	0.00002797
Calidris canutus	0.00011353	0.00009156	0.00013341
Calidris falcinellus	0.00002499	0.00001559	0.00003509
Calidris ferruginea	0.00010535	0.00008539	0.00012485
Calidris fuscicollis	0.00001106	0.00000492	0.00001763
Calidris himantopus	0.00001806	0.00001075	0.00002662
Calidris maritima	0.00001411	0.00000733	0.00002141
Calidris mauri	0.00001729	0.00000924	0.00002531
Calidris melanotos	0.00001611	0.00000839	0.00002452
Calidris minuta	0.00002022	0.00001217	0.00002942
Calidris minutilla	0.00002177	0.00001317	0.00003091
Calidris ptilocnemis	0.00002403	0.00001504	0.00003359
Calidris pugnax	0.00002316	0.00001416	0.00003313
Calidris pusilla	0.00010376	0.00008489	0.00012440
Calidris pygmaea	0.00231174	0.00221029	0.00241001
Calidris ruficollis	0.00010928	0.00008957	0.00013037
Calidris subminuta	0.00002425	0.00001470	0.00003382
Calidris subruficollis	0.00010555	0.00008495	0.00012520
Calidris temminckii	0.00001914	0.00001105	0.00002736
Calidris tenuirostris	0.00058268	0.00053575	0.00063036
Calidris virgata	0.00002576	0.00001650	0.00003580
Caliechthrus leucolophus	0.00001677	0.00000911	0.00002454
Caligavis chrysops	0.00001787	0.00000999	0.00002625
Caligavis obscura	0.00001990	0.00001170	0.00002859
Caligavis subfrenata	0.00002135	0.00001241	0.00003039
Callacanthis burtoni	0.00002106	0.00001249	0.00002978
Callaeas cinereus	0.00220306	0.00210711	0.00230213
Callaeas wilsoni	0.00012939	0.00010769	0.00015194
Calliope calliope	0.00002208	0.00001336	0.00003130
Calliope obscura	0.00021889	0.00019015	0.00024891
Calliope pectardens	0.00011041	0.00009032	0.00013189
Calliope pectoralis	0.00002114	0.00001242	0.00003016
Calliope tschebaiewi	0.00002087	0.00001238	0.00002982
Callipepla californica	0.00002590	0.00001651	0.00003548
Callipepla douglasii	0.00001981	0.00001157	0.00002874
Callipepla gambelii	0.00001787	0.00001034	0.00002674
Callipepla squamata	0.00001522	0.00000827	0.00002293
Calliphlox amethystina	0.00002894	0.00001870	0.00003928
Calliphlox bryantae	0.00001717	0.00000957	0.00002507
Calliphlox mitchellii	0.00001698	0.00000933	0.00002515
Callocephalon fimbriatum	0.00002401	0.00001464	0.00003356
Callonetta leucophrys	0.00001106	0.00000524	0.00001780
Calochaetes coccineus	0.00002796	0.00001759	0.00003829
Caloenas nicobarica	0.00010137	0.00008280	0.00012199
Calonectris borealis	0.00002425	0.00001512	0.00003406
Calonectris diomedea	0.00001699	0.00001000	0.00002541
Calonectris edwardsii	0.00008839	0.00007015	0.00010696
Calonectris leucomelas	0.00012054	0.00009860	0.00014161
Caloperdix oculeus	0.00010243	0.00008305	0.00012213
Caloramphus fuliginosus	0.00001506	0.00000785	0.00002265
Caloramphus hayii	0.00009322	0.00007459	0.00011243
Calothorax lucifer	0.00001791	0.00001025	0.00002625
Calothorax pulcher	0.00001907	0.00001085	0.00002764
Calypte anna	0.00000998	0.00000436	0.00001603
Calypte costae	0.00001815	0.00000987	0.00002644
Calyptocichla serinus	0.00002621	0.00001668	0.00003674
Calyptomena hosii	0.00009922	0.00007965	0.00011841
Calyptomena viridis	0.00011041	0.00009128	0.00013288
Calyptomena whiteheadi	0.00002491	0.00001592	0.00003495
Calyptophilus frugivorus	0.00010152	0.00008137	0.00012145
Calyptophilus tertius	0.00025054	0.00022012	0.00028189
Calyptorhynchus banksii	0.00002413	0.00001522	0.00003426
Calyptorhynchus lathami	0.00001009	0.00000447	0.00001617
Calyptura cristata	0.00241293	0.00230781	0.00251168
Camaroptera brachyura	0.00002605	0.00001646	0.00003587
Camaroptera chloronota	0.00001709	0.00000951	0.00002517
Camaroptera harterti	0.00001602	0.00000848	0.00002420
Camaroptera superciliaris	0.00002419	0.00001532	0.00003339
Camaroptera toroensis	0.00002196	0.00001315	0.00003119
Campephaga flava	0.00001706	0.00000919	0.00002475
Campephaga petiti	0.00002591	0.00001602	0.00003597
Campephaga phoenicea	0.00002497	0.00001516	0.00003437
Campephaga quiscalina	0.00002605	0.00001621	0.00003629
Campephilus gayaquilensis	0.00010459	0.00008453	0.00012404
Campephilus guatemalensis	0.00002012	0.00001162	0.00002909
Campephilus haematogaster	0.00001285	0.00000625	0.00001999
Campephilus imperialis	0.00242713	0.00233048	0.00253496
Campephilus leucopogon	0.00002410	0.00001487	0.00003357
Campephilus magellanicus	0.00002308	0.00001408	0.00003271
Campephilus melanoleucos	0.00001811	0.00001014	0.00002656
Campephilus pollens	0.00002221	0.00001341	0.00003163
Campephilus principalis	0.00221275	0.00211283	0.00231089
Campephilus robustus	0.00001989	0.00001153	0.00002872
Campephilus rubricollis	0.00002710	0.00001724	0.00003746
Campephilus splendens	0.00011550	0.00009419	0.00013638
Campethera abingoni	0.00002598	0.00001606	0.00003575
Campethera bennettii	0.00002604	0.00001608	0.00003591
Campethera cailliautii	0.00002109	0.00001230	0.00002996
Campethera caroli	0.00001389	0.00000713	0.00002114
Campethera maculosa	0.00001605	0.00000898	0.00002412
Campethera mombassica	0.00002208	0.00001382	0.00003140
Campethera nivosa	0.00001502	0.00000829	0.00002301
Campethera notata	0.00009815	0.00007950	0.00011840
Campethera nubica	0.00001779	0.00000988	0.00002648
Campethera punctuligera	0.00002101	0.00001215	0.00003007
Campethera scriptoricauda	0.00002232	0.00001367	0.00003200
Campethera taeniolaema	0.00002312	0.00001400	0.00003252
Campethera tullbergi	0.00001827	0.00001067	0.00002669
Campicoloides bifasciatus	0.00001911	0.00001079	0.00002774
Campochaera sloetii	0.00001805	0.00001020	0.00002654
Camptostoma imberbe	0.00001899	0.00001106	0.00002788
Camptostoma obsoletum	0.00001914	0.00001043	0.00002757
Campylopterus curvipennis	0.00001512	0.00000779	0.00002258
Campylopterus cuvierii	0.00002195	0.00001348	0.00003178
Campylopterus duidae	0.00001786	0.00000997	0.00002602
Campylopterus ensipennis	0.00011746	0.00009656	0.00013920
Campylopterus falcatus	0.00001804	0.00001012	0.00002672
Campylopterus hemileucurus	0.00001882	0.00001073	0.00002729
Campylopterus hyperythrus	0.00003009	0.00001993	0.00004134
Campylopterus largipennis	0.00001401	0.00000732	0.00002122
Campylopterus phainopeplus	0.00060665	0.00055648	0.00065470
Campylopterus rufus	0.00001804	0.00000997	0.00002665
Campylopterus villaviscensio	0.00008010	0.00006257	0.00009714
Campylorhamphus falcularius	0.00001898	0.00001080	0.00002724
Campylorhamphus multostriatus	0.00001807	0.00000987	0.00002601
Campylorhamphus probatus	0.00002332	0.00001409	0.00003322
Campylorhamphus procurvoides	0.00001399	0.00000750	0.00002119
Campylorhamphus pusillus	0.00001684	0.00000938	0.00002473
Campylorhamphus trochilirostris	0.00001594	0.00000862	0.00002405
Campylorhynchus albobrunneus	0.00002910	0.00001897	0.00003984
Campylorhynchus brunneicapillus	0.00001609	0.00000886	0.00002374
Campylorhynchus capistratus	0.00003391	0.00002283	0.00004560
Campylorhynchus chiapensis	0.00001894	0.00001140	0.00002785
Campylorhynchus fasciatus	0.00002613	0.00001614	0.00003583
Campylorhynchus griseus	0.00002297	0.00001405	0.00003231
Campylorhynchus gularis	0.00002397	0.00001475	0.00003339
Campylorhynchus humilis	0.00002086	0.00001246	0.00002998
Campylorhynchus jocosus	0.00002498	0.00001594	0.00003492
Campylorhynchus megalopterus	0.00001311	0.00000612	0.00002003
Campylorhynchus nuchalis	0.00002007	0.00001180	0.00002865
Campylorhynchus rufinucha	0.00001909	0.00001093	0.00002780
Campylorhynchus turdinus	0.00001606	0.00000855	0.00002361
Campylorhynchus yucatanicus	0.00010367	0.00008491	0.00012536
Campylorhynchus zonatus	0.00002014	0.00001155	0.00002906
Canirallus oculeus	0.00002290	0.00001383	0.00003182
Cantorchilus griseus	0.00002313	0.00001415	0.00003267
Cantorchilus guarayanus	0.00002823	0.00001801	0.00003844
Cantorchilus leucopogon	0.00001902	0.00001089	0.00002744
Cantorchilus leucotis	0.00002599	0.00001652	0.00003635
Cantorchilus longirostris	0.00001973	0.00001184	0.00002864
Cantorchilus modestus	0.00002088	0.00001250	0.00003002
Cantorchilus nigricapillus	0.00001708	0.00000929	0.00002547
Cantorchilus semibadius	0.00001203	0.00000569	0.00001823
Cantorchilus superciliaris	0.00001398	0.00000685	0.00002112
Cantorchilus thoracicus	0.00001497	0.00000804	0.00002266
Cantorchilus zeledoni	0.00002518	0.00001593	0.00003503
Capito auratus	0.00002486	0.00001580	0.00003518
Capito aurovirens	0.00002210	0.00001337	0.00003088
Capito brunneipectus	0.00001379	0.00000675	0.00002113
Capito dayi	0.00020696	0.00017912	0.00023583
Capito fitzpatricki	0.00010233	0.00008354	0.00012194
Capito hypoleucus	0.00022210	0.00019387	0.00025249
Capito maculicoronatus	0.00002398	0.00001524	0.00003400
Capito niger	0.00001791	0.00001013	0.00002612
Capito quinticolor	0.00022877	0.00019898	0.00025859
Capito squamatus	0.00010731	0.00008800	0.00012808
Capito wallacei	0.00023638	0.00020622	0.00026583
Caprimulgus aegyptius	0.00002108	0.00001237	0.00003068
Caprimulgus affinis	0.00001406	0.00000693	0.00002130
Caprimulgus andamanicus	0.00002189	0.00001300	0.00003104
Caprimulgus asiaticus	0.00001603	0.00000885	0.00002387
Caprimulgus atripennis	0.00001318	0.00000618	0.00002062
Caprimulgus batesi	0.00001991	0.00001160	0.00002860
Caprimulgus celebensis	0.00001822	0.00001000	0.00002631
Caprimulgus centralasicus	0.00020793	0.00017878	0.00023621
Caprimulgus clarus	0.00001802	0.00001008	0.00002669
Caprimulgus climacurus	0.00002290	0.00001408	0.00003300
Caprimulgus concretus	0.00023409	0.00020345	0.00026374
Caprimulgus donaldsoni	0.00002909	0.00001930	0.00003977
Caprimulgus europaeus	0.00002320	0.00001385	0.00003274
Caprimulgus eximius	0.00001977	0.00001139	0.00002851
Caprimulgus fossii	0.00001802	0.00001006	0.00002631
Caprimulgus fraenatus	0.00001803	0.00001011	0.00002606
Caprimulgus indicus	0.00001792	0.00000990	0.00002580
Caprimulgus inornatus	0.00002298	0.00001389	0.00003309
Caprimulgus jotaka	0.00002382	0.00001488	0.00003291
Caprimulgus longipennis	0.00002723	0.00001712	0.00003769
Caprimulgus macrurus	0.00002512	0.00001541	0.00003462
Caprimulgus madagascariensis	0.00002692	0.00001773	0.00003762
Caprimulgus mahrattensis	0.00001983	0.00001155	0.00002861
Caprimulgus manillensis	0.00001992	0.00001145	0.00002879
Caprimulgus meesi	0.00002004	0.00001128	0.00002854
Caprimulgus natalensis	0.00003518	0.00002415	0.00004744
Caprimulgus nubicus	0.00002127	0.00001253	0.00003025
Caprimulgus pectoralis	0.00001411	0.00000716	0.00002141
Caprimulgus phalaena	0.00009526	0.00007652	0.00011481
Caprimulgus poliocephalus	0.00002219	0.00001320	0.00003185
Caprimulgus prigoginei	0.00055694	0.00051146	0.00060525
Caprimulgus pulchellus	0.00009201	0.00007407	0.00011092
Caprimulgus ruficollis	0.00001917	0.00001096	0.00002803
Caprimulgus rufigena	0.00002397	0.00001488	0.00003343
Caprimulgus solala	0.00024022	0.00021044	0.00027042
Caprimulgus stellatus	0.00001199	0.00000570	0.00001882
Caprimulgus tristigma	0.00001103	0.00000482	0.00001773
Caprimulgus vexillarius	0.00002610	0.00001678	0.00003680
Capsiempis flaveola	0.00001983	0.00001129	0.00002834
Caracara cheriway	0.00002493	0.00001559	0.00003455
Caracara plancus	0.00001603	0.00000840	0.00002400
Cardellina canadensis	0.00001497	0.00000808	0.00002243
Cardellina pusilla	0.00002924	0.00001928	0.00004015
Cardellina rubra	0.00002495	0.00001489	0.00003460
Cardellina rubrifrons	0.00002030	0.00001206	0.00002941
Cardellina versicolor	0.00023632	0.00020707	0.00026729
Cardinalis cardinalis	0.00002769	0.00001788	0.00003853
Cardinalis phoeniceus	0.00000923	0.00000367	0.00001523
Cardinalis sinuatus	0.00002106	0.00001273	0.00003000
Carduelis caniceps	0.00002400	0.00001425	0.00003403
Carduelis carduelis	0.00001888	0.00001089	0.00002774
Carduelis citrinella	0.00002596	0.00001683	0.00003587
Carduelis corsicana	0.00000998	0.00000442	0.00001634
Cariama cristata	0.00001702	0.00000947	0.00002552
Caridonax fulgidus	0.00002707	0.00001701	0.00003742
Carpococcyx radiceus	0.00009520	0.00007644	0.00011506
Carpococcyx renauldi	0.00024106	0.00020961	0.00027091
Carpococcyx viridis	0.00221666	0.00211905	0.00231313
Carpodacus dubius	0.00001930	0.00001137	0.00002786
Carpodacus edwardsii	0.00002603	0.00001661	0.00003577
Carpodacus erythrinus	0.00001207	0.00000553	0.00001877
Carpodacus formosanus	0.00000999	0.00000417	0.00001585
Carpodacus pulcherrimus	0.00002221	0.00001351	0.00003145
Carpodacus puniceus	0.00001308	0.00000658	0.00002046
Carpodacus rhodochlamys	0.00002387	0.00001468	0.00003334
Carpodacus roborowskii	0.00002226	0.00001377	0.00003169
Carpodacus rodochroa	0.00002009	0.00001194	0.00002863
Carpodacus rodopeplus	0.00002830	0.00001825	0.00003891
Carpodacus roseus	0.00001208	0.00000553	0.00001863
Carpodacus rubicilla	0.00001705	0.00000957	0.00002544
Carpodacus rubicilloides	0.00002687	0.00001731	0.00003688
Carpodacus sibiricus	0.00001879	0.00001048	0.00002727
Carpodacus sillemi	0.00020474	0.00017620	0.00023307
Carpodacus sipahi	0.00001812	0.00001036	0.00002669
Carpodacus stoliczkae	0.00002198	0.00001297	0.00003127
Carpodacus subhimachalus	0.00002614	0.00001687	0.00003631
Carpodacus synoicus	0.00002899	0.00001880	0.00003984
Carpodacus thura	0.00002691	0.00001761	0.00003760
Carpodacus trifasciatus	0.00002302	0.00001451	0.00003233
Carpodacus verreauxii	0.00001518	0.00000805	0.00002310
Carpodacus vinaceus	0.00001207	0.00000569	0.00001881
Carpodacus waltoni	0.00001802	0.00001020	0.00002644
Carpodectes antoniae	0.00051780	0.00047141	0.00056374
Carpodectes hopkei	0.00002023	0.00001164	0.00002914
Carpodectes nitidus	0.00001981	0.00001145	0.00002855
Carpornis cucullata	0.00010518	0.00008604	0.00012624
Carpornis melanocephala	0.00023419	0.00020426	0.00026393
Carpospiza brachydactyla	0.00001806	0.00001039	0.00002686
