species	simulated_ext_prob_in_100_years
Dendrocitta cinerascens	0.00160000
Dendrocitta formosae	0.00250000
Dendrocitta frontalis	0.00180000
Dendrocitta leucogastra	0.00210000
Dendrocitta occipitalis	0.00180000
Dendrocitta vagabunda	0.00170000
Dendrocolaptes certhia	0.00200000
Dendrocolaptes hoffmannsi	0.02240000
Dendrocolaptes picumnus	0.00220000
Dendrocolaptes platyrostris	0.00240000
Dendrocolaptes punctipectus	0.02250000
Dendrocolaptes sanctithomae	0.00200000
Dendrocopos analis	0.00190000
Dendrocopos assimilis	0.00270000
Dendrocopos atratus	0.00280000
Dendrocopos darjellensis	0.00220000
Dendrocopos himalayensis	0.00190000
Dendrocopos hyperythrus	0.00290000
Dendrocopos leucopterus	0.00150000
Dendrocopos leucotos	0.00230000
Dendrocopos macei	0.00140000
Dendrocopos major	0.00190000
Dendrocopos noguchii	0.20400000
Dendrocopos owstoni	0.00990000
Dendrocopos syriacus	0.00190000
Dendrocygna arborea	0.01160000
Dendrocygna arcuata	0.00150000
Dendrocygna autumnalis	0.00180000
Dendrocygna bicolor	0.00190000
Dendrocygna eytoni	0.00190000
Dendrocygna guttata	0.00170000
Dendrocygna javanica	0.00300000
Dendrocygna viduata	0.00220000
Dendronanthus indicus	0.00250000
Dendroperdix sephaena	0.00220000
Dendropicos abyssinicus	0.00200000
Dendropicos dorae	0.00790000
Dendropicos elachus	0.00190000
Dendropicos elliotii	0.00140000
Dendropicos fuscescens	0.00210000
Dendropicos gabonensis	0.00210000
Dendropicos goertae	0.00150000
Dendropicos griseocephalus	0.00130000
Dendropicos johnstoni	0.00160000
Dendropicos lugubris	0.00200000
Dendropicos namaquus	0.00250000
Dendropicos obsoletus	0.00210000
Dendropicos poecilolaemus	0.00230000
Dendropicos pyrrhogaster	0.00240000
Dendropicos spodocephalus	0.00160000
Dendropicos stierlingi	0.01020000
Dendropicos xantholophus	0.00180000
Dendroplex kienerii	0.00910000
Dendroplex picus	0.00150000
Dendrortyx barbatus	0.02120000
Dendrortyx leucophrys	0.00200000
Dendrortyx macroura	0.00170000
Deroptyus accipitrinus	0.00230000
Dessonornis anomalus	0.01080000
Dessonornis archeri	0.00160000
Dessonornis caffer	0.00190000
Dessonornis humeralis	0.00240000
Dessonornis macclounii	0.00090000
Dessonornis mbuluensis	0.00170000
Devioeca papuana	0.00120000
Dicaeum aeneum	0.00170000
Dicaeum agile	0.00150000
Dicaeum annae	0.00190000
Dicaeum anthonyi	0.01150000
Dicaeum aureolimbatum	0.00190000
Dicaeum australe	0.00200000
Dicaeum beccarii	0.00120000
Dicaeum bicolor	0.00270000
Dicaeum cambodianum	0.00180000
Dicaeum celebicum	0.00240000
Dicaeum chrysorrheum	0.00170000
Dicaeum concolor	0.00190000
Dicaeum cruentatum	0.00140000
Dicaeum erythrorhynchos	0.00230000
Dicaeum erythrothorax	0.00170000
Dicaeum everetti	0.01020000
Dicaeum eximium	0.00160000
Dicaeum geelvinkianum	0.00230000
Dicaeum haematostictum	0.02330000
Dicaeum hanieli	0.00200000
Dicaeum hirundinaceum	0.00110000
Dicaeum hypoleucum	0.00230000
Dicaeum ignicolle	0.00270000
Dicaeum igniferum	0.00110000
Dicaeum ignipectus	0.00280000
Dicaeum kampalili	0.00160000
Dicaeum keiense	0.00260000
Dicaeum luzoniense	0.00160000
Dicaeum maugei	0.00150000
Dicaeum melanozanthum	0.00230000
Dicaeum minullum	0.00220000
Dicaeum monticolum	0.00190000
Dicaeum nehrkorni	0.00210000
Dicaeum nigrilore	0.00180000
Dicaeum nitidum	0.00170000
Dicaeum pectorale	0.00200000
Dicaeum proprium	0.00210000
Dicaeum pygmaeum	0.00180000
Dicaeum quadricolor	0.19800000
Dicaeum retrocinctum	0.02330000
Dicaeum sanguinolentum	0.00200000
Dicaeum schistaceiceps	0.00280000
Dicaeum trigonostigma	0.00260000
Dicaeum tristrami	0.00170000
Dicaeum trochileum	0.00210000
Dicaeum vincens	0.00990000
Dicaeum vulneratum	0.00250000
Dicaeum wilhelminae	0.00150000
Dichrozona cincta	0.00170000
Dicrurus adsimilis	0.00170000
Dicrurus aeneus	0.00180000
Dicrurus aldabranus	0.00990000
Dicrurus andamanensis	0.00220000
Dicrurus annectens	0.00210000
Dicrurus atripennis	0.00200000
Dicrurus balicassius	0.00250000
Dicrurus bracteatus	0.00190000
Dicrurus caerulescens	0.00210000
Dicrurus densus	0.00220000
Dicrurus forficatus	0.00180000
Dicrurus fuscipennis	0.05130000
Dicrurus hottentottus	0.00170000
Dicrurus leucophaeus	0.00240000
Dicrurus lophorinus	0.00130000
Dicrurus ludwigii	0.00200000
Dicrurus macrocercus	0.00190000
Dicrurus megarhynchus	0.00840000
Dicrurus menagei	0.05290000
Dicrurus modestus	0.00280000
Dicrurus montanus	0.00220000
Dicrurus paradiseus	0.00200000
Dicrurus remifer	0.00180000
Dicrurus striatus	0.00200000
Dicrurus sumatranus	0.01030000
Dicrurus waldenii	0.01980000
Didunculus strigirostris	0.20650000
Diglossa albilatera	0.00200000
Diglossa baritula	0.00120000
Diglossa brunneiventris	0.00180000
Diglossa caerulescens	0.00190000
Diglossa carbonaria	0.00210000
Diglossa cyanea	0.00190000
Diglossa duidae	0.00180000
Diglossa glauca	0.00230000
Diglossa gloriosa	0.00170000
Diglossa gloriosissima	0.00950000
Diglossa humeralis	0.00140000
Diglossa indigotica	0.00160000
Diglossa lafresnayii	0.00200000
Diglossa major	0.00210000
Diglossa mystacalis	0.00190000
Diglossa plumbea	0.00120000
Diglossa sittoides	0.00170000
Diglossa venezuelensis	0.05520000
Dinemellia dinemelli	0.00200000
Dinopium benghalense	0.00180000
Dinopium everetti	0.01190000
Dinopium javanense	0.00140000
Dinopium psarodes	0.00140000
Dinopium rafflesii	0.01070000
Dinopium shorii	0.00220000
Diomedea amsterdamensis	0.05700000
Diomedea antipodensis	0.05520000
Diomedea dabbenena	0.20020000
Diomedea epomophora	0.02170000
Diomedea exulans	0.02440000
Diomedea sanfordi	0.05590000
Diopsittaca cumanensis	0.00130000
Diopsittaca nobilis	0.00260000
Discosura conversii	0.00210000
Discosura langsdorffi	0.00270000
Discosura letitiae	0.02360000
Discosura longicaudus	0.00180000
Discosura popelairii	0.01060000
Diuca diuca	0.00180000
Dives dives	0.00180000
Dives warczewiczi	0.00190000
Dolichonyx oryzivorus	0.00200000
Doliornis remseni	0.02300000
Doliornis sclateri	0.02490000
Donacobius atricapilla	0.00230000
Donacospiza albifrons	0.00150000
Doricha eliza	0.00920000
Doricha enicura	0.00250000
Doryfera johannae	0.00250000
Doryfera ludovicae	0.00160000
Drepanis coccinea	0.02060000
Drepanoptila holosericea	0.01110000
Drepanorhynchus reichenowi	0.00320000
Drepanornis albertisi	0.00160000
Drepanornis bruijnii	0.01040000
Dreptes thomensis	0.02330000
Dromaius novaehollandiae	0.00160000
Dromas ardeola	0.00160000
Dromococcyx pavoninus	0.00260000
Dromococcyx phasianellus	0.00260000
Drymocichla incana	0.00230000
Drymodes beccarii	0.00190000
Drymodes brunneopygia	0.00180000
Drymodes superciliaris	0.00110000
Drymophila caudata	0.00950000
Drymophila devillei	0.00230000
Drymophila ferruginea	0.00210000
Drymophila genei	0.00220000
Drymophila hellmayri	0.00930000
Drymophila klagesi	0.00140000
Drymophila malura	0.00230000
Drymophila ochropyga	0.01020000
Drymophila rubricollis	0.00220000
Drymophila squamata	0.00250000
Drymophila striaticeps	0.00260000
Drymornis bridgesii	0.00160000
Drymotoxeres pucheranii	0.01100000
Dryobates cathpharius	0.00190000
Dryobates minor	0.00220000
Dryobates nuttallii	0.00300000
Dryobates pernyii	0.00210000
Dryobates pubescens	0.00190000
Dryobates scalaris	0.00270000
Dryocopus hodgei	0.02270000
Dryocopus javensis	0.00170000
Dryocopus martius	0.00210000
Dryolimnas cuvieri	0.00200000
Dryoscopus angolensis	0.00250000
Dryoscopus cubla	0.00160000
Dryoscopus gambensis	0.00220000
Dryoscopus pringlii	0.00250000
Dryoscopus sabini	0.00120000
Dryoscopus senegalensis	0.00180000
Dryotriorchis spectabilis	0.00140000
Dubusia carrikeri	0.05370000
Dubusia castaneoventris	0.00200000
Dubusia stictocephala	0.00190000
Dubusia taeniata	0.00200000
Ducula aenea	0.00220000
Ducula aurorae	0.05820000
Ducula badia	0.00190000
Ducula bakeri	0.02120000
Ducula basilica	0.00110000
Ducula bicolor	0.00200000
Ducula brenchleyi	0.02320000
Ducula carola	0.02470000
Ducula chalconota	0.00240000
Ducula cineracea	0.01030000
Ducula concinna	0.00220000
Ducula cuprea	0.00180000
Ducula finschii	0.00910000
Ducula forsteni	0.00100000
Ducula galeata	0.05160000
Ducula geelvinkiana	0.00140000
Ducula goliath	0.00920000
Ducula lacernulata	0.00230000
Ducula latrans	0.00240000
Ducula luctuosa	0.00230000
Ducula melanochroa	0.00170000
Ducula mindorensis	0.05530000
Ducula mullerii	0.00120000
Ducula myristicivora	0.00200000
Ducula neglecta	0.00250000
Ducula obiensis	0.00200000
Ducula oceanica	0.00980000
Ducula oenothorax	0.01070000
Ducula pacifica	0.00160000
Ducula perspicillata	0.00240000
Ducula pickeringii	0.02090000
Ducula pinon	0.00140000
Ducula pistrinaria	0.00180000
Ducula poliocephala	0.01160000
Ducula radiata	0.00200000
Ducula rosacea	0.00960000
Ducula rubricera	0.00870000
Ducula rufigaster	0.00160000
Ducula salvadorii	0.00150000
Ducula spilorrhoa	0.00190000
Ducula subflavescens	0.00880000
Ducula whartoni	0.01140000
Ducula zoeae	0.00240000
Dulus dominicus	0.00230000
Dumetella carolinensis	0.00150000
Dumetia hyperythra	0.00160000
Dyaphorophyia ansorgei	0.00210000
Dyaphorophyia blissetti	0.00130000
Dyaphorophyia castanea	0.00210000
Dyaphorophyia chalybea	0.00180000
Dyaphorophyia concreta	0.00250000
Dyaphorophyia hormophora	0.00220000
Dyaphorophyia jamesoni	0.00280000
Dyaphorophyia tonsa	0.00180000
Dysithamnus leucostictus	0.02300000
Dysithamnus mentalis	0.00170000
Dysithamnus occidentalis	0.02100000
Dysithamnus plumbeus	0.02310000
Dysithamnus puncticeps	0.00170000
Dysithamnus stictothorax	0.01210000
Dysithamnus striaticeps	0.00230000
Dysithamnus xanthopterus	0.00280000
Eclectus roratus	0.00220000
Edolisoma anale	0.01160000
Edolisoma ceramense	0.00210000
Edolisoma coerulescens	0.00230000
Edolisoma dispar	0.00910000
Edolisoma dohertyi	0.00210000
Edolisoma grayi	0.00170000
Edolisoma holopolium	0.00940000
Edolisoma incertum	0.00120000
Edolisoma insperatum	0.05250000
Edolisoma melas	0.00180000
Edolisoma meyerii	0.00210000
Edolisoma mindanense	0.02180000
Edolisoma monacha	0.00190000
Edolisoma montanum	0.00250000
Edolisoma morio	0.00150000
Edolisoma nesiotis	0.05380000
Edolisoma obiense	0.00190000
Edolisoma ostentum	0.02140000
Edolisoma parvulum	0.00090000
Edolisoma pygmaeum	0.01010000
Edolisoma remotum	0.00200000
Edolisoma rostratum	0.02260000
Edolisoma salomonis	0.00250000
Edolisoma schisticeps	0.00160000
Edolisoma sula	0.00150000
Edolisoma tenuirostre	0.00160000
Egretta ardesiaca	0.00150000
Egretta caerulea	0.00220000
Egretta eulophotes	0.02070000
Egretta garzetta	0.00200000
Egretta gularis	0.00200000
Egretta novaehollandiae	0.00210000
Egretta picata	0.00180000
Egretta rufescens	0.00860000
Egretta sacra	0.00220000
Egretta thula	0.00180000
Egretta tricolor	0.00200000
Egretta vinaceigula	0.02610000
Elachura formosa	0.00270000
Elaenia albiceps	0.00230000
Elaenia brachyptera	0.00190000
Elaenia cherriei	0.00170000
Elaenia chiriquensis	0.00160000
Elaenia cristata	0.00250000
Elaenia dayi	0.00200000
Elaenia fallax	0.00130000
Elaenia flavogaster	0.00190000
Elaenia frantzii	0.00250000
Elaenia gigas	0.00220000
Elaenia martinica	0.00190000
Elaenia mesoleuca	0.00150000
Elaenia obscura	0.00170000
Elaenia olivina	0.00270000
Elaenia pallatangae	0.00160000
Elaenia parvirostris	0.00200000
Elaenia pelzelni	0.00120000
Elaenia ridleyana	0.02350000
Elaenia ruficeps	0.00150000
Elaenia sordida	0.00250000
Elaenia spectabilis	0.00240000
Elaenia strepera	0.00170000
Elanoides forficatus	0.00310000
Elanus axillaris	0.00150000
Elanus caeruleus	0.00170000
Elanus leucurus	0.00180000
Elanus scriptus	0.01090000
Elaphrornis palliseri	0.01040000
Electron carinatum	0.02320000
Electron platyrhynchum	0.00140000
Eleoscytalopus indigoticus	0.01120000
Eleoscytalopus psychopompus	0.05190000
Eleothreptus anomalus	0.01010000
Eleothreptus candicans	0.02230000
Elminia albicauda	0.00200000
Elminia albiventris	0.00210000
Elminia albonotata	0.00210000
Elminia longicauda	0.00170000
Elminia nigromitrata	0.00170000
Elseyornis melanops	0.00150000
Elvira chionura	0.00160000
Elvira cupreiceps	0.00220000
Emarginata schlegelii	0.00250000
Emarginata sinuata	0.00200000
Emarginata tractrac	0.00100000
Emberiza affinis	0.00220000
Emberiza aureola	0.20100000
Emberiza bruniceps	0.00180000
Emberiza buchanani	0.00260000
Emberiza cabanisi	0.00200000
Emberiza caesia	0.00200000
Emberiza calandra	0.00240000
Emberiza capensis	0.00150000
Emberiza chrysophrys	0.00170000
Emberiza cia	0.00200000
Emberiza cineracea	0.01060000
Emberiza cioides	0.00180000
Emberiza cirlus	0.00140000
Emberiza citrinella	0.00210000
Emberiza elegans	0.00190000
Emberiza flaviventris	0.00150000
Emberiza fucata	0.00220000
Emberiza godlewskii	0.00140000
Emberiza goslingi	0.00180000
Emberiza hortulana	0.00160000
Emberiza impetuani	0.00160000
Emberiza jankowskii	0.05390000
Emberiza koslowi	0.01220000
Emberiza lathami	0.00160000
Emberiza leucocephalos	0.00260000
Emberiza melanocephala	0.00210000
Emberiza pallasi	0.00220000
Emberiza personata	0.00180000
Emberiza poliopleura	0.00160000
Emberiza pusilla	0.00160000
Emberiza rustica	0.02430000
Emberiza rutila	0.00190000
Emberiza sahari	0.00260000
Emberiza schoeniclus	0.00220000
Emberiza siemsseni	0.00160000
Emberiza socotrana	0.01070000
Emberiza spodocephala	0.00150000
Emberiza stewarti	0.00160000
Emberiza striolata	0.00230000
Emberiza sulphurata	0.02410000
Emberiza tahapisi	0.00280000
Emberiza tristrami	0.00240000
Emberiza variabilis	0.00220000
Emberiza yessoensis	0.01050000
Emberizoides duidae	0.00960000
Emberizoides herbicola	0.00300000
Emberizoides ypiranganus	0.00160000
Embernagra longicauda	0.00190000
Embernagra platensis	0.00180000
Emblema pictum	0.00200000
Eminia lepida	0.00120000
Empidonax affinis	0.00190000
Empidonax albigularis	0.00300000
Empidonax alnorum	0.00200000
Empidonax atriceps	0.00150000
Empidonax difficilis	0.00230000
Empidonax flavescens	0.00130000
Empidonax flaviventris	0.00210000
Empidonax fulvifrons	0.00220000
Empidonax hammondii	0.00160000
Empidonax minimus	0.00210000
Empidonax oberholseri	0.00180000
Empidonax occidentalis	0.00160000
Empidonax traillii	0.00260000
Empidonax virescens	0.00140000
Empidonax wrightii	0.00180000
Empidonomus varius	0.00170000
Enicognathus ferrugineus	0.00140000
Enicognathus leptorhynchus	0.00210000
Enicurus immaculatus	0.00200000
Enicurus leschenaulti	0.00190000
Enicurus maculatus	0.00210000
Enicurus ruficapillus	0.01030000
Enicurus schistaceus	0.00230000
Enicurus scouleri	0.00150000
Enicurus velatus	0.00140000
Enodes erythrophris	0.00140000
Ensifera ensifera	0.00120000
Entomodestes coracinus	0.00190000
Entomodestes leucotis	0.00250000
Entomyzon albipennis	0.00210000
Entomyzon cyanotis	0.00240000
Eolophus roseicapilla	0.00230000
Eophona migratoria	0.00140000
Eophona personata	0.00140000
Eopsaltria australis	0.00170000
Eopsaltria griseogularis	0.00160000
Eos bornea	0.00200000
Eos cyanogenia	0.02250000
Eos histrio	0.05580000
Eos reticulata	0.00930000
Eos semilarvata	0.01080000
Eos squamata	0.00150000
Ephippiorhynchus asiaticus	0.01040000
Ephippiorhynchus senegalensis	0.00160000
Ephippiospingus dorsalis	0.00200000
Ephippiospingus erythronotus	0.00210000
Epimachus fastosus	0.00190000
Epimachus meyeri	0.00160000
Epinecrophylla amazonica	0.00250000
Epinecrophylla erythrura	0.00140000
Epinecrophylla fulviventris	0.00190000
Epinecrophylla gutturalis	0.01020000
Epinecrophylla haematonota	0.00170000
Epinecrophylla hoffmannsi	0.00220000
Epinecrophylla leucophthalma	0.00120000
Epinecrophylla ornata	0.00190000
Epinecrophylla spodionota	0.00190000
Epthianura albifrons	0.00160000
Epthianura aurifrons	0.00200000
Epthianura crocea	0.00170000
Epthianura tricolor	0.00130000
Eremalauda dunni	0.00200000
Eremalauda eremodites	0.00210000
Eremomela atricollis	0.00160000
Eremomela badiceps	0.00170000
Eremomela canescens	0.00240000
Eremomela flavicrissalis	0.00130000
Eremomela gregalis	0.00220000
Eremomela icteropygialis	0.00150000
Eremomela pusilla	0.00200000
Eremomela scotops	0.00240000
Eremomela turneri	0.00910000
Eremomela usticollis	0.00220000
Eremophila alpestris	0.00260000
Eremophila bilopha	0.00170000
Eremopterix australis	0.00160000
Eremopterix griseus	0.00210000
Eremopterix hova	0.00200000
Eremopterix leucopareia	0.00140000
Eremopterix leucotis	0.00240000
Eremopterix nigriceps	0.00220000
Eremopterix signatus	0.00160000
Eremopterix verticalis	0.00150000
Eriocnemis aline	0.00190000
Eriocnemis cupreoventris	0.01130000
Eriocnemis derbyi	0.00980000
Eriocnemis glaucopoides	0.00140000
Eriocnemis godini	0.20450000
Eriocnemis isabellae	0.20310000
Eriocnemis luciani	0.00220000
Eriocnemis mirabilis	0.05210000
Eriocnemis mosquera	0.00220000
Eriocnemis nigrivestis	0.19530000
Eriocnemis sapphiropygia	0.00190000
Eriocnemis vestita	0.00150000
Erithacus rubecula	0.00180000
Erpornis zantholeuca	0.00170000
Erythrocercus holochlorus	0.00090000
Erythrocercus livingstonei	0.00170000
Erythrocercus mccallii	0.00270000
Erythrogenys erythrocnemis	0.00260000
Erythrogenys erythrogenys	0.00170000
Erythrogenys gravivox	0.00170000
Erythrogenys hypoleucos	0.00130000
Erythrogenys mcclellandi	0.00130000
Erythrogenys swinhoei	0.00120000
Erythrogonys cinctus	0.00180000
Erythropitta arquata	0.00130000
Erythropitta caeruleitorques	0.05310000
Erythropitta celebensis	0.00210000
Erythropitta dohertyi	0.00900000
Erythropitta erythrogaster	0.00200000
Erythropitta gazellae	0.00080000
Erythropitta granatina	0.01140000
Erythropitta inspeculata	0.02150000
Erythropitta kochi	0.01000000
Erythropitta macklotii	0.00180000
Erythropitta meeki	0.01940000
Erythropitta novaehibernicae	0.00220000
Erythropitta palliceps	0.05460000
Erythropitta rubrinucha	0.00250000
Erythropitta rufiventris	0.00230000
Erythropitta splendida	0.02240000
Erythropitta ussheri	0.01030000
Erythropitta venusta	0.02160000
Erythrotriorchis buergersi	0.01980000
Erythrotriorchis radiatus	0.01080000
Erythrura coloria	0.01260000
Erythrura cyaneovirens	0.00940000
Erythrura hyperythra	0.00200000
Erythrura kleinschmidti	0.02330000
Erythrura papuana	0.00140000
Erythrura pealii	0.00190000
Erythrura prasina	0.00140000
Erythrura psittacea	0.00220000
Erythrura trichroa	0.00270000
Erythrura tricolor	0.00210000
Erythrura viridifacies	0.02190000
Esacus magnirostris	0.00840000
Esacus recurvirostris	0.00980000
Estrilda astrild	0.00230000
Estrilda atricapilla	0.00110000
Estrilda charmosyna	0.00180000
Estrilda coerulescens	0.00230000
Estrilda erythronotos	0.00280000
Estrilda kandti	0.00230000
Estrilda melpoda	0.00130000
Estrilda nigriloris	0.02030000
Estrilda nonnula	0.00260000
Estrilda paludicola	0.00180000
Estrilda perreini	0.00140000
Estrilda poliopareia	0.00950000
Estrilda rhodopyga	0.00150000
Estrilda rufibarba	0.00200000
Estrilda thomensis	0.00140000
Estrilda troglodytes	0.00240000
Eubucco aurantiicollis	0.00190000
Eubucco bourcierii	0.00100000
Eubucco glaucogularis	0.01130000
Eubucco richardsoni	0.00160000
Eubucco steerii	0.01050000
Eubucco tucinkae	0.00270000
Eubucco versicolor	0.00160000
Euchrepomis callinota	0.00210000
Euchrepomis humeralis	0.00270000
Euchrepomis sharpei	0.05170000
Euchrepomis spodioptila	0.00190000
Eucometis penicillata	0.00150000
Eudocimus albus	0.00190000
Eudocimus ruber	0.00120000
Eudromia elegans	0.00140000
Eudromia formosa	0.00170000
Eudromias morinellus	0.00160000
Eudynamys orientalis	0.00160000
Eudynamys scolopaceus	0.00150000
Eudyptes chrysocome	0.02240000
Eudyptes chrysolophus	0.02240000
Eudyptes moseleyi	0.05620000
Eudyptes pachyrhynchus	0.02330000
Eudyptes robustus	0.02380000
Eudyptes schlegeli	0.00980000
Eudyptes sclateri	0.05440000
Eudyptula minor	0.00190000
Eugenes fulgens	0.00210000
Eugerygone rubra	0.00250000
Eugralla paradoxa	0.00250000
Eulabeornis castaneoventris	0.00180000
Eulacestoma nigropectus	0.00280000
Eulampis holosericeus	0.00150000
Eulampis jugularis	0.00170000
Eulidia yarrellii	0.19900000
Eulipoa wallacei	0.02040000
Eumomota superciliosa	0.00180000
Eumyias additus	0.00980000
Eumyias albicaudatus	0.00180000
Eumyias indigo	0.00150000
Eumyias panayensis	0.00220000
Eumyias ruficrissa	0.00190000
Eumyias sordidus	0.01120000
Eumyias thalassinus	0.00260000
Euneornis campestris	0.00190000
Eunymphicus cornutus	0.02240000
Eunymphicus uvaeensis	0.02130000
Euodice cantans	0.00210000
Euodice malabarica	0.00200000
Eupetes macrocerus	0.01080000
Eupetomena macroura	0.00290000
Euphagus carolinus	0.02260000
Euphagus cyanocephalus	0.00130000
Eupherusa cyanophrys	0.05270000
Eupherusa eximia	0.00210000
Eupherusa nigriventris	0.00140000
Eupherusa poliocerca	0.02150000
Euphonia affinis	0.00280000
Euphonia anneae	0.00180000
Euphonia cayennensis	0.00110000
Euphonia chalybea	0.00800000
Euphonia chlorotica	0.00180000
Euphonia chrysopasta	0.00220000
Euphonia concinna	0.00140000
Euphonia cyanocephala	0.00190000
Euphonia elegantissima	0.00140000
Euphonia finschi	0.00210000
Euphonia flavifrons	0.00150000
Euphonia fulvicrissa	0.00200000
Euphonia gouldi	0.00210000
Euphonia hirundinacea	0.00240000
Euphonia imitans	0.00240000
Euphonia jamaica	0.00240000
Euphonia laniirostris	0.00200000
Euphonia luteicapilla	0.00210000
Euphonia mesochrysa	0.00170000
Euphonia minuta	0.00290000
Euphonia musica	0.00240000
Euphonia pectoralis	0.00170000
Euphonia plumbea	0.00260000
Euphonia rufiventris	0.00130000
Euphonia saturata	0.00140000
Euphonia sclateri	0.00180000
Euphonia trinitatis	0.00180000
Euphonia violacea	0.00190000
Euphonia xanthogaster	0.00220000
Euplectes afer	0.00170000
Euplectes albonotatus	0.00190000
Euplectes ardens	0.00170000
Euplectes aureus	0.00200000
Euplectes axillaris	0.00240000
Euplectes capensis	0.00270000
Euplectes diadematus	0.00200000
Euplectes franciscanus	0.00160000
Euplectes gierowii	0.00200000
Euplectes hartlaubi	0.00260000
Euplectes hordeaceus	0.00160000
Euplectes jacksoni	0.01240000
Euplectes laticauda	0.00200000
Euplectes macroura	0.00120000
Euplectes nigroventris	0.00250000
Euplectes orix	0.00190000
Euplectes progne	0.00140000
Euplectes psammacromius	0.00180000
Eupodotis caerulescens	0.01020000
Eupodotis senegalensis	0.00280000
Eupsittula astec	0.00190000
Eupsittula aurea	0.00170000
Eupsittula cactorum	0.00230000
Eupsittula canicularis	0.00090000
Eupsittula nana	0.00980000
Eupsittula pertinax	0.00220000
Euptilotis neoxenus	0.00190000
Euptilotus eutilotus	0.01010000
Eurillas ansorgei	0.00170000
Eurillas curvirostris	0.00170000
Eurillas gracilis	0.00200000
Eurillas latirostris	0.00200000
Eurillas virens	0.00260000
Eurocephalus anguitimens	0.00150000
Eurocephalus ruppelli	0.00230000
Eurochelidon sirintarae	0.20780000
Eurostopodus archboldi	0.00230000
Eurostopodus argus	0.00180000
Eurostopodus diabolicus	0.02380000
Eurostopodus exul	0.19750000
Eurostopodus mystacalis	0.00260000
Eurostopodus nigripennis	0.02310000
Eurostopodus papuensis	0.00170000
Euryceros prevostii	0.05460000
Eurylaimus harterti	0.00200000
Eurylaimus javanicus	0.01130000
Eurylaimus ochromalus	0.00920000
Euryptila subcinnamomea	0.00150000
Eurypyga helias	0.00290000
Eurystomus azureus	0.01000000
Eurystomus glaucurus	0.00200000
Eurystomus gularis	0.00110000
Eurystomus orientalis	0.00230000
Euscarthmus fulviceps	0.00230000
Euscarthmus meloryphus	0.00160000
Euscarthmus rufomarginatus	0.00800000
Euschistospiza cinereovinacea	0.00190000
Euschistospiza dybowskii	0.00250000
Eutoxeres aquila	0.00160000
Eutoxeres condamini	0.00240000
Eutrichomyias rowleyi	0.20230000
Eutriorchis astur	0.05540000
Falcipennis canadensis	0.00220000
Falcipennis falcipennis	0.01060000
Falcipennis franklinii	0.00190000
Falco alopex	0.00220000
Falco amurensis	0.00210000
Falco araeus	0.02520000
Falco ardosiaceus	0.00110000
Falco berigora	0.00220000
Falco biarmicus	0.00190000
Falco cenchroides	0.00180000
Falco cherrug	0.05640000
Falco chicquera	0.00830000
Falco columbarius	0.00100000
Falco concolor	0.02230000
Falco cuvierii	0.00210000
Falco deiroleucus	0.01100000
Falco dickinsoni	0.00220000
Falco eleonorae	0.00140000
Falco fasciinucha	0.02550000
Falco femoralis	0.00120000
Falco hypoleucos	0.02310000
Falco jugger	0.01110000
Falco longipennis	0.00140000
Falco mexicanus	0.00200000
Falco moluccensis	0.00220000
Falco naumanni	0.00170000
Falco newtoni	0.00200000
Falco novaeseelandiae	0.00910000
Falco peregrinus	0.00150000
Falco punctatus	0.05300000
Falco ruficollis	0.00240000
Falco rufigularis	0.00230000
Falco rupicoloides	0.00170000
Falco rusticolus	0.00210000
Falco severus	0.00260000
Falco sparverius	0.00150000
Falco subbuteo	0.00140000
Falco subniger	0.00120000
Falco tinnunculus	0.00150000
Falco vespertinus	0.00900000
Falco zoniventris	0.00200000
Falculea palliata	0.00240000
Falcunculus frontatus	0.00200000
Falcunculus leucogaster	0.00180000
Falcunculus whitei	0.00130000
Ferminia cerverai	0.05030000
Ficedula albicilla	0.00130000
Ficedula albicollis	0.00260000
Ficedula basilanica	0.02180000
Ficedula bonthaina	0.05630000
Ficedula buruensis	0.00180000
Ficedula crypta	0.00240000
Ficedula disposita	0.00950000
Ficedula dumetoria	0.00260000
Ficedula elisae	0.00180000
Ficedula erithacus	0.00100000
Ficedula harterti	0.00210000
Ficedula henrici	0.01100000
Ficedula hodgsoni	0.00190000
Ficedula hyperythra	0.00220000
Ficedula hypoleuca	0.00170000
Ficedula luzoniensis	0.00190000
Ficedula mugimaki	0.00130000
Ficedula narcissina	0.00180000
Ficedula nigrorufa	0.00210000
Ficedula owstoni	0.00220000
Ficedula parva	0.00160000
Ficedula platenae	0.02030000
Ficedula riedeli	0.00270000
Ficedula ruficauda	0.00150000
Ficedula rufigula	0.00950000
Ficedula sapphira	0.00220000
Ficedula semitorquata	0.00150000
Ficedula strophiata	0.00220000
Ficedula subrubra	0.02300000
Ficedula superciliaris	0.00150000
Ficedula timorensis	0.00900000
Ficedula tricolor	0.00210000
Ficedula westermanni	0.00080000
Ficedula zanthopygia	0.00100000
Florisuga fusca	0.00210000
Florisuga mellivora	0.00230000
Fluvicola albiventer	0.00140000
Fluvicola nengeta	0.00220000
Fluvicola pica	0.00220000
Formicarius analis	0.00180000
Formicarius colma	0.00300000
Formicarius moniliger	0.00180000
Formicarius nigricapillus	0.00180000
Formicarius rufifrons	0.00970000
Formicarius rufipectus	0.00140000
Formicivora acutirostris	0.01040000
Formicivora erythronotos	0.05680000
Formicivora grantsaui	0.05730000
