status_change	rate_0	rate_1	rate_2	rate_3	rate_4	rate_5	rate_6	rate_7	rate_8	rate_9	rate_10	rate_11	rate_12	rate_13	rate_14	rate_15	rate_16	rate_17	rate_18	rate_19	rate_20	rate_21	rate_22	rate_23	rate_24	rate_25	rate_26	rate_27	rate_28	rate_29	rate_30	rate_31	rate_32	rate_33	rate_34	rate_35	rate_36	rate_37	rate_38	rate_39	rate_40	rate_41	rate_42	rate_43	rate_44	rate_45	rate_46	rate_47	rate_48	rate_49	rate_50	rate_51	rate_52	rate_53	rate_54	rate_55	rate_56	rate_57	rate_58	rate_59	rate_60	rate_61	rate_62	rate_63	rate_64	rate_65	rate_66	rate_67	rate_68	rate_69	rate_70	rate_71	rate_72	rate_73	rate_74	rate_75	rate_76	rate_77	rate_78	rate_79	rate_80	rate_81	rate_82	rate_83	rate_84	rate_85	rate_86	rate_87	rate_88	rate_89	rate_90	rate_91	rate_92	rate_93	rate_94	rate_95	rate_96	rate_97	rate_98	rate_99
LC->NT	0.00133126	0.00123525	0.00134757	0.00147925	0.00157034	0.00148566	0.00132989	0.00133050	0.00141444	0.00141801	0.00149217	0.00151695	0.00136693	0.00136692	0.00148952	0.00143801	0.00141304	0.00119899	0.00138521	0.00152070	0.00154460	0.00135027	0.00139604	0.00137475	0.00125550	0.00138225	0.00142733	0.00144036	0.00130043	0.00150031	0.00130670	0.00126986	0.00132906	0.00140322	0.00134623	0.00148250	0.00140642	0.00122103	0.00156768	0.00134348	0.00123832	0.00128304	0.00133060	0.00132680	0.00120706	0.00147742	0.00146793	0.00132479	0.00126974	0.00152380	0.00126145	0.00142562	0.00171070	0.00143973	0.00145444	0.00134560	0.00134084	0.00141008	0.00134782	0.00126587	0.00132666	0.00141717	0.00131730	0.00124420	0.00135582	0.00147776	0.00135163	0.00134237	0.00134992	0.00148156	0.00148193	0.00121018	0.00133935	0.00150163	0.00137294	0.00115476	0.00135080	0.00131970	0.00133211	0.00140964	0.00143875	0.00136946	0.00158865	0.00123673	0.00126250	0.00135154	0.00148224	0.00140365	0.00151081	0.00137979	0.00124653	0.00114279	0.00132899	0.00142918	0.00144344	0.00136549	0.00146446	0.00138614	0.00131205	0.00149679
LC->VU	0.00068210	0.00055331	0.00054893	0.00058869	0.00057691	0.00059143	0.00057356	0.00066302	0.00057883	0.00047459	0.00048810	0.00060594	0.00055988	0.00055208	0.00050101	0.00058625	0.00068002	0.00071005	0.00070148	0.00060131	0.00068826	0.00056253	0.00068693	0.00070288	0.00061649	0.00058303	0.00067597	0.00048492	0.00061615	0.00063279	0.00058992	0.00059711	0.00078374	0.00062136	0.00065175	0.00057446	0.00062448	0.00065501	0.00062383	0.00041245	0.00065764	0.00066631	0.00057906	0.00057736	0.00063217	0.00063087	0.00047884	0.00049439	0.00055692	0.00060626	0.00049794	0.00070116	0.00053940	0.00058824	0.00059329	0.00058581	0.00060430	0.00069387	0.00045772	0.00054324	0.00056154	0.00060079	0.00058857	0.00069091	0.00052369	0.00067213	0.00061889	0.00065811	0.00060009	0.00049575	0.00064540	0.00058588	0.00053245	0.00054653	0.00060754	0.00065698	0.00061335	0.00061578	0.00066832	0.00060739	0.00053715	0.00048110	0.00047081	0.00062689	0.00054680	0.00059023	0.00049500	0.00057191	0.00049133	0.00054969	0.00058385	0.00061461	0.00055611	0.00072304	0.00064144	0.00062087	0.00059718	0.00055095	0.00066847	0.00047008
LC->EN	0.00017094	0.00010622	0.00011934	0.00011600	0.00017574	0.00010629	0.00013454	0.00011360	0.00015907	0.00018699	0.00009248	0.00012852	0.00017011	0.00016441	0.00011786	0.00015122	0.00010015	0.00020738	0.00016921	0.00015225	0.00013622	0.00013739	0.00012082	0.00017950	0.00015679	0.00015492	0.00012160	0.00017874	0.00019033	0.00012415	0.00017032	0.00012751	0.00018602	0.00011311	0.00011847	0.00015060	0.00015342	0.00018959	0.00011020	0.00010383	0.00012664	0.00016564	0.00012007	0.00011354	0.00014549	0.00014544	0.00014453	0.00014733	0.00019185	0.00014460	0.00015181	0.00011390	0.00017248	0.00019859	0.00014744	0.00014655	0.00010629	0.00016122	0.00015845	0.00012594	0.00012493	0.00018206	0.00017398	0.00012920	0.00013781	0.00011953	0.00009806	0.00018550	0.00011428	0.00016668	0.00015503	0.00014602	0.00015222	0.00018667	0.00017767	0.00008559	0.00020668	0.00014501	0.00015286	0.00017271	0.00008514	0.00015720	0.00021056	0.00017275	0.00015244	0.00012711	0.00015597	0.00013458	0.00018236	0.00016812	0.00018847	0.00017191	0.00022193	0.00017721	0.00010647	0.00010685	0.00011619	0.00014223	0.00011262	0.00016906
LC->CR	0.00003523	0.00004212	0.00002885	0.00002221	0.00004131	0.00004482	0.00005075	0.00001601	0.00005373	0.00001178	0.00010499	0.00002586	0.00001637	0.00003734	0.00000509	0.00000231	0.00003917	0.00002344	0.00005050	0.00003758	0.00005062	0.00002507	0.00002220	0.00002451	0.00004495	0.00003411	0.00005120	0.00007240	0.00003278	0.00003366	0.00003838	0.00004402	0.00002655	0.00006990	0.00005817	0.00003212	0.00005387	0.00004026	0.00001599	0.00002421	0.00004627	0.00003973	0.00001671	0.00002928	0.00003050	0.00005146	0.00007467	0.00004919	0.00004126	0.00004396	0.00003434	0.00002158	0.00004134	0.00004426	0.00005712	0.00002272	0.00002824	0.00007755	0.00003636	0.00001752	0.00004851	0.00001044	0.00004205	0.00002807	0.00001930	0.00002361	0.00002580	0.00004729	0.00002068	0.00003612	0.00001625	0.00003159	0.00003532	0.00004176	0.00001388	0.00002474	0.00001934	0.00000912	0.00002243	0.00002594	0.00002140	0.00000839	0.00007260	0.00002732	0.00001685	0.00003133	0.00002350	0.00003175	0.00002288	0.00002565	0.00002315	0.00001499	0.00004964	0.00002591	0.00001564	0.00003495	0.00002781	0.00003992	0.00001643	0.00001730
LC->DD	0.00001658	0.00000522	0.00001252	0.00000974	0.00001745	0.00001705	0.00000922	0.00002011	0.00001796	0.00003989	0.00002582	0.00001333	0.00000801	0.00000511	0.00002081	0.00001467	0.00001797	0.00002288	0.00002087	0.00000631	0.00001052	0.00000576	0.00000812	0.00000164	0.00001056	0.00004778	0.00001175	0.00000788	0.00001584	0.00000248	0.00000116	0.00001118	0.00000723	0.00001211	0.00002252	0.00000279	0.00001386	0.00001020	0.00001861	0.00000672	0.00001858	0.00001826	0.00001470	0.00001301	0.00002126	0.00001673	0.00004543	0.00001091	0.00000967	0.00001037	0.00001606	0.00001750	0.00001163	0.00002377	0.00001503	0.00000588	0.00000658	0.00001018	0.00001627	0.00001012	0.00001792	0.00001625	0.00001920	0.00003053	0.00000491	0.00000792	0.00000578	0.00000721	0.00001159	0.00004063	0.00002081	0.00002271	0.00002936	0.00003405	0.00000401	0.00001853	0.00001957	0.00000774	0.00000288	0.00001382	0.00003243	0.00000346	0.00001463	0.00001401	0.00002395	0.00000490	0.00001305	0.00005737	0.00002217	0.00001275	0.00005401	0.00002431	0.00000418	0.00000837	0.00001133	0.00000595	0.00001165	0.00002524	0.00003235	0.00002076
NT->LC	0.00755892	0.00763970	0.00705614	0.00708865	0.00639221	0.00688534	0.00660674	0.00652117	0.00805569	0.00688073	0.00683452	0.00729558	0.00813095	0.00690615	0.00642218	0.00675104	0.00729137	0.00691006	0.00592843	0.00684574	0.00668128	0.00653832	0.00617335	0.00643198	0.00731134	0.00653218	0.00675798	0.00605907	0.00564444	0.00702243	0.00578449	0.00795088	0.00796628	0.00691495	0.00804218	0.00673772	0.00817943	0.00686049	0.00741594	0.00593938	0.00655962	0.00710871	0.00665179	0.00716443	0.00768551	0.00815063	0.00761156	0.00742684	0.00809182	0.00693401	0.00749669	0.00718896	0.00637914	0.00784521	0.00679172	0.00687178	0.00728262	0.00741290	0.00809333	0.00646189	0.00704293	0.00820176	0.00668572	0.00667058	0.00625887	0.00688245	0.00707124	0.00725001	0.00693609	0.00669263	0.00699167	0.00709590	0.00673746	0.00747573	0.00826977	0.00669184	0.00681599	0.00747344	0.00649608	0.00691066	0.00708056	0.00731582	0.00769048	0.00749309	0.00562537	0.00772375	0.00740795	0.00782343	0.00698142	0.00681925	0.00620231	0.00697571	0.00732930	0.00730628	0.00772401	0.00738571	0.00693574	0.00735821	0.00718132	0.00656550
NT->VU	0.00364882	0.00461759	0.00453690	0.00491192	0.00493963	0.00413793	0.00473210	0.00492700	0.00488423	0.00479398	0.00461265	0.00467037	0.00484382	0.00509678	0.00490679	0.00386626	0.00377409	0.00348782	0.00457878	0.00484725	0.00471475	0.00491630	0.00424344	0.00395819	0.00510711	0.00475682	0.00437695	0.00422638	0.00434572	0.00467199	0.00452354	0.00520761	0.00453914	0.00444666	0.00454453	0.00587880	0.00488572	0.00530333	0.00479524	0.00479646	0.00527204	0.00571317	0.00482645	0.00479568	0.00410877	0.00419475	0.00429732	0.00536422	0.00342789	0.00574224	0.00402537	0.00417798	0.00411636	0.00567230	0.00585545	0.00484171	0.00596008	0.00503532	0.00391310	0.00408657	0.00497642	0.00525888	0.00418829	0.00460008	0.00395892	0.00588573	0.00525504	0.00430077	0.00504460	0.00455654	0.00416910	0.00545941	0.00465083	0.00496136	0.00387902	0.00444752	0.00442398	0.00505713	0.00514404	0.00459098	0.00565765	0.00513708	0.00539248	0.00588758	0.00552677	0.00550991	0.00391391	0.00561667	0.00435432	0.00504883	0.00423320	0.00475756	0.00392572	0.00429944	0.00462364	0.00433963	0.00485849	0.00453463	0.00423838	0.00421996
NT->EN	0.00153210	0.00216204	0.00223065	0.00164791	0.00151873	0.00151777	0.00134819	0.00154687	0.00108707	0.00142996	0.00179905	0.00117752	0.00098404	0.00181719	0.00146007	0.00193882	0.00112079	0.00120140	0.00202668	0.00154677	0.00161850	0.00121745	0.00110682	0.00130746	0.00176461	0.00149187	0.00103179	0.00092676	0.00147200	0.00143564	0.00196592	0.00131139	0.00146225	0.00192684	0.00164496	0.00194780	0.00187240	0.00172386	0.00103215	0.00227645	0.00206302	0.00140678	0.00148822	0.00133888	0.00160614	0.00182343	0.00099099	0.00076846	0.00189725	0.00149064	0.00204424	0.00156811	0.00212771	0.00178178	0.00126730	0.00114530	0.00184662	0.00211042	0.00119563	0.00177306	0.00216426	0.00144956	0.00151593	0.00152871	0.00173146	0.00090524	0.00152003	0.00127707	0.00130169	0.00145129	0.00081691	0.00175681	0.00141492	0.00155844	0.00160366	0.00118968	0.00147812	0.00162270	0.00135071	0.00143113	0.00178444	0.00160500	0.00176599	0.00153882	0.00157067	0.00218782	0.00108631	0.00178967	0.00146657	0.00104135	0.00156670	0.00181091	0.00166480	0.00126669	0.00138506	0.00170499	0.00138915	0.00168579	0.00207843	0.00160203
NT->CR	0.00046960	0.00008449	0.00030764	0.00023541	0.00022330	0.00063996	0.00010175	0.00017493	0.00012032	0.00023173	0.00025147	0.00024313	0.00010731	0.00030455	0.00028857	0.00013751	0.00027020	0.00026083	0.00025120	0.00010557	0.00017243	0.00037829	0.00009896	0.00044067	0.00038424	0.00026167	0.00061970	0.00019701	0.00025196	0.00019544	0.00015661	0.00069916	0.00012461	0.00019279	0.00022912	0.00025474	0.00009233	0.00011865	0.00010662	0.00014966	0.00027301	0.00017479	0.00037628	0.00021453	0.00035153	0.00006691	0.00013741	0.00012631	0.00030848	0.00022437	0.00033387	0.00019560	0.00018278	0.00035006	0.00023424	0.00044586	0.00016621	0.00034165	0.00009666	0.00033294	0.00024091	0.00014801	0.00038691	0.00021313	0.00029710	0.00006226	0.00011010	0.00029615	0.00018457	0.00006274	0.00022451	0.00025020	0.00025994	0.00044183	0.00031354	0.00038740	0.00034270	0.00018789	0.00016649	0.00023241	0.00022252	0.00031016	0.00016462	0.00062141	0.00011794	0.00029201	0.00017177	0.00027239	0.00020335	0.00017832	0.00031968	0.00030520	0.00016121	0.00015545	0.00023920	0.00016014	0.00036877	0.00020223	0.00037247	0.00010052
NT->DD	0.00004161	0.00009590	0.00003576	0.00006713	0.00007083	0.00016195	0.00011686	0.00009507	0.00012867	0.00006652	0.00007713	0.00024130	0.00004338	0.00007627	0.00004665	0.00011716	0.00009264	0.00016993	0.00017738	0.00012245	0.00005004	0.00007537	0.00011112	0.00007592	0.00024933	0.00017073	0.00008396	0.00003927	0.00001476	0.00013157	0.00005538	0.00008357	0.00001143	0.00018849	0.00006992	0.00013572	0.00004347	0.00003195	0.00016375	0.00027023	0.00006633	0.00003617	0.00014136	0.00014037	0.00006848	0.00023199	0.00023077	0.00019146	0.00008102	0.00002667	0.00007223	0.00001316	0.00035119	0.00023149	0.00009408	0.00011400	0.00010951	0.00005945	0.00015931	0.00012516	0.00009078	0.00012475	0.00010176	0.00005716	0.00009180	0.00020383	0.00013379	0.00014400	0.00009892	0.00010361	0.00012367	0.00014668	0.00003430	0.00013271	0.00014741	0.00007951	0.00013838	0.00008598	0.00010115	0.00005191	0.00006673	0.00016749	0.00022341	0.00006087	0.00006406	0.00017463	0.00015222	0.00015948	0.00022284	0.00024141	0.00003861	0.00028992	0.00013932	0.00008498	0.00019984	0.00014451	0.00014997	0.00010169	0.00011267	0.00005429
