species	rate_e_mean	rate_e_lower	rate_e_upper	simulated_p_e_in_100_years
Aethia pygmaea	0.00014861	0.00012465	0.00017247	0.01470000
Aethopyga bella	0.00011939	0.00009839	0.00014056	0.01180000
Aethopyga boltoni	0.00060384	0.00055565	0.00065320	0.05890000
Aethopyga christinae	0.00015171	0.00012729	0.00017500	0.01500000
Aethopyga duyvenbodei	0.00604111	0.00585967	0.00621714	0.45320000
Aethopyga eximia	0.00014089	0.00011767	0.00016419	0.01390000
Aethopyga flagrans	0.00013063	0.00010794	0.00015254	0.01290000
Aethopyga gouldiae	0.00012466	0.00010283	0.00014653	0.01230000
Aethopyga guimarasensis	0.00014072	0.00011831	0.00016411	0.01390000
Aethopyga ignicauda	0.00013065	0.00010870	0.00015374	0.01290000
Aethopyga latouchii	0.00013694	0.00011562	0.00016008	0.01350000
Aethopyga linaraborae	0.00052252	0.00047842	0.00056736	0.05120000
Aethopyga magnifica	0.00013750	0.00011440	0.00016074	0.01360000
Aethopyga mystacalis	0.00013345	0.00011139	0.00015639	0.01320000
Aethopyga nipalensis	0.00012850	0.00010638	0.00015028	0.01270000
Aethopyga primigenia	0.00065435	0.00060196	0.00070364	0.06380000
Aethopyga pulcherrima	0.00013381	0.00011136	0.00015674	0.01320000
Aethopyga saturata	0.00015101	0.00012740	0.00017561	0.01490000
Aethopyga shelleyi	0.00017222	0.00014839	0.00019904	0.01700000
Aethopyga siparaja	0.00013254	0.00010971	0.00015507	0.01310000
Aethopyga temminckii	0.00015271	0.00012820	0.00017730	0.01510000
Aethopyga vigorsii	0.00013860	0.00011588	0.00016203	0.01370000
Afropavo congensis	0.00222127	0.00212241	0.00231981	0.20170000
Afrotis afra	0.00198503	0.00189713	0.00207998	0.18280000
Afrotis afraoides	0.00014479	0.00012273	0.00016897	0.01430000
Agamia agami	0.00135097	0.00127443	0.00142375	0.12750000
Agapornis canus	0.00010557	0.00008681	0.00012636	0.01040000
Agapornis fischeri	0.00059442	0.00054608	0.00064344	0.05800000
Agapornis lilianae	0.00068522	0.00063183	0.00073451	0.06680000
Agapornis nigrigenis	0.00145809	0.00138117	0.00153546	0.13670000
Agapornis personatus	0.00009112	0.00007343	0.00010946	0.00900000
Agapornis pullarius	0.00009628	0.00007655	0.00011467	0.00950000
Agapornis roseicollis	0.00012350	0.00010168	0.00014505	0.01220000
Agapornis swindernianus	0.00010264	0.00008413	0.00012445	0.01010000
Agapornis taranta	0.00010814	0.00008789	0.00012851	0.01070000
Agelaioides badius	0.00014964	0.00012609	0.00017368	0.01480000
Agelaioides fringillarius	0.00015889	0.00013384	0.00018390	0.01570000
Agelaius assimilis	0.00015980	0.00013456	0.00018414	0.01580000
Agelaius humeralis	0.00013468	0.00011220	0.00015684	0.01330000
Agelaius phoeniceus	0.00012115	0.00010060	0.00014295	0.01200000
Agelaius tricolor	0.00506473	0.00490844	0.00522143	0.39730000
Agelaius xanthomus	0.00498402	0.00483093	0.00514115	0.39280000
Agelastes meleagrides	0.00231448	0.00221644	0.00241319	0.21010000
Agelastes niger	0.00016765	0.00014228	0.00019228	0.01660000
Agelasticus cyanopus	0.00013055	0.00010878	0.00015310	0.01300000
Agelasticus thilius	0.00012050	0.00010005	0.00014278	0.01190000
Agelasticus xanthophthalmus	0.00011223	0.00009211	0.00013360	0.01110000
Aglaeactis aliciae	0.00622614	0.00604892	0.00640251	0.46030000
Aglaeactis castelnaudii	0.00072602	0.00067266	0.00077934	0.07060000
Aglaeactis cupripennis	0.00015065	0.00012666	0.00017433	0.01490000
Aglaeactis pamela	0.00015387	0.00013050	0.00017872	0.01520000
Aglaiocercus berlepschi	0.00669991	0.00651786	0.00689240	0.48450000
Aglaiocercus coelestis	0.00018308	0.00015624	0.00020935	0.01810000
Aglaiocercus kingii	0.00017317	0.00014798	0.00019960	0.01710000
Agraphospiza rubescens	0.00015183	0.00012825	0.00017709	0.01500000
Agricola infuscatus	0.00009132	0.00007365	0.00011115	0.00900000
Agricola pallidus	0.00015706	0.00013283	0.00018182	0.01550000
Agriornis albicauda	0.00216603	0.00207041	0.00226272	0.19780000
Agriornis lividus	0.00013841	0.00011641	0.00016235	0.01370000
Agriornis micropterus	0.00012656	0.00010506	0.00014905	0.01250000
Agriornis montanus	0.00014165	0.00011859	0.00016472	0.01410000
Agriornis murinus	0.00015283	0.00012894	0.00017709	0.01510000
Agropsar philippensis	0.00014553	0.00012186	0.00016901	0.01440000
Agropsar sturninus	0.00017213	0.00014671	0.00019741	0.01700000
Ailuroedus buccoides	0.00014879	0.00012514	0.00017360	0.01470000
Ailuroedus crassirostris	0.00014183	0.00011885	0.00016488	0.01400000
Ailuroedus melanotis	0.00015275	0.00012907	0.00017663	0.01510000
Aimophila notosticta	0.00013862	0.00011602	0.00016241	0.01370000
Aimophila rufescens	0.00013656	0.00011370	0.00015907	0.01350000
Aimophila ruficeps	0.00011971	0.00009859	0.00014131	0.01180000
Aix galericulata	0.00013882	0.00011571	0.00016200	0.01370000
Aix sponsa	0.00015700	0.00013223	0.00018161	0.01550000
Akletos goeldii	0.00014464	0.00012150	0.00016848	0.01430000
Akletos melanoceps	0.00014970	0.00012561	0.00017340	0.01490000
Alaemon alaudipes	0.00013847	0.00011529	0.00016117	0.01370000
Alaemon hamertoni	0.00013939	0.00011767	0.00016350	0.01380000
Alauda arvensis	0.00013934	0.00011594	0.00016214	0.01380000
Alauda gulgula	0.00015678	0.00013360	0.00018264	0.01550000
Alauda leucoptera	0.00014705	0.00012306	0.00017050	0.01450000
Alauda razae	0.01796232	0.01757259	0.01835734	0.78740000
Alaudala raytal	0.00011644	0.00009539	0.00013750	0.01150000
Alaudala rufescens	0.00015058	0.00012778	0.00017595	0.01500000
Alaudala somalica	0.00016383	0.00013910	0.00018969	0.01620000
Alca torda	0.00077116	0.00071801	0.00082655	0.07490000
Alcedo atthis	0.00013949	0.00011631	0.00016310	0.01380000
Alcedo coerulescens	0.00013060	0.00010906	0.00015346	0.01290000
Alcedo euryzona	0.02083456	0.02039555	0.02127459	0.82960000
Alcedo hercules	0.00071950	0.00066707	0.00077327	0.06990000
Alcedo meninting	0.00015071	0.00012654	0.00017431	0.01490000
Alcedo peninsulae	0.00070493	0.00065284	0.00075560	0.06860000
Alcedo quadribrachys	0.00018282	0.00015721	0.00020898	0.01810000
Alcedo semitorquata	0.00014685	0.00012451	0.00017220	0.01450000
Alcippe brunneicauda	0.00052091	0.00047736	0.00056587	0.05100000
Alcippe grotei	0.00015071	0.00012730	0.00017523	0.01490000
Alcippe morrisonia	0.00010418	0.00008450	0.00012367	0.01030000
Alcippe nipalensis	0.00011551	0.00009521	0.00013719	0.01140000
Alcippe peracensis	0.00015704	0.00013335	0.00018126	0.01550000
Alcippe poioicephala	0.00010836	0.00008878	0.00012958	0.01070000
Alcippe pyrrhoptera	0.00012046	0.00009842	0.00014161	0.01190000
Aleadryas rufinucha	0.00017499	0.00014917	0.00020034	0.01730000
Alectoris barbara	0.00015453	0.00013091	0.00017933	0.01530000
Alectoris chukar	0.00014057	0.00011698	0.00016398	0.01390000
Alectoris graeca	0.00068874	0.00063655	0.00074041	0.06700000
Alectoris magna	0.00014951	0.00012526	0.00017284	0.01480000
Alectoris melanocephala	0.00014271	0.00011925	0.00016662	0.01410000
Alectoris philbyi	0.00012848	0.00010591	0.00015002	0.01270000
Alectoris rufa	0.00015263	0.00012805	0.00017687	0.01510000
Alectroenas madagascariensis	0.00014167	0.00011860	0.00016520	0.01400000
Alectroenas pulcherrimus	0.00015077	0.00012753	0.00017619	0.01490000
Alectroenas sganzini	0.00072698	0.00067408	0.00078118	0.07070000
Alectrurus risora	0.00199504	0.00190484	0.00208458	0.18350000
Alectrurus tricolor	0.00183383	0.00174995	0.00192252	0.16960000
Alectura lathami	0.00013151	0.00010998	0.00015459	0.01300000
Alethe castanea	0.00013965	0.00011687	0.00016239	0.01380000
Alethe diademata	0.00015979	0.00013525	0.00018459	0.01580000
Alipiopsitta xanthops	0.00054129	0.00049513	0.00058759	0.05300000
Alisterus amboinensis	0.00014964	0.00012598	0.00017369	0.01480000
Alisterus chloropterus	0.00014575	0.00012331	0.00017040	0.01440000
Alisterus scapularis	0.00015309	0.00012837	0.00017734	0.01510000
Alle alle	0.00013163	0.00010945	0.00015517	0.01300000
Allenia fusca	0.00015393	0.00012920	0.00017783	0.01520000
Alopecoenas beccarii	0.00012843	0.00010644	0.00015112	0.01270000
Alopecoenas canifrons	0.00382700	0.00369639	0.00395908	0.31830000
Alopecoenas erythropterus	0.02123995	0.02078299	0.02169706	0.82850000
Alopecoenas hoedtii	0.00388861	0.00376013	0.00402795	0.32300000
Alopecoenas jobiensis	0.00014622	0.00012264	0.00016944	0.01450000
Alopecoenas johannae	0.00014377	0.00012038	0.00016836	0.01420000
Alopecoenas kubaryi	0.00233427	0.00223500	0.00243244	0.21150000
Alopecoenas rubescens	0.00689462	0.00670676	0.00708982	0.49620000
Alopecoenas sanctaecrucis	0.00677451	0.00658257	0.00695813	0.48940000
Alopecoenas stairi	0.00233345	0.00223332	0.00243184	0.21190000
Alopecoenas xanthonurus	0.00077655	0.00071907	0.00083035	0.07550000
Alophoixus bres	0.00059189	0.00054646	0.00064254	0.05780000
Alophoixus finschii	0.00069425	0.00064336	0.00074774	0.06690000
Alophoixus flaveolus	0.00013867	0.00011603	0.00016198	0.01370000
Alophoixus frater	0.00010425	0.00008547	0.00012506	0.01030000
Alophoixus griseiceps	0.00011702	0.00009707	0.00013941	0.01160000
Alophoixus ochraceus	0.00011552	0.00009555	0.00013706	0.01140000
Alophoixus pallidus	0.00012063	0.00009971	0.00014312	0.01190000
Alophoixus phaeocephalus	0.00014024	0.00011643	0.00016283	0.01390000
Alophoixus ruficrissus	0.00014257	0.00011947	0.00016627	0.01410000
Alophoixus tephrogenys	0.00012758	0.00010675	0.00015027	0.01260000
Alopochelidon fucata	0.00013074	0.00010798	0.00015345	0.01290000
Alopochen aegyptiaca	0.00010528	0.00008580	0.00012565	0.01040000
Amadina erythrocephala	0.00008721	0.00006985	0.00010597	0.00860000
Amadina fasciata	0.00009430	0.00007481	0.00011303	0.00930000
Amalocichla incerta	0.00014999	0.00012743	0.00017476	0.01480000
Amalocichla sclateriana	0.00015800	0.00013278	0.00018150	0.01560000
Amandava amandava	0.00014991	0.00012622	0.00017393	0.01480000
Amandava formosa	0.00226628	0.00216889	0.00236129	0.20590000
Amandava subflava	0.00015599	0.00013170	0.00018040	0.01540000
Amaurocichla bocagii	0.00174622	0.00166397	0.00183429	0.16240000
Amaurolimnas concolor	0.00011775	0.00009713	0.00013930	0.01160000
Amaurornis cinerea	0.00012336	0.00010248	0.00014581	0.01220000
Amaurornis isabellina	0.00012434	0.00010220	0.00014595	0.01230000
Amaurornis magnirostris	0.00221478	0.00211872	0.00231156	0.20170000
Amaurornis marginalis	0.00013329	0.00011153	0.00015677	0.01320000
Amaurornis moluccana	0.00013760	0.00011453	0.00015982	0.01360000
Amaurornis olivacea	0.00013679	0.00011281	0.00015899	0.01350000
Amaurornis phoenicurus	0.00011042	0.00009094	0.00013160	0.01090000
Amaurospiza moesta	0.00013941	0.00011723	0.00016241	0.01380000
Amaurospiza relicta	0.00009037	0.00007188	0.00010914	0.00890000
Amazilia alfaroana	0.02008992	0.01965915	0.02052209	0.82180000
Amazilia amabilis	0.00016400	0.00013962	0.00018911	0.01620000
Amazilia amazilia	0.00015578	0.00013201	0.00018117	0.01540000
Amazilia bartletti	0.00011141	0.00009002	0.00013205	0.01100000
Amazilia beryllina	0.00012462	0.00010328	0.00014645	0.01230000
Amazilia boucardi	0.00681378	0.00663181	0.00700457	0.49200000
Amazilia brevirostris	0.00015467	0.00013169	0.00018005	0.01530000
Amazilia candida	0.00014764	0.00012501	0.00017173	0.01460000
Amazilia castaneiventris	0.00075017	0.00069312	0.00080295	0.07300000
Amazilia chionogaster	0.00014956	0.00012595	0.00017271	0.01490000
Amazilia cupreicauda	0.00014346	0.00011890	0.00016630	0.01420000
Amazilia cyanifrons	0.00014958	0.00012664	0.00017397	0.01480000
Amazilia cyanocephala	0.00012991	0.00010863	0.00015387	0.01280000
Amazilia cyanura	0.00013372	0.00011107	0.00015590	0.01320000
Amazilia decora	0.00012430	0.00010250	0.00014612	0.01230000
Amazilia edward	0.00013257	0.00011052	0.00015531	0.01310000
Amazilia fimbriata	0.00018808	0.00016130	0.00021511	0.01860000
Amazilia franciae	0.00014183	0.00011938	0.00016547	0.01400000
Amazilia grayi	0.00013378	0.00011085	0.00015578	0.01320000
Amazilia humboldtii	0.00014684	0.00012356	0.00017127	0.01450000
Amazilia lactea	0.00008834	0.00006944	0.00010633	0.00870000
Amazilia leucogaster	0.00013046	0.00010770	0.00015272	0.01290000
Amazilia luciae	0.00666365	0.00647517	0.00684915	0.48300000
Amazilia rosenbergi	0.00011845	0.00009708	0.00013947	0.01170000
Amazilia rutila	0.00016090	0.00013704	0.00018691	0.01590000
