status_change	rate_0	rate_1	rate_2	rate_3	rate_4	rate_5	rate_6	rate_7	rate_8	rate_9	rate_10	rate_11	rate_12	rate_13	rate_14	rate_15	rate_16	rate_17	rate_18	rate_19	rate_20	rate_21	rate_22	rate_23	rate_24	rate_25	rate_26	rate_27	rate_28	rate_29	rate_30	rate_31	rate_32	rate_33	rate_34	rate_35	rate_36	rate_37	rate_38	rate_39	rate_40	rate_41	rate_42	rate_43	rate_44	rate_45	rate_46	rate_47	rate_48	rate_49	rate_50	rate_51	rate_52	rate_53	rate_54	rate_55	rate_56	rate_57	rate_58	rate_59	rate_60	rate_61	rate_62	rate_63	rate_64	rate_65	rate_66	rate_67	rate_68	rate_69	rate_70	rate_71	rate_72	rate_73	rate_74	rate_75	rate_76	rate_77	rate_78	rate_79	rate_80	rate_81	rate_82	rate_83	rate_84	rate_85	rate_86	rate_87	rate_88	rate_89	rate_90	rate_91	rate_92	rate_93	rate_94	rate_95	rate_96	rate_97	rate_98	rate_99
LC->NT	0.00136356	0.00128684	0.00121633	0.00114726	0.00141591	0.00129803	0.00110857	0.00140905	0.00138323	0.00078283	0.00124239	0.00124622	0.00119201	0.00125472	0.00127474	0.00164181	0.00107137	0.00118040	0.00109623	0.00123732	0.00150922	0.00139793	0.00154640	0.00143702	0.00098601	0.00129827	0.00095569	0.00147502	0.00148024	0.00171006	0.00087028	0.00116933	0.00096408	0.00131779	0.00073008	0.00129209	0.00112100	0.00126108	0.00110297	0.00127013	0.00120105	0.00137977	0.00126141	0.00120811	0.00133135	0.00116706	0.00128474	0.00116745	0.00117858	0.00107147	0.00132165	0.00101947	0.00127332	0.00144167	0.00128139	0.00105384	0.00123270	0.00107971	0.00160702	0.00109681	0.00126373	0.00125102	0.00124649	0.00121856	0.00117623	0.00111848	0.00117394	0.00124846	0.00109917	0.00090664	0.00138543	0.00081109	0.00103929	0.00115047	0.00136353	0.00122277	0.00123875	0.00102791	0.00113477	0.00157247	0.00136135	0.00138224	0.00125353	0.00142828	0.00138763	0.00116988	0.00121048	0.00141553	0.00104148	0.00132449	0.00121841	0.00144205	0.00128118	0.00117954	0.00148862	0.00120503	0.00116890	0.00123364	0.00113075	0.00135391
LC->VU	0.00053469	0.00061685	0.00071796	0.00101866	0.00087602	0.00098498	0.00078041	0.00073758	0.00081594	0.00105976	0.00080001	0.00070802	0.00077975	0.00073892	0.00099842	0.00096967	0.00095461	0.00082211	0.00101221	0.00066543	0.00089595	0.00098032	0.00075798	0.00114861	0.00069190	0.00065575	0.00079584	0.00095846	0.00065853	0.00055977	0.00058697	0.00061855	0.00108197	0.00080343	0.00073583	0.00081903	0.00066541	0.00066481	0.00079309	0.00093495	0.00096658	0.00085866	0.00095349	0.00082645	0.00078112	0.00087493	0.00087049	0.00087076	0.00082808	0.00087376	0.00056332	0.00075949	0.00087428	0.00077025	0.00089628	0.00074104	0.00121228	0.00090915	0.00071836	0.00083987	0.00076651	0.00055882	0.00075618	0.00074961	0.00062200	0.00080623	0.00072775	0.00078841	0.00061724	0.00075855	0.00083537	0.00085554	0.00071213	0.00069431	0.00096350	0.00084221	0.00077922	0.00079919	0.00074582	0.00071029	0.00071634	0.00070456	0.00064602	0.00074909	0.00085137	0.00054686	0.00069124	0.00083628	0.00082765	0.00055847	0.00074337	0.00107773	0.00103053	0.00097516	0.00077306	0.00065927	0.00070158	0.00069016	0.00069977	0.00051617
LC->EN	0.00013582	0.00017265	0.00022422	0.00009271	0.00011236	0.00013509	0.00013858	0.00037346	0.00011721	0.00029177	0.00011229	0.00029335	0.00019195	0.00027410	0.00010813	0.00019835	0.00016651	0.00015036	0.00019164	0.00018069	0.00018115	0.00027916	0.00015557	0.00014218	0.00009660	0.00020216	0.00030844	0.00009916	0.00010845	0.00029896	0.00018973	0.00023482	0.00014677	0.00013254	0.00010604	0.00022302	0.00028511	0.00024643	0.00017822	0.00029162	0.00020243	0.00011183	0.00017866	0.00016408	0.00020029	0.00019515	0.00022001	0.00021590	0.00046026	0.00014770	0.00026451	0.00016105	0.00023177	0.00017646	0.00013498	0.00019317	0.00028598	0.00038261	0.00014999	0.00014007	0.00009403	0.00015467	0.00034314	0.00012464	0.00019352	0.00015700	0.00023895	0.00010089	0.00012086	0.00026346	0.00028659	0.00020598	0.00014990	0.00009877	0.00017417	0.00020299	0.00011861	0.00015594	0.00011234	0.00006558	0.00016363	0.00024998	0.00024651	0.00006201	0.00013645	0.00016246	0.00015496	0.00020154	0.00011032	0.00026152	0.00020778	0.00017758	0.00019709	0.00015388	0.00016021	0.00022788	0.00016664	0.00015516	0.00015271	0.00012243
LC->CR	0.00012686	0.00005937	0.00013108	0.00004558	0.00008520	0.00007273	0.00009995	0.00021673	0.00011154	0.00007380	0.00007718	0.00008609	0.00005190	0.00012177	0.00011141	0.00006204	0.00006298	0.00004400	0.00007942	0.00013479	0.00011036	0.00008445	0.00015346	0.00011696	0.00001372	0.00007382	0.00009721	0.00012107	0.00006792	0.00009189	0.00004698	0.00018849	0.00009220	0.00017500	0.00025198	0.00009281	0.00006931	0.00004416	0.00009802	0.00014348	0.00008540	0.00006146	0.00007645	0.00009191	0.00008401	0.00007531	0.00006284	0.00008361	0.00004236	0.00005858	0.00005939	0.00010430	0.00006552	0.00004857	0.00003733	0.00007876	0.00007847	0.00010119	0.00002926	0.00021478	0.00009997	0.00019916	0.00006433	0.00004711	0.00010193	0.00006604	0.00005121	0.00011911	0.00006223	0.00009940	0.00008188	0.00004263	0.00016048	0.00007227	0.00009984	0.00006366	0.00008547	0.00015710	0.00012166	0.00001534	0.00009853	0.00003916	0.00007409	0.00009733	0.00001954	0.00022690	0.00003293	0.00005692	0.00002865	0.00004509	0.00005220	0.00013473	0.00007946	0.00013206	0.00008945	0.00008810	0.00012416	0.00004258	0.00002812	0.00009171
LC->DD	0.00044436	0.00053517	0.00061739	0.00064859	0.00057706	0.00086808	0.00052523	0.00068234	0.00052888	0.00062485	0.00053130	0.00054908	0.00035869	0.00068798	0.00060225	0.00067129	0.00065305	0.00064961	0.00055267	0.00058256	0.00066895	0.00080376	0.00084704	0.00079463	0.00072253	0.00082653	0.00060776	0.00070471	0.00053595	0.00067912	0.00059144	0.00056550	0.00053812	0.00072364	0.00044314	0.00043924	0.00074981	0.00073362	0.00052932	0.00062617	0.00056941	0.00066302	0.00058635	0.00063594	0.00065542	0.00055087	0.00062113	0.00063658	0.00068290	0.00055986	0.00078706	0.00055664	0.00059109	0.00049887	0.00053166	0.00057870	0.00048317	0.00055876	0.00061526	0.00068613	0.00046745	0.00044982	0.00075058	0.00065538	0.00039738	0.00058998	0.00049385	0.00069255	0.00057517	0.00069074	0.00048867	0.00081443	0.00044271	0.00072499	0.00061234	0.00057551	0.00062863	0.00053122	0.00059995	0.00056197	0.00068720	0.00067809	0.00064705	0.00057481	0.00076857	0.00049268	0.00096386	0.00045363	0.00053953	0.00056725	0.00047282	0.00060458	0.00063879	0.00045844	0.00057138	0.00058981	0.00064240	0.00086651	0.00070595	0.00062703
LC->EX	0.00003259	0.00000363	0.00001237	0.00001098	0.00004144	0.00000601	0.00005283	0.00004119	0.00002555	0.00001357	0.00000133	0.00003063	0.00002334	0.00006981	0.00001182	0.00004082	0.00001520	0.00000258	0.00000646	0.00002666	0.00002364	0.00000256	0.00000954	0.00001537	0.00002120	0.00006426	0.00005050	0.00005325	0.00001814	0.00001211	0.00000512	0.00002591	0.00000465	0.00003169	0.00000679	0.00003545	0.00005012	0.00002213	0.00008360	0.00000853	0.00000204	0.00000578	0.00004451	0.00001588	0.00004102	0.00000066	0.00011911	0.00000307	0.00001615	0.00000229	0.00002326	0.00001737	0.00003846	0.00002945	0.00000462	0.00000235	0.00000999	0.00000511	0.00000306	0.00001338	0.00001781	0.00000710	0.00003716	0.00008072	0.00000674	0.00000722	0.00000487	0.00002194	0.00000265	0.00000355	0.00000867	0.00003051	0.00000261	0.00002830	0.00001756	0.00003411	0.00001352	0.00002464	0.00000789	0.00004973	0.00001138	0.00002152	0.00000865	0.00001222	0.00002644	0.00003049	0.00000800	0.00006798	0.00002221	0.00003025	0.00000683	0.00000773	0.00006539	0.00004723	0.00000586	0.00007381	0.00000148	0.00002595	0.00000808	0.00003775
NT->LC	0.02344012	0.01614154	0.02480926	0.01659576	0.01925082	0.01777431	0.02208842	0.01908534	0.02153105	0.02319073	0.01680825	0.02232641	0.01912536	0.01753952	0.02001150	0.02155535	0.01692569	0.01769861	0.02029944	0.01822382	0.01887403	0.02081264	0.02015872	0.02032747	0.02180088	0.01679942	0.02115098	0.01702266	0.01251602	0.02184518	0.01836328	0.01650720	0.01814891	0.01842915	0.01833543	0.01678456	0.02073236	0.01965324	0.02251076	0.02303169	0.02066859	0.02058901	0.02115711	0.01918196	0.01956389	0.01873384	0.02190461	0.02208621	0.02464459	0.02119018	0.02066272	0.01948664	0.02414210	0.02151043	0.02265388	0.02033174	0.01885475	0.02236724	0.02092394	0.01863938	0.01785360	0.02199298	0.02221159	0.02016731	0.02097264	0.01953171	0.01857641	0.02075096	0.02056162	0.01626536	0.02135281	0.02164842	0.02151886	0.01424587	0.02167200	0.02119304	0.02461989	0.02082644	0.01796564	0.01969308	0.01811940	0.02063095	0.01895632	0.02249397	0.02171191	0.02090642	0.02189503	0.01894225	0.02126708	0.02001786	0.01725264	0.01750670	0.02278755	0.01950948	0.01939821	0.02163119	0.02072558	0.02125267	0.02134644	0.02075412
NT->VU	0.01022787	0.01082536	0.01244522	0.01186015	0.01261823	0.00978196	0.01045600	0.00786415	0.00863264	0.01289382	0.01125506	0.00909144	0.01220494	0.00719197	0.00890929	0.00630967	0.00972664	0.01107164	0.00871755	0.01256831	0.00810460	0.00845864	0.01084920	0.01085115	0.01145108	0.01245805	0.01104567	0.01059281	0.01168203	0.00953463	0.01006588	0.01000063	0.00992395	0.00854919	0.01051935	0.01062980	0.01006955	0.00820337	0.01072032	0.00959601	0.01055376	0.01096189	0.00663584	0.00962979	0.00959103	0.00961310	0.00865181	0.00738350	0.00683273	0.00927463	0.00909901	0.01088894	0.01181009	0.00727345	0.00946572	0.00857423	0.00871255	0.00999067	0.01095937	0.00833480	0.01007488	0.01007425	0.00844372	0.00969585	0.00968805	0.00791655	0.01154477	0.01193703	0.01130437	0.00904370	0.00843968	0.01243610	0.00811533	0.00906478	0.00975989	0.00931167	0.01022144	0.01042709	0.00886465	0.00880271	0.01028115	0.01071465	0.00906966	0.01077773	0.01107963	0.00778274	0.01125011	0.01095291	0.00941583	0.00869963	0.00852284	0.01165165	0.01139841	0.00878409	0.00812089	0.00926223	0.00919477	0.00918325	0.00803651	0.00777926
NT->EN	0.00268677	0.00378643	0.00288113	0.00257955	0.00499859	0.00304078	0.00439017	0.00518459	0.00324687	0.00269870	0.00215855	0.00286201	0.00263137	0.00404736	0.00331389	0.00266982	0.00418065	0.00456366	0.00544297	0.00314819	0.00311876	0.00379178	0.00408274	0.00294557	0.00221902	0.00337594	0.00244807	0.00291426	0.00399879	0.00319751	0.00198059	0.00268368	0.00357413	0.00338271	0.00305228	0.00575752	0.00393709	0.00260921	0.00334523	0.00392629	0.00341102	0.00315910	0.00363720	0.00408450	0.00286786	0.00221686	0.00468053	0.00431835	0.00258705	0.00363506	0.00266009	0.00266635	0.00225422	0.00191218	0.00433014	0.00303022	0.00309855	0.00355642	0.00359394	0.00330953	0.00432496	0.00407087	0.00197897	0.00358620	0.00323209	0.00201586	0.00440211	0.00284879	0.00468749	0.00240067	0.00307064	0.00483370	0.00278065	0.00389741	0.00414617	0.00346799	0.00251891	0.00456108	0.00224859	0.00304619	0.00371365	0.00475352	0.00449396	0.00266065	0.00299012	0.00255584	0.00345398	0.00237379	0.00362348	0.00244363	0.00407811	0.00379616	0.00375720	0.00309846	0.00287582	0.00371501	0.00421282	0.00354737	0.00396649	0.00334657
NT->CR	0.00090814	0.00033379	0.00117408	0.00112430	0.00051626	0.00092843	0.00029454	0.00054755	0.00059272	0.00094496	0.00076424	0.00029354	0.00073215	0.00122763	0.00098762	0.00141919	0.00044584	0.00067708	0.00052108	0.00065350	0.00091767	0.00032975	0.00028289	0.00061531	0.00076138	0.00053101	0.00103950	0.00069039	0.00074973	0.00156497	0.00073866	0.00106406	0.00179215	0.00126810	0.00018889	0.00049946	0.00053093	0.00150976	0.00161992	0.00070632	0.00133279	0.00116127	0.00043624	0.00144243	0.00075261	0.00059024	0.00034005	0.00031821	0.00101270	0.00037305	0.00075234	0.00051290	0.00117931	0.00049493	0.00069182	0.00055903	0.00075139	0.00049213	0.00087907	0.00105468	0.00074494	0.00015808	0.00044086	0.00042936	0.00135375	0.00024322	0.00064473	0.00042362	0.00061482	0.00029786	0.00031724	0.00045155	0.00067508	0.00051628	0.00041593	0.00067682	0.00062948	0.00085823	0.00042316	0.00127994	0.00126897	0.00066317	0.00034258	0.00058815	0.00071997	0.00053213	0.00059233	0.00158670	0.00052662	0.00120155	0.00056558	0.00082489	0.00107549	0.00066237	0.00079060	0.00079460	0.00051559	0.00036069	0.00070181	0.00095917
