	species	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020
4762	Rhinolophus mitratus				VU				DD								DD				
4763	Rhinolophus montanus								DD								EN				
4764	Rhinolophus mossambicus																	LC			
4765	Rhinolophus nereis								DD								DD				
4766	Rhinolophus osgoodi								DD												
4767	Rhinolophus paradoxolophus								LC												
4768	Rhinolophus pearsonii								LC											LC	
4769	Rhinolophus philippinensis								LC												
4770	Rhinolophus proconsulis																	EN			
4771	Rhinolophus pusillus																			LC	
4772	Rhinolophus rex								LC												
4773	Rhinolophus robinsoni								NT												
4774	Rhinolophus rouxii																			LC	
4775	Rhinolophus rufus								NT											NT	
4776	Rhinolophus ruwenzorii				VU				VU												
4777	Rhinolophus sakejiensis				DD				DD											DD	
4778	Rhinolophus schnitzleri																			DD	
4779	Rhinolophus sedulus								NT												
4780	Rhinolophus shameli								LC												
4781	Rhinolophus shortridgei								LC												
4782	Rhinolophus siamensis								LC											LC	
4783	Rhinolophus silvestris				VU				DD											DD	
4784	Rhinolophus simulator				LC				LC									LC			
4785	Rhinolophus sinicus								LC											LC	
4786	Rhinolophus smithersi																	NT			
4787	Rhinolophus stheno																			LC	
4788	Rhinolophus subbadius								LC											LC	
4789	Rhinolophus subrufus								DD								DD				
4790	Rhinolophus swinnyi				NT				LC									LC			
4791	Rhinolophus tatar																	LC			
4792	Rhinolophus thomasi								LC											LC	
4793	Rhinolophus trifoliatus								LC												
4794	Rhinolophus virgo								LC											LC	
4795	Rhinolophus xinanzhongguoensis																	NT			
4796	Rhinolophus yunanensis								LC											LC	
4797	Rhinolophus ziama				EN				EN												
4798	Rhinonicteris aurantia								LC									LC			
4799	Rhinophylla alethina								NT										NT		
4800	Rhinophylla fischerae								LC								LC				
4801	Rhinophylla pumilio								LC							LC					
4802	Rhinopithecus avunculus			CR					CR												
4803	Rhinopithecus bieti								EN												
4804	Rhinopithecus brelichi								EN												
4805	Rhinopithecus roxellana								EN												
4806	Rhinopithecus strykeri												CR								
4807	Rhinopoma cystops																	LC			
4808	Rhinopoma hadramauticum																	EN			
4809	Rhinopoma hardwickii																	LC			
4810	Rhinopoma macinnesi				VU				DD											DD	
4811	Rhinopoma microphyllum				LC				LC									LC			
4812	Rhinopoma muscatellum								LC											LC	
4813	Rhinosciurus laticaudatus								NT									NT			
4814	Rhipidomys albujai																			DD	
4815	Rhipidomys austrinus								LC								LC				
4816	Rhipidomys cariri								DD											DD	
4817	Rhipidomys caucensis								DD											DD	
4818	Rhipidomys couesi								LC								LC				
4819	Rhipidomys emiliae								LC								LC				
4820	Rhipidomys fulviventer								LC								LC				
4821	Rhipidomys gardneri								LC									LC			
4822	Rhipidomys ipukensis																	DD			
4823	Rhipidomys itoan																	LC			
4824	Rhipidomys latimanus								LC								LC				
4825	Rhipidomys leucodactylus								LC								LC				
4826	Rhipidomys macconnelli								LC								LC				
4827	Rhipidomys macrurus								LC								LC				
4828	Rhipidomys mastacalis								LC								LC				
4829	Rhipidomys modicus								NT		LC						LC				
4830	Rhipidomys nitela																LC				
4831	Rhipidomys ochrogaster								DD											DD	
4832	Rhipidomys tribei																	DD			
4833	Rhipidomys venezuelae								LC								LC				
4834	Rhipidomys venustus								LC								LC				
4835	Rhipidomys wetzeli								LC								LC				
4836	Rhizomys pruinosus								LC								LC				
4837	Rhizomys sinensis								LC								LC				
4838	Rhizomys sumatrensis								LC								LC				
4839	Rhogeessa aeneus								LC											LC	
4840	Rhogeessa bickhami																	LC			
4841	Rhogeessa genowaysi								EN								EN				
4842	Rhogeessa hussoni								DD								DD				
4843	Rhogeessa io																LC				
4844	Rhogeessa menchuae																	DD			
4845	Rhogeessa minutilla								VU								VU				
4846	Rhogeessa mira								VU								VU				
4847	Rhogeessa parvula								LC											LC	
4848	Rhogeessa tumida								LC								LC				
4849	Rhogeessa velilla																	DD			
4850	Rhombomys opimus								LC								LC				
4851	Rhynchocyon chrysopygus						EN		EN							EN					
4852	Rhynchocyon cirnei						NT		NT									LC			LC
4853	Rhynchocyon petersi						VU		VU								LC				
4854	Rhynchocyon udzungwensis								VU							VU					
4855	Rhynchogale melleri								LC							LC					
4856	Rhyncholestes raphanurus								NT							NT		NT			
4857	Rhynchomeles prattorum								EN								EN				
4858	Rhynchomys banahao								DD								LC				
4859	Rhynchomys isarogensis								VU											VU	
4860	Rhynchomys soricoides								NT									NT			
4861	Rhynchomys tapulao								DD								DD				
4862	Rhynchonycteris naso								LC								LC				
4863	Rhyneptesicus nasutus								LC											LC	
4864	Romerolagus diazi								EN											EN	
4865	Rousettus aegyptiacus				LC				LC								LC				
4866	Rousettus amplexicaudatus								LC											LC	
4867	Rousettus bidens								VU												
4868	Rousettus celebensis								LC												
4869	Rousettus lanosus				LC				LC									LC			
4870	Rousettus leschenaultii								LC												
4871	Rousettus linduensis								DD												
4872	Rousettus madagascariensis								NT											VU	
4873	Rousettus obliviosus				NT				VU								VU				
4874	Rousettus spinalatus								VU												
4875	Rubrisciurus rubriventer								VU												
4876	Rucervus duvaucelii								VU					VU		VU					
4877	Rucervus eldii								EN							EN					
4878	Rungwecebus kipunji								CR											EN	
4879	Rupicapra pyrenaica								LC												
4880	Rupicapra rupicapra								LC												
4881	Rusa alfredi								EN								EN				
4882	Rusa marianna								VU							VU					
4883	Rusa timorensis								VU							VU					
4884	Rusa unicolor								VU							VU					
4885	Ruwenzorisorex suncoides				VU				VU								VU				
4886	Saccolaimus flaviventris								LC									LC			
4887	Saccolaimus mixtus								DD									NT			
4888	Saccolaimus peli				NT				LC									LC			
4889	Saccolaimus saccolaimus								LC									LC			
4890	Saccopteryx antioquensis								DD								EN				
4891	Saccopteryx bilineata								LC							LC					
4892	Saccopteryx canescens								LC							LC					
4893	Saccopteryx gymnura								DD								DD				
4894	Saccopteryx leptura								LC							LC					
4895	Saccostomus campestris				LC				LC								LC				
4896	Saccostomus mearnsi				LC				LC								LC				
4897	Saguinus bicolor			CR					EN											CR	
4898	Saguinus fuscicollis			LC					LC												
4899	Saguinus geoffroyi			LC					LC											NT	
4900	Saguinus imperator			LC					LC										LC		
4901	Saguinus inustus			LC					LC										LC		
4902	Saguinus labiatus			LC					LC										LC		
4903	Saguinus leucopus			VU					EN												
4904	Saguinus martinsi			LC					LC						LC					NT	
4905	Saguinus melanoleucus								LC												
4906	Saguinus midas			LC					LC										LC		
4907	Saguinus mystax			LC					LC										LC		
4908	Saguinus niger			LC					VU												
4909	Saguinus oedipus								CR						CR						
4910	Saiga tatarica		CR	CR					CR										CR		
4911	Saimiri boliviensis			LC					LC										LC		
4912	Saimiri oerstedii			EN					VU												
4913	Saimiri sciureus			LC					LC												
4914	Saimiri ustus			LC					NT											NT	
4915	Saimiri vanzolinii			VU					VU												
4916	Salanoia concolor								VU								VU				
4917	Salinomys delicatus								DD											DD	
4918	Salpingotulus michaelis								DD									DD			
4919	Salpingotus crassicauda								DD								LC				
4920	Salpingotus heptneri								DD								DD				
4921	Salpingotus kozlovi								LC								LC				
4922	Salpingotus pallidus								DD								DD				
4923	Santamartamys rufodorsalis								DD			CR						CR			
4924	Sapajus apella			LC					LC							LC			LC		
4925	Sapajus cay								LC							LC			LC		
4926	Sapajus flavius								CR							CR					
4927	Sapajus libidinosus								LC							LC				NT	
4928	Sapajus macrocephalus			LC					LC							LC			LC		
4929	Sapajus nigritus								NT							NT				NT	
4930	Sapajus robustus			VU					EN							EN				EN	
4931	Sapajus xanthosternos			CR					CR							CR					
4932	Sarcophilus harrisii								EN												
4933	Sauromys petrophilus				LC				LC									LC			
4934	Saxatilomys paulinae								DD								DD				
4935	Scalopus aquaticus								LC								LC				
4936	Scapanulus oweni								LC								LC				
4937	Scapanus latimanus								LC								LC				
4938	Scapanus orarius								LC								LC				
4939	Scapanus townsendii								LC								LC				
4940	Scapteromys aquaticus								LC								LC				
4941	Scapteromys tumidus								LC								LC				
4942	Scaptochirus moschatus								LC								LC				
4943	Scaptonyx fusicaudus								LC								LC				
4944	Sciurillus pusillus								DD											LC	
4945	Sciurocheirus alleni								LC												
4946	Sciurocheirus gabonensis								LC											LC	
4947	Sciurotamias davidianus								LC								LC				
4948	Sciurotamias forresti								LC								LC				
4949	Sciurus aberti								LC									LC			
4950	Sciurus aestuans								LC								LC				
4951	Sciurus alleni								LC								LC				
4952	Sciurus anomalus								LC								LC				
4953	Sciurus arizonensis								DD											DD	
4954	Sciurus aureogaster								LC									LC			
4955	Sciurus carolinensis								LC								LC		LC		
4956	Sciurus colliaei								LC								LC				
4957	Sciurus deppei								LC								LC				
4958	Sciurus flammifer								DD											DD	
4959	Sciurus gilvigularis								DD											DD	
4960	Sciurus granatensis								LC								LC				
4961	Sciurus griseus								LC								LC				
4962	Sciurus ignitus								DD											LC	
4963	Sciurus igniventris								LC								LC				
4964	Sciurus lis								LC								LC				
4965	Sciurus nayaritensis								LC								LC				
4966	Sciurus niger								LC								LC				
4967	Sciurus oculatus								LC								LC				
4968	Sciurus pucheranii								DD											DD	
4969	Sciurus pyrrhinus								DD											DD	
4970	Sciurus richmondi								NT										NT		
4971	Sciurus sanborni								DD											DD	
4972	Sciurus spadiceus								LC								LC				
4973	Sciurus stramineus								LC								LC				
4974	Sciurus variegatoides								LC								LC				
4975	Sciurus vulgaris		NT						LC								LC				
4976	Sciurus yucatanensis								LC								LC				
4977	Scleronycteris ega								LC								DD				
4978	Scolomys melanops								LC								LC				
4979	Scolomys ucayalensis								LC								LC				
4980	Scoteanax rueppellii								LC												
4981	Scotinomys teguina								LC								LC				
4982	Scotinomys xerampelinus								LC								LC				
4983	Scotoecus albofuscus				DD				DD											DD	
4984	Scotoecus hirundo				DD				LC									LC			
4985	Scotoecus pallidus				NT				LC											LC	
4986	Scotomanes ornatus								LC												
4987	Scotonycteris ophiodon				EN				VU		NT										
4988	Scotonycteris zenkeri																	LC			
4989	Scotophilus andrewreborii																	LC			
4990	Scotophilus borbonicus								DD											DD	
4991	Scotophilus celebensis								DD												
4992	Scotophilus collinus								LC												
4993	Scotophilus dinganii				LC				LC									LC			
4994	Scotophilus ejetai																	LC			
4995	Scotophilus heathii								LC											LC	
4996	Scotophilus kuhlii								LC											LC	
4997	Scotophilus leucogaster				LC				LC									LC			
4998	Scotophilus livingstonii																	LC			
4999	Scotophilus marovaza								LC									LC			
5000	Scotophilus nigrita				NT				LC									LC			
5001	Scotophilus nucella				VU				DD											DD	
5002	Scotophilus nux				LC				LC									LC			
5003	Scotophilus robustus								LC									LC			
5004	Scotophilus tandrefana								DD											DD	
5005	Scotophilus trujilloi																	LC			
5006	Scotophilus viridis				LC				LC									LC			
5007	Scotorepens balstoni								LC												
5008	Scotorepens greyii								LC												
5009	Scotorepens orion								LC												
5010	Scotorepens sanborni								LC												
5011	Scotozous dormeri				LC				LC											LC	
5012	Scutisorex somereni				LC				LC								LC				LC
5013	Scutisorex thori																			DD	
5014	Sekeetamys calurus				LC				LC								LC				
5015	Selevinia betpakdalaensis								DD								DD				
5016	Semnopithecus ajax				CR				EN												
5017	Semnopithecus dussumieri								LC												
5018	Semnopithecus entellus				NT				LC												
5019	Semnopithecus hector				EN				NT												
5020	Semnopithecus hypoleucos								VU												
5021	Semnopithecus priam								NT												
5022	Semnopithecus schistaceus								LC												
5023	Setifer setosus						LC		LC							LC	LC				
5024	Setonix brachyurus								VU											VU	VU
5025	Sicista armenica								EN							EN					
5026	Sicista betulina								LC								LC				
5027	Sicista caucasica								VU												
5028	Sicista caudata								DD								DD				
5029	Sicista concolor								LC								LC				
5030	Sicista kazbegica								EN								EN				
5031	Sicista kluchorica								NT									LC			
5032	Sicista loriger																	VU			
5033	Sicista napaea								LC								LC				
5034	Sicista pseudonapaea								DD								DD				
5035	Sicista severtzovi								LC								LC				
5036	Sicista strandi								LC								LC				
5037	Sicista subtilis																	LC			
5038	Sicista tianshanica								LC								LC				
5039	Sicista trizona																			EN	
5040	Sigmodon alleni																		VU		
5041	Sigmodon alstoni								LC								LC				
5042	Sigmodon arizonae								LC								LC				
5043	Sigmodon fulviventer								LC								LC				
5044	Sigmodon hirsutus								LC								LC				
5045	Sigmodon hispidus								LC								LC				
5046	Sigmodon inopinatus								VU										VU		
5047	Sigmodon leucotis								LC								LC				
5048	Sigmodon mascotensis								LC								LC				
5049	Sigmodon ochrognathus								LC								LC				
5050	Sigmodon peruanus								LC								LC				
5051	Sigmodon toltecus								LC								LC				
5052	Sigmodontomys alfari								LC								LC				
5053	Simias concolor								CR												
5054	Sminthopsis archeri								DD								DD				
5055	Sminthopsis bindi								LC								NT				
5056	Sminthopsis butleri								VU											VU	
5057	Sminthopsis crassicaudata								LC								LC				
5058	Sminthopsis dolichura								LC								LC				
5059	Sminthopsis douglasi								NT											NT	
5060	Sminthopsis fuliginosus								DD								DD				
5061	Sminthopsis gilberti								LC								LC				
5062	Sminthopsis granulipes								LC								LC				
5063	Sminthopsis griseoventer								LC								LC				
5064	Sminthopsis hirtipes								LC								LC				
5065	Sminthopsis leucopus								VU								LC				LC
5066	Sminthopsis longicaudata								LC								LC				
5067	Sminthopsis macroura								LC								LC				
5068	Sminthopsis murina								LC								LC				
5069	Sminthopsis ooldea								LC								LC				
5070	Sminthopsis psammophila								EN								VU				
5071	Sminthopsis virginiae								LC								LC				
5072	Sminthopsis youngsoni								LC								LC				
5073	Smutsia gigantea								NT						VU					EN	
5074	Smutsia temminckii								LC						VU					VU	
5075	Solenodon paradoxus								EN												
5076	Solisorex pearsoni								EN												
5077	Solomys ponceleti								CR												
5078	Solomys salamonis								DD								DD				
5079	Solomys salebrosus								EN												
5080	Solomys sapientis								EN								EN				
5081	Sommeromys macrorhinos								DD									DD			
5082	Sooretamys angouya								LC								LC				
5083	Sorex alaskanus								DD											DD	
5084	Sorex alpinus								NT												
5085	Sorex antinorii								DD											LC	
5086	Sorex araneus								LC								LC				
5087	Sorex arcticus								LC								LC				
5088	Sorex arizonae								LC								LC				
5089	Sorex asper								LC								LC				
5090	Sorex bairdi								LC								LC				
5091	Sorex bedfordiae								LC									LC			
5092	Sorex bendirii								LC								LC				
5093	Sorex buchariensis								LC											DD	
5094	Sorex caecutiens								LC								LC				
5095	Sorex camtschatica								LC									LC			
5096	Sorex cansulus								DD								DD				
5097	Sorex cinereus								LC								LC				
5098	Sorex coronatus								LC								LC				
5099	Sorex cylindricauda								LC									LC			
5100	Sorex daphaenodon								LC								LC				
5101	Sorex dispar								LC								LC				
5102	Sorex emarginatus								LC									LC			
5103	Sorex excelsus								LC								LC				
5104	Sorex fumeus								LC								LC				
5105	Sorex gracillimus								LC								LC				
5106	Sorex granarius								LC											LC	
5107	Sorex haydeni								LC								LC				
5108	Sorex hosonoi								LC								LC				
5109	Sorex hoyi								LC								LC				
5110	Sorex isodon								LC								LC				
5111	Sorex ixtlanensis								DD											DD	
5112	Sorex jacksoni								LC								LC				
5113	Sorex kozlovi								DD								DD				
5114	Sorex leucogaster								DD								DD				
5115	Sorex longirostris								LC								LC				
5116	Sorex lyelli								LC									LC			
5117	Sorex macrodon								VU										VU		
5118	Sorex maritimensis								LC								LC				
5119	Sorex mediopua								LC									LC			
5120	Sorex merriami								LC								LC				
5121	Sorex milleri								VU										VU		
5122	Sorex minutissimus								LC								LC				
5123	Sorex minutus								LC								LC				
5124	Sorex mirabilis								DD								DD				
5125	Sorex monticolus								LC								LC				
5126	Sorex nanus								LC								LC				
5127	Sorex neomexicanus								DD											DD	
5128	Sorex oreopolus								LC									LC			
5129	Sorex orizabae								LC									LC			
5130	Sorex ornatus								LC								LC				
5131	Sorex pacificus								LC								LC				
5132	Sorex palustris								LC								LC				
5133	Sorex planiceps								LC									LC			
5134	Sorex portenkoi								DD								DD				
5135	Sorex preblei								LC								LC			LC	
5136	Sorex pribilofensis								EN										EN		
5137	Sorex raddei								LC								LC				
5138	Sorex roboratus								LC								LC				
5139	Sorex rohweri								LC									LC			
5140	Sorex samniticus								LC								LC				
5141	Sorex satunini								LC								LC				
5142	Sorex saussurei								LC									LC			
5143	Sorex sclateri								CR										CR		
5144	Sorex shinto								LC								LC				
5145	Sorex sinalis								DD								DD				
5146	Sorex sonomae								LC									LC			
5147	Sorex stizodon								CR										CR		
5148	Sorex tenellus								LC								LC				
5149	Sorex thibetanus								DD								DD				
5150	Sorex trowbridgii								LC								LC				
5151	Sorex tundrensis								LC								LC				
5152	Sorex ugyunak								LC								LC				
5153	Sorex unguiculatus								LC								LC				
5154	Sorex vagrans								LC								LC				
5155	Sorex ventralis								LC									LC			
5156	Sorex veraecrucis								LC									LC			
5157	Sorex veraepacis								LC									LC			
5158	Sorex volnuchini								LC							LC	LC				
5159	Sorex yukonicus								LC									LC			
5160	Soricomys kalinga								LC									LC			
5161	Soricomys leonardocoi																	DD			
5162	Soricomys montanus																			LC	
5163	Soricomys musseri								LC									LC			
5164	Soriculus nigrescens								LC								LC				
5165	Sotalia fluviatilis										DD		DD								
5166	Sotalia guianensis										DD		DD						NT		
5167	Sousa chinensis																	VU			
5168	Sousa plumbea																	EN			
5169	Sousa sahulensis																	VU			
5170	Sousa teuszii								VU				VU					CR			
5171	Spalacopus cyanus								LC					LC			LC				
5172	Spalax arenarius								EN												
5173	Spalax giganteus								VU								LC				
5174	Spalax graecus								NT												
5175	Spalax microphthalmus								LC								LC				
5176	Spalax uralensis								NT								NT				
5177	Spalax zemni								VU												
5178	Speothos venaticus				VU				NT			NT									
5179	Spermophilopsis leptodactylus								LC								LC				
5180	Spermophilus alashanicus								LC								LC				
5181	Spermophilus brevicauda								LC								LC				
5182	Spermophilus citellus								VU												
5183	Spermophilus dauricus								LC								LC				
5184	Spermophilus erythrogenys								LC								LC				
5185	Spermophilus fulvus								LC									LC			
5186	Spermophilus major								LC									LC			
5187	Spermophilus musicus								NT												
5188	Spermophilus pallidicauda								LC									LC			
5189	Spermophilus pygmaeus								LC									LC			
5190	Spermophilus ralli								LC								LC				
5191	Spermophilus relictus								LC								LC				
5192	Spermophilus suslicus								NT												
5193	Spermophilus taurensis								LC									LC			
5194	Spermophilus xanthoprymnus								NT												
5195	Sphaerias blanfordi								LC												
5196	Sphaeronycteris toxophyllum								DD										LC		
5197	Spilocuscus kraemeri								NT											NT	
5198	Spilocuscus maculatus								LC								LC				
5199	Spilocuscus papuensis								VU								VU				
5200	Spilocuscus rufoniger								CR								CR				
5201	Spilocuscus wilsoni								CR								CR				
5202	Spilogale angustifrons								LC								LC				
5203	Spilogale gracilis								LC								LC				
5204	Spilogale putorius								LC								VU				
5205	Spilogale pygmaea								VU								VU				
5206	Srilankamys ohiensis								VU											VU	
5207	Steatomys bocagei								LC									LC			
5208	Steatomys caurinus				LC				LC									LC			
5209	Steatomys cuppedius				LC				LC									LC			
5210	Steatomys jacksoni				VU				DD								DD				
5211	Steatomys krebsii				LC				LC								LC				
5212	Steatomys opimus								LC									LC			
5213	Steatomys parvus				LC				LC									LC			
5214	Steatomys pratensis				LC				LC								LC				
5215	Stenella attenuata								LC				LC						LC		
5216	Stenella clymene								DD				DD						LC		
5217	Stenella coeruleoalba								LC				VU							LC	
5218	Stenella frontalis								DD				DD						LC		
5219	Stenella longirostris								DD				DD						LC		
5220	Steno bredanensis								LC				LC							LC	
5221	Stenocephalemys albipes				LC				LC									LC			
5222	Stenocephalemys albocaudata				NT				LC								LC				
5223	Stenocephalemys griseicauda				NT				LC								LC				
5224	Stenocephalemys ruppi				DD				DD								DD				
5225	Stenoderma rufum								VU			VU					NT				
5226	Stochomys longicaudatus				LC				LC									LC			
5227	Strigocuscus celebensis								VU												
5228	Strigocuscus pelengensis								LC								LC				
5229	Sturnira angeli																			NT	
5230	Sturnira aratathomasi								NT								LC				
5231	Sturnira bakeri																			LC	
5232	Sturnira bidens								LC										LC		
5233	Sturnira bogotensis								LC										LC		
5234	Sturnira burtonlimi																	DD			
5235	Sturnira erythromos								LC							LC					
5236	Sturnira hondurensis																	LC			
5237	Sturnira koopmanhilli																DD				
5238	Sturnira lilium																	LC			
5239	Sturnira ludovici																LC				
5240	Sturnira luisi								LC											LC	
5241	Sturnira magna								LC							LC					
5242	Sturnira mistratensis								DD							DD					
5243	Sturnira mordax								NT											LC	
5244	Sturnira nana								EN								EN				
5245	Sturnira oporaphilum								NT								LC				
5246	Sturnira parvidens																			LC	
5247	Sturnira paulsoni																			NT	
5248	Sturnira perla																DD				
5249	Sturnira sorianoi								DD							DD					
5250	Sturnira tildae								LC								LC				
5251	Styloctenium mindorensis								DD											EN	
5252	Styloctenium wallacei								VU		NT										
5253	Stylodipus andrewsi								LC									LC			
5254	Stylodipus sungorus								LC								LC				
5255	Stylodipus telum								LC									LC			
5256	Submyotodon latirostris																	LC			
5257	Suncus aequatorius								CR								EN				
5258	Suncus ater								DD								DD				
5259	Suncus dayi								EN								EN				
5260	Suncus etruscus																	LC			
5261	Suncus fellowesgordoni								EN												
5262	Suncus hosei								DD								DD				
5263	Suncus hututsi																DD				
5264	Suncus infinitesimus				LC				LC									LC			
5265	Suncus lixus				LC				LC									LC			
5266	Suncus malayanus								DD								LC				
5267	Suncus megalura				LC				LC									LC			
5268	Suncus mertensi								EN								EN				
5269	Suncus montanus								VU												
5270	Suncus murinus								LC								LC				
5271	Suncus remyi				LC				LC									LC			
5272	Suncus stoliczkanus								LC								LC				
5273	Suncus varilla				LC				LC									LC			
5274	Suncus zeylanicus								EN											EN	
5275	Sundamys infraluteus								LC								LC				
5276	Sundamys maxi								EN											VU	
5277	Sundamys muelleri								LC								LC				
5278	Sundasciurus brookei								LC								LC				
5279	Sundasciurus davensis								DD								DD				
5280	Sundasciurus fraterculus								EN								VU				
5281	Sundasciurus hippurus								NT									NT			
5282	Sundasciurus hoogstraali								LC								LC				
5283	Sundasciurus jentinki								LC								LC				
5284	Sundasciurus juvencus								LC								LC				
5285	Sundasciurus lowii								LC								LC				
5286	Sundasciurus mindanensis								LC								LC				
5287	Sundasciurus moellendorffi								NT											NT	
5288	Sundasciurus philippinensis								LC								LC				
5289	Sundasciurus rabori								DD								DD				
5290	Sundasciurus samarensis								LC								LC				
5291	Sundasciurus steerii								LC								LC				
5292	Sundasciurus tenuis								LC								LC				
5293	Surdisorex norae				VU				VU								LC				
5294	Surdisorex polulus				VU				VU								DD				
5295	Surdisorex schlitteri																DD				
5296	Suricata suricatta								LC							LC					
5297	Sus ahoenobarbus								VU									NT			
5298	Sus barbatus								VU									VU			
5299	Sus cebifrons								CR									CR			
5300	Sus celebensis								NT												
5301	Sus oliveri								EN								VU				
5302	Sus philippensis								VU									VU			
5303	Sus scrofa								LC											LC	
5304	Sus verrucosus								EN								EN				
5305	Syconycteris australis								LC								LC				
5306	Syconycteris carolinae								VU												
5307	Syconycteris hobbit								VU								LC				
5308	Sylvicapra grimmia								LC								LC				
5309	Sylvilagus andinus																			DD	
5310	Sylvilagus aquaticus								LC											LC	
5311	Sylvilagus audubonii								LC											LC	
5312	Sylvilagus bachmani								LC											LC	
5313	Sylvilagus brasiliensis																			EN	
5314	Sylvilagus cognatus								DD								EN				
5315	Sylvilagus cunicularius								LC											LC	
5316	Sylvilagus dicei								DD								VU				
5317	Sylvilagus floridanus								LC											LC	
5318	Sylvilagus gabbi																			LC	
5319	Sylvilagus graysoni								EN											EN	
5320	Sylvilagus insonus								EN											DD	
5321	Sylvilagus mansuetus								NT			CR								CR	
5322	Sylvilagus nuttallii								LC											LC	
5323	Sylvilagus obscurus								NT											NT	
5324	Sylvilagus palustris								LC											LC	
5325	Sylvilagus robustus								EN											VU	
5326	Sylvilagus sanctaemartae																			DD	
5327	Sylvilagus tapetillus																			VU	
5328	Sylvilagus transitionalis								VU											VU	
5329	Sylvilagus varynaensis								DD											DD	
5330	Sylvisorex akaibei																DD				
5331	Sylvisorex camerunensis				EN				VU								VU				
5332	Sylvisorex corbeti																	DD			
5333	Sylvisorex granti				LC				LC								LC				
5334	Sylvisorex howelli				VU				EN								LC				
5335	Sylvisorex isabellae				EN				EN											VU	
5336	Sylvisorex johnstoni				LC				LC									LC			
5337	Sylvisorex konganensis				DD				DD								DD				
5338	Sylvisorex lunaris				LC				VU											NT	
5339	Sylvisorex morio				VU				EN								EN				
5340	Sylvisorex ollula																	LC			
5341	Sylvisorex oriundus				DD				DD								DD				
5342	Sylvisorex pluvialis				DD				DD								DD				
5343	Sylvisorex silvanorum																DD				
5344	Sylvisorex vulcanorum				LC				NT											LC	
5345	Symphalangus syndactylus								EN												
5346	Synaptomys borealis								LC									LC			
5347	Synaptomys cooperi								LC								LC				
5348	Syncerus caffer								LC											NT	
5349	Syntheosciurus brochus								NT											DD	
5350	Tachyglossus aculeatus								LC								LC				
5351	Tachyoryctes macrocephalus				VU				EN								EN				
5352	Tachyoryctes splendens				LC				LC									LC			
5353	Tadarida aegyptiaca				LC				LC									LC			
5354	Tadarida brasiliensis								LC							LC					
5355	Tadarida fulminans				LC				LC									LC			
5356	Tadarida insignis								DD											DD	
5357	Tadarida latouchei								DD												
5358	Tadarida lobata				DD				LC									LC			
5359	Tadarida teniotis								LC								LC				
5360	Tadarida ventralis				NT				DD											DD	
5361	Taeromys arcuatus								DD								LC				
5362	Taeromys callitrichus								DD									DD			
5363	Taeromys celebensis								LC								LC				
5364	Taeromys hamatus								DD									DD			
5365	Taeromys microbullatus								DD									DD			
5366	Taeromys punicans								DD									DD			
5367	Taeromys taerae								DD								VU				
5368	Talpa altaica								LC									LC			
5369	Talpa caeca								LC								LC				
5370	Talpa caucasica								LC								LC				
5371	Talpa davidiana								DD									DD			
5372	Talpa europaea								LC									LC			
5373	Talpa levantis								LC								LC				
5374	Talpa occidentalis								LC								LC				
5375	Talpa romana								LC								LC				
5376	Talpa stankovici								LC								LC				
5377	Tamandua mexicana						LC		LC			LC			LC						
5378	Tamandua tetradactyla						LC		LC			LC			LC						
5379	Tamias striatus								LC								LC				
5380	Tamiasciurus douglasii								LC								LC				
5381	Tamiasciurus hudsonicus								LC								LC				
5382	Tamiasciurus mearnsi								EN										EN		
5383	Tamiops macclellandii								LC									LC			
5384	Tamiops maritimus								LC									LC			
5385	Tamiops rodolphii								LC									LC			
5386	Tamiops swinhoei								LC									LC			
5387	Tanyuromys aphrastus								DD											DD	
5388	Tapecomys primus								LC									LC			
5389	Taphozous achates								DD								DD				
5390	Taphozous australis								NT												
5391	Taphozous georgianus								LC									LC			
5392	Taphozous hamiltoni				NT				DD											DD	
5393	Taphozous hildegardeae				VU				VU												
5394	Taphozous hilli								LC												
5395	Taphozous kapalgensis								LC									LC			
5396	Taphozous longimanus								LC											LC	
5397	Taphozous mauritianus				LC				LC									LC			
5398	Taphozous melanopogon								LC											LC	
5399	Taphozous nudiventris				LC				LC									LC			
5400	Taphozous perforatus				LC				LC									LC			
5401	Taphozous theobaldi								LC											LC	
5402	Taphozous troughtoni								LC									LC			
5403	Tapirus bairdii		EN						EN								EN				
5404	Tapirus indicus		EN	VU					EN								EN				
5405	Tapirus pinchaque		EN						EN								EN				
5406	Tapirus terrestris		VU						VU											VU	
5407	Tarsipes rostratus								LC								LC				
5408	Tarsius bancanus								VU												
5409	Tarsius dentatus								VU												
5410	Tarsius lariang								DD												
5411	Tarsius pelengensis								EN												
5412	Tarsius pumilus								DD												
5413	Tarsius sangirensis								EN			EN									
5414	Tarsius syrichta								NT												
5415	Tarsius tarsier								VU												
5416	Tarsius tumpara											CR									
5417	Tarsius wallacei											DD									
5418	Tarsomys apoensis								LC								LC				
5419	Tarsomys echinatus								VU											VU	
5420	Tasmacetus shepherdi								DD										DD		
5421	Tateomys macrocercus								DD									DD			
5422	Tateomys rhinogradoides								DD									DD			
5423	Tatera indica								LC									LC			
5424	Taterillus arenarius				LC				LC								LC				
5425	Taterillus congicus				LC				LC								LC				
5426	Taterillus emini				LC				LC								LC				
5427	Taterillus gracilis				LC				LC								LC				
